D_DPTO,D_PROV,D_DIST,D_DREUGEL,RURAL_PMM,RURAL_PMM_MUJE1,RURAL_PMM_MUJE2,RURAL_PMM_HOME1,RURAL_PMM_HOME2,RURAL_PMMA_MUJE1,RURAL_PMMA_MUJE2,RURAL_PMMA_HOME1,RURAL_PMMA_HOME2,RURAL_PMM_MUJDOC,RURAL_PMM_HOMDOC,RURAL_PMMA_MUJDOC,RURAL_PMMA_HOMDOC,RURAL_CRFA,RURAL_SRE,RURAL_ST,RURAL_CRFA_MUJE1,RURAL_CRFA_MUJE2,RURAL_CRFA_HOME1,RURAL_CRFA_HOME2,RURAL_SRE_MUJE1,RURAL_SRE_MUJE2,RURAL_SRE_HOME1,RURAL_SRE_HOME2,RURAL_MSE_MUJDOC,RURAL_MSE_HOMDOC
Piura,PAITA,AMOTAPE,UGEL PAITA,2,58,2,51,4,30,29,27,25,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PAITA,ARENAL,UGEL PAITA,2,64,2,50,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PAITA,COLAN,UGEL PAITA,4,52,5,58,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PAITA,LA HUACA,UGEL PAITA,3,79,5,66,6,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PAITA,PAITA,UGEL PAITA,2,125,0,145,0,19,16,34,21,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PAITA,TAMARINDO,UGEL PAITA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PAITA,VICHAYAL,UGEL PAITA,5,91,1,116,16,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PIURA.,CASTILLA,UGEL PIURA,7,217,24,266,37,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PIURA.,CATACAOS,UGEL PIURA,10,236,16,236,30,0,0,0,0,20,3,0,0,0,1,0,0,0,62,4,0,0,0,0,0,11
Piura,PIURA.,CURA MORI,UGEL PIURA,8,176,13,185,10,0,0,0,0,12,6,0,0,0,1,0,75,6,0,0,0,0,0,0,11,0
Piura,PIURA.,EL TALLÁN,UGEL LA UNIÓN,7,139,13,152,8,2,1,3,3,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PIURA.,LA ARENA,UGEL LA UNIÓN,10,307,21,300,23,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PIURA.,LA UNION,UGEL LA UNIÓN,9,282,18,268,29,48,40,21,46,21,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PIURA.,LAS LOMAS,UGEL TAMBOGRANDE,30,609,30,668,51,0,0,0,0,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PIURA.,PIURA,UGEL PIURA,17,491,37,549,44,0,0,0,0,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PIURA.,TAMBO GRANDE,UGEL TAMBOGRANDE,78,1762,136,1867,172,78,79,94,93,103,65,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,PIURA.,VEINTISEIS DE OCTUBRE,UGEL PIURA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SECHURA,BELLAVISTA DE LA UNION,UGEL SECHURA,2,8,0,16,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SECHURA,BERNAL,UGEL SECHURA,8,176,14,180,15,11,10,10,9,14,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SECHURA,CRISTO NOS VALGA,UGEL SECHURA,5,129,9,108,12,15,13,11,16,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SECHURA,SECHURA,UGEL SECHURA,9,136,10,147,13,12,13,12,8,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SECHURA,VICE,UGEL SECHURA,5,175,8,181,7,10,10,12,12,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SULLANA,IGNACIO ESCUDERO,UGEL SULLANA,2,55,4,57,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SULLANA,LANCONES,UGEL SULLANA,70,627,26,663,39,45,51,47,33,57,40,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SULLANA,MARCAVELICA,UGEL SULLANA,5,56,5,46,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SULLANA,MIGUEL CHECA,UGEL SULLANA,1,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SULLANA,QUERECOTILLO,UGEL SULLANA,11,378,16,370,30,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SULLANA,SALITRAL,UGEL SULLANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,SULLANA,SULLANA,UGEL SULLANA,16,293,12,262,21,0,0,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,TALARA,EL ALTO,UGEL TALARA,1,10,2,6,1,6,6,1,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,TALARA,LA BREA,UGEL TALARA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,TALARA,LOBITOS,UGEL TALARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,TALARA,MANCORA,UGEL CONTRALMIRANTE VILLAR,1,8,0,13,0,4,4,7,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piura,TALARA,PARIÑAS,UGEL TALARA,4,28,1,51,2,14,15,28,25,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,AZANGARO,ASILLO,UGEL AZÁNGARO,12,114,8,120,2,35,32,29,41,7,24,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,AZANGARO,AZANGARO,UGEL AZÁNGARO,10,94,10,105,14,20,27,25,25,7,19,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,UGEL AZÁNGARO,3,12,1,16,1,11,2,7,10,1,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,AZANGARO,MUÑANI,UGEL AZÁNGARO,2,15,0,17,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,AZANGARO,SAMAN,UGEL AZÁNGARO,2,18,4,19,1,11,7,7,9,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,AZANGARO,SAN ANTON,UGEL AZÁNGARO,2,22,2,14,0,15,10,4,10,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,AZANGARO,SAN JOSE,UGEL AZÁNGARO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,AZANGARO,SANTIAGO DE PUPUJA,UGEL AZÁNGARO,4,22,2,29,2,5,1,6,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,AZANGARO,TIRAPATA,UGEL AZÁNGARO,4,42,7,54,4,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,CARABAYA,AYAPATA,UGEL CARABAYA,1,18,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,CARABAYA,SAN GABAN,UGEL CARABAYA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,CHUCUITO,JULI,UGEL CHUCUITO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,5,0,0,0,0,0,11
Puno,EL_COLLAO,CONDURIRI,UGEL EL COLLAO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,LAMPA,CABANILLA,UGEL LAMPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,LAMPA,OCUVIRI,UGEL LAMPA,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,LAMPA,PARATIA,UGEL LAMPA,1,1,0,2,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,LAMPA,SANTA LUCIA,UGEL LAMPA,1,3,0,5,0,1,2,3,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,MELGAR,NUÑOA,UGEL MELGAR,2,29,8,26,6,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,PUNO.,ATUNCOLLA,UGEL PUNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,2,33,1,0,0,0,0,6,5
Puno,PUNO.,PUNO,UGEL PUNO,0,0,0,0,0,8,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,SAN_ANTONIO_DE_PUTINA,QUILCAPUNCU,UGEL SAN ANTONIO DE PUTINA,1,22,1,29,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,SAN_ROMAN,JULIACA,UGEL SAN ROMÁN,0,0,0,0,0,82,65,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,SAN_ROMAN,SAN MIGUEL,UGEL SAN ROMAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,SANDIA,LIMBANI,UGEL CRUCERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,YUNGUYO,COPANI,UGEL YUNGUYO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,YUNGUYO,CUTURAPI,UGEL YUNGUYO,0,0,0,0,0,5,9,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puno,YUNGUYO,YUNGUYO,UGEL YUNGUYO,0,0,0,0,0,7,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,BELLAVISTA,ALTO BIAVO,UGEL BELLAVISTA,23,514,59,520,83,202,203,220,208,18,37,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,BELLAVISTA,BAJO BIAVO,UGEL BELLAVISTA,27,411,42,444,54,143,102,126,128,22,28,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,BELLAVISTA,BELLAVISTA,UGEL BELLAVISTA,9,144,10,176,16,45,59,57,81,8,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,BELLAVISTA,HUALLAGA,UGEL MARISCAL CÁCERES,5,56,5,67,8,20,24,36,19,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,BELLAVISTA,SAN PABLO,UGEL BELLAVISTA,13,184,11,172,7,48,70,50,64,9,18,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,BELLAVISTA,SAN RAFAEL,UGEL BELLAVISTA,6,80,5,81,13,42,43,48,48,6,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,EL_DORADO,AGUA BLANCA,UGEL EL DORADO,4,65,4,60,6,2,4,1,9,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,EL_DORADO,SAN JOSE DE SISA,UGEL EL DORADO,10,274,17,261,27,127,91,112,120,19,7,10,5,1,0,0,0,0,0,0,75,1,54,2,4,6
San Martin,EL_DORADO,SAN MARTIN,UGEL EL DORADO,27,500,49,521,71,181,179,199,194,21,39,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,EL_DORADO,SANTA ROSA,UGEL EL DORADO,8,180,16,198,22,23,21,23,22,10,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,EL_DORADO,SHATOJA,UGEL EL DORADO,6,54,2,52,1,17,8,17,12,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,HUALLAGA,ALTO SAPOSOA,UGEL MOYOBAMBA,2,32,7,30,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,HUALLAGA,EL ESLABON,UGEL HUALLAGA,4,35,3,36,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,HUALLAGA,PISCOYACU,UGEL HUALLAGA,9,124,16,143,16,55,49,67,67,3,14,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,HUALLAGA,SACANCHE,UGEL HUALLAGA,6,102,9,136,15,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,HUALLAGA,SAPOSOA,UGEL HUALLAGA,19,337,26,322,40,133,115,103,134,20,22,17,10,0,1,0,21,0,25,2,0,0,0,0,3,7
San Martin,HUALLAGA,TINGO DE SAPOSOA,UGEL BELLAVISTA,1,29,2,37,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,ALONSO DE ALVARADO,UGEL MOYOBAMBA,48,580,50,596,60,280,253,273,290,28,45,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,BARRANQUITA,UGEL LAMAS,17,182,23,180,22,45,50,40,55,7,18,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,CAYNARACHI,UGEL LAMAS,16,220,35,257,31,120,115,118,125,15,16,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,CUÑUMBUQUI,UGEL LAMAS,5,31,1,33,0,11,2,8,11,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,LAMAS,UGEL LAMAS,6,94,6,66,7,72,83,68,64,8,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,PINTO RECODO,UGEL MOYOBAMBA,23,375,25,337,44,174,192,209,207,19,26,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,RUMISAPA,UGEL LAMAS,1,31,5,38,5,43,43,38,45,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,SAN ROQUE DE CUMBAZA,UGEL LAMAS,1,23,2,22,2,37,44,55,36,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,SHANAO,UGEL LAMAS,0,0,0,0,0,19,14,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,TABALOSOS,UGEL LAMAS,11,163,21,193,18,59,57,54,41,14,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,LAMAS,ZAPATERO,UGEL LAMAS,12,150,17,160,19,71,63,69,71,13,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MARISCAL_CACERES,CAMPANILLA,UGEL MARISCAL CÁCERES,13,185,10,157,16,45,42,49,46,11,13,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MARISCAL_CACERES,HUICUNGO,UGEL MARISCAL CÁCERES,9,183,26,194,21,99,103,94,95,7,13,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MARISCAL_CACERES,JUANJUI,UGEL MARISCAL CACERES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,11
San Martin,MARISCAL_CACERES,JUANJUI,UGEL MARISCAL CÁCERES,9,127,17,149,18,42,30,41,34,9,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MARISCAL_CACERES,JUANJUI,UGEL MARISCAL C-CERES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,79,6,0,0,0,0,0,0
San Martin,MARISCAL_CACERES,PACHIZA,UGEL MARISCAL CÁCERES,11,186,24,211,33,92,71,98,117,10,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MARISCAL_CACERES,PAJARILLO,UGEL MARISCAL CÁCERES,13,217,21,235,25,81,75,81,89,11,14,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MOYOBAMBA,CALZADA,UGEL MOYOBAMBA,4,58,5,80,6,46,62,70,66,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MOYOBAMBA,HABANA,UGEL MOYOBAMBA,3,15,1,27,0,10,6,13,14,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MOYOBAMBA,JEPELACIO,UGEL MOYOBAMBA,53,601,44,614,50,151,115,139,120,34,50,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MOYOBAMBA,MOYOBAMBA,UGEL MOYOBAMBA,70,1230,79,1330,124,330,334,345,336,81,70,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,MOYOBAMBA,SORITOR,UGEL MOYOBAMBA,41,416,34,424,53,92,96,101,106,22,37,6,15,0,2,0,78,2,83,5,0,0,0,0,11,10
San Martin,MOYOBAMBA,YANTALO,UGEL MOYOBAMBA,4,51,0,60,3,29,22,27,36,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,PICOTA,BUENOS AIRES,UGEL PICOTA,14,211,12,175,22,68,60,63,54,15,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,PICOTA,CASPISAPA,UGEL PICOTA,2,14,2,17,0,5,11,7,10,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,PICOTA,PICOTA,UGEL PICOTA,9,140,12,157,11,36,32,45,44,9,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,PICOTA,PILLUANA,UGEL PICOTA,2,45,1,52,3,25,21,32,23,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,PICOTA,PUCACACA,UGEL PICOTA,5,32,6,39,6,44,38,62,44,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,PICOTA,SAN HILARION,UGEL PICOTA,2,49,3,51,1,25,27,28,24,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,PICOTA,SHAMBOYACU,UGEL PICOTA,15,284,21,309,29,95,79,116,106,16,21,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,PICOTA,TINGO DE PONASA,UGEL PICOTA,10,241,22,283,21,65,60,64,76,22,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,PICOTA,TRES UNIDOS,UGEL PICOTA,5,82,11,100,9,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,RIOJA,AWAJUN,UGEL RIOJA,3,59,6,50,3,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,RIOJA,ELIAS SOPLIN VARGAS,UGEL RIOJA,12,178,9,183,16,29,28,28,37,14,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,RIOJA,NUEVA CAJAMARCA,UGEL RIOJA,26,438,22,501,39,115,121,147,135,23,30,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,RIOJA,PARDO MIGUEL,UGEL RIOJA,22,307,24,337,27,103,101,118,107,14,26,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,RIOJA,POSIC,UGEL RIOJA,1,4,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,RIOJA,RIOJA,UGEL RIOJA,16,276,31,305,27,109,93,117,111,19,16,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,RIOJA,SAN FERNANDO,UGEL RIOJA,6,65,2,64,7,16,16,17,13,2,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,RIOJA,YORONGOS,UGEL RIOJA,4,24,3,35,3,7,13,12,21,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,RIOJA,YURACYACU,UGEL RIOJA,4,16,0,18,1,2,5,5,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,ALBERTO LEVEAU,UGEL SAN MARTÍN,0,0,0,0,0,20,20,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,CHAZUTA,UGEL SAN MARTÍN,0,0,0,0,0,103,119,98,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,CHIPURANA,UGEL SAN MARTÍN,2,63,10,69,16,26,21,27,25,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,EL PORVENIR,UGEL SAN MARTÍN,4,57,6,66,8,29,35,37,38,1,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,HUIMBAYOC,UGEL SAN MARTÍN,3,56,8,62,8,52,58,69,58,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,JUAN GUERRA,UGEL SAN MARTÍN,1,7,0,8,1,5,2,7,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,LA BANDA DE SHILCAYO,UGEL SAN MARTÍN,6,46,3,54,5,32,40,42,50,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,MORALES,UGEL SAN MARTIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,MORALES,UGEL SAN MARTÍN,3,31,4,17,1,5,11,4,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,MORALES,UGEL SAN MART-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,PAPAPLAYA,UGEL SAN MARTÍN,2,26,0,18,1,25,28,26,32,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,SAN ANTONIO,UGEL SAN MARTÍN,0,0,0,0,0,11,14,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,SAUCE,UGEL SAN MARTÍN,6,32,8,51,2,20,29,33,28,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,SHAPAJA,UGEL SAN MARTÍN,1,10,0,10,2,4,6,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,San Martin.,TARAPOTO,UGEL SAN MARTÍN,3,53,4,65,2,21,36,37,31,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,TOCACHE,NUEVO PROGRESO,UGEL TOCACHE,19,156,14,193,23,114,109,129,121,12,17,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,TOCACHE,POLVORA,UGEL TOCACHE,28,319,30,322,40,155,121,148,139,15,31,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,TOCACHE,SHUNTE,UGEL TOCACHE,8,145,12,142,19,43,26,30,30,7,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,TOCACHE,TOCACHE,UGEL TOCACHE,39,372,34,416,52,96,83,106,83,37,25,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martin,TOCACHE,UCHIZA,UGEL TOCACHE,30,243,19,299,38,30,31,31,45,25,20,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,CANDARAVE,CAIRANI,UGEL CANDARAVE,3,23,1,18,1,1,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,CANDARAVE,CAMILACA,UGEL CANDARAVE,1,4,3,6,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,CANDARAVE,CANDARAVE,UGEL CANDARAVE,3,12,0,12,0,10,13,16,20,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,CANDARAVE,CURIBAYA,UGEL JORGE BASADRE,1,1,0,1,0,3,1,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,CANDARAVE,QUILAHUANI,UGEL CANDARAVE,2,16,0,9,1,1,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,JORGE_BASADRE,ILABAYA,UGEL JORGE BASADRE,6,16,0,15,0,40,38,27,34,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,JORGE_BASADRE,ITE,UGEL JORGE BASADRE,1,27,0,29,0,8,19,13,16,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,JORGE_BASADRE,LOCUMBA,UGEL JORGE BASADRE,3,3,1,5,0,7,1,7,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TACNA.,CALANA,UGEL TACNA,3,48,3,66,4,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TACNA.,CORONEL GREGORIO ALBARRACIN LANCHIPA,UGEL TACNA,1,31,1,48,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TACNA.,INCLAN,UGEL TACNA,0,0,0,0,0,5,9,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TACNA.,LA YARADA LOS PALOS,UGEL TACNA,0,0,0,0,0,8,12,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TACNA.,PACHIA,UGEL TACNA,5,14,2,14,0,0,1,1,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TACNA.,PALCA,UGEL TACNA,5,17,1,18,1,14,13,13,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TACNA.,SAMA,UGEL TACNA,0,0,0,0,0,12,18,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TACNA.,TACNA,UGEL TACNA,0,0,0,0,0,7,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TARATA,CHUCATAMANI,UGEL TACNA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TARATA,ESTIQUE,UGEL TARATA,2,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TARATA,ESTIQUE-PAMPA,UGEL TARATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TARATA,HEROES ALBARRACIN,UGEL TARATA,0,5,0,3,0,5,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TARATA,SITAJARA,UGEL TARATA,2,16,1,5,4,4,3,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TARATA,SUSAPAYA,UGEL TARATA,2,11,0,15,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
