D_DPTO,D_PROV,D_DIST,D_DREUGEL,RURAL_PMM,RURAL_PMM_MUJE1,RURAL_PMM_MUJE2,RURAL_PMM_HOME1,RURAL_PMM_HOME2,RURAL_PMMA_MUJE1,RURAL_PMMA_MUJE2,RURAL_PMMA_HOME1,RURAL_PMMA_HOME2,RURAL_PMM_MUJDOC,RURAL_PMM_HOMDOC,RURAL_PMMA_MUJDOC,RURAL_PMMA_HOMDOC,RURAL_CRFA,RURAL_SRE,RURAL_ST,RURAL_CRFA_MUJE1,RURAL_CRFA_MUJE2,RURAL_CRFA_HOME1,RURAL_CRFA_HOME2,RURAL_SRE_MUJE1,RURAL_SRE_MUJE2,RURAL_SRE_HOME1,RURAL_SRE_HOME2,RURAL_MSE_MUJDOC,RURAL_MSE_HOMDOC
Tacna,TARATA,TARATA,UGEL TARATA,0,0,0,0,0,7,9,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TARATA,TARUCACHI,UGEL TARATA,1,7,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tacna,TARATA,TICACO,UGEL TARATA,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,CONTRALMIRANTE_VILLAR,CANOAS DE PUNTA SAL,UGEL CONTRALMIRANTE VILLAR,5,33,1,28,4,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,CONTRALMIRANTE_VILLAR,CASITAS,UGEL CONTRALMIRANTE VILLAR,14,106,2,103,2,35,31,26,32,16,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,CONTRALMIRANTE_VILLAR,ZORRITOS,UGEL CONTRALMIRANTE VILLAR,6,40,4,29,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,TUMBES.,CORRALES,UGEL TUMBES,4,71,2,75,2,9,21,15,14,14,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,TUMBES.,LA CRUZ,UGEL CONTRALMIRANTE VILLAR,1,6,0,9,0,3,3,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,TUMBES.,PAMPAS DE HOSPITAL,UGEL TUMBES,11,119,4,119,4,22,18,22,15,15,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,TUMBES.,SAN JACINTO,UGEL TUMBES,7,70,2,76,1,5,18,16,10,12,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,TUMBES.,SAN JUAN DE LA VIRGEN,UGEL TUMBES,2,20,0,31,1,12,8,14,18,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,TUMBES.,TUMBES,UGEL TUMBES,1,4,0,7,0,1,3,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,ZARUMILLA,AGUAS VERDES,UGEL ZARUMILLA,3,42,1,46,10,6,10,14,16,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,ZARUMILLA,MATAPALO,UGEL ZARUMILLA,4,44,5,51,2,29,20,25,28,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,ZARUMILLA,PAPAYAL,UGEL ZARUMILLA,5,74,2,82,3,18,15,17,17,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumbes,ZARUMILLA,ZARUMILLA,UGEL ZARUMILLA,1,9,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,ATALAYA,RAYMONDI,UGEL ATALAYA,21,252,62,294,59,144,146,152,166,12,18,4,13,1,2,0,22,2,32,3,35,2,51,1,5,15
Ucayali,ATALAYA,SEPAHUA,UGEL ATALAYA,4,37,4,42,8,3,3,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,ATALAYA,TAHUANIA,UGEL ATALAYA,6,80,17,58,19,37,39,25,37,3,6,1,4,0,1,0,15,1,11,1,0,0,0,0,1,3
Ucayali,ATALAYA,YURUA,UGEL CORONEL PORTILLO,1,53,11,60,8,40,29,35,37,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,CORONEL_PORTILLO,CALLERIA,UGEL CORONEL PORTILLO,69,615,71,647,84,184,207,229,195,44,40,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,CORONEL_PORTILLO,CAMPOVERDE,UGEL CORONEL PORTILLO,50,431,67,474,73,269,263,308,286,35,29,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,CORONEL_PORTILLO,IPARIA,UGEL CORONEL PORTILLO,16,168,28,181,35,63,71,67,58,7,15,4,11,0,1,0,4,1,11,3,0,0,0,0,1,3
Ucayali,CORONEL_PORTILLO,MANANTAY,UGEL CORONEL PORTILLO,14,208,26,221,25,101,95,100,100,15,9,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,CORONEL_PORTILLO,MASISEA,UGEL CORONEL PORTILLO,47,421,67,498,87,185,206,245,206,39,25,28,17,0,0,1,0,0,0,0,0,0,0,0,0,0
Ucayali,CORONEL_PORTILLO,NUEVA REQUENA,UGEL CORONEL PORTILLO,16,164,23,160,27,68,50,64,52,10,11,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,CORONEL_PORTILLO,YARINACOCHA,UGEL CORONEL PORTILLO,24,425,43,460,70,199,175,220,204,16,29,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,PADRE_ABAD,ALEXANDER VON HUMBOLDT,UGEL PADRE ABAD,10,57,5,77,9,33,31,43,47,9,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,PADRE_ABAD,CURIMANA,UGEL PADRE ABAD,32,398,36,435,54,172,179,191,211,31,17,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,PADRE_ABAD,IRAZOLA,UGEL PADRE ABAD,22,248,29,248,38,154,116,146,127,16,13,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,PADRE_ABAD,NESHUYA,UGEL PADRE ABAD,18,263,22,296,40,114,96,120,124,21,7,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,PADRE_ABAD,PADRE ABAD,UGEL PADRE ABAD,36,297,23,341,44,123,158,157,150,29,14,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Ucayali,PURUS,PURUS,UGEL PURUS,2,7,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
