Año,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019
Periodo,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual,T1,T2,T3,T4,Anual
          Morelos,84.2631412017634,85.1757928253379,86.5885914092294,91.1073395401348,86.7837162441164,89.6203107505102,84.1566406746361,85.0444080077974,92.0011410754116,87.7056251270888,91.050174561047,93.0974000940312,96.5507722677916,95.4793233016239,94.0444175561234,90.3509653416715,90.822453075423,92.3306058578955,95.8615324162097,92.3413891727999,87.2202506928911,89.7296632001972,95.2299388058609,99.7060458137071,92.9714746281641,93.8920807915255,93.6277156450951,92.1295391642504,92.9989986803737,93.1620835703112,90.957399378102,84.5559408820502,92.5923617270971,101.634402017074,92.4350260010809,93.0422059619971,96.757786002707,93.2861877862668,101.228697716313,96.0787193668209,93.9004142018514,97.2331188717845,93.8919722038391,98.6164789468468,95.9104960560804,94.6925130588548,95.4683285180532,95.6420414812743,100.122679695159,96.4813906883353,98.1064375474039,99.1986215238365,98.7181233654767,103.976817563283,100,98.0681655488085,99.9990562656995,97.2835728463669,109.094740662811,101.111383830922,102.804052802302,102.00398757666,99.5967647146179,105.140530874273,102.386333991963,101.037413090818,103.656526720927,105.229618338479,112.519718439463,105.610819147422,112.503679322652,108.279873820167,105.147772960436,118.656275827339,111.146900482649,109.80542092675,108.938423990378,109.27590577107,113.942021427876,110.490443029018,110.540384999269,,,,
          Nayarit,73.6939391297219,73.3111467045069,71.5474170372403,75.2120941529897,73.4411492561147,84.7960285702703,85.2636967348414,78.6785984719325,86.6145574718119,83.838220312214,89.6721454556065,86.6466229834432,82.5489660585269,89.5721333963863,87.1099669734907,89.9830110603579,90.684421399505,84.9386927668018,90.1516911057008,88.9394540830913,87.3888795211418,86.3034113496713,87.6855424547471,92.4869609535433,88.4661985697759,94.6848716537728,95.3431758586356,92.8447382720161,96.5358682260319,94.8521635026141,92.8476810290269,89.5178664863354,84.4729646392551,92.2882924386774,89.7817011483237,93.6283365011197,94.6214601661375,91.7403215606988,97.4624757661742,94.3631484985325,96.9706478721941,98.1200208609353,93.6482223816526,99.9772253802587,97.1790291237602,94.3423461568924,98.0884006774693,94.4324636332463,102.223682542751,97.2717232525898,102.172304981259,101.693296756105,97.5075233458479,98.6268749167875,100,102.298933581589,104.504375803266,103.174313206453,111.794610380509,105.443058242954,113.293187607187,113.40844136224,106.010520657257,110.736533924111,110.862170887699,112.50959057918,121.163318918914,112.298499863231,116.017103664145,115.497128256367,116.361853634473,120.600343266379,114.333780311707,118.982964556318,117.569735442219,117.202075678611,117.986525502706,115.143618665279,119.134530457953,117.366687576137,118.583230882083,,,,
          Nuevo León,70.8804087542399,72.2092220148263,70.9384714389997,71.7989573848131,71.4567648982197,73.6175161238849,76.615139028358,74.9975391618197,76.9357209051826,75.5414788048113,75.6356585931045,80.4480865222469,79.0941017967684,79.6448631610233,78.7056775182858,80.4760436674914,84.990493260205,84.7668173409895,86.4201593833762,84.1633784130155,86.1153752722377,89.5853905199996,89.1670670505611,92.3362976352933,89.3010326195229,88.9694119556502,93.0356644503797,90.6173710200903,90.1746612500398,90.69927716904,81.1743165420031,82.5133188048139,86.026334252134,89.0330063251993,84.6867439810376,86.6847750243842,90.0600693410307,91.9409281446745,95.8242203949357,91.1274982262563,89.8722297366465,93.5896780920174,96.5540004149697,100.361823901688,95.0944330363305,96.2188118228089,98.5146128987338,99.3079741051471,101.98273339776,99.0060330561124,96.9503883404202,101.013805535442,99.8438293057708,102.191976818367,100,98.125341968501,103.554423243874,103.330804728689,108.168088309396,103.294664562615,103.558586081087,108.149882680725,110.364743087376,111.451042807637,108.381063664206,107.044503647897,109.268133038715,110.278995382531,114.055833790221,110.161866464841,111.630424691869,113.121562966234,113.733347994245,116.148395184409,113.658432709189,112.680599234138,117.333309679766,119.13016057509,121.132608409181,117.569169474544,117.220524019993,,,,
          Oaxaca,80.0683571422042,83.6177010895757,80.6949020877101,86.292322641736,82.6683207403065,85.5081027290208,87.4899451053381,84.3077335667564,86.0644467334324,85.8425570336369,87.4183985252427,85.9569223207885,85.9597792437953,88.7924914049619,87.0318978736971,89.8654190583801,89.911497405921,86.2239694367745,89.2078907165935,88.8021941544173,88.6324038215704,89.6351954954655,88.3168542861767,91.5435461499796,89.5319999382981,92.1986324151024,93.6465251838031,89.083196096554,94.3083686008262,92.3091805740714,93.0799864573774,89.9940946493948,87.9889004956861,94.7147708169844,91.4444381048607,90.0049162282358,92.8171659522673,91.5436823783525,97.2420579003908,92.9019556148116,93.0717478287295,95.1585764028627,93.186571081913,101.378298627725,95.6987984853076,95.118285478975,97.2074020863551,96.1511350355948,102.01535707792,97.6230449197111,97.7039210230744,99.9633598023371,99.0288996230483,103.30381955154,100,99.587616958593,104.039909505795,99.607327600981,104.975959362776,102.052703357036,102.489928076049,106.768478888094,106.613522687086,108.552652911947,106.106145640794,101.5579645716,106.667652837876,102.87245581637,106.653113249309,104.437796618789,101.710562554854,101.369117770626,96.6578384014491,104.403991059144,101.035377446518,103.997983987843,106.848165410254,101.226655030289,107.486735819168,104.889885061888,102.490755222219,,,,
          Puebla,74.6595749481348,78.0332118247033,75.9002699182346,76.3870275778803,76.2450210672383,78.2442747274457,79.8427223053171,78.5996143571892,75.9973224180846,78.1709834520092,79.0303500090152,83.4594218984144,81.921890955959,85.4286089094964,82.4600679432213,83.7000167196341,86.4091256770711,85.2600179290603,89.1244535550625,86.123403470207,86.0481722739475,89.9433249827882,89.7567172185101,93.0869168316861,89.708782826733,88.4146801225896,90.6336859565405,90.6397957263013,91.5740949436829,90.3155641872786,81.3812602968038,80.883176067817,82.1326089248921,88.8322115329907,83.3073142056259,85.7244118043504,89.8799624084717,91.0295383202384,95.3974210678375,90.5078334002245,91.7531147307183,93.0489296467833,96.7411423020014,98.5026576506369,95.011461082535,97.7601406405418,99.5469053531062,102.396583448205,104.124552244049,100.957045421475,97.8655447426778,101.608663336035,98.6511373861085,101.874654535179,100,97.5994315350606,101.112637755129,100.976096537375,104.202787367756,100.97273829883,102.061192057603,104.075710531954,102.526518664543,106.890129964517,103.888387804654,102.737559426773,107.437559713907,104.669213506927,111.204472400651,106.512201262064,110.654931201534,113.29194977405,112.694489358372,116.560316533959,113.300421716979,111.844795699748,120.314318465948,116.276932349389,116.690622041377,116.281667139116,116.074667592712,,,,
          Querétaro,64.6190459630036,65.8644259918791,67.0895974261556,67.5688356577457,66.285476259696,67.3568218075966,70.5370055102802,73.0855886858308,73.9263254897183,71.2264353733565,72.5163382303939,76.0641284062394,76.6065726542321,78.9617104381512,76.0371874322542,78.2407241794922,80.9618688890815,81.0699400488294,82.7981774685601,80.7676776464908,83.7215519581884,84.4034612811561,85.4254487427296,85.9880016226667,84.8846159011852,84.7193305580535,88.3615117424743,87.2880892492203,87.5777460965694,86.9866694115794,82.126974284413,82.9985890368156,85.0452579844762,87.7292744906142,84.4750239490798,85.547749832788,89.0282034899596,91.1686768521849,93.5208613410652,89.8163728789994,91.6062940371709,94.356096154472,98.2898196078732,101.84172097748,96.523482694249,98.8284878670533,99.2848724098109,100.016121613238,99.7512570938814,99.4701847459959,97.350648549021,99.3378936091142,101.487651250078,101.823806591787,100,100.857466680163,105.680441460961,109.80219885133,115.740158845379,108.020066459458,112.362698181083,114.612841908365,116.714099395774,118.619879487189,115.577379743103,116.329124985485,120.127480457025,120.479823545863,125.21043769097,120.536716669836,126.09172603605,123.870765965759,124.442871439175,127.430184304723,125.458886936427,125.525835322165,126.378851972095,127.739694167911,129.359432970933,127.250953608276,128.693245188736,,,,
          Quintana Roo,63.971317768135,65.2296968166817,63.6383221043792,63.2645602976608,64.0259742467142,68.7376350533124,71.0196393689544,68.0548453035288,70.8574584887532,69.6673945536372,76.2260742341595,76.7024386849671,71.3458341950678,66.3630676862532,72.6593537001119,74.6001713871485,78.4336706400497,77.2863272154164,79.2860070816309,77.4015440810614,85.7850157815191,88.5231832092081,82.0768891784657,86.1412983843914,85.6315966383961,92.4998167109673,94.3067739648231,86.9367329840328,86.7417410597157,90.1212661798847,88.0150397537722,78.2550662234412,79.9455398636618,83.4679350336282,82.4208952186258,87.8491151105035,87.8426979548494,83.7527084353797,87.0668087753127,86.6278325690113,92.3889251861029,91.0651617100138,89.9055691375652,92.5149125752319,91.4686421522284,98.0055979664267,95.1074863672882,93.0649618000928,96.8420098127493,95.7550139866393,102.087628053323,99.8511476913318,96.7019858170279,101.359238438318,100,102.728973120347,103.105137515866,102.722748524485,106.338636622771,103.723873945867,106.144902415525,110.037341015098,107.545625778627,112.210108099861,108.984494327278,113.261831538647,117.667192323217,117.619602655957,119.112589645428,116.915304040812,118.932785612723,121.535812950889,123.747950758556,123.616459085382,121.958252101887,123.76528033757,127.766238859448,128.248987799501,128.019127272871,126.949908567347,126.035583797642,,,,
          San Luis Potosí,70.5380365917838,72.3219396366829,74.2728272244992,74.238213494613,72.8427542368947,73.3490461848447,77.8154969457421,77.1697350543346,80.1648317989169,77.1247774959596,77.713414792075,80.1930847235012,80.1172476580082,83.175636111656,80.2998458213101,81.2687432253667,85.2222174751044,84.0853177252985,85.4450450838979,84.0053308774169,83.2330648153635,86.0184876424419,85.1468344388961,88.9840907652112,85.8456194154782,85.8707974983842,89.8893852921444,87.9483229476533,87.0899341212576,87.6996099648599,80.9015589232113,82.4649797682196,82.4593482751656,86.5533229421895,83.0948024771965,82.8988529126482,88.0133378970293,87.8739788318209,91.1979943829325,87.4960410061077,88.2858728454774,91.7512228879825,92.6189793826141,96.145487407029,92.2003906307758,93.643014213932,96.8598395423566,95.7054365687861,100.017588063621,96.556469597174,96.1949107975894,101.879101644716,99.1829622296359,102.743025328059,100,98.6696501123573,103.039537807479,101.403358788989,106.629929804012,102.435619128209,102.348682237945,105.964265459949,109.307811187715,111.306618605271,107.23184437272,105.402085185726,112.854067252459,110.659463464152,116.020724516539,111.234085104719,112.865223473554,116.363687488284,115.053641154279,121.181571240748,116.366030839216,117.959481761341,121.144023620167,119.369836805501,121.163013235397,119.909088855602,118.120133479457,,,,
          Sinaloa,83.2637662672907,80.35019888127,74.2110620682622,83.3353822975039,80.2901023785818,87.4605294091075,85.3923442981364,78.9686238509208,88.9877503498936,85.2023119770146,87.0782841084306,86.0988785107495,78.9506125439243,89.9384140941061,85.5165473143026,90.8849990211495,87.1997405012652,81.1879042261212,93.8600404021946,88.2831710376826,90.7499617558262,90.5250417914997,85.9963518695088,98.6370566831816,91.4771030250041,94.2102723991942,95.8185364611797,89.4728654129625,99.2871310876844,94.6972013402552,89.9831778645389,89.7301332846524,83.5484201080831,99.586060582708,90.7119479599956,91.736194988327,96.0549537229606,89.4346445532808,97.1024126789595,93.582051485882,90.3940640764175,90.3878508061325,98.6158711709945,102.242690490049,95.4101191358983,99.2649845296208,96.5445040922888,94.6465077367449,104.867617558092,98.8309034791866,101.222909294988,99.2674671341373,92.3579170866264,107.151706484249,100,98.487252672451,99.9567014919365,98.819770554104,111.254184002521,102.129477180253,105.264497815303,105.184653105852,104.292394670848,118.550710722374,108.323064078594,114.511912908525,115.49731702676,106.390268406709,120.758051276387,114.289387404595,113.761116783897,117.017274095688,108.988436758908,121.642248534602,115.352269043274,117.26376782267,120.038274792352,109.012765591633,127.359043995364,118.418463050505,124.79999793146,,,,
          Sonora,68.2333005002425,74.6102605362427,72.7688087779035,70.9034050266563,71.6289437102613,72.0303697398234,76.7306998496167,76.7408664215165,75.867858331513,75.3424485856174,75.1511460986562,79.4656700620282,79.8456722501874,82.8950028647447,79.3393728189041,83.2568233326234,83.1346268490022,83.9544626304727,86.4065795805364,84.1881230981587,85.055809032797,88.5735996696445,84.890839667939,82.7566226274447,85.3192177494563,81.86825330369,90.4327196957204,85.2866717413404,84.7237613243702,85.5778515162802,74.5679253602386,83.7905998155931,81.183305665769,82.1212423784976,80.4157683050245,80.1139442103012,89.0143698852142,83.7222821975569,85.3729309159458,84.5558818022545,85.3971861064083,94.8928357133012,93.4281838566539,95.8649307167354,92.3957840982747,94.0343739422688,102.252568097133,95.0558785674272,97.3781651270281,97.1802464334643,95.6406792912361,105.784023396901,97.7765236147581,100.798773697105,100,97.9471626358385,106.554751607333,99.2957471150692,103.074624840275,101.718071549629,101.129843817014,109.303210543604,103.400697018058,107.472270711861,105.326505522634,106.598638973308,115.668501512407,110.421459448075,112.183707035354,111.218076742286,110.680542480607,117.844307506699,109.288008577567,111.081329134229,112.223546924775,110.620031010658,117.405532988628,108.47958045343,112.824932744686,112.33251929935,111.570764218569,,,,
          Tabasco,67.4215413336981,66.953450546816,67.199839969607,69.2866563204734,67.7153720426486,69.6973548747175,69.5532401928936,71.1133477718306,72.3117071076246,70.6689124867666,71.5260522254891,76.1820240396819,76.7410337237108,79.7837483067831,76.0582145739162,78.3580796644475,79.3481002372427,81.2871205133321,82.7458096011287,80.4347775040377,80.8785201232312,82.4010008498689,81.6966144780438,83.0989921666738,82.0187819044545,83.8173455574226,85.7933599728647,84.9438500979335,88.7825914561821,85.8342867711007,87.0836931906102,90.8442129985929,89.4189968173039,90.9759888890793,89.5807229738966,93.8868810222343,96.2953115098354,93.7652621240409,95.3770825593014,94.831134303853,96.4592215719327,98.4966970466811,99.4016707977461,102.841193496691,99.2996957282628,101.984863190454,102.175341180452,100.539106214479,102.797136010435,101.874111648955,99.7430675611265,96.8713046112055,98.890215640104,104.495412187564,100,100.924940052468,101.278230589742,102.748295562723,101.693614668965,101.661270218474,101.436586821677,101.159064387236,100.010986459626,101.323623295989,100.982565241132,101.397212340417,95.9608499559052,92.3678044411137,93.132372434213,95.7145597929123,93.4250125862472,93.107415068918,90.1727399611718,88.1255064390234,91.2076685138401,90.2432688354279,86.172595427882,84.0366333176435,78.4234265869135,84.7189810419667,80.6179082321703,,,,
          Tamaulipas,84.0913352096115,82.9117152014142,80.8586280272661,83.1105795317904,82.7430644925205,86.3208073050007,85.5433420105818,86.0481164216848,88.729211367137,86.6603692761011,90.2107312338386,92.9402495731721,91.58403132093,94.2022636859464,92.2343189534718,94.0211814584219,93.8148065234584,96.6106903340879,95.5786023616208,95.0063201693973,96.9844035834571,97.2445115633519,97.5679324998201,100.398603940978,98.0488628969019,102.864525239902,104.488142011825,101.338176670515,99.8538528610758,102.13617419583,90.9203265532255,90.195100873609,92.5220483217165,98.0454078148175,92.9207208908421,93.8740456311557,93.2689604983513,94.7242489691738,96.979663073426,94.7117295430267,95.4253769615458,96.363015975432,96.5804477754828,97.707724724309,96.5191413591924,99.9901867880133,98.8477850722321,97.2146493726515,98.1405504174478,98.5482929125862,99.1178504516842,101.252964022065,99.2837586096935,100.345426916557,100,100.040438974559,99.3814102889934,103.352729187709,101.712924748891,101.121875800038,101.008367891179,101.018694699393,105.248608578858,107.407082374615,103.670688386011,104.712618761385,103.109126958034,105.140028318515,101.808561462608,103.692583875136,105.007820586121,103.557826771194,104.212867134577,102.078417024627,103.71423287913,105.493262943572,104.994585016142,106.102941221565,105.397654220506,105.497110850446,108.653655627662,,,,
          Tlaxcala,85.8079107664841,90.8525590703105,95.4841449175643,107.761498255367,94.9765282524315,109.43553169725,96.3736239050512,94.5471701271369,109.372820942234,102.432286667918,91.4120184604807,84.8900476111413,82.3244115225507,103.141307650857,90.4419463112575,82.4893983803317,90.2383704503068,87.7799610909239,94.9201848840474,88.8569787014025,87.2104204125924,88.892276341396,88.617524534231,95.8624790236933,90.1456750779782,87.5620701798463,93.2362636231538,95.2466309129913,103.827393984693,94.968089675171,84.5467758457412,100.086413618084,90.8816969022372,97.4795321165771,93.2486046206598,95.5688730507511,101.35624087857,99.8717709277859,108.461034035562,101.314479723167,90.9056278195429,94.2732762393082,99.9722897156227,107.429459078331,98.1451632132012,99.9144477035836,104.55821811564,96.9516262233674,108.892926629628,102.579304668055,93.8468402996063,100.822538652997,99.1112985098361,106.219322537561,100,97.3173679776431,100.624073311217,104.557941067413,110.454019991132,103.238350586851,105.045835846181,112.183504013734,112.308936305426,111.308964703681,110.211810217255,109.035285027395,108.45161686204,111.114691153997,115.052747488353,110.913585132946,104.257425686533,109.126914922574,108.81478532754,116.099534229862,109.574665041627,104.561344565518,106.334590233068,106.038165920095,111.461926070348,107.099006697257,107.230174138782,,,,
          Veracruz de Ignacio de la Llave,78.3101920462334,78.5316728322594,77.9634120468058,79.3097743958917,78.5287628302976,84.9444478215837,82.0693308239279,79.793588696768,82.8034329965259,82.4027000847014,81.554904841662,83.0606534739088,81.2787791285584,86.3001244826367,83.0486154816914,86.5596906222473,88.9894479096476,85.845552792368,89.0505617933394,87.6113132794006,94.0063417921417,90.1842683649463,86.8372288497797,90.1941541012383,90.3054982770265,90.3011486631308,92.9977084311399,87.9492698183808,89.3111492191261,90.1398190329444,88.1135213914471,87.1389611284658,86.2989871123512,91.1585754947071,88.1775112817428,91.820725763226,92.9900273224438,89.1294773919961,93.7013466340015,91.9103942779169,93.9618051731547,94.4437597631251,93.3256318868675,100.586985745172,95.5795456420799,99.9188736015993,100.292192821372,97.1447808907845,101.811325346131,99.7917931649718,100.249470608974,101.332157058573,97.9145654414604,100.503806890993,100,101.83013982029,101.117640698325,98.9883010923897,102.927407093271,101.215872176069,102.344744931141,102.100177015688,103.453845000354,103.684169047679,102.895733998716,104.579582510906,102.475103847992,99.966627061215,104.276512151612,102.824456392931,105.108743613505,102.635551871038,98.5255171742827,101.211667515199,101.870370043506,103.222440533116,104.510002188482,103.578885600784,104.409734512972,103.930265708838,105.722102313716,,,,
          Yucatán,71.5566057737431,73.8507056756192,75.956530964888,78.2567459738211,74.9051470970178,75.9243762836704,78.1271021839057,78.1115674582604,81.1325262136601,78.3238930348741,79.3724820318728,82.0983711650946,80.4054648037075,86.0519951516984,81.9820782880933,81.8165972052111,85.2750295534346,86.5610785980398,90.1335949018553,85.9465750646352,85.902180737249,88.1137743799202,88.0009067556588,92.4363337581832,88.6132989077528,89.3898652021453,89.5537141632581,88.6827722388953,90.4258296265184,89.5130453077043,85.7689875114221,87.5556142080441,86.8069878566719,90.8893151038681,87.7552261700015,88.7019036962625,89.8684091394378,90.5708384403933,94.4560167235328,90.8992919999066,90.4097062455733,93.3446698531753,93.2465841209616,99.0971093498296,94.0245173923849,96.76258668892,98.6949929848648,99.1130843081418,103.413212813459,99.4959691988465,96.6973527006498,98.827521165046,98.9763048713608,105.498821262943,100,99.7644783491992,100.071172042721,103.741178884974,109.960573189599,103.384350616623,101.568112235219,108.512231318313,109.22349459653,111.157355572095,107.615298430539,105.850687206289,113.461466658085,112.003850298134,118.038205723763,112.338552471568,113.910974626309,115.068341746753,116.087680663087,118.439754405985,115.876687860534,116.806430713498,120.31090656175,121.396360254954,122.358331389844,120.218007230011,120.806593056858,,,,
          Zacatecas,61.3488039825737,65.1444023398143,72.8630625346049,76.8445993641608,69.0502170552885,65.2147050378167,70.9128242448178,73.8526541757922,77.8192401401053,71.949855899633,66.5220465713743,70.546355417975,74.9530209466866,75.7691585567653,71.9476453732003,69.968237344798,73.8469541022608,80.9312176868994,80.6036988269273,76.3375269902214,72.3438159194511,77.3496660590622,82.2870632837345,83.7925637106149,78.9432772432157,79.3524362545144,84.3910385388492,90.2607420830789,90.2273519723749,86.0578922122043,78.7062044084813,87.4536304428951,93.2646940606835,96.0516427960346,88.8690429270236,90.4658187798226,97.5240042925238,104.415632313288,101.797885328006,98.5508351784103,90.6572547093508,98.3423929506408,100.843077212162,104.759157378041,98.6504705625485,97.1431850819477,100.27078575146,103.381611326026,104.297339474644,101.273230408519,92.1073991685688,97.8276250345521,105.149835278105,104.915140518774,100,96.2412366963076,104.625358149772,112.47290506154,114.468490207855,106.951997528869,96.3882724797777,108.85834799557,114.707477776626,113.733819706482,108.421979489614,96.8117922763728,103.188044212992,113.275218472349,113.244143207563,106.629799542319,98.5810161603668,104.541539629176,110.742246652815,111.470711417892,106.333878465062,100.404382132294,105.746721857187,111.631863955412,109.433587270989,106.804138803971,96.3657419054544,,,,
