"","NRO","SEXO","EDAD","edideal_muj","edideal_hom","DOMINIO","NSEGrup"
"997",997,"Femenino",56,20,20,"Oriente","D/E"
"998",998,"Femenino",47,40,40,"Oriente","D/E"
"999",999,"Femenino",49,25,30,"Norte","D/E"
"1000",1000,"Femenino",18,25,25,"Norte","A/B"
"1001",1001,"Femenino",20,30,30,"Norte","C"
"1002",1002,"Masculino",49,30,33,"Norte","D/E"
"1003",1003,"Masculino",42,30,25,"Norte","D/E"
"1004",1004,"Masculino",66,27,29,"Norte","C"
"1005",1005,"Femenino",20,27,28,"Norte","A/B"
"1006",1006,"Masculino",54,25,30,"Norte","C"
"1007",1007,"Femenino",33,30,40,"Norte","C"
"1008",1008,"Masculino",25,38,30,"Norte","C"
"1009",1009,"Masculino",28,26,29,"Norte","D/E"
"1010",1010,"Masculino",38,22,25,"Norte","C"
"1011",1011,"Femenino",20,24,30,"Norte","C"
"1012",1012,"Femenino",49,27,30,"Norte","D/E"
"1013",1013,"Masculino",25,25,30,"Norte","D/E"
"1014",1014,"Masculino",23,29,29,"Norte","C"
"1015",1015,"Femenino",38,30,30,"Norte","D/E"
"1016",1016,"Femenino",36,22,22,"Norte","D/E"
"1017",1017,"Femenino",42,25,28,"Norte","D/E"
"1018",1018,"Masculino",60,25,28,"Norte","D/E"
"1019",1019,"Masculino",21,26,26,"Norte","D/E"
"1020",1020,"Femenino",59,29,29,"Norte","C"
"1021",1021,"Masculino",71,25,25,"Norte","C"
"1022",1022,"Femenino",41,25,30,"Norte","D/E"
"1023",1023,"Femenino",35,25,28,"Norte","C"
"1024",1024,"Masculino",73,25,30,"Norte","D/E"
"1025",1025,"Masculino",28,27,30,"Norte","A/B"
"1026",1026,"Femenino",27,29,29,"Norte","A/B"
"1027",1027,"Femenino",34,30,35,"Norte","A/B"
"1028",1028,"Masculino",28,30,35,"Norte","C"
"1029",1029,"Femenino",18,22,22,"Norte","D/E"
"1030",1030,"Masculino",30,22,23,"Norte","D/E"
"1031",1031,"Masculino",30,28,30,"Norte","D/E"
"1032",1032,"Masculino",44,25,25,"Norte","D/E"
"1033",1033,"Femenino",32,30,35,"Norte","D/E"
"1034",1034,"Femenino",29,20,25,"Norte","D/E"
"1035",1035,"Femenino",48,20,20,"Norte","D/E"
"1036",1036,"Masculino",46,18,27,"Norte","D/E"
"1037",1037,"Femenino",47,20,25,"Norte","D/E"
"1038",1038,"Masculino",62,26,26,"Norte","D/E"
"1039",1039,"Masculino",35,30,30,"Norte","D/E"
"1040",1040,"Masculino",82,26,29,"Norte","C"
"1041",1041,"Masculino",75,25,35,"Norte","C"
"1042",1042,"Masculino",87,26,30,"Norte","D/E"
"1043",1043,"Femenino",18,25,25,"Norte","C"
"1044",1044,"Femenino",36,30,35,"Norte","C"
"1045",1045,"Masculino",50,25,27,"Norte","C"
"1046",1046,"Femenino",35,20,25,"Norte","D/E"
"1047",1047,"Masculino",33,28,30,"Norte","C"
"1048",1048,"Femenino",23,24,30,"Norte","A/B"
"1049",1049,"Femenino",58,25,28,"Norte","C"
"1050",1050,"Masculino",36,22,25,"Norte","D/E"
"1051",1051,"Femenino",19,25,30,"Norte","D/E"
"1052",1052,"Femenino",31,25,26,"Norte","D/E"
"1053",1053,"Femenino",36,25,25,"Norte","D/E"
"1054",1054,"Femenino",35,28,28,"Norte","D/E"
"1055",1055,"Masculino",25,22,25,"Norte","C"
"1056",1056,"Masculino",26,25,28,"Norte","C"
"1057",1057,"Femenino",45,25,25,"Norte","D/E"
"1058",1058,"Femenino",60,25,30,"Norte","D/E"
"1059",1059,"Masculino",58,25,25,"Norte","D/E"
"1060",1060,"Masculino",21,25,26,"Norte","D/E"
"1061",1061,"Masculino",18,22,23,"Norte","D/E"
"1062",1062,"Femenino",33,30,30,"Norte","D/E"
"1063",1063,"Femenino",27,20,25,"Norte","D/E"
"1064",1064,"Masculino",18,20,25,"Norte","D/E"
"1065",1065,"Femenino",26,20,20,"Norte","D/E"
"1066",1066,"Femenino",36,25,25,"Norte","D/E"
"1067",1067,"Femenino",28,30,30,"Norte","D/E"
"1068",1068,"Masculino",39,22,30,"Norte","D/E"
"1069",1069,"Masculino",19,25,28,"Norte","D/E"
"1070",1070,"Masculino",43,30,30,"Norte","D/E"
"1071",1071,"Masculino",32,28,30,"Norte","D/E"
"1072",1072,"Femenino",68,20,26,"Norte","D/E"
"1073",1073,"Femenino",75,30,30,"Norte","D/E"
"1074",1074,"Femenino",39,25,25,"Norte","D/E"
"1075",1075,"Femenino",38,20,25,"Norte","D/E"
"1076",1076,"Femenino",54,22,22,"Norte","D/E"
"1077",1077,"Femenino",22,25,25,"Norte","D/E"
"1078",1078,"Femenino",50,21,21,"Norte","D/E"
"1079",1079,"Femenino",21,23,26,"Sur","D/E"
"1080",1080,"Femenino",53,25,25,"Sur","D/E"
"1081",1081,"Femenino",23,25,27,"Sur","D/E"
"1082",1082,"Femenino",28,36,37,"Sur","D/E"
"1083",1083,"Femenino",31,35,35,"Sur","C"
"1084",1084,"Femenino",25,35,37,"Sur","D/E"
"1085",1085,"Masculino",22,35,35,"Sur","C"
"1086",1086,"Femenino",34,25,28,"Sur","D/E"
"1087",1087,"Masculino",70,25,30,"Sur","D/E"
"1088",1088,"Femenino",70,25,24,"Sur","D/E"
"1089",1089,"Masculino",23,25,30,"Sur","D/E"
"1090",1090,"Femenino",19,25,30,"Sur","D/E"
"1091",1091,"Masculino",45,30,30,"Sur","D/E"
"1092",1092,"Femenino",30,22,25,"Sur","D/E"
"1093",1093,"Femenino",24,30,35,"Sur","D/E"
"1094",1094,"Masculino",42,30,30,"Sur","D/E"
"1095",1095,"Masculino",30,25,25,"Sur","D/E"
"1096",1096,"Masculino",19,35,35,"Sur","D/E"
"1097",1097,"Femenino",25,25,25,"Sur","C"
"1098",1098,"Femenino",45,25,28,"Sur","D/E"
"1099",1099,"Masculino",38,25,30,"Sur","C"
"1100",1100,"Femenino",67,20,20,"Sur","D/E"
"1101",1101,"Femenino",25,28,32,"Sur","D/E"
"1102",1102,"Masculino",50,25,30,"Sur","D/E"
"1103",1103,"Masculino",45,25,30,"Sur","D/E"
"1104",1104,"Masculino",64,25,28,"Sur","D/E"
"1105",1105,"Masculino",62,20,20,"Sur","D/E"
"1106",1106,"Femenino",18,25,28,"Sur","A/B"
"1107",1107,"Femenino",33,30,30,"Sur","D/E"
"1108",1108,"Masculino",63,25,25,"Sur","D/E"
"1109",1109,"Masculino",34,20,20,"Sur","D/E"
"1110",1110,"Femenino",44,25,25,"Sur","D/E"
"1111",1111,"Femenino",48,30,30,"Sur","D/E"
"1112",1112,"Femenino",29,20,25,"Sur","D/E"
"1113",1113,"Femenino",29,20,25,"Sur","D/E"
"1114",1114,"Masculino",52,35,34,"Sur","D/E"
"1115",1115,"Masculino",22,20,20,"Sur","D/E"
"1116",1116,"Femenino",45,25,25,"Sur","D/E"
"1117",1117,"Femenino",60,25,25,"Sur","D/E"
"1118",1118,"Masculino",45,25,30,"Sur","D/E"
"1119",1119,"Femenino",49,22,25,"Sur","D/E"
"1120",1120,"Masculino",44,25,25,"Sur","D/E"
"1121",1121,"Femenino",64,21,24,"Sur","D/E"
"1122",1122,"Femenino",50,23,22,"Sur","D/E"
"1123",1123,"Masculino",40,25,27,"Sur","D/E"
"1124",1124,"Masculino",19,30,30,"Sur","D/E"
"1125",1125,"Masculino",19,25,27,"Sur","D/E"
"1126",1126,"Femenino",20,30,35,"Sur","D/E"
"1127",1127,"Femenino",36,35,37,"Sur","D/E"
"1128",1128,"Femenino",35,30,35,"Sur","D/E"
"1129",1129,"Masculino",56,20,25,"Sur","D/E"
"1130",1130,"Masculino",51,22,25,"Sur","D/E"
"1131",1131,"Femenino",62,25,28,"Sur","D/E"
"1132",1132,"Femenino",52,20,25,"Sur","D/E"
"1133",1133,"Masculino",20,25,28,"Sur","D/E"
"1134",1134,"Masculino",28,20,25,"Sur","D/E"
"1135",1135,"Masculino",21,25,26,"Sur","D/E"
"1136",1136,"Masculino",40,20,25,"Sur","D/E"
"1137",1137,"Masculino",50,25,25,"Sur","D/E"
"1138",1138,"Masculino",45,25,30,"Sur","D/E"
"1139",1139,"Masculino",26,28,29,"Oriente","A/B"
"1140",1140,"Masculino",50,24,28,"Oriente","C"
"1141",1141,"Femenino",51,25,27,"Oriente","D/E"
"1142",1142,"Femenino",49,25,28,"Oriente","C"
"1143",1143,"Femenino",67,35,35,"Oriente","C"
"1144",1144,"Femenino",27,25,30,"Oriente","D/E"
"1145",1145,"Femenino",37,25,30,"Oriente","D/E"
"1146",1146,"Femenino",28,30,30,"Oriente","C"
"1147",1147,"Masculino",30,20,24,"Oriente","D/E"
"1148",1148,"Femenino",29,24,34,"Oriente","A/B"
"1149",1149,"Femenino",36,23,26,"Oriente","C"
"1150",1150,"Femenino",35,99,25,"Oriente","D/E"
"1151",1151,"Femenino",18,20,25,"Oriente","D/E"
"1152",1152,"Masculino",20,25,25,"Oriente","D/E"
"1153",1153,"Masculino",25,25,30,"Oriente","D/E"
"1154",1154,"Masculino",43,25,30,"Oriente","D/E"
"1155",1155,"Femenino",53,20,25,"Oriente","D/E"
"1156",1156,"Femenino",27,25,28,"Oriente","D/E"
"1157",1157,"Femenino",47,26,26,"Oriente","D/E"
"1158",1158,"Masculino",39,25,27,"Oriente","D/E"
"1159",1159,"Masculino",71,25,25,"Oriente","D/E"
"1160",1160,"Femenino",23,24,28,"Oriente","D/E"
"1161",1161,"Masculino",62,25,25,"Oriente","D/E"
"1162",1162,"Femenino",22,25,25,"Oriente","D/E"
"1163",1163,"Femenino",35,25,30,"Oriente","C"
"1164",1164,"Femenino",53,20,25,"Oriente","D/E"
"1165",1165,"Masculino",37,20,20,"Oriente","D/E"
"1166",1166,"Femenino",30,25,25,"Oriente","D/E"
"1167",1167,"Masculino",72,20,25,"Oriente","D/E"
"1168",1168,"Femenino",77,20,22,"Oriente","D/E"
"1169",1169,"Masculino",56,26,27,"Sur","C"
"1170",1170,"Femenino",40,30,35,"Sur","D/E"
"1171",1171,"Masculino",22,18,24,"Sur","D/E"
"1172",1172,"Femenino",28,27,28,"Sur","D/E"
"1173",1173,"Femenino",18,30,35,"Sur","C"
"1174",1174,"Masculino",46,20,25,"Sur","D/E"
"1175",1175,"Femenino",33,28,32,"Sur","D/E"
"1176",1176,"Femenino",47,25,28,"Sur","D/E"
"1177",1177,"Femenino",20,25,29,"Sur","D/E"
"1178",1178,"Masculino",22,25,26,"Sur","D/E"
"1179",1179,"Masculino",39,25,25,"Sur","D/E"
"1180",1180,"Masculino",28,28,30,"Sur","D/E"
"1181",1181,"Femenino",52,30,30,"Sur","C"
"1182",1182,"Femenino",45,30,30,"Sur","C"
"1183",1183,"Femenino",57,30,30,"Sur","D/E"
"1184",1184,"Masculino",22,20,27,"Oriente","C"
"1185",1185,"Masculino",51,20,23,"Oriente","D/E"
"1186",1186,"Masculino",29,25,28,"Oriente","D/E"
"1187",1187,"Femenino",22,28,30,"Oriente","A/B"
"1188",1188,"Masculino",47,23,28,"Oriente","C"
"1189",1189,"Femenino",28,29,30,"Oriente","C"
"1190",1190,"Masculino",18,25,30,"Oriente","C"
"1191",1191,"Femenino",32,25,30,"Oriente","D/E"
"1192",1192,"Masculino",38,24,24,"Oriente","D/E"
"1193",1193,"Masculino",44,25,28,"Oriente","D/E"
"1194",1194,"Masculino",62,20,24,"Oriente","D/E"
"1195",1195,"Masculino",30,25,28,"Oriente","D/E"
"1196",1196,"Masculino",64,20,20,"Oriente","D/E"
"1197",1197,"Femenino",19,28,30,"Oriente","D/E"
"1198",1198,"Femenino",48,23,28,"Oriente","D/E"
"1199",1199,"Masculino",18,22,28,"Oriente","D/E"
"1200",1200,"Masculino",36,25,28,"Oriente","D/E"
"1201",1201,"Masculino",19,26,30,"Oriente","D/E"
"1202",1202,"Masculino",49,20,25,"Oriente","D/E"
"1203",1203,"Masculino",33,25,28,"Oriente","D/E"
