,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,roi.times,roi.currency,roi.percentage
31,internet-computer,icp,Internet Computer,https://assets.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1620703073,3.5,1549067407,32,1644129754.0,19392765.0,3.6,3.47,-0.0990202265699236,-2.74835,-46462482.69734597,-2.91204,442084125.693983,504381127.45473,469213710.0,700.65,-99.49987,2021-05-10T16:05:53.653Z,3.3,6.04866,2023-08-22T20:06:17.794Z,,2023-08-25T23:23:51.648Z,,,
32,quant-network,qnt,Quant,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,101.3,1473221633,33,1480141642.0,12166360.0,101.29,99.48,1.81,1.82252,26345724.0,1.82087,14544176.164091088,14612493.0,14612493.0,427.42,-76.30071,2021-09-11T09:15:00.668Z,0.215773,46845.60211,2018-08-23T00:00:00.000Z,,2023-08-25T23:23:52.469Z,25.34483622878379,eth,2534.483622878379
33,filecoin,fil,Filecoin,https://assets.coingecko.com/coins/images/12817/large/filecoin.png?1602753933,3.23,1431765661,34,6335631626.0,92998276.0,3.3,3.2,-0.061544762557518506,-1.8709,-26846293.778913736,-1.84054,443263166.0,1961460740.0,1961460740.0,236.84,-98.63661,2021-04-01T13:29:41.564Z,2.64,22.26815,2022-12-16T22:45:28.552Z,,2023-08-25T23:23:53.526Z,,,
34,mantle,mnt,Mantle,https://assets.coingecko.com/coins/images/30980/large/token-logo.png?1689320029,0.428447,1385757851,35,2664641001.0,12313776.0,0.436081,0.416125,0.00468882,1.10648,15109300.0,1.10235,3234382070.76314,6219316794.99,6219316794.99,0.600075,-28.58485,2023-07-20T22:39:30.228Z,0.416125,2.98461,2023-08-25T07:46:25.666Z,,2023-08-25T23:23:42.912Z,,,
35,lido-dao,ldo,Lido DAO,https://assets.coingecko.com/coins/images/13573/large/Lido_DAO.png?1609873644,1.55,1378779401,36,1553204470.0,44858892.0,1.63,1.51,-0.07019936156014417,-4.3234,-49114261.1077981,-3.43963,887699866.886449,1000000000.0,1000000000.0,7.3,-78.72527,2021-08-20T08:35:20.158Z,0.40615,282.53536,2022-06-18T20:55:12.035Z,,2023-08-25T23:23:53.548Z,,,
36,crypto-com-chain,cro,Cronos,https://assets.coingecko.com/coins/images/7310/large/cro_token_logo.png?1669699773,0.051134,1341263334,37,1533851196.0,3366146.0,0.051496,0.050934,-0.000281288418133074,-0.54709,-7973095.62686038,-0.59093,26233248784.1551,30000000000.0,,0.965407,-94.70409,2021-11-24T15:53:54.855Z,0.0121196,321.85492,2019-02-08T00:00:00.000Z,,2023-08-25T23:23:57.275Z,,,
37,aptos,apt,Aptos,https://assets.coingecko.com/coins/images/26455/large/aptos_round.png?1666839629,5.68,1291857388,38,5979604139.0,64289519.0,5.82,5.59,-0.10377815171494742,-1.79302,-22583792.132181883,-1.71813,227235116.783728,1051800343.51278,,19.92,-71.44496,2023-01-26T14:25:17.390Z,3.08,84.69661,2022-12-29T21:35:14.796Z,,2023-08-25T23:23:48.088Z,,,
38,arbitrum,arb,Arbitrum,https://assets.coingecko.com/coins/images/16547/large/photo_2023-03-29_21.47.00.jpeg?1680097630,0.945821,1205994796,39,9458782712.0,142709635.0,0.979944,0.934223,-0.028258725239280746,-2.90107,-35675450.95950198,-2.87318,1275000000.0,10000000000.0,10000000000.0,8.67,-89.0947,2023-03-23T13:10:03.106Z,0.912886,3.6104,2023-06-15T07:25:14.752Z,,2023-08-25T23:23:54.329Z,,,
39,vechain,vet,VeChain,https://assets.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1680067517,0.0160113,1164477422,40,1388648504.0,25706439.0,0.01603978,0.0157098,0.00018697,1.18153,13888999.0,1.20712,72714516834.0,85985041177.0,86712634466.0,0.280991,-94.30021,2021-04-19T01:08:21.675Z,0.00191713,735.40937,2020-03-13T02:29:59.652Z,,2023-08-25T23:23:51.062Z,2.3894601184044064,eth,238.94601184044066
40,near,near,NEAR Protocol,https://assets.coingecko.com/coins/images/10365/large/near.jpg?1683515160,1.19,1118231051,41,1187495884.0,50724674.0,1.21,1.16,0.00166657,0.14067,1977729.0,0.17718,941671517.686093,1000000000.0,,20.44,-94.19149,2022-01-16T22:09:45.873Z,0.526762,125.36726,2020-11-04T16:09:15.137Z,,2023-08-25T23:23:57.464Z,,,
41,optimism,op,Optimism,https://assets.coingecko.com/coins/images/25244/large/Optimism.png?1660904599,1.47,1051667423,42,6302247878.0,145741257.0,1.59,1.46,-0.09980985367324545,-6.36393,-70484307.63301301,-6.28117,716708907.0,4294967296.0,4294967296.0,3.22,-54.40487,2023-02-24T20:20:00.509Z,0.402159,265.43165,2022-06-18T20:54:52.178Z,,2023-08-25T23:23:50.540Z,,,
42,rocket-pool-eth,reth,Rocket Pool ETH,https://assets.coingecko.com/coins/images/20764/large/reth.png?1637652366,1795.64,916928603,43,916928603.0,8581927.0,1805.07,1776.32,1.025,0.0571,2110695.0,0.23072,510637.370118036,510637.370118036,,4814.31,-62.72204,2021-12-01T08:03:50.749Z,887.26,102.27099,2022-06-18T20:55:45.957Z,,2023-08-25T23:23:56.999Z,,,
43,maker,mkr,Maker,https://assets.coingecko.com/coins/images/1364/large/Mark_Maker.png?1585191826,1008.92,909824871,44,1015075837.0,58154604.0,1029.73,991.11,-16.22771924023141,-1.58296,-13031587.849172354,-1.41209,901310.9472893132,977631.036950888,1005577.0,6292.31,-83.95543,2021-05-03T21:54:29.333Z,168.36,499.66092,2020-03-16T20:52:36.527Z,,2023-08-25T23:23:52.790Z,,,
44,aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1601374110,56.78,824970114,45,908786125.0,66214233.0,57.95,55.72,-0.261414365075737,-0.45826,-2784043.759209633,-0.33634,14524343.468425391,16000000.0,16000000.0,661.69,-91.41671,2021-05-18T21:19:59.514Z,26.02,118.24709,2020-11-05T09:20:11.928Z,,2023-08-25T23:23:51.155Z,,,
45,the-graph,grt,The Graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,0.089027,816854967,46,891370751.0,35800070.0,0.091698,0.088261,-0.002187909739175431,-2.39863,-18438172.81990552,-2.20739,9164031528.49969,10000000000.0,,2.84,-96.86427,2021-02-12T07:28:45.775Z,0.052051,71.1818,2022-11-22T10:05:03.503Z,,2023-08-25T23:23:55.250Z,,,
46,frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/FRAX_icon.png?1679886922,1.0,806803229,47,806803229.0,6980193.0,1.001,0.996509,0.00145507,0.1457,583867.0,0.07242,806723780.559441,806723780.559441,,1.14,-12.30285,2021-02-07T12:55:35.766Z,0.874536,14.36268,2023-03-11T07:50:39.316Z,,2023-08-25T23:23:57.865Z,,,
47,whitebit,wbt,WhiteBIT Coin,https://assets.coingecko.com/coins/images/27045/large/wbt_token.png?1667923752,5.4,778461156,48,2160613839.0,6548278.0,5.47,5.39,-0.010655469614623492,-0.19688,-1958982.6051301956,-0.25102,144118517.10815412,368493247.0,400000000.0,14.64,-63.11198,2022-10-28T12:32:18.119Z,3.06,76.44058,2023-02-13T19:01:21.899Z,,2023-08-25T23:23:39.635Z,,,
48,kaspa,kas,Kaspa,https://assets.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1653891958,0.03750636,765416693,49,1080596144.0,7537935.0,0.03895971,0.03662566,-0.00107567290272103,-2.78802,-18621091.737182856,-2.37502,20331870747.7925,20331581597.1503,28704026601.0,0.051714,-27.03549,2023-08-06T12:10:40.416Z,0.00017105,21959.61825,2022-05-26T14:42:59.316Z,,2023-08-25T23:23:54.875Z,,,
49,algorand,algo,Algorand,https://assets.coingecko.com/coins/images/4380/large/download.png?1547039725,0.096792,757878320,50,968265914.0,22504248.0,0.097625,0.095501,-2.2995143453927e-05,-0.02375,265780.0,0.03508,7827171319.5882,7827171329.1982,10000000000.0,3.56,-97.28112,2019-06-20T14:51:19.480Z,0.090561,6.9152,2023-08-17T21:51:08.443Z,,2023-08-25T23:23:57.782Z,-0.9596701325130133,usd,-95.96701325130132
50,xdce-crowd-sale,xdc,XDC Network,https://assets.coingecko.com/coins/images/2912/large/xdc-icon.png?1633700890,0.052927,733977784,51,2005052127.0,11138267.0,0.053749,0.052413,-0.000538478482788554,-1.00715,-6918575.5621625185,-0.93381,13858720054.2,37858715519.85,,0.192754,-72.52345,2021-08-21T04:39:48.324Z,0.00039532,13297.35975,2019-07-22T00:00:00.000Z,,2023-08-25T23:23:51.625Z,3.256914112663878,eth,325.6914112663878
51,usdd,usdd,USDD,https://assets.coingecko.com/coins/images/25380/large/UUSD.jpg?1651823371,0.997594,723554438,52,,28857411.0,1.0,0.996145,0.00021186,0.02124,169963.0,0.0235,725332034.742248,,,1.044,-4.41814,2022-11-09T09:56:06.131Z,0.928067,7.51273,2022-06-19T16:15:11.558Z,,2023-08-25T23:23:43.793Z,,,
52,the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1597397942,0.321449,664062538,53,964771569.0,48061504.0,0.324566,0.31709,-0.000911385399489151,-0.28272,894140.0,0.13483,2064931926.2233226,3000000000.0,3000000000.0,8.4,-96.17029,2021-11-25T06:04:40.957Z,0.02897764,1009.72638,2020-11-04T15:59:14.441Z,,2023-08-25T23:23:50.766Z,,,
53,havven,snx,Synthetix Network,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1598631139,2.05,661166046,54,662650346.0,29451024.0,2.07,2.02,-0.018773458863329484,-0.9079,-5374898.141389608,-0.80639,322457343.13952357,323181251.088774,323181251.088774,28.53,-92.8136,2021-02-14T01:12:38.505Z,0.0347864,5794.38317,2019-01-06T00:00:00.000Z,,2023-08-25T23:23:52.695Z,3.098038918510298,usd,309.8038918510298
54,blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,0.469317,658779645,55,853444074.0,8439977.0,0.475822,0.460287,-0.003461843503754114,-0.73223,-4616862.982945561,-0.69594,1403327331.04354,1818000000.0,1818000000.0,3.39,-86.15069,2021-12-01T01:32:34.725Z,0.04559639,929.55774,2020-03-13T02:29:26.415Z,,2023-08-25T23:23:48.255Z,2.9109740680679725,usd,291.09740680679727
55,tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1547034862,0.696354,655735147,56,,15208028.0,0.699997,0.679539,0.00360939,0.52103,3364307.0,0.5157,941876000.793042,,,9.12,-92.36298,2021-10-04T00:41:18.025Z,0.350476,98.64284,2018-12-07T00:00:00.000Z,,2023-08-25T23:23:55.528Z,0.4816039355795421,usd,48.160393557954215
56,eos,eos,EOS,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1547034481,0.585998,655280622,57,,85884035.0,0.587933,0.571965,0.00389085,0.66841,4475018.0,0.68761,1117951769.5112,,,22.71,-97.41917,2018-04-29T07:50:33.540Z,0.5024,16.66767,2017-10-23T00:00:00.000Z,,2023-08-25T23:23:56.654Z,-0.40808234258879394,usd,-40.808234258879395
57,elrond-erd-2,egld,MultiversX,https://assets.coingecko.com/coins/images/12335/large/egld-token-logo.png?1673490885,25.27,654632662,58,794688951.0,14225628.0,25.58,24.85,-0.2983224078282021,-1.1667,-6956246.967383981,-1.05145,25879171.0,25884323.0,31415926.0,545.64,-95.36654,2021-11-23T10:33:26.737Z,6.51,288.55568,2020-10-07T01:44:53.554Z,,2023-08-25T23:23:55.450Z,,,
58,theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1548387191,0.635463,635559160,59,635559160.0,8937380.0,0.636891,0.621876,0.00577247,0.91671,5278309.0,0.83745,1000000000.0,1000000000.0,1000000000.0,15.72,-95.95697,2021-04-16T13:15:11.190Z,0.04039979,1473.15851,2020-03-13T02:24:16.483Z,,2023-08-25T23:23:57.776Z,3.2364227729318915,usd,323.6422772931891
59,axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,4.83,633069237,60,1304482996.0,15604595.0,4.88,4.76,-0.01668445733080937,-0.34435,-2054057.2851407528,-0.32341,131031753.30627233,270000000.0,270000000.0,164.9,-97.07098,2021-11-06T19:29:29.482Z,0.123718,3803.94117,2020-11-06T08:05:43.662Z,,2023-08-25T23:23:48.304Z,,,
60,immutable-x,imx,ImmutableX,https://assets.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1665110648,0.559145,628362576,61,1118689111.0,32997954.0,0.580692,0.553025,-0.019772518181701226,-3.41543,-21320368.30328107,-3.28166,1123390886.9500241,2000000000.0,2000000000.0,9.52,-94.12631,2021-11-26T01:03:01.536Z,0.378055,47.90765,2022-12-31T07:36:37.649Z,,2023-08-25T23:23:52.537Z,,,
61,bitget-token,bgb,Bitget Token,https://assets.coingecko.com/coins/images/11610/large/icon_colour.png?1690515455,0.432474,610387926,63,871982128.0,16688659.0,0.435991,0.424971,0.00617511,1.44854,13568065.0,2.27339,1400001000.0,2000000000.0,2000000000.0,0.515471,-16.06535,2023-02-16T08:52:49.445Z,0.0142795,2929.93033,2020-06-25T04:17:05.895Z,,2023-08-25T23:23:49.111Z,,,
62,injective-protocol,inj,Injective,https://assets.coingecko.com/coins/images/12882/large/Secondary_Symbol.png?1628233237,7.25,608323184,62,726307860.0,26760592.0,7.47,7.1,-0.18840716197264928,-2.53184,-14386466.167129874,-2.3103,83755555.66,100000000.0,100000000.0,24.89,-70.82982,2021-04-30T00:33:02.969Z,0.657401,1004.41299,2020-11-03T16:19:30.576Z,,2023-08-25T23:23:49.191Z,,,
63,rollbit-coin,rlb,Rollbit Coin,https://assets.coingecko.com/coins/images/24552/large/unziL6wO_400x400.jpg?1648134494,0.175129,585402672,64,887793847.0,21118938.0,0.183654,0.149475,0.02305188,15.15798,83488782.0,16.63408,3296951621.59,3296951622.0,5000000000.0,0.213089,-16.83314,2023-08-12T14:31:00.633Z,0.00093506,18852.78084,2022-07-02T02:46:34.730Z,,2023-08-25T23:23:37.161Z,,,
64,fantom,ftm,Fantom,https://assets.coingecko.com/coins/images/4001/large/Fantom_round.png?1669652346,0.207219,581299352,65,658521222.0,44182343.0,0.209796,0.204122,-0.000325902015077539,-0.15703,-447840.65701031685,-0.07698,2802681796.9188,3175000000.0,3175000000.0,3.46,-94.00307,2021-10-28T05:19:39.845Z,0.00190227,10803.19916,2020-03-13T02:25:38.280Z,,2023-08-25T23:23:57.780Z,5.90728968172235,usd,590.728968172235
65,bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1558947902,29.99,577919241,66,629931267.0,11082908.0,30.98,29.74,-0.7989739291147941,-2.595,-14978176.278246403,-2.52627,19266076.644239,21000000.0,21000000.0,489.75,-93.87725,2021-04-16T17:09:04.630Z,21.43,39.89476,2023-06-10T04:32:12.266Z,,2023-08-25T23:23:54.662Z,,,
66,decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,0.303104,558637497,67,665118121.0,43146521.0,0.305853,0.299815,-0.000349139027537415,-0.11506,-22778.86252939701,-0.00408,1842067103.55882,2193179327.32015,2193179327.32015,5.85,-94.81671,2021-11-25T10:04:18.534Z,0.00923681,3183.22392,2017-10-31T00:00:00.000Z,,2023-08-25T23:23:56.966Z,14.155220302228924,usd,1415.5220302228925
67,radix,xrd,Radix,https://assets.coingecko.com/coins/images/4374/large/Radix.png?1629701658,0.053563,548647383,68,1285823578.0,1950105.0,0.05412,0.052698,0.00077565,1.46941,7754290.0,1.43361,10240547323.1078,12640529363.2994,24000000000.0,0.651264,-91.7719,2021-11-14T16:09:27.130Z,0.03145312,70.36972,2022-11-29T23:20:09.754Z,,2023-08-25T23:23:36.238Z,,,
68,render-token,rndr,Render,https://assets.coingecko.com/coins/images/11636/large/rndr.png?1638840934,1.46,544159079,69,776969913.0,19929923.0,1.49,1.42,0.00671035,0.46065,2552429.0,0.47127,371908453.108796,531024271.388796,531024271.388796,8.78,-83.3373,2021-11-21T10:03:19.097Z,0.03665669,3892.41364,2020-06-16T13:22:25.900Z,,2023-08-25T23:23:50.473Z,,,
69,gatechain-token,gt,Gate,https://assets.coingecko.com/coins/images/8183/large/gate.png?1687143308,3.9,535271797,70,1168991596.0,366795.0,3.92,3.85,-0.019583745465301398,-0.50018,-2751914.5068253875,-0.51149,137367573.56752193,300000000.0,,12.94,-69.89168,2021-05-12T11:39:16.531Z,0.25754,1412.99714,2020-03-13T02:18:02.481Z,,2023-08-25T23:23:40.898Z,,,
70,apecoin,ape,ApeCoin,https://assets.coingecko.com/coins/images/24383/large/apecoin.jpg?1647476455,1.43,528534890,71,1433922550.0,51395026.0,1.44,1.4,-0.000281756602097394,-0.01965,887047.0,0.16811,368593750.0,1000000000.0,1000000000.0,26.7,-94.62375,2022-04-28T21:44:21.164Z,1.4,2.7233,2023-08-25T17:46:15.784Z,,2023-08-25T23:23:57.391Z,,,
