Rain,NAME,DATE,Season,Ave Wind,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF5,WSF5,Fog,Heavy Fog,Thunder,Sleet,Hail,Smoke,High Winds
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/1/2016,Summer,8.05,0.17,0,0,62,66,56,190,19,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/2/2016,Summer,11.18,0.05,0,0,60,69,55,230,29.1,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/3/2016,Summer,7.38,0,0,0,60,69,54,220,16.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/4/2016,Summer,4.7,0,0,0,59,70,51,260,16.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/5/2016,Summer,7.38,0.01,0,0,59,64,54,250,16.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/6/2016,Summer,3.8,0.42,0,0,59,65,55,290,11,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/7/2016,Summer,8.28,0.04,0,0,61,66,57,230,21,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/8/2016,Summer,7.38,0.03,0,0,61,70,55,170,17,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/9/2016,Summer,5.59,0,0,0,61,73,50,30,13,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/10/2016,Summer,4.25,0,0,0,64,77,54,250,12.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/11/2016,Summer,6.71,0,0,0,62,70,55,10,17,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/12/2016,Summer,11.63,0,0,0,62,75,54,340,27.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/13/2016,Summer,7.16,0,0,0,65,77,51,350,19.9,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/14/2016,Summer,5.82,0,0,0,64,78,51,200,14.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/15/2016,Summer,4.25,0,0,0,61,72,52,280,12.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/16/2016,Summer,4.7,0,0,0,61,74,52,160,16.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/17/2016,Summer,11.86,0.22,0,0,62,67,57,220,30,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/18/2016,Summer,7.83,0,0,0,59,68,54,210,21,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/19/2016,Summer,11.41,0.08,0,0,61,68,53,190,28,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/20/2016,Summer,6.71,0,0,0,58,67,49,340,17,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/21/2016,Fall,8.5,0,0,0,58,68,52,350,23,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/22/2016,Fall,7.83,0,0,0,57,65,49,240,19,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/23/2016,Fall,10.51,0.01,0,0,56,63,53,210,35.1,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/24/2016,Fall,4.47,0,0,0,58,66,53,290,13,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/25/2016,Fall,5.82,0,0,0,64,76,58,350,16.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/26/2016,Fall,5.82,0,0,0,64,77,53,20,16.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/27/2016,Fall,10.51,0.02,0,0,66,69,54,50,23,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/28/2016,Fall,7.83,0,0,0,58,67,52,300,28,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/29/2016,Fall,5.14,0,0,0,57,66,47,340,16.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",9/30/2016,Fall,5.37,0,0,0,55,65,46,220,19.9,1,1,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/1/2016,Fall,7.38,0.05,0,0,56,63,50,170,27.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/2/2016,Fall,4.03,0,0,0,56,63,50,220,17,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/3/2016,Fall,6.93,0,0,0,55,60,49,210,17,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/4/2016,Fall,9.62,0.13,0,0,55,60,52,180,21,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/5/2016,Fall,5.59,0.04,0,0,56,65,52,90,15,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/6/2016,Fall,9.62,0.31,0,0,57,62,53,140,19.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/7/2016,Fall,11.41,0.11,0,0,56,63,53,190,33.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/8/2016,Fall,11.63,0.61,0,0,57,65,52,200,34,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/9/2016,Fall,6.04,0.06,0,0,56,56,48,10,23.9,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/10/2016,Fall,5.59,0,0,0,51,60,45,340,19.9,1,1,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/11/2016,Fall,8.05,0,0,0,51,62,43,120,19,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/12/2016,Fall,3.8,0.01,0,0,54,66,43,90,15,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/13/2016,Fall,10.74,1.75,0,0,55,59,51,180,32,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/14/2016,Fall,15.88,1.36,0,0,54,57,50,180,45,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/15/2016,Fall,14.32,0.73,0,0,52,62,50,220,38.9,1,,1,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/16/2016,Fall,8.28,0.56,0,0,54,60,50,200,25.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/17/2016,Fall,9.84,0.17,0,0,53,59,50,210,25.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/18/2016,Fall,10.74,0.08,0,0,53,58,49,210,25.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/19/2016,Fall,4.92,0.22,0,0,51,58,45,120,17,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/20/2016,Fall,8.5,1.19,0,0,53,60,50,210,25.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/21/2016,Fall,7.38,0.02,0,0,53,57,48,160,16.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/22/2016,Fall,3.36,0.05,0,0,51,62,44,20,13,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/23/2016,Fall,6.26,0.12,0,0,55,62,49,360,16.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/24/2016,Fall,7.61,0.1,0,0,56,63,51,160,21,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/25/2016,Fall,11.18,0,0,0,55,63,50,190,33.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/26/2016,Fall,8.05,1.23,0,0,55,58,52,180,23,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/27/2016,Fall,7.16,0.04,0,0,55,58,52,140,19.9,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/28/2016,Fall,7.61,0,0,0,56,67,50,100,21.9,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/29/2016,Fall,4.92,0.19,0,0,56,60,48,130,19,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/30/2016,Fall,6.93,0.26,0,0,50,52,44,10,17,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",10/31/2016,Fall,10.07,0.66,0,0,52,57,49,210,36,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/1/2016,Fall,9.17,0.22,0,0,52,56,50,190,23.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/2/2016,Fall,7.38,0.46,0,0,53,56,51,130,21.9,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/3/2016,Fall,4.47,0,0,0,54,65,48,220,18.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/4/2016,Fall,4.03,0,0,0,53,63,42,230,13,1,1,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/5/2016,Fall,6.93,1.31,0,0,57,60,51,160,19.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/6/2016,Fall,7.16,0.12,0,0,53,60,48,250,21.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/7/2016,Fall,4.92,0.04,0,0,56,66,50,120,19.9,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/8/2016,Fall,5.59,0,0,0,58,70,49,120,21,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/9/2016,Fall,6.71,0.24,0,0,58,64,51,200,17,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/10/2016,Fall,3.8,0,0,0,54,62,45,30,12.1,1,1,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/11/2016,Fall,2.46,0,0,0,57,61,52,280,12.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/12/2016,Fall,12.97,0.1,0,0,57,58,48,200,40.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/13/2016,Fall,8.05,0.24,0,0,51,54,47,160,25.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/14/2016,Fall,5.82,0.31,0,0,53,57,50,200,19,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/15/2016,Fall,10.96,1.08,0,0,51,54,46,230,29.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/16/2016,Fall,6.49,0.2,0,0,46,50,43,220,23,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/17/2016,Fall,4.25,0,0,0,46,51,41,100,16.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/18/2016,Fall,12.3,0,0,0,46,54,39,120,36,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/19/2016,Fall,10.51,0.04,0,0,51,57,48,120,23,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/20/2016,Fall,10.07,0.01,0,0,53,57,47,180,23.9,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/21/2016,Fall,10.07,0.02,0,0,49,53,44,220,21,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/22/2016,Fall,8.5,0.45,0,0,47,53,43,140,23,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/23/2016,Fall,11.18,0.13,0,0,46,48,42,150,25.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/24/2016,Fall,12.53,0.66,0,0,47,51,46,230,38,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/25/2016,Fall,5.82,0.01,0,0,47,52,41,180,27.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/26/2016,Fall,6.71,0.38,0,0,49,51,43,110,30,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/27/2016,Fall,10.07,0.32,0,0,44,47,42,190,35.1,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/28/2016,Fall,6.26,0,0,0,45,50,40,130,18.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/29/2016,Fall,6.26,0.04,0,0,46,51,41,120,19.9,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",11/30/2016,Fall,14.09,0.1,0,0,46,50,43,220,38,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/1/2016,Fall,6.93,0.01,0,0,44,46,40,130,17,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/2/2016,Fall,11.41,0.27,0,0,45,49,44,210,28,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/3/2016,Fall,13.87,0.18,0,0,46,48,44,210,29.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/4/2016,Fall,8.72,0.17,0,0,43,45,35,220,25.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/5/2016,Fall,8.05,0.24,0,0,37,39,33,210,25.9,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/6/2016,Fall,7.61,0,0,0,35,40,31,350,21.9,1,1,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/7/2016,Fall,11.18,0,0,0,33,38,28,60,32,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/8/2016,Fall,14.32,0.06,0.5,0,34,38,30,70,35.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/9/2016,Fall,12.75,0.34,0.5,1,33,36,31,90,25.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/10/2016,Fall,12.3,0.18,0,0,38,44,35,170,35.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/11/2016,Fall,13.87,0.09,0,0,41,42,39,210,29.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/12/2016,Fall,8.95,0.09,0,0,40,42,37,200,23.9,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/13/2016,Fall,10.51,0,0,0,37,38,31,30,19,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/14/2016,Fall,13.87,0,0,0,33,39,30,20,23,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/15/2016,Fall,6.93,0,0,0,34,38,32,10,18.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/16/2016,Fall,8.5,0,0,0,32,34,25,360,25.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/17/2016,Fall,5.37,0,0,0,28,33,23,120,14.1,,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/18/2016,Fall,5.82,0,0,0,32,39,27,180,18.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/19/2016,Fall,10.51,0.81,0,0,39,45,35,180,32,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/20/2016,Fall,14.32,0.01,0,0,45,50,40,220,42.1,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/21/2016,Fall,4.03,0,0,0,42,47,34,150,19,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/22/2016,Fall,6.71,0.3,0,0,39,44,33,130,25.9,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/23/2016,Fall,5.37,0.58,0,0,39,39,35,50,15,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/24/2016,Fall,2.01,0.1,0,0,37,40,35,360,11,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/25/2016,Fall,4.25,0,0,0,36,42,33,120,14.1,1,1,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/26/2016,Fall,8.5,0.29,0,0,36,42,33,170,33.1,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/27/2016,Fall,15.21,0.05,0,0,41,44,40,190,34,1,,,,,,
0,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/28/2016,Fall,8.72,0,0,0,41,47,38,230,23,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/29/2016,Fall,8.5,0.05,0,0,42,48,40,210,28,1,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/30/2016,Fall,6.93,0.02,0,0,42,45,34,30,16.1,,,,,,,
1,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",12/31/2016,Fall,8.05,0.03,0,0,34,38,29,180,25.9,1,,,,,,
