index,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,Nacional
2021-06-25,6,52,442,90,40,31,1543,29,18,11,20,43,41,114,451,16,8,29,150,95,38,26,288,63,196,210,397,261,5,233,304,2,5252
2021-06-26,2,18,234,37,15,12,1000,12,6,5,8,17,12,45,226,11,9,10,70,51,29,21,154,26,80,107,187,133,3,107,106,6,2759
2021-06-27,2,20,96,34,28,5,398,8,7,5,7,24,15,40,95,17,5,9,48,37,21,11,151,9,77,104,142,101,3,93,97,3,1712
2021-06-28,13,73,577,131,56,41,1988,36,21,31,75,67,40,160,554,43,17,40,239,125,48,34,340,50,292,296,470,358,4,343,406,14,6982
2021-06-29,19,54,441,88,51,35,1936,40,30,31,55,68,42,142,585,33,24,61,214,102,40,28,291,68,287,287,439,303,8,312,313,22,6449
2021-06-30,16,58,393,85,47,43,1948,51,31,32,44,70,42,142,580,35,19,40,217,108,39,61,285,53,296,222,368,294,10,311,327,9,6276
2021-07-01,10,46,344,89,35,35,2232,28,21,24,63,75,35,165,603,34,26,46,258,124,63,63,263,64,322,257,357,264,7,320,258,7,6538
2021-07-02,7,50,357,68,45,54,2330,35,20,30,65,89,47,129,733,42,11,63,239,152,47,60,328,59,331,223,335,268,12,311,246,3,6789
2021-07-03,2,16,186,42,20,14,1385,19,5,7,37,37,26,71,274,30,7,37,131,76,31,16,202,29,143,120,126,125,2,164,87,6,3473
2021-07-04,5,16,136,34,12,17,545,6,10,7,24,73,23,79,183,16,8,21,78,86,29,25,167,22,143,68,115,90,4,146,68,12,2268
2021-07-05,15,71,437,119,53,62,3057,64,41,50,95,234,101,317,951,60,32,85,364,187,95,115,338,68,471,273,395,329,5,474,351,30,9339
2021-07-06,17,67,441,113,52,53,3184,58,41,46,151,222,82,352,974,56,27,104,335,189,61,108,344,74,499,272,317,281,9,475,312,31,9347
2021-07-07,13,69,419,130,64,96,3521,59,41,48,164,289,111,362,1050,66,51,106,365,168,89,107,390,87,535,255,348,279,13,477,324,25,10121
2021-07-08,20,41,354,72,50,85,3557,68,44,50,115,333,109,374,1093,80,63,118,363,172,122,115,403,90,600,233,321,248,16,499,286,48,10142
2021-07-09,19,54,371,78,61,72,3467,107,36,50,146,318,108,423,1211,64,97,115,420,195,126,93,339,78,684,306,356,265,22,538,287,44,10550
2021-07-10,4,23,195,38,36,30,2101,45,24,6,83,227,51,146,360,33,11,55,171,159,87,24,234,45,334,154,155,125,11,257,90,10,5324
2021-07-11,5,16,113,31,33,22,955,18,20,7,76,147,56,176,247,47,21,55,96,137,61,46,170,34,261,141,90,112,6,239,78,10,3526
2021-07-12,33,56,471,121,83,116,4418,137,77,96,224,500,153,646,1621,188,129,137,626,275,144,159,402,151,821,394,394,323,44,644,364,60,14007
2021-07-13,48,66,414,92,114,120,4714,121,99,86,293,482,187,682,1616,163,85,159,573,279,139,161,421,161,765,369,390,292,21,584,317,58,14071
2021-07-14,40,61,298,119,92,92,4678,133,101,114,229,475,152,708,1554,140,83,246,682,319,173,178,401,133,775,414,375,269,43,550,282,67,13976
2021-07-15,33,72,301,108,104,95,4175,141,110,95,227,591,186,756,1530,167,98,243,662,279,153,187,441,199,691,357,381,271,38,548,294,84,13617
2021-07-16,58,92,282,94,111,84,4289,135,113,133,223,588,185,725,1807,201,142,260,659,358,140,202,398,185,717,381,390,263,37,584,255,50,14141
2021-07-17,14,26,137,26,59,38,2509,59,54,29,193,246,115,317,554,70,26,103,275,238,116,67,268,80,339,186,187,121,16,340,89,19,6916
2021-07-18,9,16,134,34,52,37,1036,46,72,39,150,279,93,259,368,61,22,113,222,190,83,72,192,54,263,141,132,91,15,295,88,32,4690
2021-07-19,75,90,372,116,118,134,5339,213,154,128,295,875,266,1086,2197,215,197,406,876,481,238,250,440,283,782,460,486,349,48,794,345,141,18249
2021-07-20,72,91,311,106,145,139,5475,199,186,154,273,893,241,1206,2225,226,205,412,850,451,239,257,503,253,797,392,383,317,61,838,310,177,18387
2021-07-21,65,75,292,102,150,140,5148,184,211,149,399,861,246,1159,2196,220,222,392,843,456,242,246,459,353,716,380,482,261,82,856,269,129,17985
2021-07-22,65,92,278,119,124,125,5476,186,211,143,295,963,266,1139,2401,302,277,457,942,500,257,285,427,369,799,416,510,262,62,766,245,143,18902
2021-07-23,62,99,278,103,204,150,4749,203,240,173,341,687,276,1072,2300,269,258,534,954,488,275,303,449,390,782,370,453,250,56,911,267,132,18078
2021-07-24,14,43,111,54,94,52,2899,93,132,54,245,246,156,491,703,105,37,216,396,300,212,66,287,183,284,196,270,129,38,502,74,55,8737
2021-07-25,11,36,85,43,55,28,1369,52,97,42,170,420,164,429,579,112,44,214,303,225,179,66,233,91,308,173,173,124,29,433,81,28,6396
2021-07-26,120,120,350,148,196,146,5943,274,298,232,554,862,368,1521,2830,393,387,558,1223,574,374,385,498,546,889,567,596,353,69,970,328,151,22823
2021-07-27,122,111,292,138,191,160,5556,275,332,237,466,882,362,1477,2725,359,332,563,1386,645,368,344,510,529,809,500,609,394,98,997,279,181,22229
2021-07-28,93,116,290,151,165,127,5279,323,356,249,337,819,347,1424,2366,317,350,449,1200,580,324,380,498,572,635,542,654,406,100,907,226,176,20758
2021-07-29,101,115,266,154,197,156,5737,283,381,294,363,974,314,1385,2605,368,339,406,1128,538,399,354,491,514,588,549,652,319,125,919,213,218,21445
2021-07-30,93,116,259,121,190,100,4965,328,359,228,390,886,324,1289,2382,358,393,344,1267,516,395,338,445,562,634,452,607,337,113,947,254,174,20166
2021-07-31,14,29,96,59,103,34,2941,152,153,54,173,369,187,421,831,151,56,183,484,301,253,118,313,319,262,245,287,135,28,473,98,66,9388
2021-08-01,43,32,62,51,88,58,1387,92,188,59,175,403,163,398,650,214,54,178,442,280,225,133,246,179,283,201,268,156,59,456,61,59,7343
2021-08-02,170,137,276,199,202,132,5612,368,335,377,553,883,406,1457,2798,367,219,542,1668,607,504,430,496,771,590,535,818,528,120,1055,338,179,23672
2021-08-03,151,126,244,161,208,136,5476,363,361,321,499,991,371,1357,2623,459,122,609,1521,588,487,479,574,781,546,548,835,506,122,1012,264,202,23043
2021-08-04,146,142,188,146,211,119,5026,322,360,303,543,740,424,1363,2488,514,171,498,1533,526,527,451,455,729,480,480,829,481,130,1027,258,183,21793
2021-08-05,87,138,186,179,175,131,5111,339,416,261,479,934,411,1263,2405,456,145,509,1652,671,606,414,536,739,449,466,806,508,127,988,239,212,22038
2021-08-06,104,149,214,158,187,136,4726,327,395,424,508,858,427,1112,2376,458,207,449,1531,499,556,438,440,799,419,476,773,531,142,1038,253,185,21295
2021-08-07,43,45,75,87,105,56,2925,199,168,67,242,239,176,412,748,164,57,167,569,331,337,159,321,481,266,244,412,216,93,560,87,49,10100
2021-08-08,30,44,41,66,91,28,1399,150,223,48,221,420,174,449,571,170,60,229,477,246,291,142,231,238,182,218,298,189,65,456,71,68,7586
2021-08-09,157,185,229,226,216,183,5308,437,419,393,655,881,500,1565,2620,528,287,606,1973,644,687,622,544,939,520,487,1169,681,177,1185,350,279,25652
2021-08-10,135,159,169,223,202,137,5397,472,462,378,696,743,483,1398,2603,534,254,488,1936,619,649,544,473,892,420,520,1145,703,161,1131,315,368,24809
2021-08-11,115,157,165,212,196,117,5094,418,464,330,653,697,423,1334,2292,490,254,503,1702,534,692,560,439,961,360,514,1176,627,157,1023,296,249,23204
2021-08-12,129,204,134,182,176,103,4671,393,451,349,738,655,522,1393,2212,520,231,441,1630,509,655,559,392,867,323,527,1184,504,184,1012,293,239,22382
2021-08-13,123,164,163,260,198,79,4493,371,405,350,658,614,400,1163,2190,498,186,388,1759,499,734,468,420,951,312,452,1070,592,166,1073,293,211,21703
2021-08-14,30,52,80,90,93,25,2215,173,179,62,311,275,192,406,683,165,62,177,539,331,449,172,230,516,124,208,559,265,93,584,112,81,9533
2021-08-15,22,49,34,110,68,26,1016,126,245,70,209,209,240,380,464,188,87,171,432,182,380,110,174,282,103,192,391,200,92,410,68,72,6802
2021-08-16,166,254,210,293,215,120,4488,461,484,339,926,692,546,1453,2464,525,247,450,1946,560,692,613,476,945,336,529,1421,724,191,1060,400,315,24541
2021-08-17,178,188,157,255,222,100,4159,459,443,307,756,567,467,1123,2106,488,198,387,1784,515,793,567,362,950,296,551,1235,634,162,1039,374,232,22054
2021-08-18,149,204,175,313,179,89,4016,360,435,306,702,479,448,1178,1790,479,261,296,1710,504,753,573,344,895,264,459,1225,652,204,1021,331,214,21008
2021-08-19,142,197,128,209,184,91,3722,381,407,214,747,486,455,1031,1844,444,191,300,1444,542,730,562,215,805,253,429,1048,537,201,827,137,179,19082
2021-08-20,129,175,120,176,154,93,3532,352,393,228,692,437,379,894,1628,434,133,274,1433,493,670,521,267,772,249,434,911,586,192,813,342,163,18069
2021-08-21,34,55,58,74,93,52,1569,191,177,49,257,171,141,360,520,172,77,114,453,264,284,153,202,330,138,208,538,229,95,439,122,56,7675
2021-08-22,26,66,40,104,63,28,832,130,212,47,243,117,157,333,411,118,73,128,344,257,251,109,175,182,89,165,405,192,81,411,94,50,5933
2021-08-23,210,269,178,290,208,107,3566,368,400,247,841,462,443,1238,1983,467,255,306,1643,518,729,603,337,808,294,567,1505,683,175,996,415,241,21352
2021-08-24,126,193,117,243,169,102,3592,328,397,214,772,383,386,1058,1624,416,200,274,1460,547,663,546,301,655,240,459,1217,616,191,804,360,172,18825
2021-08-25,142,215,128,225,131,96,3172,401,358,199,722,359,359,995,1425,393,199,223,1291,390,648,486,300,654,205,455,1029,662,160,775,361,168,17326
2021-08-26,119,178,141,180,121,85,3082,318,347,174,707,373,299,951,1386,367,174,232,1266,332,658,502,206,558,189,367,1081,515,182,730,340,141,16301
2021-08-27,133,140,97,157,122,61,3165,298,300,211,678,202,296,862,1360,327,177,243,1219,331,615,471,200,571,196,404,1067,514,138,718,321,166,15760
2021-08-28,23,61,36,90,62,27,1682,132,122,24,268,110,138,316,509,127,92,81,386,216,317,138,119,315,118,142,461,238,96,438,129,48,7061
2021-08-29,31,34,31,64,54,22,734,99,138,33,316,109,141,246,321,118,55,60,314,144,263,122,127,152,50,121,254,191,50,325,80,31,4830
2021-08-30,186,195,153,234,138,111,3129,399,317,222,1000,246,354,1071,1467,381,190,236,1471,420,569,529,238,591,120,474,1289,614,160,792,377,161,17834
2021-08-31,116,127,95,214,130,88,2575,371,275,196,827,236,335,991,1281,348,140,198,1186,433,614,477,227,521,170,350,1211,572,169,676,407,136,15692
2021-09-01,98,138,90,191,122,82,2481,376,313,193,719,296,293,879,1167,299,166,211,1068,401,551,453,201,486,161,382,1118,582,140,660,376,116,14809
2021-09-02,149,146,93,173,105,103,2475,364,250,181,745,251,273,917,1091,321,158,159,846,362,524,420,162,435,152,366,958,504,163,669,327,132,13974
2021-09-03,124,134,58,102,111,78,2479,348,259,156,627,244,247,815,1025,274,149,172,816,339,582,406,166,410,160,349,957,524,143,641,345,105,13345
2021-09-04,36,51,34,65,61,35,1390,157,137,53,280,87,112,299,495,122,87,84,256,212,266,147,90,238,73,95,535,222,90,417,113,48,6387
2021-09-05,21,51,21,62,44,21,681,123,127,44,217,77,102,277,290,116,97,57,200,123,191,120,78,86,44,90,200,182,65,304,78,26,4215
2021-09-06,106,173,88,185,142,110,2590,360,266,190,920,261,313,1137,1434,359,230,183,996,397,665,504,191,495,163,343,1167,608,187,709,440,132,16044
2021-09-07,112,147,81,161,134,87,2093,378,234,158,715,199,232,930,1303,309,182,179,901,346,577,358,150,374,165,302,986,498,149,583,306,90,13419
2021-09-08,89,154,70,134,89,90,1812,295,244,141,645,155,179,840,1173,315,205,122,801,280,525,365,157,380,137,287,916,499,148,551,346,92,12236
2021-09-09,93,141,67,134,99,75,2053,243,205,157,668,162,207,835,1324,249,163,123,710,298,570,362,121,341,147,288,803,426,119,568,349,93,12193
2021-09-10,112,112,47,92,105,73,2043,249,214,123,695,183,157,878,1388,262,190,104,680,274,470,270,140,372,102,287,830,409,119,485,335,98,11898
2021-09-11,30,50,25,42,52,19,1105,97,105,25,368,90,79,239,498,109,113,60,235,198,252,129,67,174,67,116,296,159,59,269,94,25,5246
2021-09-12,19,47,29,32,37,20,532,81,155,26,260,68,85,286,367,103,97,63,185,103,169,99,60,99,37,91,125,139,41,166,92,42,3755
2021-09-13,146,206,83,118,135,136,2084,303,201,145,908,146,260,1003,1510,314,296,170,869,336,515,351,173,416,171,328,1002,453,136,459,435,96,13904
2021-09-14,116,124,86,69,130,84,1976,222,225,138,840,147,208,783,1310,250,179,121,705,294,453,289,135,350,128,323,791,367,101,367,368,102,11781
2021-09-15,42,74,66,49,70,82,1563,151,137,56,592,107,130,393,729,156,136,75,333,204,279,203,80,226,66,211,715,295,54,294,140,44,7752
2021-09-16,28,47,25,48,32,35,323,91,97,24,283,58,95,288,285,104,65,64,178,191,249,95,56,125,52,83,254,161,39,230,122,25,3852
2021-09-17,124,182,56,98,87,95,2004,233,236,146,696,102,161,853,1500,232,125,115,731,273,421,286,145,318,138,297,750,402,103,405,420,61,11795
2021-09-18,27,62,25,33,30,24,1054,96,78,26,337,50,98,240,491,113,56,52,176,170,211,107,61,125,43,81,273,167,49,220,142,14,4731
2021-09-19,28,59,17,44,24,20,417,54,95,27,252,35,80,200,329,75,78,42,165,121,188,71,49,81,31,59,147,109,34,219,77,22,3249
2021-09-20,130,280,58,126,115,114,2126,263,222,143,847,111,191,952,1465,240,131,141,659,319,458,352,127,313,124,292,971,433,104,418,432,70,12727
2021-09-21,108,204,34,83,107,85,1774,232,177,93,856,45,160,706,1156,176,121,98,560,200,425,287,121,248,128,254,682,314,112,313,360,77,10296
2021-09-22,84,202,50,81,81,104,1815,192,174,90,864,65,161,617,1103,240,98,90,372,211,431,241,111,307,96,276,703,353,90,280,347,41,9970
2021-09-23,101,232,40,72,69,101,1504,161,159,79,823,80,119,476,1119,176,109,81,430,203,377,238,83,233,103,189,554,233,76,312,298,58,8888
2021-09-24,88,218,56,86,75,112,1752,185,145,98,698,67,117,442,1080,149,96,79,418,172,386,193,85,202,91,219,616,260,66,238,294,58,8841
2021-09-25,27,55,23,26,26,19,967,91,83,38,278,24,70,142,337,74,50,31,137,134,185,75,46,108,47,74,238,117,35,142,83,14,3796
2021-09-26,23,47,10,29,22,26,415,94,50,16,319,25,68,153,275,47,55,37,109,65,183,44,30,64,43,71,107,101,31,134,47,12,2752
2021-09-27,139,289,66,76,96,156,1605,235,142,99,1036,79,146,542,1138,199,128,98,578,189,371,250,95,309,120,205,774,331,83,365,324,84,10347
2021-09-28,117,238,43,72,68,98,1187,212,85,85,763,67,130,390,897,155,103,63,467,177,326,207,94,204,98,150,544,209,76,225,282,76,7908
2021-09-29,95,225,56,64,53,115,1095,231,75,63,772,43,104,345,783,139,113,70,392,146,282,216,83,180,71,170,541,237,61,251,256,60,7387
2021-09-30,74,224,38,72,71,97,928,178,79,69,734,44,91,308,645,91,68,66,366,146,255,150,75,158,95,167,480,201,55,226,198,45,6494
2021-10-01,64,195,27,58,39,79,1076,186,91,42,595,39,82,280,678,86,86,63,355,130,224,146,66,178,65,150,432,181,55,208,168,49,6173
2021-10-02,20,66,14,22,17,26,559,82,36,13,313,33,34,125,269,60,37,27,124,82,133,62,32,81,36,61,204,73,18,115,29,21,2824
2021-10-03,33,58,22,24,15,34,291,63,61,10,210,31,40,107,222,55,52,22,102,88,100,43,22,35,22,51,84,59,16,111,43,12,2138
2021-10-04,144,297,33,74,56,168,1130,225,118,93,798,63,102,337,893,105,127,69,426,203,239,232,74,194,93,191,588,215,50,251,214,67,7869
2021-10-05,121,243,36,57,45,153,977,200,86,77,678,44,66,309,711,97,63,56,374,138,283,197,62,177,101,173,421,171,53,153,209,40,6571
2021-10-06,116,289,30,59,39,103,937,181,100,55,670,56,66,233,673,98,95,58,286,114,211,168,63,161,87,181,412,170,44,151,161,61,6128
2021-10-07,112,290,23,51,40,133,833,167,70,58,583,38,66,215,569,76,67,58,326,80,182,152,69,133,65,164,293,147,55,176,158,62,5511
2021-10-08,93,281,27,53,22,103,804,168,65,84,431,36,63,206,621,89,66,43,274,109,163,124,62,168,74,167,321,158,27,138,160,36,5236
2021-10-09,30,94,18,11,14,45,394,116,22,18,221,23,35,99,266,32,32,25,110,75,108,49,37,86,32,56,157,61,21,92,31,12,2422
2021-10-10,44,89,5,15,12,26,262,84,39,15,193,24,39,96,186,45,62,22,84,88,97,45,34,48,30,40,76,80,16,87,39,15,2037
2021-10-11,115,356,35,47,45,134,907,178,70,88,699,43,78,277,898,96,110,54,409,130,164,188,68,210,79,224,454,197,41,165,161,59,6779
2021-10-12,102,302,23,45,35,62,775,180,53,63,708,40,56,205,640,71,62,47,334,91,154,157,45,175,62,142,316,149,32,103,140,67,5436
2021-10-13,104,262,28,41,40,117,676,146,44,52,576,35,49,169,498,58,78,35,311,96,148,146,57,138,38,162,341,140,17,108,138,43,4891
2021-10-14,59,294,24,40,45,140,657,175,42,52,599,24,66,185,539,53,76,47,299,107,131,149,60,140,47,138,261,133,22,124,125,23,4876
2021-10-15,41,289,22,34,22,150,787,141,25,36,523,35,34,155,531,64,60,30,239,94,136,123,35,139,52,125,310,169,23,110,121,43,4698
2021-10-16,14,120,11,12,10,36,307,59,17,11,266,15,24,75,184,28,36,27,72,55,55,25,35,61,26,51,83,65,7,52,23,10,1872
2021-10-17,12,102,12,24,7,32,142,58,20,10,159,25,18,73,114,19,35,17,82,39,64,27,38,36,36,44,51,30,9,51,19,5,1410
2021-10-18,77,455,24,45,43,181,801,213,30,73,529,50,55,204,680,58,91,41,330,123,175,135,70,146,71,164,256,114,27,108,170,46,5585
2021-10-19,69,400,24,27,26,145,679,184,41,52,405,56,55,134,537,45,42,29,284,104,113,96,49,144,51,146,224,92,22,108,132,37,4552
2021-10-20,84,421,34,18,22,144,589,156,26,35,478,22,29,140,490,49,49,30,271,125,113,124,37,106,55,112,194,116,13,85,96,23,4286
2021-10-21,53,429,23,32,18,120,558,151,35,41,433,53,45,177,460,44,44,31,273,82,78,109,34,125,49,146,207,84,17,79,76,33,4139
2021-10-22,53,422,22,25,17,160,639,134,28,36,424,33,43,158,463,34,37,20,214,62,97,120,36,106,46,142,130,91,15,52,105,31,3995
2021-10-23,27,137,11,11,12,40,323,76,28,4,210,12,15,46,150,21,31,12,61,39,66,35,32,55,21,52,47,39,8,50,29,9,1709
2021-10-24,26,110,8,12,3,37,124,47,23,9,154,10,17,55,132,15,17,13,54,50,45,28,22,40,27,45,55,39,13,49,16,8,1303
2021-10-25,92,581,33,32,26,191,651,220,41,74,510,32,55,172,707,32,61,36,292,95,107,143,48,122,60,207,219,136,28,97,124,53,5277
2021-10-26,58,489,20,26,18,147,580,148,26,48,454,53,49,153,519,36,34,31,227,83,78,86,28,111,54,185,135,83,18,85,116,24,4202
2021-10-27,46,458,14,29,10,139,483,180,23,53,408,42,67,118,492,28,24,32,212,62,78,79,49,79,52,129,170,93,14,74,90,31,3858
2021-10-28,65,467,13,19,13,149,485,128,18,36,434,61,47,142,374,32,38,18,209,58,67,105,20,90,52,134,115,90,19,52,96,16,3662
2021-10-29,37,423,16,32,11,114,594,132,25,27,323,44,47,103,429,17,58,17,174,45,62,68,26,80,59,149,142,75,14,46,90,24,3503
2021-10-30,11,147,18,7,4,67,184,54,15,9,135,15,16,34,149,18,24,11,55,28,31,19,7,39,10,43,41,32,6,36,21,5,1291
2021-10-31,6,114,3,7,4,31,91,42,5,13,164,21,19,43,74,13,17,4,49,18,35,20,6,26,17,44,17,17,8,16,20,3,967
2021-11-01,44,591,19,7,11,90,422,198,10,50,358,24,55,131,347,34,36,32,192,55,36,96,19,107,39,163,57,69,8,53,100,20,3473
2021-11-02,28,518,13,9,5,86,194,168,15,39,270,14,38,89,245,21,19,17,203,30,48,71,10,59,35,100,25,64,3,36,79,15,2566
2021-11-03,53,527,16,9,14,186,594,200,21,62,362,46,35,116,464,30,19,26,160,49,64,95,27,80,30,163,160,87,6,61,100,22,3884
2021-11-04,47,504,10,17,10,185,567,148,15,33,356,36,40,91,392,25,26,8,144,73,55,96,17,98,39,165,90,76,8,42,75,26,3514
2021-11-05,47,497,19,12,6,175,501,159,9,47,250,28,24,93,369,25,24,11,121,54,41,77,18,82,51,172,105,66,16,41,79,18,3237
2021-11-06,11,145,9,5,5,60,318,62,6,5,124,14,15,35,121,17,14,9,45,43,27,38,13,51,20,74,32,36,6,16,29,6,1411
2021-11-07,9,133,9,4,1,40,109,47,5,11,120,19,18,24,96,10,10,8,57,28,33,21,21,37,18,56,21,25,4,23,12,4,1033
2021-11-08,84,602,25,16,12,234,528,216,7,47,368,41,24,124,493,30,21,26,215,71,52,133,18,111,60,266,103,104,14,66,81,34,4226
2021-11-09,60,513,33,9,15,192,455,220,8,51,325,35,30,84,444,23,21,12,166,66,51,100,20,109,51,189,61,72,15,39,80,24,3573
2021-11-10,65,476,38,8,5,176,500,171,10,33,251,37,25,92,425,13,9,12,183,62,43,97,11,98,39,218,71,70,19,29,55,19,3360
2021-11-11,64,391,51,9,9,163,545,164,12,48,301,18,28,74,392,31,30,8,182,55,43,111,8,84,49,226,59,65,5,37,54,24,3340
2021-11-12,70,394,32,10,5,154,488,139,6,42,287,24,27,63,357,21,45,19,163,56,41,88,11,96,26,216,60,59,9,41,53,17,3119
2021-11-13,8,125,25,3,4,49,228,76,10,10,150,7,18,27,89,9,12,13,42,27,22,23,5,58,23,86,13,19,3,15,16,7,1222
2021-11-14,6,86,35,2,2,57,120,46,3,14,97,5,13,12,79,8,26,8,40,22,27,16,4,14,6,69,11,10,7,17,10,5,877
2021-11-15,15,193,42,3,2,59,151,113,6,19,162,10,14,31,69,11,19,4,74,44,27,20,4,49,14,121,29,32,3,16,26,6,1388
2021-11-16,106,559,65,11,15,275,492,229,7,77,342,31,22,101,468,24,12,17,188,71,43,81,16,90,53,298,53,58,5,44,82,28,3963
2021-11-17,37,550,60,2,10,270,516,209,8,61,331,12,26,77,417,14,15,5,162,41,33,70,12,100,52,278,50,74,7,36,58,23,3616
2021-11-18,39,450,45,10,9,214,473,195,2,40,311,15,20,81,349,16,18,17,150,50,38,78,11,90,40,289,25,56,5,47,46,14,3243
2021-11-19,45,444,40,5,1,171,506,166,0,51,259,18,12,68,329,13,17,6,135,50,25,64,10,67,37,234,41,49,12,31,52,32,2990
2021-11-20,14,158,29,4,1,60,244,89,2,9,143,7,8,21,102,6,17,8,41,32,20,23,9,38,8,135,12,20,5,13,12,5,1295
2021-11-21,9,131,12,7,3,56,146,72,1,11,100,6,14,29,79,10,4,14,28,17,23,15,5,41,13,94,9,16,0,16,7,5,993
2021-11-22,102,560,63,8,9,310,509,247,7,79,383,23,19,103,351,22,27,21,159,65,427,78,12,115,60,403,48,52,16,42,54,29,4403
2021-11-23,72,524,59,9,8,259,399,206,8,66,324,25,31,76,396,20,15,10,135,27,199,63,10,91,39,276,23,47,7,35,42,35,3536
2021-11-24,81,504,53,7,4,232,366,207,8,44,251,19,15,101,316,15,7,9,138,41,144,68,7,84,53,281,29,52,6,22,58,23,3245
2021-11-25,76,437,51,5,5,249,532,165,3,42,219,18,15,77,367,16,16,8,125,48,107,43,8,90,40,243,19,43,8,29,30,10,3144
2021-11-26,71,395,59,4,2,240,361,144,3,50,245,13,12,71,339,22,23,7,125,44,25,38,13,76,40,229,31,39,5,23,35,11,2795
2021-11-27,13,134,28,3,0,84,213,80,5,12,139,2,8,22,84,10,11,5,23,24,12,17,8,51,15,91,12,19,3,12,10,3,1153
2021-11-28,15,140,20,3,1,73,111,73,3,16,83,8,7,38,74,11,17,5,35,15,22,27,5,35,21,107,5,19,4,2,5,5,1005
2021-11-29,59,635,74,8,7,395,462,209,2,94,371,24,13,95,436,23,19,9,151,48,25,54,9,98,48,350,37,66,8,27,43,33,3932
2021-11-30,52,556,65,2,4,349,378,211,4,50,301,11,27,80,239,11,7,9,135,46,23,63,3,92,36,285,37,50,3,24,31,16,3200
2021-12-01,68,473,42,4,3,300,338,194,2,52,274,16,12,103,339,6,8,16,120,53,22,49,16,63,49,249,25,42,5,34,40,31,3048
2021-12-02,61,473,41,3,6,351,481,207,3,49,231,12,12,87,342,11,16,14,129,40,21,41,12,88,41,261,20,51,5,15,24,21,3169
2021-12-03,62,392,48,5,2,278,350,154,7,43,248,24,22,68,255,16,18,21,126,24,23,25,14,78,44,264,27,50,9,38,29,30,2794
2021-12-04,12,144,16,0,3,63,147,68,2,8,130,7,6,24,77,10,3,9,52,33,9,16,19,44,15,82,7,22,10,17,6,7,1068
2021-12-05,15,125,8,1,3,58,130,54,2,14,87,7,12,22,44,6,6,3,41,16,8,6,8,31,17,101,5,17,8,10,5,8,878
2021-12-06,81,655,43,3,6,378,399,235,8,65,309,17,23,116,360,15,18,12,140,49,32,51,16,137,45,306,30,95,14,26,42,30,3756
2021-12-07,79,596,40,2,9,281,378,183,3,61,291,11,15,99,316,11,14,12,101,24,26,50,13,96,32,306,32,87,19,28,30,29,3274
2021-12-08,78,542,45,5,2,286,296,173,5,53,238,9,11,118,301,10,7,19,96,23,22,36,6,100,26,270,17,67,12,24,26,25,2948
2021-12-09,85,461,54,2,10,224,269,148,6,33,254,15,12,119,351,11,17,11,129,27,24,41,13,94,30,230,14,56,8,35,18,44,2845
2021-12-10,92,455,52,1,5,277,428,152,4,25,229,22,18,87,287,16,19,13,74,18,23,33,19,82,47,209,8,36,7,38,24,26,2826
2021-12-11,14,104,20,4,2,66,139,56,1,9,104,9,6,30,88,5,10,5,24,10,14,6,3,50,9,81,4,13,3,25,4,9,927
2021-12-12,11,118,21,1,0,81,113,63,5,12,90,7,10,42,79,3,8,4,30,12,8,5,25,27,16,79,6,12,2,8,3,9,910
2021-12-13,106,525,74,2,5,313,357,172,2,48,284,20,18,121,442,12,22,14,127,18,29,31,27,88,45,269,14,50,4,32,12,38,3321
2021-12-14,69,398,86,5,4,321,378,164,3,43,273,17,11,68,281,11,22,24,108,26,24,31,10,66,37,208,9,40,6,23,25,49,2840
2021-12-15,64,399,88,1,4,328,425,144,9,46,248,15,11,72,281,8,13,14,95,29,26,36,22,108,36,186,6,37,3,31,21,24,2830
2021-12-16,84,326,94,5,7,262,434,143,2,45,256,11,9,109,255,5,18,19,92,9,22,44,40,89,40,201,11,52,8,29,19,28,2768
2021-12-17,55,327,70,0,5,232,429,162,4,44,202,9,16,102,251,10,11,20,89,18,20,30,31,74,51,151,14,31,5,22,17,42,2544
2021-12-18,16,97,88,2,1,88,246,62,2,11,92,8,13,23,63,4,4,13,40,8,23,9,35,59,15,80,5,12,6,14,7,12,1158
2021-12-19,18,89,70,5,1,71,192,57,4,9,130,2,11,28,37,2,8,10,30,6,9,7,40,30,19,49,9,17,2,5,6,14,987
2021-12-20,117,431,206,4,9,331,661,185,4,49,377,26,27,120,361,11,21,27,132,21,40,70,31,115,48,193,25,58,5,46,32,32,3815
2021-12-21,90,364,278,4,4,287,717,165,8,46,262,16,21,113,365,10,25,12,96,19,49,74,91,109,46,181,31,49,13,31,37,32,3645
2021-12-22,73,334,285,9,7,269,980,180,9,39,255,28,8,124,391,12,18,11,123,40,37,39,96,132,52,131,44,59,6,44,29,63,3927
2021-12-23,71,293,348,6,5,267,1059,141,6,34,311,18,25,120,325,11,25,11,136,40,58,62,114,145,49,164,37,77,11,75,49,39,4132
