Cultivo;Campaña;Provincia;Departamento;"Sup. Sembrada";"Sup. Cosechada";Producción;Rendimiento
Girasol;1986/87;"LA PAMPA";Loventue;1.050;966;1.450;1.501
Girasol;1987/88;"LA PAMPA";Loventue;1.050;740;740;1.000
Girasol;1988/89;"LA PAMPA";Loventue;500;450;360;800
Girasol;1989/90;"LA PAMPA";Loventue;800;720;576;800
Girasol;1990/91;"LA PAMPA";Loventue;500;500;800;1.600
Girasol;1991/92;"LA PAMPA";Loventue;600;600;900;1.500
Girasol;1992/93;"LA PAMPA";Loventue;900;850;1.000;1.176
Girasol;1993/94;"LA PAMPA";Loventue;1.000;900;1.400;1.556
Girasol;1994/95;"LA PAMPA";Loventue;800;750;800;1.067
Girasol;1995/96;"LA PAMPA";Loventue;800;700;600;857
Girasol;1996/97;"LA PAMPA";Loventue;800;700;900;1.286
Girasol;1997/98;"LA PAMPA";Loventue;1.000;1.000;1.800;1.800
Girasol;1998/99;"LA PAMPA";Loventue;1.000;1.000;2.100;2.100
Girasol;1999/00;"LA PAMPA";Loventue;1.000;1.000;1.500;1.500
Girasol;2000/01;"LA PAMPA";Loventue;0;0;0;0
Girasol;1969/70;"LA PAMPA";Maraco;250;200;130;650
Girasol;1970/71;"LA PAMPA";Maraco;700;400;240;600
Girasol;1971/72;"LA PAMPA";Maraco;300;70;35;500
Girasol;1972/73;"LA PAMPA";Maraco;500;450;360;800
Girasol;1973/74;"LA PAMPA";Maraco;450;400;320;800
Girasol;1974/75;"LA PAMPA";Maraco;1.000;800;800;1.000
Girasol;1975/76;"LA PAMPA";Maraco;1.400;1.250;1.250;1.000
Girasol;1976/77;"LA PAMPA";Maraco;2.000;1.600;1.440;900
Girasol;1977/78;"LA PAMPA";Maraco;4.500;3.000;2.000;667
Girasol;1978/79;"LA PAMPA";Maraco;5.000;4.500;4.500;1.000
Girasol;1979/80;"LA PAMPA";Maraco;8.300;7.500;5.600;747
Girasol;1980/81;"LA PAMPA";Maraco;8.000;7.200;7.920;1.100
Girasol;1981/82;"LA PAMPA";Maraco;12.000;11.280;12.972;1.150
Girasol;1982/83;"LA PAMPA";Maraco;15.500;14.570;17.500;1.201
Girasol;1983/84;"LA PAMPA";Maraco;20.000;18.600;20.460;1.100
Girasol;1984/85;"LA PAMPA";Maraco;22.000;21.500;31.360;1.459
Girasol;1985/86;"LA PAMPA";Maraco;35.000;32.200;41.500;1.289
Girasol;1986/87;"LA PAMPA";Maraco;24.500;22.295;37.900;1.700
Girasol;1987/88;"LA PAMPA";Maraco;27.000;23.700;41.310;1.743
Girasol;1988/89;"LA PAMPA";Maraco;30.600;29.000;52.200;1.800
Girasol;1989/90;"LA PAMPA";Maraco;34.500;32.430;45.402;1.400
Girasol;1990/91;"LA PAMPA";Maraco;26.000;26.000;52.000;2.000
Girasol;1991/92;"LA PAMPA";Maraco;32.000;30.100;54.200;1.801
Girasol;1992/93;"LA PAMPA";Maraco;26.100;25.050;40.100;1.601
Girasol;1993/94;"LA PAMPA";Maraco;39.000;37.400;89.800;2.401
Girasol;1994/95;"LA PAMPA";Maraco;76.200;73.900;121.200;1.640
Girasol;1995/96;"LA PAMPA";Maraco;76.200;72.400;105.000;1.450
Girasol;1996/97;"LA PAMPA";Maraco;45.700;43.400;84.600;1.949
Girasol;1997/98;"LA PAMPA";Maraco;64.000;62.500;112.500;1.800
Girasol;1998/99;"LA PAMPA";Maraco;73.600;70.700;153.400;2.170
Girasol;1999/00;"LA PAMPA";Maraco;59.000;53.000;84.800;1.600
Girasol;2000/01;"LA PAMPA";Maraco;16.600;16.300;32.000;1.963
Girasol;2001/02;"LA PAMPA";Maraco;16.500;16.200;38.900;2.401
Girasol;2002/03;"LA PAMPA";Maraco;21.200;20.500;41.000;2.000
Girasol;2003/04;"LA PAMPA";Maraco;16.800;16.500;33.000;2.000
Girasol;2004/05;"LA PAMPA";Maraco;18.500;18.000;43.200;2.400
Girasol;2005/06;"LA PAMPA";Maraco;16.600;15.700;35.400;2.255
Girasol;2006/07;"LA PAMPA";Maraco;18.600;18.100;32.600;1.801
Girasol;2007/08;"LA PAMPA";Maraco;22.900;22.400;44.800;2.000
Girasol;2008/09;"LA PAMPA";Maraco;28.400;27.800;44.480;1.600
Girasol;2009/10;"LA PAMPA";Maraco;14.200;13.900;25.020;1.800
Girasol;2010/11;"LA PAMPA";Maraco;17.000;16.700;26.720;1.600
Girasol;2011/12;"LA PAMPA";Maraco;22.100;21.700;49.910;2.300
Girasol;2012/13;"LA PAMPA";Maraco;21.400;20.300;42.630;2.100
Girasol;2013/14;"LA PAMPA";Maraco;31.700;31.100;49.760;1.600
Girasol;2014/15;"LA PAMPA";Maraco;17.200;16.900;49.010;2.900
Girasol;2015/16;"LA PAMPA";Maraco;15.500;14.800;32.340;2.185
Girasol;1998/99;"LA PAMPA";Puelen;0;0;0;0
Girasol;1999/00;"LA PAMPA";Puelen;0;0;0;0
Girasol;2000/01;"LA PAMPA";Puelen;0;0;0;0
Girasol;1969/70;"LA PAMPA";"Quemu Quemu";100;70;49;700
Girasol;1970/71;"LA PAMPA";"Quemu Quemu";300;240;160;667
Girasol;1971/72;"LA PAMPA";"Quemu Quemu";150;40;20;500
Girasol;1972/73;"LA PAMPA";"Quemu Quemu";300;250;175;700
Girasol;1973/74;"LA PAMPA";"Quemu Quemu";300;250;187;748
Girasol;1974/75;"LA PAMPA";"Quemu Quemu";700;550;550;1.000
Girasol;1975/76;"LA PAMPA";"Quemu Quemu";1.100;950;795;837
Girasol;1976/77;"LA PAMPA";"Quemu Quemu";1.700;1.470;1.250;850
Girasol;1977/78;"LA PAMPA";"Quemu Quemu";3.500;2.700;2.160;800
Girasol;1978/79;"LA PAMPA";"Quemu Quemu";4.000;3.200;3.200;1.000
Girasol;1979/80;"LA PAMPA";"Quemu Quemu";6.200;5.600;3.630;648
Girasol;1980/81;"LA PAMPA";"Quemu Quemu";5.500;4.950;5.445;1.100
Girasol;1981/82;"LA PAMPA";"Quemu Quemu";12.000;11.280;12.972;1.150
Girasol;1982/83;"LA PAMPA";"Quemu Quemu";18.000;16.920;20.300;1.200
Girasol;1983/84;"LA PAMPA";"Quemu Quemu";22.000;20.460;22.506;1.100
Girasol;1984/85;"LA PAMPA";"Quemu Quemu";25.000;24.500;34.870;1.423
Girasol;1985/86;"LA PAMPA";"Quemu Quemu";38.000;34.300;41.000;1.195
Girasol;1986/87;"LA PAMPA";"Quemu Quemu";26.600;24.206;37.520;1.550
Girasol;1987/88;"LA PAMPA";"Quemu Quemu";26.000;22.180;36.600;1.650
Girasol;1988/89;"LA PAMPA";"Quemu Quemu";26.500;24.400;36.600;1.500
Girasol;1989/90;"LA PAMPA";"Quemu Quemu";30.000;28.200;39.480;1.400
Girasol;1990/91;"LA PAMPA";"Quemu Quemu";17.000;17.000;28.900;1.700
Girasol;1991/92;"LA PAMPA";"Quemu Quemu";25.000;24.500;41.700;1.702
Girasol;1992/93;"LA PAMPA";"Quemu Quemu";21.800;20.900;31.400;1.502
Girasol;1993/94;"LA PAMPA";"Quemu Quemu";42.000;39.100;93.800;2.399
Girasol;1994/95;"LA PAMPA";"Quemu Quemu";58.700;55.800;78.100;1.400
Girasol;1995/96;"LA PAMPA";"Quemu Quemu";61.600;58.500;67.300;1.150
Girasol;1996/97;"LA PAMPA";"Quemu Quemu";43.100;40.900;79.800;1.951
Girasol;1997/98;"LA PAMPA";"Quemu Quemu";62.500;61.500;110.700;1.800
Girasol;1998/99;"LA PAMPA";"Quemu Quemu";71.900;69.800;146.600;2.100
Girasol;1999/00;"LA PAMPA";"Quemu Quemu";62.000;58.600;93.800;1.601
Girasol;2000/01;"LA PAMPA";"Quemu Quemu";36.700;34.900;69.500;1.991
Girasol;2001/02;"LA PAMPA";"Quemu Quemu";37.000;36.500;87.600;2.400
Girasol;2002/03;"LA PAMPA";"Quemu Quemu";42.300;41.200;82.000;1.990
Girasol;2003/04;"LA PAMPA";"Quemu Quemu";14.700;14.400;28.100;1.951
Girasol;2004/05;"LA PAMPA";"Quemu Quemu";24.200;23.700;56.900;2.401
Girasol;2005/06;"LA PAMPA";"Quemu Quemu";18.700;17.700;31.900;1.802
Girasol;2006/07;"LA PAMPA";"Quemu Quemu";18.700;18.100;30.800;1.702
Girasol;2007/08;"LA PAMPA";"Quemu Quemu";24.500;24.000;43.200;1.800
Girasol;2008/09;"LA PAMPA";"Quemu Quemu";32.500;31.800;50.880;1.600
Girasol;2009/10;"LA PAMPA";"Quemu Quemu";35.800;34.000;51.000;1.500
Girasol;2010/11;"LA PAMPA";"Quemu Quemu";39.400;38.600;61.760;1.600
Girasol;2011/12;"LA PAMPA";"Quemu Quemu";47.300;46.400;92.800;2.000
Girasol;2012/13;"LA PAMPA";"Quemu Quemu";27.600;26.200;55.020;2.100
Girasol;2013/14;"LA PAMPA";"Quemu Quemu";46.100;45.200;72.320;1.600
Girasol;2014/15;"LA PAMPA";"Quemu Quemu";37.700;36.900;88.560;2.400
Girasol;2015/16;"LA PAMPA";"Quemu Quemu";37.700;36.500;72.400;1.984
Girasol;1969/70;"LA PAMPA";Rancul;690;520;338;650
Girasol;1970/71;"LA PAMPA";Rancul;1.900;1.460;900;616
Girasol;1971/72;"LA PAMPA";Rancul;1.200;100;30;300
Girasol;1972/73;"LA PAMPA";Rancul;1.800;1.700;1.530;900
Girasol;1973/74;"LA PAMPA";Rancul;1.500;1.300;1.102;848
Girasol;1974/75;"LA PAMPA";Rancul;2.500;2.000;2.200;1.100
Girasol;1975/76;"LA PAMPA";Rancul;3.500;2.950;2.950;1.000
Girasol;1976/77;"LA PAMPA";Rancul;5.050;4.340;3.960;912
Girasol;1977/78;"LA PAMPA";Rancul;15.000;12.000;8.800;733
Girasol;1978/79;"LA PAMPA";Rancul;10.000;9.050;9.000;994
Girasol;1979/80;"LA PAMPA";Rancul;19.000;18.500;14.000;757
Girasol;1980/81;"LA PAMPA";Rancul;10.000;9.000;8.100;900
Girasol;1981/82;"LA PAMPA";Rancul;14.100;13.175;13.275;1.008
Girasol;1982/83;"LA PAMPA";Rancul;18.300;16.470;19.000;1.154
Girasol;1983/84;"LA PAMPA";Rancul;18.000;16.740;15.066;900
Girasol;1984/85;"LA PAMPA";Rancul;20.000;19.400;24.280;1.252
Girasol;1985/86;"LA PAMPA";Rancul;30.000;28.200;33.000;1.170
Girasol;1986/87;"LA PAMPA";Rancul;21.000;19.530;27.550;1.411
Girasol;1987/88;"LA PAMPA";Rancul;21.000;14.100;16.770;1.189
Girasol;1988/89;"LA PAMPA";Rancul;31.500;27.000;24.400;904
Girasol;1989/90;"LA PAMPA";Rancul;35.000;28.000;28.000;1.000
Girasol;1990/91;"LA PAMPA";Rancul;23.000;23.000;36.800;1.600
Girasol;1991/92;"LA PAMPA";Rancul;26.000;24.900;41.100;1.651
Girasol;1992/93;"LA PAMPA";Rancul;26.800;25.700;33.400;1.300
Girasol;1993/94;"LA PAMPA";Rancul;20.000;19.200;32.600;1.698
Girasol;1994/95;"LA PAMPA";Rancul;30.500;28.700;35.900;1.251
Girasol;1995/96;"LA PAMPA";Rancul;30.500;29.000;33.400;1.152
Girasol;1996/97;"LA PAMPA";Rancul;38.100;33.700;55.600;1.650
Girasol;1997/98;"LA PAMPA";Rancul;53.300;51.800;88.100;1.701
Girasol;1998/99;"LA PAMPA";Rancul;62.900;61.000;122.600;2.010
Girasol;1999/00;"LA PAMPA";Rancul;54.700;52.000;88.400;1.700
Girasol;2000/01;"LA PAMPA";Rancul;20.500;19.900;40.000;2.010
Girasol;2001/02;"LA PAMPA";Rancul;33.000;32.800;75.400;2.299
Girasol;2002/03;"LA PAMPA";Rancul;38.800;37.700;52.000;1.379
Girasol;2003/04;"LA PAMPA";Rancul;11.200;10.900;15.300;1.404
Girasol;2004/05;"LA PAMPA";Rancul;31.200;29.400;56.100;1.908
Girasol;2005/06;"LA PAMPA";Rancul;30.700;27.400;41.100;1.500
Girasol;2006/07;"LA PAMPA";Rancul;33.700;32.900;46.100;1.401
Girasol;2007/08;"LA PAMPA";Rancul;33.800;32.800;45.900;1.399
Girasol;2008/09;"LA PAMPA";Rancul;30.600;29.100;29.100;1.000
Girasol;2009/10;"LA PAMPA";Rancul;9.200;8.700;5.220;600
Girasol;2010/11;"LA PAMPA";Rancul;8.900;8.400;10.080;1.200
Girasol;2011/12;"LA PAMPA";Rancul;11.600;11.400;15.960;1.400
Girasol;2012/13;"LA PAMPA";Rancul;4.300;4.200;5.040;1.200
Girasol;2013/14;"LA PAMPA";Rancul;9.300;8.800;10.560;1.200
Girasol;2014/15;"LA PAMPA";Rancul;14.000;13.300;33.250;2.500
Girasol;2015/16;"LA PAMPA";Rancul;12.600;12.000;24.000;2.000
Girasol;1969/70;"LA PAMPA";Realico;250;200;140;700
Girasol;1970/71;"LA PAMPA";Realico;1.200;800;530;663
Girasol;1971/72;"LA PAMPA";Realico;1.100;100;30;300
Girasol;1972/73;"LA PAMPA";Realico;1.000;900;720;800
Girasol;1973/74;"LA PAMPA";Realico;1.100;950;807;849
Girasol;1974/75;"LA PAMPA";Realico;1.500;1.200;1.200;1.000
Girasol;1975/76;"LA PAMPA";Realico;2.100;1.500;1.500;1.000
Girasol;1976/77;"LA PAMPA";Realico;3.000;2.400;2.160;900
Girasol;1977/78;"LA PAMPA";Realico;6.000;5.000;3.500;700
Girasol;1978/79;"LA PAMPA";Realico;5.000;4.500;4.000;889
Girasol;1979/80;"LA PAMPA";Realico;8.300;7.700;6.800;883
Girasol;1980/81;"LA PAMPA";Realico;4.600;4.140;3.726;900
Girasol;1981/82;"LA PAMPA";Realico;8.500;7.990;7.191;900
Girasol;1982/83;"LA PAMPA";Realico;12.500;11.250;12.600;1.120
Girasol;1983/84;"LA PAMPA";Realico;13.000;12.090;12.090;1.000
Girasol;1984/85;"LA PAMPA";Realico;16.000;15.500;21.150;1.365
Girasol;1985/86;"LA PAMPA";Realico;30.100;28.300;36.500;1.290
Girasol;1986/87;"LA PAMPA";Realico;21.000;19.320;29.950;1.550
Girasol;1987/88;"LA PAMPA";Realico;21.000;16.500;23.900;1.448
Girasol;1988/89;"LA PAMPA";Realico;23.000;21.000;23.000;1.095
Girasol;1989/90;"LA PAMPA";Realico;26.500;23.850;27.427;1.150
Girasol;1990/91;"LA PAMPA";Realico;16.500;16.500;28.100;1.703
Girasol;1991/92;"LA PAMPA";Realico;20.000;19.000;31.400;1.653
Girasol;1992/93;"LA PAMPA";Realico;21.000;19.950;29.900;1.499
Girasol;1993/94;"LA PAMPA";Realico;27.900;26.500;58.300;2.200
Girasol;1994/95;"LA PAMPA";Realico;55.200;53.000;90.100;1.700
Girasol;1995/96;"LA PAMPA";Realico;55.200;53.000;79.000;1.491
Girasol;1996/97;"LA PAMPA";Realico;60.700;56.400;104.300;1.849
Girasol;1997/98;"LA PAMPA";Realico;60.700;53.600;91.100;1.700
Girasol;1998/99;"LA PAMPA";Realico;69.800;66.200;139.000;2.100
Girasol;1999/00;"LA PAMPA";Realico;55.000;49.800;84.700;1.701
Girasol;2000/01;"LA PAMPA";Realico;29.900;29.600;49.000;1.655
Girasol;2001/02;"LA PAMPA";Realico;33.900;33.500;80.400;2.400
Girasol;2002/03;"LA PAMPA";Realico;40.200;39.000;62.000;1.590
Girasol;2003/04;"LA PAMPA";Realico;16.100;15.800;23.700;1.500
Girasol;2004/05;"LA PAMPA";Realico;17.100;16.200;34.100;2.105
Girasol;2005/06;"LA PAMPA";Realico;18.800;17.000;24.000;1.412
Girasol;2006/07;"LA PAMPA";Realico;17.600;17.200;25.800;1.500
Girasol;2007/08;"LA PAMPA";Realico;21.500;20.900;29.300;1.402
Girasol;2008/09;"LA PAMPA";Realico;16.400;15.600;18.720;1.200
Girasol;2009/10;"LA PAMPA";Realico;14.800;13.300;15.960;1.200
Girasol;2010/11;"LA PAMPA";Realico;14.100;13.800;20.700;1.500
Girasol;2011/12;"LA PAMPA";Realico;19.700;19.300;34.740;1.800
Girasol;2012/13;"LA PAMPA";Realico;10.200;10.000;14.000;1.400
Girasol;2013/14;"LA PAMPA";Realico;8.700;8.300;11.620;1.400
Girasol;2014/15;"LA PAMPA";Realico;8.900;8.500;22.950;2.700
Girasol;2015/16;"LA PAMPA";Realico;8.000;7.600;15.200;2.000
Girasol;1978/79;"LA PAMPA";Toay;200;100;80;800
Girasol;1979/80;"LA PAMPA";Toay;400;300;180;600
Girasol;1980/81;"LA PAMPA";Toay;450;340;204;600
Girasol;1981/82;"LA PAMPA";Toay;1.000;750;525;700
Girasol;1982/83;"LA PAMPA";Toay;500;450;450;1.000
Girasol;1983/84;"LA PAMPA";Toay;600;550;440;800
Girasol;1984/85;"LA PAMPA";Toay;700;680;680;1.000
Girasol;1985/86;"LA PAMPA";Toay;7.500;7.300;9.000;1.233
Girasol;1986/87;"LA PAMPA";Toay;3.500;3.150;3.150;1.000
Girasol;1987/88;"LA PAMPA";Toay;3.000;1.800;1.260;700
Girasol;1988/89;"LA PAMPA";Toay;3.900;3.500;3.500;1.000
Girasol;1989/90;"LA PAMPA";Toay;4.500;3.825;3.251;850
Girasol;1990/91;"LA PAMPA";Toay;7.000;6.800;8.200;1.206
Girasol;1991/92;"LA PAMPA";Toay;8.500;8.000;8.800;1.100
Girasol;1992/93;"LA PAMPA";Toay;8.000;7.000;8.600;1.229
Girasol;1993/94;"LA PAMPA";Toay;9.500;9.200;12.900;1.402
Girasol;1994/95;"LA PAMPA";Toay;11.500;11.300;15.700;1.389
Girasol;1995/96;"LA PAMPA";Toay;15.000;14.800;17.200;1.162
Girasol;1996/97;"LA PAMPA";Toay;13.000;12.800;20.500;1.602
Girasol;1997/98;"LA PAMPA";Toay;18.000;17.700;30.100;1.701
Girasol;1998/99;"LA PAMPA";Toay;24.000;22.000;26.400;1.200
Girasol;1999/00;"LA PAMPA";Toay;20.000;20.000;28.000;1.400
Girasol;2000/01;"LA PAMPA";Toay;17.100;12.100;17.000;1.405
Girasol;2001/02;"LA PAMPA";Toay;17.100;17.000;27.200;1.600
Girasol;2002/03;"LA PAMPA";Toay;16.000;15.000;18.000;1.200
Girasol;2003/04;"LA PAMPA";Toay;16.000;15.820;22.000;1.391
Girasol;2004/05;"LA PAMPA";Toay;19.000;18.980;33.215;1.750
Girasol;2005/06;"LA PAMPA";Toay;14.600;14.600;16.790;1.150
Girasol;2006/07;"LA PAMPA";Toay;20.000;19.800;19.800;1.000
Girasol;2007/08;"LA PAMPA";Toay;22.000;20.000;26.000;1.300
Girasol;2008/09;"LA PAMPA";Toay;28.000;14.000;9.100;650
Girasol;2009/10;"LA PAMPA";Toay;17.000;15.000;10.500;700
Girasol;2010/11;"LA PAMPA";Toay;12.600;12.600;18.900;1.500
Girasol;2011/12;"LA PAMPA";Toay;13.000;13.000;16.900;1.300
Girasol;2012/13;"LA PAMPA";Toay;13.000;13.000;18.200;1.400
Girasol;2013/14;"LA PAMPA";Toay;10.000;8.000;8.800;1.100
Girasol;2014/15;"LA PAMPA";Toay;10.000;9.800;12.740;1.300
Girasol;2015/16;"LA PAMPA";Toay;9.000;9.000;14.400;1.600
Girasol;1969/70;"LA PAMPA";Trenel;400;350;245;700
Girasol;1970/71;"LA PAMPA";Trenel;1.000;850;554;652
Girasol;1971/72;"LA PAMPA";Trenel;1.000;100;35;350
Girasol;1972/73;"LA PAMPA";Trenel;1.000;840;700;833
Girasol;1973/74;"LA PAMPA";Trenel;1.000;850;765;900
Girasol;1974/75;"LA PAMPA";Trenel;2.000;1.600;1.729;1.081
Girasol;1975/76;"LA PAMPA";Trenel;2.830;2.300;2.300;1.000
Girasol;1976/77;"LA PAMPA";Trenel;4.100;3.700;3.330;900
Girasol;1977/78;"LA PAMPA";Trenel;10.000;8.000;5.400;675
Girasol;1978/79;"LA PAMPA";Trenel;5.500;5.000;4.555;911
Girasol;1979/80;"LA PAMPA";Trenel;8.200;8.000;5.600;700
Girasol;1980/81;"LA PAMPA";Trenel;2.950;2.655;2.655;1.000
Girasol;1981/82;"LA PAMPA";Trenel;5.750;5.405;4.865;900
Girasol;1982/83;"LA PAMPA";Trenel;8.000;7.520;8.400;1.117
Girasol;1983/84;"LA PAMPA";Trenel;9.000;8.500;8.500;1.000
Girasol;1984/85;"LA PAMPA";Trenel;10.000;9.700;13.580;1.400
Girasol;1985/86;"LA PAMPA";Trenel;20.400;18.400;21.500;1.168
Girasol;1986/87;"LA PAMPA";Trenel;14.300;13.160;19.740;1.500
Girasol;1987/88;"LA PAMPA";Trenel;14.300;11.340;15.000;1.323
Girasol;1988/89;"LA PAMPA";Trenel;16.000;15.000;13.400;893
Girasol;1989/90;"LA PAMPA";Trenel;17.500;14.000;12.600;900
Girasol;1990/91;"LA PAMPA";Trenel;10.500;10.500;17.900;1.705
Girasol;1991/92;"LA PAMPA";Trenel;13.500;12.900;21.900;1.698
Girasol;1992/93;"LA PAMPA";Trenel;14.000;13.300;17.300;1.301
Girasol;1993/94;"LA PAMPA";Trenel;12.000;11.000;19.800;1.800
Girasol;1994/95;"LA PAMPA";Trenel;14.100;13.400;22.100;1.649
Girasol;1995/96;"LA PAMPA";Trenel;14.100;13.400;16.300;1.216
Girasol;1996/97;"LA PAMPA";Trenel;10.500;9.800;14.700;1.500
Girasol;1997/98;"LA PAMPA";Trenel;14.200;14.200;24.100;1.697
Girasol;1998/99;"LA PAMPA";Trenel;15.200;14.300;25.900;1.811
Girasol;1999/00;"LA PAMPA";Trenel;12.800;11.500;16.100;1.400
Girasol;2000/01;"LA PAMPA";Trenel;4.200;4.100;6.000;1.463
Girasol;2001/02;"LA PAMPA";Trenel;7.000;6.900;15.900;2.304
Girasol;2002/03;"LA PAMPA";Trenel;8.000;7.800;10.500;1.346
Girasol;2003/04;"LA PAMPA";Trenel;7.200;7.100;10.700;1.507
Girasol;2004/05;"LA PAMPA";Trenel;12.800;12.400;22.300;1.798
Girasol;2005/06;"LA PAMPA";Trenel;12.400;11.200;13.400;1.196
Girasol;2006/07;"LA PAMPA";Trenel;13.000;12.600;16.400;1.302
Girasol;2007/08;"LA PAMPA";Trenel;11.200;10.800;9.700;898
Girasol;2008/09;"LA PAMPA";Trenel;14.600;13.900;13.900;1.000
Girasol;2009/10;"LA PAMPA";Trenel;11.700;10.500;12.600;1.200
Girasol;2010/11;"LA PAMPA";Trenel;11.500;10.800;14.040;1.300
Girasol;2011/12;"LA PAMPA";Trenel;16.100;15.800;15.800;1.000
Girasol;2012/13;"LA PAMPA";Trenel;5.100;4.900;6.370;1.300
Girasol;2013/14;"LA PAMPA";Trenel;3.900;3.700;4.440;1.200
Girasol;2014/15;"LA PAMPA";Trenel;2.200;2.100;5.040;2.400
Girasol;2015/16;"LA PAMPA";Trenel;2.000;1.900;3.420;1.800
Girasol;1976/77;"LA PAMPA";Utracan;100;80;64;800
Girasol;1977/78;"LA PAMPA";Utracan;600;500;300;600
Girasol;1978/79;"LA PAMPA";Utracan;300;200;180;900
Girasol;1979/80;"LA PAMPA";Utracan;800;560;330;589
Girasol;1980/81;"LA PAMPA";Utracan;150;105;73;695
Girasol;1981/82;"LA PAMPA";Utracan;250;235;153;651
Girasol;1982/83;"LA PAMPA";Utracan;200;200;200;1.000
Girasol;1983/84;"LA PAMPA";Utracan;200;190;152;800
Girasol;1984/85;"LA PAMPA";Utracan;300;290;275;948
Girasol;1985/86;"LA PAMPA";Utracan;8.500;8.300;11.000;1.325
Girasol;1986/87;"LA PAMPA";Utracan;3.500;3.150;2.835;900
Girasol;1987/88;"LA PAMPA";Utracan;3.000;1.800;1.080;600
Girasol;1988/89;"LA PAMPA";Utracan;3.000;2.700;2.500;926
Girasol;1989/90;"LA PAMPA";Utracan;3.500;3.150;2.677;850
Girasol;1990/91;"LA PAMPA";Utracan;7.000;6.800;5.500;809
Girasol;1991/92;"LA PAMPA";Utracan;8.200;7.000;7.000;1.000
Girasol;1992/93;"LA PAMPA";Utracan;7.600;6.000;6.600;1.100
Girasol;1993/94;"LA PAMPA";Utracan;8.000;7.700;9.200;1.195
Girasol;1994/95;"LA PAMPA";Utracan;9.600;9.500;12.800;1.347
Girasol;1995/96;"LA PAMPA";Utracan;10.000;9.700;8.700;897
Girasol;1996/97;"LA PAMPA";Utracan;8.000;7.800;9.400;1.205
Girasol;1997/98;"LA PAMPA";Utracan;8.000;7.700;9.200;1.195
Girasol;1998/99;"LA PAMPA";Utracan;8.000;6.000;7.200;1.200
Girasol;1999/00;"LA PAMPA";Utracan;7.000;7.000;7.000;1.000
Girasol;2000/01;"LA PAMPA";Utracan;6.000;4.500;4.700;1.044
Girasol;2001/02;"LA PAMPA";Utracan;6.000;5.920;8.880;1.500
Girasol;2002/03;"LA PAMPA";Utracan;6.000;5.920;4.500;760
Girasol;2003/04;"LA PAMPA";Utracan;6.000;5.600;5.600;1.000
Girasol;2004/05;"LA PAMPA";Utracan;8.000;7.990;12.784;1.600
Girasol;2005/06;"LA PAMPA";Utracan;6.000;6.000;7.200;1.200
Girasol;2006/07;"LA PAMPA";Utracan;9.000;9.000;8.550;950
Girasol;2007/08;"LA PAMPA";Utracan;9.500;8.500;10.200;1.200
Girasol;2008/09;"LA PAMPA";Utracan;10.000;6.000;4.500;750
Girasol;2009/10;"LA PAMPA";Utracan;7.000;6.000;4.200;700
Girasol;2010/11;"LA PAMPA";Utracan;9.000;9.000;13.500;1.500
Girasol;2011/12;"LA PAMPA";Utracan;9.000;9.000;12.600;1.400
Girasol;2012/13;"LA PAMPA";Utracan;9.000;9.000;11.700;1.300
Girasol;2013/14;"LA PAMPA";Utracan;7.000;6.000;6.000;1.000
Girasol;2014/15;"LA PAMPA";Utracan;7.000;6.900;8.280;1.200
Girasol;2015/16;"LA PAMPA";Utracan;6.000;6.000;10.200;1.700
Girasol;1984/85;MENDOZA;"General Alvear";45;45;45;1.000
Girasol;1985/86;MENDOZA;"General Alvear";50;50;50;1.000
Girasol;1984/85;MENDOZA;Guaymallen;15;15;15;1.000
Girasol;1984/85;MENDOZA;Maipu;20;20;20;1.000
Girasol;1985/86;MENDOZA;"San Martin";50;50;50;1.000
Girasol;1984/85;MENDOZA;"San Rafael";150;150;150;1.000
Girasol;1985/86;MENDOZA;"San Rafael";140;140;130;929
Girasol;1985/86;MENDOZA;"Santa Rosa";240;240;230;958
Girasol;1979/80;MISIONES;"25 de Mayo";10;10;10;1.000
Girasol;1979/80;MISIONES;Apostoles;170;170;180;1.059
Girasol;1980/81;MISIONES;Apostoles;60;45;34;756
Girasol;1979/80;MISIONES;Cainguas;225;225;220;978
Girasol;1980/81;MISIONES;Cainguas;230;210;162;771
Girasol;1977/78;MISIONES;Capital;20;20;16;800
Girasol;1978/79;MISIONES;Capital;40;40;38;950
Girasol;1979/80;MISIONES;Capital;150;150;160;1.067
Girasol;1980/81;MISIONES;Capital;50;40;30;750
Girasol;1979/80;MISIONES;Concepcion;20;20;21;1.050
Girasol;1980/81;MISIONES;Concepcion;10;7;5;714
Girasol;1979/80;MISIONES;Eldorado;120;120;130;1.083
Girasol;1980/81;MISIONES;Eldorado;40;32;24;750
Girasol;1979/80;MISIONES;Guarani;20;20;19;950
Girasol;1980/81;MISIONES;Guarani;5;5;3;600
Girasol;1979/80;MISIONES;"Leandro N. Alem";550;550;570;1.036
Girasol;1980/81;MISIONES;"Leandro N. Alem";200;165;116;703
Girasol;1977/78;MISIONES;"Libertador General San  Martin";30;30;24;800
Girasol;1978/79;MISIONES;"Libertador General San  Martin";40;40;32;800
Girasol;1979/80;MISIONES;"Libertador General San  Martin";40;40;40;1.000
Girasol;1980/81;MISIONES;"Libertador General San  Martin";15;12;8;667
Girasol;1979/80;MISIONES;Montecarlo;35;35;30;857
Girasol;1980/81;MISIONES;Montecarlo;10;7;5;714
Girasol;1979/80;MISIONES;Obera;150;150;160;1.067
