CVE_ENT,ENT,CVE_MUN,MUN,POB_TOT,VP,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,OVSD,OVSDSE,IM,GM,IND0A100,LUG_NAC,LUGAR_EST,AÑOS
1,Aguascalientes,1001,Aguascalientes,877190,-,2.06,9.54,0.31,0.16,0.72,18.01,0.63,8.73,31.13,-,-,-1.676,Muy bajo,-,2408,11,2015
1,Aguascalientes,1001, Aguascalientes                                   ,797010,-,2.59,11.48,0.49,0.31,0.77,25.25,1.42,8.73,29.9,-,-,-1.768,Muy bajo,7.69,2409,-,2010
1,Aguascalientes,1001,Aguascalientes,723043,-,3.19,13.61,0.77,0.54,1.54,28.86,1.7,8.21,28.37,-,-,-1.831,Muy bajo,-,2419,11,2005
1,Aguascalientes,1001,Aguascalientes,643419,-,3.86,18.04,-,1.12,0.88,32.04,2.22,7.67,37.24,-,1.5,-1.871,Muy bajo,-,2408,11,2000
1,Aguascalientes,1001,Aguascalientes,582827,121790,4.53,-,-,1.62,1.14,-,-,-,-,2.12,-,-1.735,Muy bajo,-,2393,-,1995
1,Aguascalientes,1001,Aguascalientes,506274,-,6.05,27.99,6.55,3.64,3,45.65,5.65,11.47,58.36,-,-,-1.833,Muy bajo,-,2341,9,1990
1,Aguascalientes,1005,Jes�s Mar�a,120405,-,3.26,13.73,0.44,0.37,0.73,27.02,1.03,45.17,33.77,-,-,-1.256,Muy bajo,-,2229,10,2015
1,Aguascalientes,1005, Jes�s Mar�a                                      ,99590,-,3.76,18.21,1.26,1.17,1.43,39.16,2.59,45.17,31.15,-,-,-1.262,Muy bajo,13.411,2202,-,2010
1,Aguascalientes,1005,Jes�s Mar�a,82623,-,5.33,23.64,1.57,1.4,2.48,46.43,3.07,41.58,36.01,-,-,-1.234,Muy bajo,-,2188,9,2005
1,Aguascalientes,1005,Jes�s Mar�a,64097,-,6.63,32.89,-,2.72,1.73,53.76,7.35,42.28,47.27,-,3.83,-1.141,Bajo,-,2104,9,2000
1,Aguascalientes,1003,Calvillo,56048,-,4.8,24.18,0.55,0.41,0.86,30.53,0.93,50.76,61.95,-,-,-0.698,Bajo,-,1799,5,2015
1,Aguascalientes,1005,Jes�s Mar�a,54476,9660,8.3,-,-,5.57,3.11,-,-,-,-,7.75,-,-0.972,Bajo,-,1975,-,1995
1,Aguascalientes,1003, Calvillo                                         ,54136,-,6.19,28.88,0.79,0.87,1.8,39.79,2.42,50.76,60.08,-,-,-0.754,Bajo,19.152,1836,-,2010
1,Aguascalientes,1007,Rinc�n de Romos,53866,-,3.53,14.75,1.97,0.52,1.52,31.61,0.91,43.06,43.44,-,-,-1.045,Bajo,-,2090,7,2015
1,Aguascalientes,1003,Calvillo,51658,9537,7.49,-,-,3.49,4.25,-,-,-,-,8.4,-,-1.105,Bajo,-,2057,-,1995
1,Aguascalientes,1003,Calvillo,51291,-,8.2,40.55,-,2.23,2.66,49.21,4.74,53.04,73.34,-,3.61,-0.811,Bajo,-,1870,6,2000
1,Aguascalientes,1003,Calvillo,50183,-,8.15,34.46,1.36,0.84,2.28,43.6,3.03,50.61,55.87,-,-,-0.875,Bajo,-,1935,6,2005
1,Aguascalientes,1007, Rinc�n de Romos                                  ,49156,-,4.7,19.22,2.23,0.8,1.22,42.29,3.68,43.06,46.42,-,-,-1.035,Bajo,15.982,2056,-,2010
1,Aguascalientes,1003,Calvillo,48440,-,9.56,53.65,13.89,7.21,6.6,62.33,8.85,54.34,72.01,-,-,-0.957,Bajo,-,1953,7,1990
1,Aguascalientes,1006,Pabell�n de Arteaga,46473,-,3.41,14.9,1,0.42,0.9,32.24,0.62,31.6,41.48,-,-,-1.129,Muy bajo,-,2153,8,2015
1,Aguascalientes,1002,Asientos,46464,-,4.47,20.89,3.84,1.04,1.17,30.64,1.69,100,52.76,-,-,-0.565,Bajo,-,1669,1,2015
1,Aguascalientes,1011,San Francisco de los Romo,46454,-,2.94,13.77,0.13,0.41,0.76,31.28,0.46,54.92,35.49,-,-,-1.156,Muy bajo,-,2171,9,2015
1,Aguascalientes,1002, Asientos                                         ,45492,-,5.54,26.02,5.72,2.14,2.05,45.27,2.59,100,59.52,-,-,-0.463,Medio,22.445,1591,-,2010
1,Aguascalientes,1007,Rinc�n de Romos,45471,-,6.49,24.46,3.6,1.32,2.7,47.03,4.47,43.23,39.25,-,-,-1.136,Bajo,-,2122,7,2005
1,Aguascalientes,1006, Pabell�n de Arteaga                              ,41862,-,4.11,18.74,0.94,0.98,1.45,41.38,1.54,31.6,36.3,-,-,-1.245,Bajo,13.603,2194,-,2010
1,Aguascalientes,1007,Rinc�n De Romos,41655,-,7.04,29.77,-,3.15,2.74,50.53,6.61,45.82,51.53,-,7.1,-1.124,Bajo,-,2091,8,2000
1,Aguascalientes,1005,Jes�s Mar�a,41092,-,10.3,50.73,13.14,7.91,6.36,70.05,13.67,51.47,69.7,-,-,-0.895,Bajo,-,1910,5,1990
1,Aguascalientes,1002,Asientos,40547,-,6.77,31.82,9.17,2.72,3.16,50.61,7.2,100,47.47,-,-,-0.62,Medio,-,1730,1,2005
1,Aguascalientes,1006,Pabell�n de Arteaga,38912,-,5.58,22.77,1.31,0.82,2.31,46.71,1.96,31.13,35.15,-,-,-1.306,Muy bajo,-,2239,10,2005
1,Aguascalientes,1007,Rinc�n De Romos,38752,7033,8.01,-,-,3.37,3.79,-,-,-,-,12.53,-,-0.985,Bajo,-,1982,-,1995
1,Aguascalientes,1002,Asientos,37763,-,7.44,39.44,-,5.39,3.47,52.24,10.37,100,62.31,-,15.79,-0.584,Medio,-,1690,2,2000
1,Aguascalientes,1011, San Francisco de los Romo                        ,35769,-,4.74,20.51,0.71,0.53,0.67,42.84,1.56,54.92,32.69,-,-,-1.144,Bajo,14.741,2130,-,2010
1,Aguascalientes,1002,Asientos,35762,6337,8.34,-,-,7.32,3.81,-,-,-,-,29.76,-,-0.709,Medio,-,1758,-,1995
1,Aguascalientes,1006,Pabell�n De Arteaga,34296,-,6.25,28.53,-,1.7,1.49,47.59,3.06,29.45,46.15,-,3.46,-1.361,Muy bajo,-,2239,10,2000
1,Aguascalientes,1007,Rinc�n de Romos,33781,-,9.91,43.11,21.9,7.53,6.01,63.44,13.15,49.78,75.99,-,-,-0.947,Bajo,-,1944,6,1990
1,Aguascalientes,1002,Asientos,32225,-,11.02,53.64,41.21,13.45,8.87,66.74,14.48,100,82.06,-,-,-0.383,Medio,-,1532,1,1990
1,Aguascalientes,1006,Pabell�n De Arteaga,31650,5929,8.11,-,-,2.91,2.65,-,-,-,-,5.72,-,-1.196,Bajo,-,2122,-,1995
1,Aguascalientes,1011,San Francisco de los Romo,28832,-,6.09,25.17,1.12,0.58,1.83,45.89,2.16,54,39.88,-,-,-1.153,Bajo,-,2127,8,2005
1,Aguascalientes,1006,Pabell�n de Arteaga,26051,-,8.83,40.95,8.76,4.91,4.38,61.03,9.16,29.51,70.23,-,-,-1.263,Bajo,-,2136,8,1990
1,Aguascalientes,1009,Tepezal�,20926,-,4.23,22.13,1.85,0.63,0.94,33.64,1,100,49.39,-,-,-0.595,Bajo,-,1694,2,2015
1,Aguascalientes,1010,El Llano,20245,-,4.92,21.05,4.89,1.97,2.35,32.57,1.65,71.33,48.8,-,-,-0.614,Bajo,-,1710,3,2015
1,Aguascalientes,1011,San Francisco De Los Romo,20066,-,8.02,36.59,-,1.59,0.53,52.56,3.67,47.19,52.34,-,3.39,-1.072,Bajo,-,2058,7,2000
1,Aguascalientes,1009, Tepezal�                                         ,19668,-,5.91,26.77,3.23,1.32,0.87,47.4,2.17,100,45.62,-,-,-0.609,Medio,20.796,1713,-,2010
1,Aguascalientes,1010, El Llano                                         ,18828,-,5.77,25.67,6.22,3.03,1.85,45.18,2.3,71.32,48.18,-,-,-0.672,Medio,20.076,1763,-,2010
1,Aguascalientes,1011,San Francisco De Los Romo,17836,3279,9.9,-,-,6.91,1.63,-,-,-,-,5.82,-,-1.285,Bajo,-,2179,-,1995
1,Aguascalientes,1009,Tepezal�,17372,-,6.31,31.75,4.65,1.86,1.86,51.38,4.02,100,44.97,-,-,-0.722,Bajo,-,1814,3,2005
1,Aguascalientes,1010, El Llano                                         ,17115,-,7.39,32.5,9.57,3.57,2,48.22,4.42,100,47.45,-,-,-0.641,Medio,-,1748,2,2005
1,Aguascalientes,1009,Tepezal�,16508,-,7.1,38.46,-,3.35,2.92,57.52,6.48,100,59.03,-,11,-0.656,Medio,-,1741,3,2000
1,Aguascalientes,1009,Tepezal�,16175,2831,8.64,-,-,3.75,3.13,-,-,-,-,18.22,-,-0.85,Bajo,-,1877,-,1995
1,Aguascalientes,1004,Cos�o,15577,-,4.35,16.55,1.24,0.57,0.47,34.62,1.42,100,49.79,-,-,-0.674,Bajo,-,1773,4,2015
1,Aguascalientes,1010, El Llano                                         ,15327,-,8.58,38.24,-,7.69,2.56,54.2,11.5,100,62.28,-,17.99,-0.519,Medio,-,1635,1,2000
1,Aguascalientes,1004, Cos�o                                            ,15042,-,4.35,21.81,2.18,2,0.29,44.69,3.26,100,54.76,-,-,-0.648,Medio,20.352,1740,-,2010
1,Aguascalientes,1009,Tepezal�,14809,-,9.06,52.49,24.17,6.55,11.05,67.3,7.49,100,80.17,-,-,-0.597,Bajo,-,1676,4,1990
1,Aguascalientes,1010, El Llano                                         ,14278,2540,9.4,-,-,10.21,5.98,-,-,-,-,37.06,-,-0.776,Bajo,-,1821,-,1995
1,Aguascalientes,1004,Cos�o,13687,-,6.71,29.38,4.17,1.18,0.4,50.4,4.76,100,47.84,-,-,-0.747,Bajo,-,1841,4,2005
1,Aguascalientes,1004,Cos�o,12619,-,6.22,33.9,-,2.25,0.74,54.81,6.02,100,62.8,-,6.23,-0.771,Bajo,-,1835,5,2000
1,Aguascalientes,1004,Cos�o,12136,2212,6.42,-,-,2.66,3.2,-,-,-,-,13.64,-,-0.772,Bajo,-,1816,-,1995
1,Aguascalientes,1004,Cos�o,10247,-,7.83,50.99,29.3,6.59,3.69,67.65,19.42,100,82.28,-,-,-0.537,Bajo,-,1633,3,1990
1,Aguascalientes,1008,San Jos� de Gracia,8896,-,3.2,14.87,3.51,1.32,1.23,34.06,0.44,100,44.93,-,-,-0.735,Bajo,-,1832,6,2015
1,Aguascalientes,1008, San Jos� de Gracia                               ,8443,-,3.45,18.93,6.33,1.85,2.6,41.65,1.53,100,50.43,-,-,-0.753,Bajo,19.159,1833,-,2010
1,Aguascalientes,1008,San Jos� de Gracia,7631,-,5.16,24.55,13.98,3.2,1.31,48.38,3.51,100,42.43,-,-,-0.81,Bajo,-,1885,5,2005
1,Aguascalientes,1008,San Jos� De Gracia,7244,-,4.96,30.9,-,5.7,1.82,51.73,4.02,100,55.7,-,25.42,-0.766,Bajo,-,1827,4,2000
1,Aguascalientes,1008,San Jos� De Gracia,7170,1295,5.51,-,-,5.35,8.69,-,-,-,-,42.17,-,-0.738,Medio,-,1787,-,1995
1,Aguascalientes,1008,San Jos� de Gracia,6740,-,7.79,46.27,49.45,11.76,14.71,66.32,5.91,100,81.77,-,-,-0.477,Medio,-,1601,2,1990
2,Baja California,2004,Tijuana,1641570,-,1.69,9.68,0.27,0.21,1.72,22.85,1.37,3.23,20.47,-,-,-1.708,Muy bajo,-,2416,5,2015
2,Baja California,2004, Tijuana                                          ,1559683,-,2.11,11.71,0.36,0.58,2.24,28.87,3.99,3.23,18.24,-,-,-1.817,Muy bajo,7.146,2420,-,2010
2,Baja California,2004,Tijuana,1410687,-,2.53,13.75,0.53,1.36,3.69,32.93,4.57,1.71,11.7,-,-,-1.926,Muy bajo,-,2438,5,2005
2,Baja California,2004,Tijuana,1210820,-,2.89,17.86,-,2,7.97,37.77,4.8,1.66,18.41,-,1.63,-1.96,Muy bajo,-,2421,5,2000
2,Baja California,2004,Tijuana,991592,232690,3.16,-,-,4,17.4,-,-,-,-,20.46,-,-1.797,Muy bajo,-,2405,-,1995
2,Baja California,2002,Mexicali,988417,-,1.55,9.36,0.16,0.56,1.2,23.67,0.69,12.86,23.09,-,-,-1.648,Muy bajo,-,2396,4,2015
2,Baja California,2002, Mexicali                                         ,936826,-,2.31,12.2,0.36,0.53,1.38,29.02,2.19,12.86,22.35,-,-,-1.754,Muy bajo,7.849,2405,-,2010
2,Baja California,2002,Mexicali,855962,-,2.89,14.24,0.51,0.64,2.49,31.5,2.78,12.94,14.19,-,-,-1.898,Muy bajo,-,2432,4,2005
2,Baja California,2002,Mexicali,764602,-,3.45,19.4,-,0.97,2.8,34.66,3.73,17.6,22.32,-,1.4,-1.923,Muy bajo,-,2416,4,2000
2,Baja California,2004,Tijuana,747381,-,4.16,22.6,5.34,14.32,30.24,45.56,7.96,2.23,34.43,-,-,-1.978,Muy bajo,-,2371,3,1990
2,Baja California,2002,Mexicali,696034,167659,3.93,-,-,1.54,5.04,-,-,-,-,24.87,-,-1.716,Muy bajo,-,2386,-,1995
2,Baja California,2002,Mexicali,601938,-,4.71,24.4,2.95,3.15,8.36,46.64,7.91,18.26,43.8,-,-,-1.979,Muy bajo,-,2372,4,1990
2,Baja California,2001,Ensenada,486639,-,3.58,14.67,0.4,0.99,8.1,22.57,1.28,22.82,29.63,-,-,-1.323,Muy bajo,-,2267,1,2015
2,Baja California,2001, Ensenada                                         ,466814,-,4.77,17.93,0.72,2.62,8.97,29.5,3.82,22.82,31.76,-,-,-1.361,Muy bajo,12.299,2266,-,2010
2,Baja California,2001,Ensenada,413481,-,5.06,19.44,0.71,3.26,8.12,31.23,4.48,21.15,21.54,-,-,-1.609,Muy bajo,-,2349,2,2005
2,Baja California,2001,Ensenada,370730,-,5.61,24.38,-,5.54,6.62,35.98,5.98,25.58,33.89,-,4.07,-1.581,Muy bajo,-,2316,2,2000
2,Baja California,2001,Ensenada,315289,75870,6.67,-,-,11.04,11.23,-,-,-,-,31.47,-,-1.51,Muy bajo,-,2305,-,1995
2,Baja California,2001,Ensenada,259979,-,6,26.78,7.34,14.29,13.45,42.26,8.67,23.31,47.25,-,-,-1.821,Muy bajo,-,2339,2,1990
2,Baja California,2003,Tecate,102406,-,2.32,12.77,0.36,1.48,6.75,21.92,1.17,29.39,25.36,-,-,-1.408,Muy bajo,-,2298,2,2015
2,Baja California,2003, Tecate                                           ,101079,-,2.48,15,0.81,2.5,10.64,29.04,3.28,29.39,24.57,-,-,-1.495,Muy bajo,10.779,2313,-,2010
2,Baja California,2005,Playas de Rosarito,96734,-,2.31,11.56,0.23,0.42,7.79,23.02,1.48,21.49,25.72,-,-,-1.463,Muy bajo,-,2322,3,2015
2,Baja California,2003,Tecate,91034,-,3.66,18.33,0.64,3.15,15.78,31.34,3.36,27.5,16.99,-,-,-1.626,Muy bajo,-,2358,3,2005
2,Baja California,2005, Playas de Rosarito                               ,90668,-,2.86,15.32,0.59,1.34,14.34,30.54,3.51,21.49,25.02,-,-,-1.488,Muy bajo,10.858,2311,-,2010
2,Baja California,2003,Tecate,77795,-,4.06,22.06,-,4.92,15.85,37.73,3.79,32.65,26.72,-,2.22,-1.634,Muy bajo,-,2335,3,2000
2,Baja California,2005,Playas de Rosarito,73305,-,3.46,17.98,0.67,2.15,25.97,37.18,3.68,22.4,15.82,-,-,-1.546,Muy bajo,-,2323,1,2005
2,Baja California,2005,Playas De Rosarito,63420,-,4.08,24.51,-,3.81,26.86,40.96,3.9,22.46,24.89,-,2.35,-1.572,Muy bajo,-,2313,1,2000
2,Baja California,2003,Tecate,62629,14597,4.27,-,-,7.68,17.26,-,-,-,-,21.86,-,-1.587,Muy bajo,-,2340,-,1995
2,Baja California,2003,Tecate,51557,-,5.26,26.41,9.06,21.81,27.16,45.72,10.33,21.95,42.66,-,-,-1.711,Muy bajo,-,2307,1,1990
2,Baja California,2005,Playas De Rosarito,46596,11344,3.69,-,-,11.26,51.84,-,-,-,-,28.88,-,-1.365,Muy bajo,-,2226,-,1995
3,Baja California Sur,3008,Los Cabos,287671,-,1.96,10.66,0.18,0.58,12.33,33.42,7.03,9.62,17.32,-,-,-1.296,Muy bajo,-,2257,3,2015
3,Baja California Sur,3003,La Paz,272711,-,1.86,8.43,0.39,1.15,3.72,19.49,1.69,12.52,22.24,-,-,-1.658,Muy bajo,-,2399,5,2015
3,Baja California Sur,3003, La Paz                                           ,251871,-,2.34,10.81,0.56,1.93,4.72,25.34,2.84,12.52,23.91,-,-,-1.745,Muy bajo,7.957,2403,-,2010
3,Baja California Sur,3008, Los Cabos                                        ,238487,-,2.89,13.11,0.67,3.35,10.74,37.7,9.7,9.62,17.13,-,-,-1.46,Muy bajo,11.172,2305,-,2010
3,Baja California Sur,3003, La Paz                                           ,219596,-,2.61,12.78,1.29,2.76,5.71,29.5,4.7,13.85,24.08,-,-,-1.775,Muy bajo,-,2404,5,2005
3,Baja California Sur,3003, La Paz                                           ,196907,-,3.24,16.4,-,3.72,5.64,34.27,6.83,17.24,35.36,-,2.45,-1.768,Muy bajo,-,2383,5,2000
3,Baja California Sur,3003, La Paz                                           ,182418,42634,3.96,-,-,6.02,7.91,-,-,-,-,16.32,-,-1.569,Muy bajo,-,2335,-,1995
3,Baja California Sur,3008, Los Cabos                                        ,164162,-,3.22,15.15,0.94,1.94,22.48,43.15,10.78,15.09,15.74,-,-,-1.515,Muy bajo,-,2315,4,2005
3,Baja California Sur,3003, La Paz                                           ,160970,-,4.13,21.42,4.21,7.32,7.28,46.27,9.13,14.49,54.52,-,-,-1.89,Muy bajo,-,2356,4,1990
3,Baja California Sur,3008, Los Cabos                                        ,105469,-,3.83,20.79,-,6.33,6.7,47.21,12.4,24.86,23.11,-,3.46,-1.585,Muy bajo,-,2318,4,2000
3,Baja California Sur,3001,Comond�,74346,-,8.19,37.04,9.22,10.85,10.2,54.08,20.09,32.22,57.85,-,-,-1.377,Bajo,-,2190,1,1990
3,Baja California Sur,3001,Comond�,72564,-,5.06,20.08,0.86,2.37,3.81,25.07,3.12,22.03,40.1,-,-,-1.017,Bajo,-,2060,1,2015
3,Baja California Sur,3008, Los Cabos                                        ,71031,17222,4.15,-,-,8.33,13.06,-,-,-,-,23.71,-,-1.33,Muy bajo,-,2204,-,1995
3,Baja California Sur,3001, Comond�                                          ,70816,-,5.44,22.69,1.58,2.08,3.2,33.62,5.42,22.03,36.92,-,-,-1.2,Bajo,14.114,2168,-,2010
3,Baja California Sur,3001,Comond�,66096,14893,8.06,-,-,5.71,5.59,-,-,-,-,46.09,-,-1.07,Bajo,-,2033,-,1995
3,Baja California Sur,3001,Comond�,63864,-,7.04,30.74,-,3.45,4.98,40.01,14.61,32.29,54.6,-,3.9,-1.199,Bajo,-,2147,1,2000
3,Baja California Sur,3001,Comond�,63830,-,6.1,24.67,1.98,3.89,5.03,34.97,11.81,30.6,37.18,-,-,-1.245,Muy bajo,-,2197,2,2005
3,Baja California Sur,3002,Muleg�,60171,-,5.06,20.77,0.57,1.69,2.37,27.42,2.22,46.34,28.16,-,-,-1.051,Bajo,-,2095,2,2015
3,Baja California Sur,3002, Muleg�                                           ,59114,-,5.87,23.41,2.52,3.86,6.99,32.48,2.66,46.34,33.85,-,-,-1.087,Bajo,15.392,2091,-,2010
3,Baja California Sur,3002,Muleg�,52743,-,6.08,26.01,6.78,3.36,8.92,34.24,9.17,48.01,30.75,-,-,-1.2,Bajo,-,2164,1,2005
3,Baja California Sur,3002,Muleg�,45989,-,5.45,28.02,-,6.03,10.2,35.91,13.26,54.68,45.15,-,8.67,-1.226,Bajo,-,2167,2,2000
3,Baja California Sur,3002,Muleg�,45963,11074,5.7,-,-,8.73,11.29,-,-,-,-,33.3,-,-1.396,Muy bajo,-,2245,-,1995
3,Baja California Sur,3008, Los Cabos                                        ,43920,-,5.29,31.33,9.87,24.35,13.4,52.44,21.97,29.53,47.55,-,-,-1.491,Bajo,-,2238,3,1990
3,Baja California Sur,3002,Muleg�,38528,-,5.7,34.04,11.49,12.8,18.66,44.01,13.83,54.78,53.37,-,-,-1.485,Bajo,-,2237,2,1990
3,Baja California Sur,3009,Loreto,18912,-,2.49,11.38,1.11,3.04,6,23.46,3.65,12.03,27.46,-,-,-1.345,Muy bajo,-,2277,4,2015
3,Baja California Sur,3009, Loreto                                           ,16738,-,3.33,16.5,2.41,9.09,7.7,35.08,8.36,12.03,23.4,-,-,-1.266,Muy bajo,13.364,2206,-,2010
3,Baja California Sur,3009,Loreto,11839,-,3.65,17.41,1.62,9.93,7.23,37.53,16.19,13.14,30.61,-,-,-1.337,Muy bajo,-,2257,3,2005
3,Baja California Sur,3009,Loreto,11812,-,4.42,23.52,-,5.36,6.4,41.43,19.12,15.26,44.96,-,6.72,-1.379,Muy bajo,-,2246,3,2000
3,Baja California Sur,3009,Loreto,9986,2304,4.67,-,-,14.97,12.23,-,-,-,-,28.7,-,-1.136,Bajo,-,2081,-,1995
4,Campeche,4002,Campeche,283025,-,3.98,11.98,1.08,0.4,0.83,31.94,0.97,9.71,38.21,-,-,-1.281,Muy bajo,-,2248,11,2015
4,Campeche,4002, Campeche                                         ,259005,-,5.02,15.9,2.09,0.92,1.16,37.34,1.79,9.71,38.19,-,-,-1.379,Muy bajo,12.09,2277,-,2010
4,Campeche,4003,Carmen,248303,-,4.08,14.07,0.9,1.16,11.23,33.44,2.12,17.25,22.42,-,-,-1.186,Muy bajo,-,2190,10,2015
4,Campeche,4002,Campeche,238850,-,6.27,18.84,3.84,1.19,1.42,42.06,2.74,11.38,50.59,-,-,-1.305,Muy bajo,-,2237,11,2005
4,Campeche,4003, Carmen                                           ,221094,-,5.48,18.36,1.67,1.54,18.55,43.51,4.62,17.25,24.81,-,-,-1.185,Bajo,14.279,2159,-,2010
4,Campeche,4002,Campeche,216897,-,7.19,24.15,-,2.9,2.86,46.97,4.78,12.03,58.97,-,7.19,-1.286,Muy bajo,-,2199,11,2000
4,Campeche,4002,Campeche,204533,47117,8.55,-,-,5.09,6.74,-,-,-,-,17.97,-,-1.129,Bajo,-,2071,-,1995
4,Campeche,4003,Carmen,199988,-,6.7,21.95,3.32,2.89,20.35,48.24,8.2,19.82,40.86,-,-,-1.063,Bajo,-,2078,10,2005
4,Campeche,4003,Carmen,179690,39569,11.36,-,-,14.38,32.59,-,-,-,-,29.91,-,-0.697,Medio,-,1752,-,1995
4,Campeche,4002,Campeche,173645,-,9.2,32.27,14.59,5.48,8.86,57.25,9.62,13.32,67.22,-,-,-1.413,Bajo,-,2211,9,1990
4,Campeche,4003,Carmen,172076,-,8.16,28.32,-,5.47,19.21,54.31,12.06,23.37,47.63,-,7.27,-1.047,Bajo,-,2041,10,2000
4,Campeche,4003,Carmen,136034,-,12.12,41.03,16.79,15.61,40.43,63.49,22.46,30.33,57.26,-,-,-0.959,Bajo,-,1954,8,1990
4,Campeche,4004,Champot�n,90244,-,10.04,26.32,6.19,1.66,4.11,44.77,3.65,52.31,56.78,-,-,-0.159,Medio,-,1303,6,2015
4,Campeche,4004, Champot�n                                        ,83021,-,12.21,31.31,7.78,2.42,10.76,51.71,4.1,52.31,56.19,-,-,-0.285,Medio,24.447,1443,-,2010
4,Campeche,4004,Champot�n,80066,16341,19.98,-,-,20.05,30.15,-,-,-,-,66.38,-,0.142,Medio,-,1045,-,1995
4,Campeche,4004,Champot�n,76116,-,14.12,37.36,11.91,3.94,12.08,58.11,9.15,53.33,66.61,-,-,-0.231,Medio,-,1386,6,2005
4,Campeche,4004,Champot�n,71836,-,22.75,59.56,33.76,25.38,36.5,72.03,32.73,64.96,74.44,-,-,-0.071,Medio,-,1256,3,1990
4,Campeche,4004,Champot�n,70554,-,16.51,45.55,-,7.62,15.49,63.74,12.83,55.66,77.64,-,20.12,-0.138,Medio,-,1316,7,2000
4,Campeche,4009,Esc�rcega,58553,-,9.55,26.37,3.51,2.17,2.4,45.45,5.12,45.6,58.84,-,-,-0.174,Medio,-,1324,7,2015
4,Campeche,4001,Calkin�,56537,-,11.1,23.25,14.41,0.84,4.29,44.56,2.54,26.28,54.47,-,-,-0.248,Medio,-,1392,8,2015
4,Campeche,4009, Esc�rcega                                        ,54184,-,12.02,31.25,7.79,3.95,2.67,56.42,7.32,45.6,66.38,-,-,-0.145,Medio,26.035,1319,-,2010
4,Campeche,4009,Esc�rcega,53733,10703,18.05,-,-,13.58,17.51,-,-,-,-,59.96,-,-0.012,Medio,-,1186,-,1995
4,Campeche,4001, Calkin�                                          ,52890,-,13.12,28.54,20.87,1.44,6.29,52.83,2.8,26.28,65.63,-,-,-0.237,Medio,24.998,1404,-,2010
4,Campeche,4009,Esc�rcega,50563,-,16.67,45.41,-,13.91,8.17,67.09,26.1,48.76,76.65,-,17.78,-0.042,Alto,-,1235,6,2000
4,Campeche,4009,Esc�rcega,50106,-,14.68,37.4,7.87,5.55,4.51,62.36,11.75,45.69,65.76,-,-,-0.241,Medio,-,1393,7,2005
4,Campeche,4001,Calkin�,49850,-,16.84,34.59,26.36,2.98,7.53,59.24,12.89,25.29,64.11,-,-,-0.248,Medio,-,1403,8,2005
4,Campeche,4001,Calkin�,46899,-,18.21,41.58,-,4.59,9.29,62.42,19.65,25.66,74.73,-,47.53,-0.146,Medio,-,1323,8,2000
4,Campeche,4009,Esc�rcega,44496,-,19.37,57.42,28.46,18.2,21.69,73.75,39.2,54.31,74.53,-,-,-0.255,Medio,-,1423,5,1990
4,Campeche,4011,Candelaria,43879,-,12.8,30.29,7.61,9.04,17.15,48.2,13.47,76.18,60.34,-,-,0.769,Alto,-,507,1,2015
4,Campeche,4001,Calkin�,43799,8381,21.12,-,-,5.45,18.33,-,-,-,-,62.33,-,-0.11,Medio,-,1277,-,1995
4,Campeche,4006,Hopelch�n,41745,7726,24.66,-,-,24.84,39.98,-,-,-,-,87.01,-,0.705,Alto,-,595,-,1995
4,Campeche,4011, Candelaria                                       ,41194,-,15.78,36.6,13.15,13.93,15.06,54.42,16.1,76.18,75.37,-,-,0.657,Alto,35.095,636,-,2010
4,Campeche,4006,Hopelch�n,40100,-,10.12,35.91,14.46,2.46,2.15,48.25,2.45,80.69,66.58,-,-,0.361,Alto,-,836,3,2015
4,Campeche,4001,Calkin�,38883,-,24.77,55.4,41.73,10.12,42.2,70.35,34.19,35.2,73.11,-,-,-0.23,Medio,-,1407,4,1990
4,Campeche,4006, Hopelch�n                                        ,37777,-,11.94,27.06,15.22,4.48,5,60.33,4.17,80.69,77.27,-,-,0.156,Medio,29.434,1062,-,2010
4,Campeche,4011,Candelaria,37681,-,19.55,55.45,-,34.98,38.74,68.04,44.51,78.68,86.9,-,29.19,0.916,Alto,-,471,2,2000
4,Campeche,4011,Candelaria,37006,-,17.9,44.05,13.32,25.15,18.24,61.6,26.03,74.91,74.55,-,-,0.62,Alto,-,632,2,2005
4,Campeche,4006,Hopelch�n,36271,-,28.8,66.05,57.46,33.19,61.21,74.62,46.62,82.95,80.2,-,-,0.603,Alto,-,682,1,1990
4,Campeche,4006,Hopelch�n,34687,-,15.86,33.93,37.63,10.14,8.73,67.05,9.34,80.51,73.01,-,-,0.28,Alto,-,928,3,2005
4,Campeche,4005,Hecelchak�n,31230,-,9.67,25.12,9.56,2.5,2.47,45.76,1.02,32.95,51.36,-,-,-0.291,Medio,-,1434,9,2015
4,Campeche,4006,Hopelch�n,31214,-,18.49,44.39,-,14.4,9.76,69.75,14.57,79.12,85.11,-,46.79,0.325,Alto,-,903,3,2000
4,Campeche,4010,Calakmul,28424,-,15.29,29.49,4.29,3.6,32.35,53.28,11.15,100,44.78,-,-,0.706,Alto,-,563,2,2015
4,Campeche,4005, Hecelchak�n                                      ,28306,-,11.74,26.04,17.93,2.32,9.55,54.19,2.26,32.95,61.89,-,-,-0.291,Medio,24.39,1451,-,2010
