CVE_ENT,ENT,CVE_MUN,MUN,POB_TOT,VP,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,OVSD,OVSDSE,IM,GM,IND0A100,LUG_NAC,LUGAR_EST,AÑOS
21,Puebla,21203,Xochitl�n Todos Santos,4569,967,30.79,-,-,11.55,8.57,-,-,-,-,82.02,-,0.423,Alto,-,799,-,1995
21,Puebla,21055,Chila,4562,-,18.93,45.01,24.48,4.09,17.77,52.39,22.79,100,80.15,-,-,0.416,Alto,-,798,87,2005
21,Puebla,21077,Hueytlalpan,4556,802,52.11,-,-,56.05,79.26,-,-,-,-,80.1,-,2.156,Muy alto,-,39,-,1995
21,Puebla,21092,Juan N. M�ndez,4554,905,32.47,-,-,5.73,21.09,-,-,-,-,87.25,-,0.765,Alto,-,561,-,1995
21,Puebla,21062,Epatl�n,4550,-,24.81,67.16,63.52,5.87,36.1,71.73,44.12,100,84.57,-,-,0.381,Alto,-,870,107,1990
21,Puebla,21088,Jonotla,4543,914,33.23,-,-,29.34,32.22,-,-,-,-,60.81,-,0.785,Alto,-,543,-,1995
21,Puebla,21081,Ixcamilpa de Guerrero,4540,-,35.16,72.8,63.16,29.19,79.87,76.89,57.8,100,86.21,-,-,1.056,Alto,-,384,41,1990
21,Puebla,21033, Cohuecan                                         ,4538,809,8.7,-,-,0.11,80.77,-,-,-,-,100,-,0.821,Alto,-,519,-,1995
21,Puebla,21173,Teteles De Avila Castillo,4531,860,10.29,-,-,4.33,6.36,-,-,-,-,34.2,-,-0.746,Medio,-,1798,-,1995
21,Puebla,21027,Caltepec,4523,-,16.48,54.34,13.63,10.24,19.72,54.93,46.94,100,88.17,-,-,0.815,Alto,-,517,46,2005
21,Puebla,21105,Ocotepec,4519,-,18.24,38.39,8.56,4.46,10.38,49.68,24.01,100,88.85,-,-,0.224,Alto,-,994,116,2005
21,Puebla,21120,San Antonio Ca�ada,4518,-,31.42,59.3,17.86,5.73,30.19,79.08,49.98,100,75.4,-,-,1.332,Muy alto,-,257,20,2005
21,Puebla,21055,Chila,4515,-,12.17,34.38,6.26,1.11,15.58,43.3,8.15,100,77.65,-,-,0.581,Alto,-,653,76,2015
21,Puebla,21020,Atoyatempan,4512,-,17.37,54.74,56.48,3.34,86.04,76.83,39.24,100,84.04,-,-,0.406,Alto,-,844,103,1990
21,Puebla,21088,Jonotla,4504,-,18.39,38.17,13.6,4.31,8.23,42.03,15.88,100,75.47,-,-,1.037,Alto,-,372,37,2015
21,Puebla,21126,San Jer�nimo Tecuanipan,4496,-,13.55,51.82,81.97,8.43,43.7,79.26,20.68,100,84.68,-,-,0.228,Alto,-,1002,119,1990
21,Puebla,21120,San Antonio Ca�ada,4495,-,35.7,70.48,-,6.93,21.39,78.69,61.27,100,79.33,-,34.5,1.187,Muy alto,-,311,30,2000
21,Puebla,21033, Cohuecan                                         ,4492,-,9.78,30.6,13.48,2.83,9,68.59,33.1,100,85.32,-,-,0.24,Alto,-,982,114,2005
21,Puebla,21103,Nicol�s Bravo,4475,-,22.21,68.59,58.47,19.6,43.39,76.97,64.47,100,85.65,-,-,0.643,Alto,-,649,78,1990
21,Puebla,21060,Domingo Arenas,4438,-,16.85,61.06,67.14,9.5,20.14,81.15,29.6,100,79.77,-,-,0.174,Alto,-,1057,128,1990
21,Puebla,21123,San Felipe Tepatl�n,4425,-,39.64,70.3,-,38.79,32.86,71.74,72.35,100,95.16,-,10.69,1.624,Muy alto,-,147,13,2000
21,Puebla,21206,Zacapala,4407,-,25.42,59.3,-,2.9,36.54,55.98,34.82,100,88.26,-,46.37,0.712,Alto,-,605,67,2000
21,Puebla,21206,Zacapala,4396,-,17.37,40.15,8.41,1.55,15.99,39.23,7.51,100,73.03,-,-,0.728,Alto,-,541,62,2015
21,Puebla,21215,Zongozotla,4392,-,32.45,52.24,-,3.03,2,53.91,42.28,100,95.52,-,9.82,0.385,Alto,-,860,101,2000
21,Puebla,21206,Zacapala,4379,-,26.43,70.18,63.72,19.21,50.92,65.07,45.17,100,87.61,-,-,0.54,Alto,-,736,88,1990
21,Puebla,21215,Zongozotla,4369,-,30.2,45.37,1.38,4.52,1.93,45.83,23.76,100,90.79,-,-,0.379,Alto,-,831,95,2005
21,Puebla,21123,San Felipe Tepatl�n,4353,920,43.01,-,-,53.05,66.22,-,-,-,-,95.91,-,1.896,Muy alto,-,94,-,1995
21,Puebla,21203,Xochitl�n Todos Santos,4346,-,28.26,67.41,64.11,19.33,16.48,69.5,49.69,100,86.5,-,-,0.425,Alto,-,822,98,1990
21,Puebla,21181,Tlaltenango,4338,-,11.73,49.65,57.58,7.5,31.16,72.01,14.96,100,65.9,-,-,-0.337,Medio,-,1490,182,1990
21,Puebla,21113,Piaxtla,4322,-,21.57,44.42,3.94,1.23,11.35,28.56,5.15,100,68.16,-,-,0.518,Alto,-,695,81,2015
21,Puebla,21127,San Jer�nimo Xayacatl�n,4317,-,26.44,59.89,-,6.78,30.39,49.03,25.5,100,85.75,-,35.85,0.507,Alto,-,759,84,2000
21,Puebla,21123,San Felipe Tepatl�n,4309,-,37.42,60.13,3.8,21.32,25.5,67.65,47.08,100,90.44,-,-,1.539,Muy alto,-,176,13,2005
21,Puebla,21200,Xochiapulco,4306,-,15.45,51.06,-,17.31,33.7,62.93,53.54,100,84.64,-,9.13,0.522,Alto,-,744,80,2000
21,Puebla,21081,Ixcamilpa De Guerrero,4302,805,30.22,-,-,7.22,47.33,-,-,-,-,95.19,-,0.886,Alto,-,489,-,1995
21,Puebla,21200,Xochiapulco,4275,850,21.37,-,-,21.24,38.8,-,-,-,-,91,-,0.857,Alto,-,502,-,1995
21,Puebla,21014,Amixtl�n,4273,873,43.66,-,-,25.11,28.68,-,-,-,-,75.46,-,1.231,Muy alto,-,310,-,1995
21,Puebla,21206,Zacapala,4269,879,26.14,-,-,12.88,41.91,-,-,-,-,70.37,-,0.441,Alto,-,784,-,1995
21,Puebla,21062,Epatl�n,4268,-,16.93,44.87,10.71,1,9.68,45.38,16.78,100,79.17,-,-,0.048,Alto,-,1147,137,2005
21,Puebla,21046,Chapulco,4263,-,18.83,66.8,38.96,11.09,26.58,78.86,43.86,100,81.12,-,-,0.195,Alto,-,1041,126,1990
21,Puebla,21079,Huitziltepec,4258,855,6.52,-,-,1.71,4.96,-,-,-,-,69.82,-,-0.303,Medio,-,1439,-,1995
21,Puebla,21162, Tepango de Rodr�guez                             ,4244,-,37.35,53.51,4.13,4.38,7.33,56.47,15.51,100,78.94,-,-,1.144,Muy alto,40.603,324,-,2010
21,Puebla,21127,San Jer�nimo Xayacatl�n,4229,1012,30.99,-,-,10.5,50.08,-,-,-,-,69.78,-,0.498,Alto,-,745,-,1995
21,Puebla,21206, Zacapala                                         ,4224,-,18.78,47.4,15.87,1.78,27.79,43.62,19.2,100,81.08,-,-,0.806,Alto,36.775,524,-,2010
21,Puebla,21159,Teopantl�n,4220,-,42.97,69.62,21.2,3.57,7.54,57.28,35.96,100,84.65,-,-,1.231,Muy alto,-,293,24,2005
21,Puebla,21014,Amixtl�n,4213,-,49.57,79.76,38.28,37.92,44.31,75.39,82.38,100,90.43,-,-,1.164,Muy alto,-,330,35,1990
21,Puebla,21182,Tlanepantla,4198,-,9.52,32.77,-,2.67,5.93,72.08,28.01,100,77.42,-,13.62,-0.184,Medio,-,1366,160,2000
21,Puebla,21027, Caltepec                                         ,4177,-,15.99,47.37,9.07,7.89,16.87,42.35,6.13,100,91.76,-,-,0.645,Alto,34.957,646,-,2010
21,Puebla,21123, San Felipe Tepatl�n                              ,4120,-,34.03,54.71,1.66,12.13,10.56,58.27,19.34,100,88.53,-,-,1.414,Muy alto,43.652,210,-,2010
21,Puebla,21162,Tepango de Rodr�guez,4118,-,44.25,61.56,5.11,5.52,16.34,66.51,58.04,100,90.36,-,-,1.447,Muy alto,-,218,16,2005
21,Puebla,21113,Piaxtla,4097,-,27.54,55.73,13.4,2.46,16.21,33.3,11.34,100,73.5,-,-,0.212,Alto,-,1004,118,2005
21,Puebla,21200,Xochiapulco,4086,-,23.41,61.88,49.84,35.52,49.95,73.81,64.17,100,92.57,-,-,0.694,Alto,-,619,74,1990
21,Puebla,21042,Cuayuca de Andrade,4027,-,28.16,66.62,79.25,11.35,74.56,66.29,35.1,100,88.03,-,-,0.653,Alto,-,645,76,1990
21,Puebla,21159, Teopantl�n                                       ,4024,-,38.71,62.71,9.45,2.97,5.7,46.26,17.57,100,82.2,-,-,1.254,Muy alto,41.845,281,-,2010
21,Puebla,21098,Molcaxac,4008,-,20.72,56.68,47.67,5.98,14.37,75.61,38.88,100,84.78,-,-,0.047,Alto,-,1150,140,1990
21,Puebla,21162,Tepango De Rodr�guez,4003,-,48.03,68.88,-,17,23.89,67.45,82.65,100,95.06,-,13.82,1.492,Muy alto,-,197,20,2000
21,Puebla,21042,Cuayuca De Andrade,3985,-,24.48,55.63,-,4.33,35.2,56.06,32.73,100,78.11,-,52.1,0.592,Alto,-,687,77,2000
21,Puebla,21162,Tepango de Rodr�guez,3947,-,31.8,48.17,1.32,1.98,10.9,48.99,21.48,100,77.94,-,-,1.52,Muy alto,-,174,13,2015
21,Puebla,21029,Caxhuacan,3931,-,36.11,53.97,-,15.8,19,69.43,68.77,100,85.27,-,26.92,1.041,Alto,-,393,38,2000
21,Puebla,21033, Cohuecan                                         ,3928,-,13.67,55.11,70.58,20.14,85.5,84.26,45.73,100,86.84,-,-,0.7,Alto,-,612,72,1990
21,Puebla,21206,Zacapala,3915,-,22.57,53.64,23.16,2.88,32.43,51.58,27.01,100,83.89,-,-,0.708,Alto,-,581,59,2005
21,Puebla,21200, Xochiapulco                                      ,3911,-,12.23,40.39,3.94,8.47,13.56,47.61,33.45,100,71.08,-,-,0.61,Alto,34.563,668,-,2010
21,Puebla,21027,Caltepec,3886,-,13.05,41.22,4.71,5.42,8.29,37.41,5.84,100,86.76,-,-,0.727,Alto,-,545,63,2015
21,Puebla,21200,Xochiapulco,3873,-,16.92,44.04,6.13,7.72,22.21,57.67,40.28,100,80.45,-,-,0.52,Alto,-,715,75,2005
21,Puebla,21079,Huitziltepec,3856,-,10.22,49.18,46.63,6.07,7.69,71.45,29.71,100,86.47,-,-,-0.262,Medio,-,1429,176,1990
21,Puebla,21173,Teteles de Avila Castillo,3855,-,10.1,27.69,22.89,13.54,10.08,62.82,28.77,100,72.34,-,-,-0.811,Bajo,-,1847,204,1990
21,Puebla,21127,San Jer�nimo Xayacatl�n,3843,-,23.17,48.13,11.36,2.46,29.7,48.28,18.94,100,81.5,-,-,0.416,Alto,-,799,88,2005
21,Puebla,21123,San Felipe Tepatl�n,3838,-,28.67,49.97,0.81,3.23,5.03,44.4,27.05,100,82.19,-,-,1.532,Muy alto,-,167,12,2015
21,Puebla,21120,San Antonio Ca�ada,3833,649,41.06,-,-,21.33,48.89,-,-,-,-,91.26,-,1.385,Muy alto,-,241,-,1995
21,Puebla,21029,Caxhuacan,3814,-,30.77,44.77,3.17,8.78,4.47,61.8,17.07,100,81.05,-,-,0.516,Alto,-,717,76,2005
21,Puebla,21215,Zongozotla,3804,744,38.56,-,-,3.72,2.13,-,-,-,-,28.2,-,0.226,Medio,-,960,-,1995
21,Puebla,21007,Ahuatl�n,3795,-,28.76,63.81,-,3.68,31.54,63.86,28.03,100,90.72,-,67.41,0.995,Alto,-,425,43,2000
21,Puebla,21029, Caxhuacan                                        ,3791,-,27.13,40.86,1.5,4.41,0.61,52.47,14.51,100,75.19,-,-,0.575,Alto,34.169,698,-,2010
21,Puebla,21127,San Jer�nimo Xayacatl�n,3786,-,32.91,67.57,89.17,31.49,71.35,61.36,42.22,100,91.26,-,-,0.886,Alto,-,488,60,1990
21,Puebla,21127, San Jer�nimo Xayacatl�n                          ,3777,-,18.56,44.11,11.13,3.38,19.85,40.38,9.74,100,81.03,-,-,0.516,Alto,33.501,745,-,2010
21,Puebla,21101,Nauzontla,3734,-,25.88,64.84,48.77,22.71,53.11,73.91,46.57,100,88.1,-,-,0.54,Alto,-,735,87,1990
21,Puebla,21018, Atexcal                                          ,3734,-,13.43,40.27,11.15,3.27,8.82,46.89,22.52,100,83.83,-,-,0.546,Alto,33.84,723,-,2010
21,Puebla,21018,Atexcal,3732,-,18.3,58.29,-,6.26,8.59,53.08,47.09,100,88.31,-,25.15,0.381,Alto,-,863,102,2000
21,Puebla,21130,San Juan Atenco,3715,802,17.4,-,-,1.7,1.16,-,-,-,-,66.38,-,-0.303,Medio,-,1441,-,1995
21,Puebla,21141,San Pedro Yeloixtlahuaca,3711,-,20.9,50.26,-,6.58,9.23,58.04,15.51,100,76.17,-,15.7,0.001,Alto,-,1198,138,2000
21,Puebla,21130,San Juan Atenco,3708,-,15.43,50.13,-,3.2,0.03,53.68,17.57,100,90.61,-,4.26,-0.137,Medio,-,1313,154,2000
21,Puebla,21159,Teopantl�n,3707,-,37.72,57.87,1.67,0.92,4.43,32.63,16.87,100,87.99,-,-,1.475,Muy alto,-,187,14,2015
21,Puebla,21081, Ixcamilpa de Guerrero                            ,3695,-,25.37,46.54,22.44,2.07,31.86,44.7,9.44,100,80.4,-,-,0.914,Alto,38.001,457,-,2010
21,Puebla,21042,Cuayuca De Andrade,3694,763,25.59,-,-,6.79,29.29,-,-,-,-,94.61,-,0.383,Alto,-,835,-,1995
21,Puebla,21018,Atexcal,3679,-,11.42,33.21,5.74,2.17,5.44,35.24,16.17,100,69.92,-,-,0.425,Alto,-,779,93,2015
21,Puebla,21182,Tlanepantla,3638,598,9.54,-,-,1.13,11.04,-,-,-,-,31.12,-,-0.308,Medio,-,1446,-,1995
21,Puebla,21029,Caxhuacan,3637,-,24.69,37.57,0.96,1.76,1.13,44.58,7.27,100,69.68,-,-,0.645,Alto,-,612,74,2015
21,Puebla,21081,Ixcamilpa de Guerrero,3635,-,20.74,42.75,16.46,3.66,29.69,38.81,12.53,100,64.3,-,-,1.19,Alto,-,301,25,2015
21,Puebla,21018,Atexcal,3624,-,16.35,47.27,7.79,3.96,7.81,52.95,30.16,100,83.94,-,-,0.316,Alto,-,892,106,2005
21,Puebla,21101,Nauzontla,3617,-,19.91,52.83,-,7.32,22.34,68.64,41.58,100,87.17,-,13.65,0.475,Alto,-,786,91,2000
21,Puebla,21081,Ixcamilpa de Guerrero,3602,-,29.25,55.76,34.73,2.11,33.55,52.49,22.96,100,70.9,-,-,0.782,Alto,-,536,50,2005
21,Puebla,21101, Nauzontla                                        ,3598,-,13.84,41.15,4.82,4.91,6.96,52.02,10.79,100,79.95,-,-,0.398,Alto,32.173,847,-,2010
21,Puebla,21031,Coatzingo,3564,-,27.21,64.47,-,5.51,25.78,49.67,31.97,100,90.75,-,41.1,0.662,Alto,-,634,73,2000
21,Puebla,21139, San Pablo Anicano                                ,3554,-,14.49,36.17,5.96,2.23,16.7,47.12,10.03,100,59.95,-,-,0.099,Medio,28.791,1113,-,2010
21,Puebla,21160,Teotlalco,3549,-,19.4,48.42,-,7.41,19.85,50.07,23.31,100,81.55,-,33.61,0.167,Alto,-,1042,121,2000
21,Puebla,21139,San Pablo Anicano,3534,-,15.09,31.99,3.48,0.74,14.35,40.65,6.44,100,63.47,-,-,0.334,Alto,-,859,105,2015
21,Puebla,21171,Tepeyahualco de Cuauht�moc,3534,-,3.91,18.22,1.84,0.4,0.96,38.94,2.93,100,65.64,-,-,-0.402,Medio,-,1528,183,2015
21,Puebla,21029,Caxhuacan,3501,701,43.43,-,-,29.28,37.2,-,-,-,-,45.74,-,1.049,Muy alto,-,403,-,1995
21,Puebla,21141,San Pedro Yeloixtlahuaca,3490,752,24.81,-,-,11.29,18.77,-,-,-,-,44.5,-,-0.081,Medio,-,1251,-,1995
21,Puebla,21139,San Pablo Anicano,3472,715,25.93,-,-,6.54,38.54,-,-,-,-,57.2,-,0.181,Medio,-,1014,-,1995
21,Puebla,21162,Tepango de Rodr�guez,3466,-,55.95,82.56,61.28,33.9,47.11,61.95,86.55,100,88.22,-,-,1.232,Muy alto,-,295,31,1990
21,Puebla,21101,Nauzontla,3448,722,23.3,-,-,11.31,42.16,-,-,-,-,67.72,-,0.533,Alto,-,716,-,1995
21,Puebla,21101,Nauzontla,3443,-,19.08,48.44,8.28,4.31,15.6,60.53,16.82,100,82.85,-,-,0.407,Alto,-,806,90,2005
21,Puebla,21139,San Pablo Anicano,3441,-,22.54,51.74,-,7.42,34.84,59.29,20.66,100,77.36,-,17.26,0.265,Alto,-,959,111,2000
21,Puebla,21127,San Jer�nimo Xayacatl�n,3441,-,14.95,38.35,5.9,0.52,21.39,31.4,6.81,100,68.52,-,-,0.452,Alto,-,758,88,2015
21,Puebla,21029,Caxhuacan,3425,-,49.35,68.52,74.87,29.91,8.36,77.78,72.71,100,89.23,-,-,0.999,Alto,-,427,48,1990
21,Puebla,21130, San Juan Atenco                                  ,3416,-,12.02,37.64,0.85,1.41,0.76,45.61,7.68,100,81.79,-,-,0.048,Medio,28.217,1153,-,2010
21,Puebla,21007, Ahuatl�n                                         ,3403,-,21.9,49.04,28.46,3.04,37.72,48.37,4.16,100,72.01,-,-,0.907,Alto,37.925,463,-,2010
21,Puebla,21007,Ahuatl�n,3402,-,25.26,53.65,48.33,1.79,17.94,59.67,23.84,100,86.23,-,-,0.916,Alto,-,462,40,2005
21,Puebla,21141, San Pedro Yeloixtlahuaca                         ,3395,-,15.08,38.8,3.98,1.69,8.08,42.94,7.66,100,63.29,-,-,0.006,Medio,27.738,1192,-,2010
21,Puebla,21215,Zongozotla,3377,-,44.51,66.22,46.87,14.41,5.41,62.39,72.35,100,93.85,-,-,0.522,Alto,-,751,92,1990
21,Puebla,21031,Coatzingo,3375,-,32.04,76.85,48.09,16.15,50.42,60.11,35.59,100,64.77,-,-,0.204,Alto,-,1029,123,1990
21,Puebla,21007,Ahuatl�n,3374,-,35.28,76.99,78.68,17.88,79.26,77.13,43.01,100,74.88,-,-,0.925,Alto,-,465,55,1990
21,Puebla,21130,San Juan Atenco,3366,-,19.71,60.24,18.15,6.89,7.5,61.1,24.84,100,86.01,-,-,-0.373,Medio,-,1530,188,1990
21,Puebla,21171, Tepeyahualco de Cuauht�moc                       ,3365,-,5.09,21.64,3.66,0.95,1.1,53.21,5.77,100,60.79,-,-,-0.438,Medio,22.728,1576,-,2010
21,Puebla,21130,San Juan Atenco,3362,-,9.89,35.14,1.22,1.07,2.05,38.06,5.21,100,61.34,-,-,0.032,Medio,-,1142,141,2015
21,Puebla,21200,Xochiapulco,3357,-,12.69,35.03,1.13,5.49,5.42,35.05,9.33,100,76.49,-,-,0.471,Alto,-,749,86,2015
21,Puebla,21162,Tepango De Rodr�guez,3337,662,53.1,-,-,31.52,30.26,-,-,-,-,87.31,-,1.344,Muy alto,-,259,-,1995
21,Puebla,21139,San Pablo Anicano,3332,-,19.07,42.67,11.42,1.88,16.05,56.46,19.85,100,73.53,-,-,0.211,Alto,-,1005,119,2005
21,Puebla,21141,San Pedro Yeloixtlahuaca,3320,-,14.75,32.54,3.84,1.9,6.62,36.08,3.53,100,66.45,-,-,0.204,Alto,-,988,126,2015
21,Puebla,21130,San Juan Atenco,3315,-,16.47,44.42,2.24,2.01,1.47,51.16,13.2,100,86.12,-,-,0.041,Alto,-,1156,140,2005
21,Puebla,21201,Xochiltepec,3301,-,14.61,43.52,0.33,0.3,0.91,37.85,12.6,100,73.02,-,-,0.478,Alto,-,742,84,2015
21,Puebla,21007,Ahuatl�n,3296,609,31.46,-,-,4.73,71.75,-,-,-,-,87.32,-,0.962,Muy alto,-,450,-,1995
21,Puebla,21101,Nauzontla,3294,-,11.17,35.49,2.03,2.34,5.2,42.32,5.65,100,71.15,-,-,0.326,Alto,-,865,107,2015
21,Puebla,21201,Xochiltepec,3279,-,18.41,63.26,-,1.7,0,65.19,40.83,100,92.36,-,30.45,0.506,Alto,-,761,85,2000
21,Puebla,21018,Atexcal,3259,-,24.64,71.18,61.91,31.44,36.79,60.69,52.57,100,91.83,-,-,0.551,Alto,-,722,83,1990
21,Puebla,21141,San Pedro Yeloixtlahuaca,3247,-,24.41,57.22,46.8,18.88,37.94,68.37,40.19,100,74.9,-,-,0.102,Alto,-,1109,136,1990
21,Puebla,21141,San Pedro Yeloixtlahuaca,3224,-,22.15,45.03,10.59,4.45,7.01,49.94,15.38,100,72.4,-,-,0.15,Alto,-,1064,128,2005
21,Puebla,21042,Cuayuca de Andrade,3221,-,24.03,50.08,30.2,4.09,37.21,46.91,22.28,100,74.25,-,-,0.606,Alto,-,645,68,2005
21,Puebla,21120,San Antonio Ca�ada,3208,-,45.38,83.98,85.23,22.16,45.1,84.83,70.52,100,84.48,-,-,1.336,Muy alto,-,250,27,1990
21,Puebla,21160,Teotlalco,3196,-,23.15,61.68,41.08,8.83,32.17,62.54,27.28,100,84.52,-,-,-0.033,Medio,-,1220,153,1990
21,Puebla,21201, Xochiltepec                                      ,3187,-,15.45,49.13,2.34,0.39,0.32,50.55,14.55,100,71.17,-,-,0.328,Medio,31.378,910,-,2010
21,Puebla,21007,Ahuatl�n,3186,-,18.82,46.22,13,0.66,11.99,40.12,2.48,100,77.15,-,-,0.807,Alto,-,487,53,2015
21,Puebla,21031,Coatzingo,3164,719,32.85,-,-,7.9,25.85,-,-,-,-,55.44,-,0.144,Medio,-,1043,-,1995
21,Puebla,21042,Cuayuca de Andrade,3163,-,16.04,38.89,6.36,4.43,28.58,35.33,10.06,100,79.62,-,-,0.941,Alto,-,423,44,2015
21,Puebla,21182,Tlanepantla,3149,-,16.23,45.53,62.13,4.75,47.42,79.91,41.92,100,78.92,-,-,0.147,Alto,-,1076,131,1990
21,Puebla,21005,Acteopan,3149,601,34.04,-,-,0.48,100,-,-,-,-,100,-,1.314,Muy alto,-,273,-,1995
21,Puebla,21201,Xochiltepec,3145,607,18.93,-,-,0.92,1.3,-,-,-,-,71.76,-,0.191,Medio,-,999,-,1995
21,Puebla,21160,Teotlalco,3135,-,13.07,32.89,6.32,0.74,7.56,30.88,8.47,100,78,-,-,0.3,Alto,-,897,112,2015
21,Puebla,21201,Xochiltepec,3124,-,21.8,72.89,60.25,4.4,62.6,77.3,49.92,100,76.01,-,-,0.524,Alto,-,750,91,1990
21,Puebla,21160, Teotlalco                                        ,3121,-,14.43,37.27,7.64,2.93,20.36,39.65,11.61,100,72.74,-,-,0.222,Medio,30.18,991,-,2010
21,Puebla,21031,Coatzingo,3105,-,26.8,57.84,23.22,3.68,12.63,45.34,16.8,100,86.26,-,-,0.592,Alto,-,656,69,2005
21,Puebla,21160,Teotlalco,3076,621,17.65,-,-,4.28,21.38,-,-,-,-,84.85,-,-0.047,Medio,-,1217,-,1995
21,Puebla,21005,Acteopan,3074,-,34.09,65.44,-,1.91,77.29,69.25,54.08,100,87.35,-,70.65,1.549,Muy alto,-,180,18,2000
21,Puebla,21139,San Pablo Anicano,3071,-,31.3,65.59,51.08,21.16,51.23,67.54,44.41,100,80.99,-,-,0.44,Alto,-,814,96,1990
21,Puebla,21042, Cuayuca de Andrade                               ,3062,-,19.38,42.8,17.46,5.38,49.12,39.19,17.33,100,71.33,-,-,0.818,Alto,36.911,515,-,2010
21,Puebla,21201,Xochiltepec,3041,-,14.23,55,9.87,0.99,0.39,56.36,28.38,100,87.79,-,-,0.364,Alto,-,854,97,2005
21,Puebla,21080,Atlequizayan,3039,-,35.69,55.89,17.86,7.59,38.65,71.79,26.38,100,85.75,-,-,1.27,Muy alto,-,274,22,2005
21,Puebla,21018,Atexcal,3026,700,17.64,-,-,5.33,16.04,-,-,-,-,60.95,-,0.048,Medio,-,1148,-,1995
21,Puebla,21005,Acteopan,2989,-,21.57,39.79,24.11,1.07,33.52,51.55,18.96,100,87.71,-,-,1.755,Muy alto,-,109,7,2015
21,Puebla,21171,Tepeyahualco de Cuauht�moc,2976,-,6.35,25.59,7,0.44,1.05,61.92,13.99,100,79.13,-,-,-0.296,Medio,-,1463,176,2005
21,Puebla,21160,Teotlalco,2971,-,18.17,43.04,20.38,3.94,15.67,46.04,18.73,100,77.51,-,-,0.205,Alto,-,1014,122,2005
21,Puebla,21031, Coatzingo                                        ,2964,-,21.84,51.61,13.45,2.31,3.33,36.14,10.87,100,76.59,-,-,0.496,Alto,33.281,762,-,2010
21,Puebla,21216,Zoquiapan,2951,603,44.63,-,-,32.26,64.84,-,-,-,-,85.65,-,1.606,Muy alto,-,164,-,1995
21,Puebla,21031,Coatzingo,2951,-,19.88,43.74,6.31,1.19,3.15,37.04,7.81,100,77.89,-,-,0.686,Alto,-,576,67,2015
21,Puebla,21216,Zoquiapan,2949,-,37.7,68.97,-,17.54,12.68,64.09,71.94,100,94.61,-,21.37,1.229,Muy alto,-,294,27,2000
21,Puebla,21005,Acteopan,2914,-,31.26,53.08,54.14,2.45,71.86,64.89,42.17,100,83.03,-,-,1.568,Muy alto,-,166,11,2005
21,Puebla,21005, Acteopan                                         ,2881,-,25.29,48.77,38.33,2.96,75.17,52.76,14.81,100,91.01,-,-,1.717,Muy alto,47.075,123,-,2010
21,Puebla,21171,Tepeyahualco De Cuauht�moc,2864,-,8.35,31.08,-,1.33,1.24,65.45,23.11,100,83.25,-,14.01,-0.305,Medio,-,1471,176,2000
21,Puebla,21080, Atlequizayan                                     ,2833,-,30.1,50.03,7.91,7.09,2.83,58.54,4.17,100,83.94,-,-,0.942,Muy alto,38.319,438,-,2010
21,Puebla,21096,Mazapiltepec de Ju�rez,2826,-,5.76,21.74,1.42,1.88,0.92,45.22,1.73,100,67.29,-,-,-0.165,Medio,-,1312,162,2015
21,Puebla,21059,Chinantla,2810,-,25.73,55.19,-,5.49,18.25,44.2,15.15,100,74.49,-,32.22,0.109,Alto,-,1094,129,2000
21,Puebla,21080,Atlequizayan,2761,-,35.36,62.59,-,9.34,18.57,73.29,67.06,100,90.21,-,47.57,1.275,Muy alto,-,272,25,2000
21,Puebla,21005,Acteopan,2760,-,39.19,77.21,93.52,5.04,83.54,80.98,51.16,100,88.4,-,-,1.237,Muy alto,-,290,30,1990
21,Puebla,21216,Zoquiapan,2744,-,48.4,83.12,66.07,72.27,58.93,74.65,79.12,100,95.54,-,-,1.644,Muy alto,-,132,17,1990
21,Puebla,21171,Tepeyahualco De Cuauht�moc,2710,552,7.65,-,-,1.22,3.06,-,-,-,-,30.61,-,-0.42,Medio,-,1535,-,1995
21,Puebla,21216, Zoquiapan                                        ,2639,-,27.18,50.61,8.41,9.11,2.69,50.49,6.64,100,82.79,-,-,0.856,Alto,37.348,494,-,2010
21,Puebla,21096, Mazapiltepec de Ju�rez                           ,2633,-,7.93,28.68,1.71,1.26,1.71,54.26,3.35,100,71.01,-,-,-0.204,Medio,25.367,1375,-,2010
21,Puebla,21216,Zoquiapan,2625,-,36.98,59.3,15.34,10.58,4.96,61.31,41.63,100,89.92,-,-,1.19,Muy alto,-,308,26,2005
21,Puebla,21028,Camocuautla,2624,-,29.44,50.63,0.19,1.75,6.33,50.98,18.22,100,83.02,-,-,1.45,Muy alto,-,198,15,2015
21,Puebla,21009,Ahuehuetitla,2614,-,23.01,52.35,-,4.37,19.95,52.47,13.43,100,61.02,-,24.05,-0.07,Alto,-,1262,148,2000
21,Puebla,21080,Atlequizayan,2562,-,28.78,45.55,1.6,3.12,1.8,39.94,4.92,100,73,-,-,0.854,Alto,-,462,49,2015
21,Puebla,21080,Atlequizayan,2531,524,42.85,-,-,0.36,0.63,-,-,-,-,99.05,-,0.946,Muy alto,-,461,-,1995
21,Puebla,21037,Coyotepec,2524,-,24.54,57.68,-,1.63,0,38.12,23.51,100,83.9,-,11.68,-0.083,Alto,-,1269,149,2000
21,Puebla,21009,Ahuehuetitla,2523,521,26.52,-,-,5.71,22.99,-,-,-,-,71.58,-,-0.126,Medio,-,1287,-,1995
