"date","time","size","version","os","country","ip_id"
"2020-04-24","20:31:48",81774920,"3.6.3","osx","US",31
"2020-04-24","20:32:02",87660273,"4.0.0","win","US",1727
"2020-04-24","20:31:55",81774920,"3.6.3","osx","US",31
"2020-04-24","20:31:56",87661300,"4.0.0","win","ES",1728
"2020-04-24","20:32:18",87665781,"4.0.0","win","UA",1729
"2020-04-24","20:32:20",87661144,"4.0.0","win",NA,3
"2020-04-24","20:32:12",87660561,"4.0.0","win","US",1730
"2020-04-24","20:32:12",87662766,"4.0.0","win","US",1730
"2020-04-24","20:32:13",88140837,"latest","osx","US",38
"2020-04-24","20:32:42",86429655,"3.6.3","win","HK",1731
"2020-04-24","20:32:53",81774917,"3.6.3","osx","US",14
"2020-04-24","20:33:09",1029362,"4.0.0","osx","CA",1732
"2020-04-24","20:33:21",87564167,"4.0.0","win","US",1733
"2020-04-24","20:33:27",87564167,"4.0.0","win","US",1734
"2020-04-24","20:33:14",87662114,"4.0.0","win","BR",1735
"2020-04-24","20:33:26",77351521,"3.4.4","osx","US",38
"2020-04-24","11:58:43",87564166,"4.0.0","win","US",1736
"2020-04-24","11:58:44",87660433,"4.0.0","win","IN",1737
"2020-04-24","11:58:42",87564157,"4.0.0","win","TW",1738
"2020-04-24","11:58:40",87662261,"4.0.0","win","DE",1739
"2020-04-24","11:58:34",87661857,"4.0.0","win","NL",509
"2020-04-24","11:58:51",87664764,"4.0.0","win",NA,3
"2020-04-24","11:58:48",18970004,"4.0.0","win","US",1740
"2020-04-24","11:58:47",87660712,"4.0.0","win",NA,3
"2020-04-24","11:59:06",87666462,"4.0.0","win","TR",1741
"2020-04-24","11:59:11",86515390,"3.6.2","win",NA,3
"2020-04-24","11:59:07",81774915,"3.6.3","osx","BY",1742
"2020-04-24","11:59:14",87663799,"4.0.0","win",NA,3
"2020-04-24","11:59:28",87564166,"4.0.0","win","CN",1743
"2020-04-24","11:59:41",81774921,"3.6.3","osx","US",14
"2020-04-24","11:59:43",87603758,"devel","win","US",1744
"2020-04-24","11:59:45",87564167,"4.0.0","win","CL",1745
"2020-04-24","11:59:53",86429665,"3.6.3","win","US",1746
"2020-04-24","11:59:57",87564163,"4.0.0","win","US",1747
"2020-04-24","11:59:53",81135311,"latest","osx","US",38
"2020-04-24","11:59:51",2690303,"4.0.0","win","US",1748
"2020-04-24","11:59:58",87673853,"4.0.0","win","CN",1749
"2020-04-24","11:59:52",87660416,"4.0.0","win","IN",1750
"2020-04-24","11:59:46",18750691,"3.6.3","win","NL",1751
"2020-04-24","07:00:25",86532401,"3.6.3","win","US",4
"2020-04-24","07:00:54",86524634,"3.6.3","win","CN",1752
"2020-04-24","07:00:47",86544561,"3.6.3","win","TH",1753
"2020-04-24","07:00:53",86524615,"3.6.3","win","SG",1754
"2020-04-24","07:01:10",86525202,"3.6.3","win","HK",1755
"2020-04-24","07:00:58",1114455,"3.6.3","win","JP",1756
"2020-04-24","07:01:14",21288492,"3.6.3","win","JP",1756
"2020-04-24","07:01:24",86429666,"3.6.3","win","JP",1757
"2020-04-24","07:01:22",86525656,"3.6.3","win","US",1758
"2020-04-24","07:01:40",86429670,"3.6.3","win","JP",1759
"2020-04-24","07:01:53",86429655,"3.6.3","win","US",1760
"2020-04-24","07:01:54",81774920,"3.6.3","osx","US",14
"2020-04-24","07:02:05",86527783,"3.6.3","win","US",1761
"2020-04-24","07:02:20",81774920,"3.6.3","osx","US",14
"2020-04-24","07:02:28",81774920,"3.6.3","osx","US",14
"2020-04-24","07:02:24",11216095,"3.6.3","win","CN",1219
"2020-04-24","07:02:30",86525641,"3.6.3","win","DE",1762
"2020-04-24","07:02:42",81774920,"3.6.3","osx","US",14
"2020-04-24","07:02:49",1058508,"3.6.3","win","CN",1226
"2020-04-24","07:02:53",1057605,"3.6.3","win","CN",1226
"2020-04-24","07:02:52",1031469,"3.6.3","win","CN",1226
"2020-04-24","07:03:02",81135620,"latest","osx","US",38
"2020-04-24","07:03:11",81774920,"3.6.3","osx","US",14
"2020-04-24","07:03:08",86429670,"3.6.3","win","AU",1763
"2020-04-24","07:03:22",81045836,"latest","osx","US",38
"2020-04-24","07:03:12",87658926,"4.0.0rc","win",NA,3
"2020-04-24","07:03:20",81774920,"3.6.3","osx","US",14
"2020-04-24","07:03:28",86524949,"3.6.3","win","TW",1764
"2020-04-24","16:33:33",87667391,"4.0.0","win","US",1765
"2020-04-24","16:33:46",86429665,"3.6.3","win","HK",1766
"2020-04-24","16:33:54",87660904,"4.0.0","win","US",1767
"2020-04-24","16:34:00",81774918,"3.6.3","osx","US",14
"2020-04-24","16:33:54",81774917,"3.6.3","osx","US",14
"2020-04-24","16:34:07",1058974,"3.6.3","win","IL",1768
"2020-04-24","16:34:13",87664853,"4.0.0","win",NA,3
"2020-04-24","16:34:14",87663908,"4.0.0","win","US",1769
"2020-04-24","16:34:19",24159726,"4.0.0rc","win","CN",1770
"2020-04-24","16:34:07",81774919,"3.6.3","osx","US",14
"2020-04-24","16:34:22",81148161,"3.6.3.nn","osx",NA,3
"2020-04-24","16:34:28",87660479,"4.0.0","win",NA,3
"2020-04-24","16:34:27",87666078,"4.0.0","win","RS",1771
"2020-04-24","16:34:34",15258311,"3.6.2","osx",NA,3
"2020-04-24","16:34:38",87661190,"4.0.0","win","US",1772
"2020-04-24","16:34:40",86429661,"3.6.3","win","IL",1768
"2020-04-24","16:35:05",87661506,"4.0.0","win","CA",1773
"2020-04-24","16:35:05",87661550,"4.0.0","win",NA,3
"2020-04-24","16:35:12",87661011,"4.0.0","win",NA,3
"2020-04-24","16:35:21",87660683,"4.0.0","win","MX",1774
"2020-04-24","16:36:14",87564156,"4.0.0","win","US",1775
"2020-04-24","16:36:13",87564156,"4.0.0","win",NA,3
"2020-04-24","16:36:13",87661083,"4.0.0","win","HK",1776
"2020-04-24","16:36:17",1068145,"4.0.0","src","CN",1777
"2020-04-24","16:36:39",87564166,"4.0.0","win","CA",1778
"2020-04-24","16:36:37",87564166,"4.0.0","win","ES",1779
"2020-04-24","16:36:08",87661136,"4.0.0","win","US",1780
"2020-04-24","16:37:15",87661277,"4.0.0","win","MX",1781
"2020-04-24","16:37:12",81149865,"3.6.3.nn","osx","CA",1782
"2020-04-24","16:37:07",33210965,"4.0.0","src","CN",1777
"2020-04-24","16:37:22",87664153,"4.0.0","win","CA",1783
"2020-04-24","16:37:24",81141167,"3.6.2","osx","CO",1784
"2020-04-24","16:37:34",81864885,"3.6.3","osx","FI",1095
"2020-04-24","16:37:46",87663837,"4.0.0","win","US",1785
"2020-04-24","16:37:53",87701986,"devel","win","US",35
"2020-04-24","16:37:46",74973776,"3.3.3","osx",NA,3
"2020-04-24","16:37:57",87661964,"4.0.0","win","TR",1786
"2020-04-24","16:37:48",81871108,"3.6.3","osx","US",1787
"2020-04-24","16:37:55",12603882,"4.0.0","win",NA,3
"2020-04-24","16:38:06",87564156,"4.0.0","win","CA",1788
"2020-04-24","16:38:04",87564167,"4.0.0","win","US",997
"2020-04-24","16:38:07",87564163,"4.0.0","win","US",1789
"2020-04-24","16:38:09",1058452,"3.6.3","osx","US",1790
"2020-04-24","16:38:22",87662684,"4.0.0","win","US",1791
"2020-04-24","16:38:24",81884433,"3.6.3","osx","US",1790
"2020-04-24","16:38:34",87675296,"4.0.0","win",NA,3
"2020-04-24","21:33:44",88141759,"4.0.0","osx",NA,3
"2020-04-24","21:34:11",81774920,"3.6.3","osx","US",14
"2020-04-24","21:34:04",87661317,"4.0.0","win",NA,3
"2020-04-24","21:34:10",81774920,"3.6.3","osx","US",14
"2020-04-24","21:34:11",87660282,"4.0.0","win","US",1792
"2020-04-24","21:34:17",86429665,"3.6.3","win","US",1793
"2020-04-24","21:34:19",81774920,"3.6.3","osx","US",14
"2020-04-24","21:34:20",86429665,"3.6.3","win","US",1794
"2020-04-24","21:34:19",86429655,"3.6.3","win","HK",1795
"2020-04-24","21:34:28",87564162,"4.0.0","win",NA,3
"2020-04-24","21:34:44",87564165,"4.0.0","win","BE",1435
"2020-04-24","21:34:51",33174492,"4.0.0","src","US",1796
"2020-04-24","21:34:41",87662846,"4.0.0","win","US",1797
"2020-04-24","21:34:52",87564155,"4.0.0","win","IE",1798
"2020-04-24","21:34:46",88140700,"4.0.0","osx",NA,3
"2020-04-24","21:35:40",87564167,"4.0.0","win",NA,3
"2020-04-24","21:35:51",81148723,"3.6.3.nn","osx","US",1167
"2020-04-24","21:35:54",87660607,"4.0.0","win","MX",1799
"2020-04-24","21:35:56",88140718,"4.0.0","osx","CR",1800
"2020-04-24","21:35:54",87668437,"4.0.0","win","DE",1801
"2020-04-24","21:36:19",88140241,"4.0.0","osx",NA,3
"2020-04-24","21:36:18",87666187,"4.0.0patched","win","US",4
"2020-04-24","21:36:19",87666123,"4.0.0","win","US",1802
"2020-04-24","21:36:18",87662398,"4.0.0patched","win","US",4
"2020-04-24","21:36:29",87660462,"4.0.0","win",NA,3
"2020-04-24","21:36:38",82819535,"3.5.3","win","US",4
"2020-04-24","21:36:45",87662621,"4.0.0","win","MX",1803
"2020-04-24","21:36:58",88141200,"4.0.0","osx",NA,3
"2020-04-24","21:37:00",87667193,"4.0.0","win","BB",1804
"2020-04-24","21:37:06",87564167,"4.0.0","win",NA,3
"2020-04-24","21:37:18",87564156,"4.0.0","win","CA",1805
"2020-04-24","21:37:02",88140746,"4.0.0","osx","US",1806
"2020-04-24","21:37:18",33211494,"4.0.0","src","KR",1807
"2020-04-24","21:37:26",88140051,"4.0.0","osx","US",1808
"2020-04-24","21:37:43",86429665,"3.6.3","win","US",1809
"2020-04-24","21:37:46",87564167,"4.0.0","win",NA,3
"2020-04-24","21:37:48",87564167,"4.0.0","win","CA",1810
"2020-04-24","21:37:44",33174488,"4.0.0","src","NL",1811
"2020-04-24","21:38:02",81774920,"3.6.3","osx","US",14
"2020-04-24","21:38:03",1049286,"4.0.0","win","MX",1812
"2020-04-24","21:38:11",87564157,"4.0.0","win","US",1813
"2020-04-24","21:38:19",87663297,"4.0.0","win","US",1814
"2020-04-24","21:38:17",88140744,"4.0.0","osx",NA,3
"2020-04-24","06:24:01",1008517,"3.6.3","win","CN",1304
"2020-04-24","06:24:07",16262639,"3.6.3","osx",NA,3
"2020-04-24","06:24:38",86524515,"3.6.3","win","DE",1815
"2020-04-24","06:25:10",86527918,"3.6.3","win",NA,3
"2020-04-24","06:25:24",86524955,"3.6.3","win","KR",1816
"2020-04-24","06:26:11",86429669,"3.6.3","win","US",1817
"2020-04-24","06:27:12",81865873,"3.6.3","osx",NA,3
"2020-04-24","06:27:16",81774920,"3.6.3","osx","US",14
"2020-04-24","06:27:21",81774920,"3.6.3","osx","US",14
"2020-04-24","06:27:26",86429664,"3.6.3","win","ZA",1818
"2020-04-24","06:27:33",1029043,"3.6.3","win","CN",1819
"2020-04-24","06:27:30",86533093,"3.6.3","win",NA,3
"2020-04-24","06:27:37",81143685,"latest","osx","US",38
"2020-04-24","03:54:05",86569760,"3.6.3","win","CA",1820
"2020-04-24","03:53:57",86525115,"3.6.3","win","AU",1821
"2020-04-24","03:55:30",67730849,"3.0.1","osx","US",1044
"2020-04-24","03:56:29",86524679,"3.6.3","win","US",1822
"2020-04-24","03:56:54",86530889,"3.6.3","win","TT",1823
"2020-04-24","03:57:08",86535916,"3.6.3","win","SV",1824
"2020-04-24","03:58:16",86429660,"3.6.3","win",NA,3
"2020-04-24","03:58:12",101526,"3.6.3","osx","AT",1825
"2020-04-24","09:18:32",86526783,"3.6.3","win","CN",1826
"2020-04-24","09:18:36",81136241,"3.6.2","osx",NA,3
"2020-04-24","09:18:41",86524540,"3.6.3","win","ZA",1827
"2020-04-24","09:18:47",86597889,"3.6.3patched","win","US",35
"2020-04-24","09:19:03",540,"3.6.3","win","CN",1828
"2020-04-24","09:19:01",1064591,"3.6.3","win","CN",1828
"2020-04-24","09:19:11",86527029,"3.6.3","win","TW",1829
"2020-04-24","09:19:10",6299446,"3.5.1","win","CN",1830
"2020-04-24","09:19:19",86429661,"3.6.3","win","HK",1831
"2020-04-24","09:19:08",12604501,"3.6.3","osx","ES",1832
"2020-04-24","09:19:25",30463550,"3.6.1","src","US",1833
"2020-04-24","09:19:32",33219734,"4.0.0","src",NA,3
"2020-04-24","09:19:47",86525157,"3.6.3","win","MK",1834
"2020-04-24","09:19:51",86524970,"3.6.3","win","FI",1835
"2020-04-24","09:19:57",86527287,"3.6.3","win","LU",1836
"2020-04-24","09:19:54",86597882,"3.6.3patched","win","US",100
"2020-04-24","09:20:00",86524524,"3.6.3","win","DE",1837
"2020-04-24","09:19:57",86525857,"3.6.3","win","ID",1838
"2020-04-24","09:20:10",33215250,"4.0.0","src","US",1839
"2020-04-24","09:20:10",42001640,"3.6.3","osx",NA,3
"2020-04-24","09:20:14",81864640,"3.6.3","osx",NA,3
"2020-04-24","09:20:09",86429670,"3.6.3","win",NA,3
"2020-04-24","09:20:09",6972226,"3.6.3","win",NA,3
"2020-04-24","09:20:38",86537478,"3.6.3","win","JP",1840
"2020-04-24","09:20:35",65588058,"3.2.5","win","US",1267
"2020-04-24","09:20:48",81774921,"3.6.3","osx","US",14
"2020-04-24","09:20:55",86597901,"3.6.3patched","win","US",35
"2020-04-24","09:21:09",86429660,"3.6.3","win","GB",1841
"2020-04-24","09:21:36",86529413,"3.6.3","win","NL",1842
"2020-04-24","09:21:49",86597898,"3.6.3patched","win","US",35
"2020-04-24","09:21:52",33211079,"4.0.0","src",NA,3
"2020-04-24","09:22:00",86527911,"3.6.3","win",NA,3
"2020-04-24","09:21:58",81870870,"3.6.3","osx","SN",1843
"2020-04-24","09:21:53",86526450,"3.6.3","win","JP",1844
"2020-04-24","09:22:00",86597934,"3.6.3patched","win","US",100
"2020-04-24","09:22:17",81864795,"3.6.3","osx",NA,3
"2020-04-24","09:22:35",86429660,"3.6.3","win","CN",1845
"2020-04-24","09:22:26",86525553,"3.6.3","win",NA,3
"2020-04-24","09:22:30",5690182,"3.6.3","win","ID",1846
"2020-04-24","09:22:38",86524462,"3.6.3","win",NA,3
"2020-04-24","09:22:48",81774921,"3.6.3","osx","US",14
"2020-04-24","09:22:48",86429666,"3.6.3","win","US",1847
"2020-04-24","09:22:53",81774921,"3.6.3","osx","US",14
"2020-04-24","09:22:58",81864939,"3.6.3","osx","US",1848
"2020-04-24","09:23:07",81867052,"3.6.3","osx",NA,3
"2020-04-24","09:22:59",86429671,"3.6.3","win","HK",1849
"2020-04-24","09:23:17",86597881,"3.6.3patched","win","US",100
"2020-04-24","14:00:06",81134775,"3.6.2","osx","IL",1850
"2020-04-24","14:00:13",87662731,"4.0.0","win","GB",1851
"2020-04-24","14:00:11",87660407,"4.0.0","win",NA,3
"2020-04-24","14:00:25",87564156,"4.0.0","win",NA,3
"2020-04-24","14:00:14",87564165,"4.0.0","win","NL",1852
"2020-04-24","14:00:24",81774921,"3.6.3","osx","US",14
"2020-04-24","14:00:20",87661154,"4.0.0","win","GB",1853
"2020-04-24","14:00:23",87663648,"4.0.0","win","CN",1854
"2020-04-24","14:00:24",86429665,"3.6.3","win","US",1855
"2020-04-24","14:00:24",81774921,"3.6.3","osx","US",14
"2020-04-24","14:00:31",81774921,"3.6.3","osx","US",14
"2020-04-24","14:00:22",81774921,"3.6.3","osx","US",14
"2020-04-24","14:00:21",13054542,"4.0.0","win",NA,3
"2020-04-24","14:00:48",81774921,"3.6.3","osx","US",14
"2020-04-24","14:00:39",81774921,"3.6.3","osx","US",14
"2020-04-24","14:00:38",12501900,"4.0.0","win","DE",1856
"2020-04-24","14:00:51",12612539,"4.0.0","win","NG",1857
"2020-04-24","14:00:48",1408872,"4.0.0","win","CN",1858
"2020-04-24","14:00:05",87660345,"4.0.0","win","PL",1859
"2020-04-24","14:00:59",87660454,"4.0.0","win",NA,3
"2020-04-24","14:01:05",87564166,"4.0.0","win","NO",1860
"2020-04-24","14:01:03",81864703,"3.6.3","osx","US",1861
"2020-04-24","14:00:45",87564156,"4.0.0","win",NA,3
"2020-04-24","14:00:51",87661524,"4.0.0","win","US",1632
"2020-04-24","14:01:27",16358567,"4.0.0","win","CN",1862
"2020-04-24","14:01:37",86429665,"3.6.3","win","US",1863
"2020-04-24","14:01:36",86429665,"3.6.3","win","US",1864
"2020-04-24","14:01:43",81774921,"3.6.3","osx","US",14
"2020-04-24","14:01:39",14674,"4.0.0","win","SE",248
"2020-04-24","14:01:37",87564154,"4.0.0","win","DE",1865
"2020-04-24","14:01:39",537,"4.0.0","win","SE",248
"2020-04-24","14:01:46",81774920,"3.6.3","osx","US",31
"2020-04-24","14:01:50",87660318,"4.0.0","win",NA,3
"2020-04-24","14:00:56",87564156,"4.0.0","win","PL",1866
"2020-04-24","14:01:49",87660221,"4.0.0","win","ID",1867
"2020-04-24","14:01:57",81774921,"3.6.3","osx","US",14
"2020-04-24","14:01:59",87564166,"4.0.0","win","US",1868
"2020-04-24","14:01:51",87663990,"4.0.0","win","CN",70
"2020-04-24","14:02:02",81774921,"3.6.3","osx","US",14
"2020-04-24","14:01:40",87667830,"4.0.0","win","US",1869
"2020-04-24","14:02:15",81774921,"3.6.3","osx","US",14
"2020-04-24","14:02:18",65993,"4.0.0","win","CN",1561
"2020-04-24","14:02:18",64536,"4.0.0","win","CN",1561
"2020-04-24","14:02:18",64535,"4.0.0","win","CN",1561
"2020-04-24","14:02:18",65993,"4.0.0","win","CN",1561
"2020-04-24","14:02:18",64535,"4.0.0","win","CN",1561
"2020-04-24","14:02:18",376,"4.0.0","win","CN",1561
"2020-04-24","14:02:29",33211310,"4.0.0","src","US",1870
"2020-04-24","14:01:27",86525652,"3.6.3","win","PL",1871
"2020-04-24","14:02:17",87564166,"4.0.0","win","NL",1872
"2020-04-24","14:02:28",5641986,"4.0.0","win","JP",1873
"2020-04-24","14:02:03",81866881,"3.6.3","osx","RU",1874
"2020-04-24","14:03:00",2426434,"4.0.0","win","US",1585
"2020-04-24","14:02:50",87660262,"4.0.0","win","ID",1875
"2020-04-24","14:03:00",81867022,"3.6.3","osx","DE",1876
"2020-04-24","14:02:59",1076202,"4.0.0","win","CN",1877
"2020-04-24","14:02:46",87564166,"4.0.0","win","DE",1878
"2020-04-24","14:03:02",81774921,"3.6.3","osx","US",14
"2020-04-24","14:02:57",86429665,"3.6.3","win","US",1879
"2020-04-24","14:03:11",87564167,"4.0.0","win","US",1563
"2020-04-24","14:03:01",81774921,"3.6.3","osx","US",14
"2020-04-24","14:03:00",81774921,"3.6.3","osx","US",14
"2020-04-24","14:03:28",87564166,"4.0.0","win",NA,3
"2020-04-24","14:03:30",1001392,"4.0.0","win","CN",65
"2020-04-24","17:03:37",82456228,"3.4.4","win","US",1880
"2020-04-24","17:03:55",81864837,"3.6.3","osx",NA,3
"2020-04-24","17:03:53",87564157,"4.0.0","win","RU",1881
"2020-04-24","17:03:57",87661956,"4.0.0","win",NA,3
"2020-04-24","17:04:11",18906506,"4.0.0","win",NA,3
"2020-04-24","17:04:02",261367,"4.0.0","win",NA,3
"2020-04-24","17:03:57",1051393,"3.6.3","osx","HK",1882
"2020-04-24","17:04:06",81866116,"3.6.3","osx","HK",1882
"2020-04-24","17:04:12",87564166,"4.0.0","win","US",1883
"2020-04-24","17:04:23",87668537,"4.0.0patched","win","US",11
"2020-04-24","17:04:18",2178715,"4.0.0","win","US",41
"2020-04-24","17:04:14",81865608,"3.6.3","osx",NA,3
"2020-04-24","17:04:29",87564166,"4.0.0","win","MX",340
"2020-04-24","17:04:26",81774918,"3.6.3","osx","US",14
"2020-04-24","17:04:21",81774917,"3.6.3","osx","US",14
"2020-04-24","17:04:36",12608093,"4.0.0","win",NA,3
"2020-04-24","17:04:33",81864799,"3.6.3","osx","GB",1884
"2020-04-24","17:04:58",87662367,"4.0.0","win","US",1885
"2020-04-24","17:05:09",74972179,"3.3.3","osx","DE",1886
"2020-04-24","17:05:04",87564166,"4.0.0","win",NA,3
"2020-04-24","17:05:11",87663458,"4.0.0","win",NA,3
"2020-04-24","17:05:20",81774919,"3.6.3","osx","US",14
"2020-04-24","17:05:21",81774919,"3.6.3","osx","US",14
"2020-04-24","17:05:24",81774919,"3.6.3","osx","US",14
"2020-04-24","17:05:22",87661109,"4.0.0","win",NA,3
"2020-04-24","17:05:33",33174482,"4.0.0","src","US",1887
"2020-04-24","17:05:33",33308726,"3.6.3","src","US",1887
"2020-04-24","17:05:31",30206520,"3.5.3","src","US",1887
"2020-04-24","17:05:31",73919019,"4.0.0","win","US",25
"2020-04-24","17:05:35",87660643,"4.0.0","win","DK",1888
"2020-04-24","17:05:52",87666715,"4.0.0patched","win","US",100
"2020-04-24","17:06:04",87663529,"4.0.0patched","win","US",11
"2020-04-24","17:06:09",87564166,"4.0.0","win","US",1889
"2020-04-24","17:06:11",87660371,"4.0.0","win","GB",1890
"2020-04-24","17:06:25",81774920,"3.6.3","osx","US",14
"2020-04-24","17:06:30",86429666,"3.6.3","win","US",1891
"2020-04-24","17:06:37",87564156,"4.0.0","win","US",1892
"2020-04-24","17:06:49",87564166,"4.0.0","win","US",41
"2020-04-24","17:06:36",87564167,"4.0.0","win","JP",1893
"2020-04-24","17:06:44",87662494,"4.0.0","win","PT",1894
"2020-04-24","17:07:10",81774920,"3.6.3","osx","US",14
"2020-04-24","17:07:02",87660850,"4.0.0","win","CH",1895
"2020-04-24","17:07:15",87564166,"4.0.0","win","US",1896
"2020-04-24","17:07:09",29853712,"3.3.0","src","TH",1897
"2020-04-24","17:07:28",81774920,"3.6.3","osx","US",14
"2020-04-24","17:07:18",87564166,"4.0.0","win","MX",340
"2020-04-24","17:07:15",87664184,"4.0.0","win","PL",1898
"2020-04-24","17:07:24",1057524,"4.0.0","src","US",1471
"2020-04-24","17:07:23",82819520,"3.5.3","win","US",1899
"2020-04-24","17:07:29",86429655,"3.6.3","win","US",1900
"2020-04-24","17:07:48",86429655,"3.6.3","win","US",1901
"2020-04-24","17:07:52",87666896,"4.0.0patched","win","US",100
"2020-04-24","17:07:49",81774920,"3.6.3","osx","US",14
"2020-04-24","17:07:53",17151279,"4.0.0","win","US",188
"2020-04-24","17:07:52",81864818,"3.6.3","osx","GB",1902
"2020-04-24","17:07:59",87660858,"4.0.0","win","US",1903
"2020-04-24","17:07:49",87660678,"4.0.0","win","UA",1904
"2020-04-24","17:08:11",81774920,"3.6.3","osx","US",14
"2020-04-24","17:08:13",87670392,"4.0.0","win",NA,3
"2020-04-24","17:08:13",87661620,"4.0.0","win","FR",1905
"2020-04-24","17:08:27",1048221,"4.0.0","win","MX",1906
"2020-04-24","17:08:26",81774920,"3.6.3","osx","US",14
"2020-04-24","17:08:23",81774920,"3.6.3","osx","US",14
"2020-04-24","17:08:32",87670354,"4.0.0","win","US",11
"2020-04-24","17:08:27",86429655,"3.6.3","win","US",1907
"2020-04-24","17:08:31",87661865,"4.0.0","win","ID",1908
"2020-04-24","23:28:43",87564167,"4.0.0","win","US",1909
"2020-04-24","23:28:47",87669318,"4.0.0patched","win","US",35
"2020-04-24","23:29:02",87660723,"4.0.0","win","US",1910
"2020-04-24","23:29:30",87661928,"4.0.0","win","US",1911
"2020-04-24","23:29:58",87669764,"4.0.0","win","US",100
"2020-04-24","23:30:15",87662351,"4.0.0","win",NA,3
"2020-04-24","23:30:22",87668319,"4.0.0","win","US",1912
"2020-04-24","23:31:02",87669823,"4.0.0","win","PE",1913
"2020-04-24","23:31:00",88140288,"4.0.0","osx",NA,3
"2020-04-24","23:31:05",87671593,"4.0.0","win","MX",1914
"2020-04-24","23:31:14",87660246,"4.0.0","win","BR",1915
"2020-04-24","23:31:09",87564157,"4.0.0","win","KR",1916
"2020-04-24","23:31:55",81774921,"3.6.3","osx","US",14
"2020-04-24","23:31:58",81774921,"3.6.3","osx","US",14
"2020-04-24","23:32:36",1051753,"4.0.0","osx","US",1917
"2020-04-24","23:32:43",87660310,"4.0.0","win","MA",1918
"2020-04-24","23:32:47",43632,"3.6.3.nn","osx","US",1919
"2020-04-24","23:33:24",88140815,"latest","osx","US",38
"2020-04-24","23:33:10",87668275,"4.0.0","win",NA,3
"2020-04-24","23:33:26",78200499,"3.5.3","osx","US",38
"2020-04-24","06:38:35",81168580,"3.6.3.nn","osx","IN",1920
"2020-04-24","06:38:34",86530887,"3.6.3","win","US",269
"2020-04-24","06:38:43",86525350,"3.6.3","win",NA,3
"2020-04-24","06:38:49",81774921,"3.6.3","osx","US",14
"2020-04-24","06:38:59",25057655,"3.6.3","osx","BD",1921
"2020-04-24","06:39:33",81865198,"3.6.3","osx","JP",1922
"2020-04-24","06:39:39",86525391,"3.6.3","win",NA,3
"2020-04-24","06:40:05",81774916,"3.6.3","osx","US",31
"2020-04-24","06:40:06",81864603,"3.6.3","osx","NO",1923
"2020-04-24","06:40:06",86429671,"3.6.3","win","KE",1924
"2020-04-24","06:40:45",81774921,"3.6.3","osx","US",14
"2020-04-24","06:41:13",86429671,"3.6.3","win","US",1925
"2020-04-24","06:41:43",64515,"3.6.3","win","JP",1926
"2020-04-24","06:41:50",47903358,"3.6.3","win","NO",1927
"2020-04-24","06:41:59",4133686,"3.6.3","win","JP",1926
"2020-04-24","06:42:07",86540962,"3.6.3","win","IN",1928
"2020-04-24","06:42:36",86524459,"3.6.3","win",NA,3
"2020-04-24","06:42:55",86529692,"3.6.3","win","CO",1929
"2020-04-24","06:43:15",81136865,"3.6.2","osx","IN",1920
"2020-04-24","19:18:45",87662272,"4.0.0","win","US",1930
"2020-04-24","19:18:37",86429666,"3.6.3","win","US",1931
"2020-04-24","19:18:40",81774921,"3.6.3","osx","US",14
"2020-04-24","19:18:40",86429666,"3.6.3","win","US",1932
"2020-04-24","19:18:40",81774909,"3.6.3","osx","US",31
"2020-04-24","19:18:58",87660435,"4.0.0","win",NA,3
"2020-04-24","19:19:03",86429666,"3.6.3","win","US",1933
"2020-04-24","19:18:55",88140970,"4.0.0","osx",NA,3
"2020-04-24","19:19:15",87564162,"4.0.0","win",NA,3
"2020-04-24","19:19:06",87660524,"4.0.0","win","DK",1934
"2020-04-24","19:19:19",86429666,"3.6.3","win","US",1935
"2020-04-24","19:19:20",81774921,"3.6.3","osx","US",14
"2020-04-24","19:19:21",81774921,"3.6.3","osx","US",14
"2020-04-24","19:19:29",87564166,"4.0.0","win",NA,3
"2020-04-24","19:19:45",87660255,"4.0.0","win","US",1936
"2020-04-24","19:19:44",88144362,"4.0.0","osx","US",1937
"2020-04-24","19:19:45",79365574,"3.6.0","osx","BW",1487
"2020-04-24","19:20:02",87662973,"4.0.0","win","US",1938
"2020-04-24","19:19:54",87564166,"4.0.0","win","US",1939
"2020-04-24","19:20:04",86429661,"3.6.3","win","FR",1940
"2020-04-24","19:20:55",88142698,"4.0.0","osx","US",1941
"2020-04-24","19:20:47",88140108,"4.0.0","osx","BR",1942
"2020-04-24","19:20:54",87564156,"4.0.0","win","US",1943
"2020-04-24","19:21:07",87668804,"4.0.0","win","US",1944
"2020-04-24","19:21:25",87660219,"4.0.0","win",NA,3
"2020-04-24","19:21:30",87660362,"4.0.0","win","US",1945
"2020-04-24","19:21:26",87668102,"4.0.0","win",NA,3
"2020-04-24","19:21:48",81774921,"3.6.3","osx","US",14
"2020-04-24","19:22:03",87665247,"4.0.0","win",NA,3
"2020-04-24","19:22:11",1954421,"3.3.2","osx","US",1946
"2020-04-24","19:22:02",87660678,"4.0.0","win","IT",1947
"2020-04-24","19:22:13",81774921,"3.6.3","osx","US",14
"2020-04-24","19:22:32",33210955,"4.0.0","src","CA",1492
"2020-04-24","19:22:53",87564165,"4.0.0","win","AR",1948
"2020-04-24","19:22:51",87564165,"4.0.0","win","RU",1949
"2020-04-24","19:23:10",87564157,"4.0.0","win","ES",1950
"2020-04-24","19:23:01",88043423,"4.0.0","osx","AU",1951
