"Date","NO","NO2","NOx","NH3","CO","SO2","O3","Benzene","Toluene"
2020-05-13,3.24,6.96,10.29,7.27,0.29,8.82,38.78,1.54,4.04
2020-05-14,3.24,5.56,8.86,7.09,0.26,5.95,27.15,1.14,4.47
2020-05-15,3.3,5.35,8.71,6.88,0.27,5.58,23.89,1.08,5.35
2020-05-16,3.22,5.27,8.55,6.68,0.27,5.08,25.59,1.12,5.43
2020-05-17,3.28,5.42,8.77,6.39,0.28,5.26,26.23,1.32,4.75
2020-05-18,3.56,5.99,9.63,6.63,0.28,4.03,17.99,1.58,4.7
2020-05-19,3.82,5.94,9.82,7.39,0.28,3.71,17.86,1.22,4.8
2020-05-20,4.21,6.05,10.31,9.29,0.26,4.79,31.72,0.96,5.44
2020-05-21,3.85,6.66,10.57,8.02,0.36,4.39,24.14,1.33,8.53
2020-05-22,3.42,6.8,10.28,7.59,0.36,4.44,26.47,1.33,8.99
2020-05-23,3,5.53,8.59,9.64,0.34,3.9,27.39,0.93,8.51
2020-05-24,2.94,5.08,8.07,9.92,0.35,5.09,27.68,0.8,9.23
2020-05-25,2.9,5.14,8.09,10.04,0.34,5.28,25.14,0.71,8.41
2020-05-26,3.06,5.53,8.64,9.09,0.34,6.54,21.19,0.66,8.59
2020-05-27,3.31,6.09,9.45,9.03,0.33,5.8,22.34,0.76,8.81
2020-05-28,3.48,10.72,14.26,8.75,0.41,5.29,31.07,1.59,9.18
2020-05-29,3.27,8.17,11.5,9.76,0.36,5.79,34.45,1.51,8.98
2020-05-30,3.19,6.76,10,11.59,0.33,4.99,30.64,1.18,8.63
2020-05-31,3.11,7.76,10.93,11.53,0.37,5.52,35.27,1.58,8.81
2020-06-01,4.26,9.78,14.08,11.93,0.34,6.54,28.56,1.29,12.32
2020-06-02,5.64,10.59,14.75,10.78,0.34,7.45,33.19,1.7,11.9
2020-06-03,8.19,12.35,15.08,10.95,0.35,8.73,40.32,1.6,9.31
2020-06-04,3.2,7.42,10.67,8.89,0.33,7.57,28.36,1.31,12.77
2020-06-05,4.02,7.44,10.97,9.35,0.32,6.83,30.31,1.28,13.57
2020-06-06,10.63,14.22,15.68,10.68,0.36,6.88,40.43,1.82,12.76
2020-06-07,4.92,10.9,13.06,8.74,0.39,6.07,40.49,2.23,12.85
2020-06-08,5.1,14.77,18.2,8.64,0.43,9.67,31.1,4,15.46
2020-06-09,4.22,9.72,13.94,9.12,0.35,16.76,26.42,2.9,14.02
2020-06-10,4.09,9.41,13.59,8.65,0.35,5.5,20.74,2.59,11.72
2020-06-11,4.03,9.52,13.74,8.14,0.37,4.65,18.87,3.68,16.39
2020-06-12,3.88,11.15,15.2,8.52,0.37,5.05,21.71,5.75,18.28
2020-06-13,3.75,9.69,13.68,8.81,0.38,4.69,20.87,4.05,13.18
2020-06-14,3.57,8.63,12.34,8.37,0.36,4.56,17.17,2.21,12.68
2020-06-15,3.77,10.35,13.94,9.37,0.37,4.65,19.79,2.23,13.39
2020-06-16,3.79,10.69,14.34,8.64,0.36,5.44,24.17,2.5,11.14
2020-06-17,3.92,12.68,16.77,9.69,0.39,5.29,21.46,2.96,15.84
2020-06-18,3.71,11.92,15.67,9.53,0.37,5.71,24.53,2.62,14.93
2020-06-19,4.19,11.68,15.91,10.15,0.39,5.75,26.06,2.6,13.58
2020-06-20,4.1,8.06,12.21,11.48,0.34,5.45,18.8,1.59,11.32
2020-06-21,3.97,7.36,11.38,11.6,0.35,5.75,25.04,1.98,9.35
2020-06-22,4.32,9.13,13.5,11.77,0.36,5.45,27.12,1.3,8.89
2020-06-23,4.35,9.47,13.86,11.16,0.37,4.63,21.69,1.89,9.92
2020-06-24,5.6,9.37,14.09,11.66,0.35,5.9,23.51,1.89,11.23
2020-06-25,7.41,6.83,13.74,10.32,0.32,7.69,20.39,1.19,7.14
2020-06-26,6.38,7.91,14.35,10.35,0.34,8.2,22.66,1.09,8.42
2020-06-27,5.24,9.25,14.52,8.39,0.35,5.73,23.14,1.68,11.31
2020-06-28,5.94,12.63,18.62,6.92,0.38,5.92,27.76,1.32,11.07
2020-06-29,5.42,15.98,21.45,7.59,0.45,7.01,30.64,3.18,9.78
2020-06-30,6.25,12.29,18.12,9.64,0.37,5.66,24.59,2.46,10.75
2020-07-01,6.25,10.01,16.29,12.87,0.3,4.32,15.52,1.82,10.25
2019-12-24,8.62,42.92,47.85,49.8,2.75,10.66,33.28,3.79,8.3
2019-12-25,21.11,31.33,43.25,49.83,1.47,8.33,14.76,2.84,1.49
2019-12-26,19.81,22.25,39.17,45.5,1.2,8.66,17.65,2.68,1.24
2019-12-27,18.73,34.37,49.02,39.66,1.13,7.04,16.89,2.19,1.02
2019-12-28,19.61,32.19,49.18,32.82,1.38,7.62,11.68,3.89,0.98
2019-12-29,20.62,29.77,48.57,25.25,1.42,8.13,13.67,3.2,0.87
2019-12-30,31.1,34.5,64.26,27.59,1.81,8.64,13.74,3.23,1.38
2019-12-31,46.5,36.69,82.49,28.8,2.41,7.45,15.66,4.76,1.74
2020-01-01,45.23,36.74,81.09,27.28,2.71,7.99,16.47,4.49,2.17
2020-01-02,46.55,35.29,78.83,31.46,3.03,9.22,16.96,7.08,3.16
2020-01-03,40.49,31.59,70.31,33.33,2.17,8.14,16.89,5.51,2.37
2020-01-04,48.39,25.79,73.4,29.47,1.62,8.45,9.87,2.69,1.24
2020-01-05,29.64,23.89,52.81,26.89,1.37,8.12,15.59,2.48,0.82
2020-01-06,27.94,31.45,58.67,32.81,1.84,7.49,21.47,3.29,1.15
2020-01-07,49.98,35.42,84.61,34.62,2.41,7.14,17.36,3.8,1.34
2020-01-08,54.75,32.84,86.53,30.9,2.45,8.47,18.56,4.17,1.47
2020-01-09,36.27,27.17,62.86,28.47,1.31,7.87,19.29,3.14,0.93
2020-01-10,38.4,26.64,64.39,30.55,1.79,7.98,12.28,1.53,0.86
2020-01-11,39.04,35.09,73.54,28.22,2.43,7.72,15.8,1.59,0.89
2020-01-12,43.62,29.37,71.96,32.08,2.64,7.34,17.59,2.06,0.94
2020-01-13,64.44,33.01,91.2,19.65,3.65,11.17,11.03,3.05,1.11
2020-01-14,69.89,25.34,94.37,14.62,4.16,12.28,9.91,3.42,1.25
2020-01-15,67.57,36.23,98.56,18.88,4.05,12.23,12.94,1.28,1.32
2020-01-16,64.27,36.59,99.28,27.83,3.27,10.93,11.89,0.77,1.42
2020-01-17,31.14,39.22,69.02,26.91,2.07,11.24,18.16,0.83,1.99
2020-01-18,54.16,24.39,75.21,30.57,0.95,10.92,10.38,3.86,4.42
2020-01-19,57.96,23.75,81.16,21.25,0.76,11.8,25.7,2.11,11.35
2020-01-20,68.66,29.47,97.6,19.91,0.87,10.29,21.07,1.21,8.97
2020-01-21,107.88,42.38,141.74,22.38,1.49,10.71,10.29,0.73,8.62
2020-01-22,74.61,48.03,115.78,21.43,1.56,9.72,13.53,1.41,7.86
2020-01-23,55.55,47.62,99.05,20.99,1.26,9.09,19.67,0.95,6.5
2020-01-24,50.88,42.59,90.8,21.29,0.84,11.35,16.42,0.46,5.48
2020-01-25,79.2,43.86,119.9,28.37,1.2,10.42,15.22,1.17,6.9
2020-01-26,92.9,39.57,130.35,30.78,1.43,10.33,15.56,1.49,7.2
2020-01-27,92.59,40.53,131.91,32.43,1.69,10.37,16.59,1.37,8.17
2020-01-28,81.87,45.89,124.91,36.34,1.46,10.59,16.34,1.53,8.6
2020-01-29,62.27,37.57,96.2,35.33,1.18,10.48,19.53,1.22,10.04
2020-01-30,34.98,33.1,70.53,39.18,1.47,11.1,8.52,1.39,9.71
2020-01-31,51.93,40.28,90.82,31.98,0.82,10.31,14.83,0.72,7.22
2020-02-01,41.1,45.34,84.26,33.67,1.03,10.53,16.57,1.28,7.65
2020-02-02,37.12,37.85,73.98,32.47,0.73,9.85,21.59,1.4,6.35
2020-02-03,55.37,43.43,96.95,25.51,1.05,9.91,19.04,1.63,6.95
2020-02-04,114.81,48.55,161.95,17.92,1.74,10.2,12.52,3.69,7.31
2020-02-05,69.35,49.02,117.13,36.09,1.3,10.78,16.94,2.26,7.8
2020-02-06,105.41,57.85,163.1,28.41,1.3,10.54,12.6,2.2,6.6
2020-02-07,132.03,65.46,197.71,21.12,1.52,8.7,11.2,4.06,7.7
2020-02-08,109.82,60.31,165.36,25.3,1.37,9.63,12.42,3.03,9.31
2020-02-09,70.73,60.09,126.92,23.44,1.47,8.57,13.82,2.21,7.46
2020-02-10,63.82,53.96,115.49,30.99,1.36,9.59,14.1,2.37,9.49
2020-02-11,57.4,57.63,102.79,26.71,1.25,8.98,16.81,2.58,8.46
2020-02-12,25.07,56.97,64.03,29.13,1,7.51,11.65,2.22,9.02
2020-02-13,51.42,54.59,103.98,40.76,1.26,7.07,19.95,3,12.38
2020-02-14,67.53,48.16,113.68,45.26,1.36,6.74,14.65,3.37,13.6
2020-02-15,49.57,51.63,96.69,41.95,0.83,6.54,17.62,2.69,8.9
2020-02-16,88.38,63.63,152.09,40.13,1.02,7.02,13.81,3.45,10.59
2020-02-17,78.3,70.85,148.93,32,1.17,6.89,25.52,5.49,14.05
2020-02-18,46.99,63.36,108.66,33.3,1.1,6.31,21.54,3.19,7.22
2020-02-19,65.47,71.1,126.38,33.71,1.32,6.52,19.6,3.44,6.95
2020-02-20,69.4,62.39,127.25,36.62,1.2,7.06,21.87,3.86,7.46
2020-02-21,30.38,35.76,61.08,36.32,0.96,7.34,22.95,4.11,9.37
2020-02-22,34.41,40.41,72.16,35.29,1.01,8.72,15.53,3.18,3.17
2020-02-23,56.26,49.2,95.65,34.77,1.12,11.01,15.58,0.45,0.44
2020-02-24,43.81,40.63,81.91,28.4,0.9,8.19,22.04,1.21,2.89
2020-02-25,39.94,33.22,68.27,28.29,0.79,8.69,14.24,2.35,7.5
2020-02-26,62.21,34.22,93.46,22.91,0.79,7.1,11.95,2.12,8.77
2020-02-27,66.38,42.21,96.74,27.28,0.98,6.85,9.93,2.62,9.32
2020-02-28,83.94,46.36,79.46,31.09,1.36,8.11,18,4.02,11.6
2020-02-29,126.93,47.86,98.58,35.94,1.54,8.66,21.95,4.3,9.36
2020-03-01,105.03,53.17,96.77,36.2,1.35,9.43,19.29,4.68,11.2
2020-03-02,67.76,60.4,94.16,35.25,1.25,9.4,23.56,3.49,8.53
2020-03-03,87.68,59.54,111.01,33.5,1.28,9.27,21.67,4.54,9.24
2020-03-04,65.98,50.6,96.2,25.75,1.19,8.18,23.25,2.63,6.29
2020-03-05,41.1,46.42,80.49,24.17,0.9,7.35,33.13,1.91,6.49
2020-03-06,23.99,40.42,53.75,25.8,0.69,9.77,37.84,1.6,3.68
2020-03-07,42.04,48.29,70.27,22.17,0.81,9.21,21.8,1.32,2.21
2020-03-08,50.82,57.21,80.27,22.75,0.89,10.96,19.34,1.6,4.45
2020-03-09,32.94,60.63,67.04,21.77,0.91,10.86,24.24,1.57,4.32
2020-03-10,29.94,56.39,64.66,23.24,1.32,10.61,25.55,3.04,5.04
2020-03-11,33.52,56.35,67.25,22.24,1.01,10.76,22.76,2.37,4.55
2020-03-12,55.63,57.59,86.43,22.81,1.26,11.98,19.29,3.29,7.75
2020-03-13,61.82,48.93,84.2,21.68,1.04,10.36,12.3,3.54,7.12
2020-03-14,49.37,37.39,66.39,19.31,1.04,9.85,10.97,1.98,6.75
2020-03-15,62.01,40.56,57.98,20.16,1.18,10.52,12.79,2.22,5.19
2020-03-16,50.95,40.05,54.3,18.78,1.4,10.19,16.36,2.38,5.2
2020-03-17,57.11,46.86,57.58,18.63,1.47,9.92,23.28,2.5,6.86
2020-03-18,62.75,68.05,64.18,20.07,1.57,9.6,27.84,2.72,5.5
2020-03-19,60.09,71.81,58.24,17.1,1.4,10.81,24.79,3.26,6.36
2020-03-20,68.65,61.85,70.61,18.72,1.6,12.79,18.84,3.34,6.31
2020-03-21,79.46,60.87,79.79,20.08,1.88,12.85,19.37,5.26,6.62
2020-03-22,61.67,47.26,66.81,18.29,1.54,12.21,22.38,2.59,6.97
2020-03-23,57.01,44.45,64.96,16.13,1.45,12.91,29.21,1.15,4.62
2020-03-24,69.45,48.75,80.41,14.5,1.63,13.09,19.97,1.16,5.41
2020-03-25,52.49,47.99,66.72,14.13,1.74,13.57,21.77,1.2,5.5
2020-03-26,51.67,46.63,65.41,14.24,1.71,13.26,20.18,0.9,5.14
2020-03-27,51.61,45.25,64.28,13.88,1.68,12.52,20.63,0.89,4.96
2020-03-28,47.07,43.29,59.88,12.38,1.49,11.73,15.88,0.48,3.88
2020-03-29,9.94,50.82,25.29,13.37,0.62,11.6,11.82,0.49,3.94
2020-03-30,7.69,55.75,24.29,12.52,0.53,11.76,15.52,0.77,3.92
2020-03-31,54.07,46.23,64.97,12.6,1.61,12.44,18.99,2.31,4.64
2020-04-01,55.33,47.14,68.39,12.94,1.86,12.02,22.36,3.26,5.29
2020-04-02,50.2,43.73,62.84,13.87,1.79,12.62,23.58,2.12,5.42
2020-04-03,36.73,47.11,51.85,12.02,1.55,11.53,23.24,0.67,4.42
2020-04-04,48.09,48.52,53.03,12.07,1.47,11.9,22.33,0.72,3.72
2020-04-05,55.6,49.1,57.79,11.8,1.43,11.35,21.51,1.21,3.41
2020-04-06,46.35,48.99,51,11.97,1.42,11.73,21.01,0.17,3.54
2020-04-07,43.36,48.88,59.45,11.56,1.64,11.83,20.63,0.15,4.09
2020-04-08,47.49,52.98,72.57,11.86,1.76,11.5,18.78,0.2,3.95
2020-04-09,39.83,52.66,70.26,12.28,1.76,13.4,24.83,0.31,4.2
2020-04-10,43.93,37.04,46.09,12.87,1.44,11,31.62,0.64,4.19
2020-04-11,66.61,17.67,50.3,15.74,1.53,10.23,31.37,0.62,4.52
2020-04-12,58.33,18.86,46.05,15.87,1.47,10.81,39.31,0.84,4.55
2020-04-13,66.58,17.36,49.13,15.63,1.37,10.03,36.84,0.65,3.88
2020-04-14,53.48,18.38,42.84,14.49,1.4,9.95,46.98,0.49,3.92
2020-04-15,74.44,17.61,54.86,13.59,1.27,9.7,31.55,0.04,3.56
2020-04-16,65.96,20.4,51.46,13.06,1.32,9.71,31.94,0.36,3.48
2020-04-17,69.71,15.28,50.49,13.41,1.35,9.8,37.05,0.77,3.64
2020-04-18,64.46,14.91,47.22,13.8,1.37,9.9,31.06,0.48,3.48
2020-04-19,51.52,14.6,39.22,14,1.4,9.46,39.95,0.12,3.85
2020-04-20,68.61,15.49,50.14,13.32,1.28,9.79,34.75,0.62,3.6
2020-04-21,65.76,15.59,48.5,12.63,1.29,9.61,23.31,0.44,3.37
2020-04-22,63.42,16.04,47.55,11.17,0.93,10.19,24.64,0.52,3.59
2020-04-23,54.14,16.92,42.53,11.91,0.45,10.09,33.3,1.09,4
2020-04-24,75.71,17.02,55.3,11.52,0.42,10.12,26.04,0.81,4.11
2020-04-25,61.52,12.84,44.52,11.72,0.38,9.94,23.44,0.74,3.65
2020-04-26,79.59,11.95,54.83,11.08,0.37,10.26,18.78,0.54,3.4
2020-04-27,77.24,14.17,57.37,11.3,0.43,9.83,23.31,0.66,3.22
2020-04-28,66.2,11.68,58.88,11.3,0.39,8.63,31.79,0.55,3.05
2020-04-29,79.67,13.5,69.42,10.13,0.42,9.37,33.08,0.69,1.24
2020-04-30,69.32,14.46,61.62,10.08,0.52,11.96,41.62,1.67,1.82
2020-05-01,114.38,20.58,92.02,9.06,0.46,11.21,42.44,1.15,1.67
2020-05-02,118.53,15.85,90.23,8.21,0.48,10.84,41.29,0.68,1.58
2020-05-03,115.29,14.56,76.55,8.96,0.44,11.59,50.51,0.93,1.83
2020-05-04,130.91,33.4,76.8,7.49,0.34,14.98,53.72,0.69,1.32
2020-05-05,95.96,13.39,53.63,8.24,0.38,7.97,49.78,0.94,1.91
2020-05-06,71.43,15.13,44.36,8.18,0.44,10.27,49.34,1.65,3.61
2020-05-07,114.83,23.41,71.38,9.58,0.52,7.95,37.71,2.05,4.51
2020-05-08,67.07,13.42,53.76,7.77,0.49,10.37,41.96,1.93,3.8
2020-05-09,60.69,14.78,54.67,9.41,0.56,11,51.9,2.48,4.34
2020-05-10,60.17,12.11,54.28,7.16,0.56,9.06,54.37,2.57,3.4
2020-05-11,69.66,13.75,65.15,6.57,0.56,5.84,37.65,2,3.04
2020-05-12,68.7,18.8,55.05,10.93,0.69,7.53,34.92,2.97,5.86
2020-05-13,75.09,34.22,76.54,9.34,0.75,11.72,42.33,3.21,6.89
2020-05-14,48.91,31.61,66.61,10.05,0.77,7.41,40.85,3.77,5.61
2020-05-15,37.32,19.62,55.68,11.9,0.55,5.55,37.98,2.46,2.76
2020-05-16,59.34,32.81,73.86,10.86,0.69,7.87,39.88,2.81,4.45
2020-05-17,56.99,34.71,91.79,9.53,0.76,16.97,47.84,3.6,20.34
2020-05-18,53.76,29.8,76.16,9.74,0.72,7.68,47.68,2.58,5.96
2020-05-19,50.13,17.54,57.23,10.03,0.57,5.06,46.38,2.11,5.44
2020-05-20,56.35,17.76,55.07,8.71,0.51,6.6,37.91,2.24,4.06
2020-05-21,56.98,22.42,54.62,3.95,0.42,4.98,39.83,1.18,5.33
2020-05-22,56.62,18.36,54.39,6.78,0.37,9.35,41,1.1,5.31
2020-05-23,63.49,17.72,58.97,8.21,0.52,5.92,32.27,1.69,4.6
2020-05-24,46.96,10.88,39.45,4.04,0.67,5.2,31.5,2.59,3.8
2020-05-25,42.88,14.4,30.01,6.17,0.68,4.09,28.41,2.88,7.12
2020-05-26,19.13,13.53,11.16,6.57,0.63,4.01,30.7,2.23,8.87
2020-05-27,14.95,11.38,11.37,7.14,0.45,3.9,32.5,1.49,13.26
2020-05-28,9.77,10.58,11.81,5.77,0.38,8.5,47.9,1.14,7.57
2020-05-29,15.25,11.81,13.18,6.03,0.44,7.47,40.16,1.53,5.97
2020-05-30,27.16,20.22,18.18,6.83,0.44,7.28,51.12,1.65,2.38
2020-05-31,18.76,12.85,13.99,4.97,0.37,8.38,55.78,1.44,2.71
2020-06-01,15.54,13.91,11.71,3.99,0.46,9.38,50.42,1.74,3.32
2020-06-02,38.19,30.65,23.73,12.01,0.71,5.24,34.91,2.95,5.41
2020-06-03,35.99,32.15,27.13,11.28,0.78,4.4,38.16,2.5,5
2020-06-04,80.08,29.04,54.39,5.16,0.73,3.73,26.23,2.77,4.83
2020-06-05,80.95,15.72,35.29,6.47,0.58,4.52,29.06,2.03,4.18
2020-06-06,78.07,13.74,45.29,3.39,0.67,3.22,21.9,2.39,8.54
2020-06-07,65.21,15.32,46.35,7.78,0.72,2.88,20.13,2.5,6.79
2020-06-08,56.15,19.35,42.41,7.15,0.74,2.8,24.1,2.18,3.41
2020-06-09,78.44,23.81,50.18,6.39,0.82,2.86,29.75,3.11,4.24
2020-06-10,72.04,23.9,43.94,7.29,0.7,3.16,40.94,2.34,2.85
2020-06-11,59.8,29.06,34.96,5.55,0.58,3.15,31.17,1.9,1.81
2020-06-12,82.57,24.21,48.94,6.72,0.45,3.25,25.75,1.39,1.82
2020-06-13,50.79,11.2,35.51,6.82,0.45,2.82,22.01,1.36,1.49
2020-06-14,19.32,6.91,12.47,16.67,0.45,2.86,20.51,1.24,1.1
2020-06-15,25.09,16.17,19.3,11.62,0.71,2.76,18.5,1.46,1.65
2020-06-16,25.75,37.94,23.62,5.01,0.87,2.76,22.24,1.57,1.62
2020-06-17,27.08,37.94,25.83,3.54,0.87,2.68,16.42,1.61,3.45
2020-06-18,39.74,25.77,27.81,1.78,0.85,4.87,13.52,1.95,3.16
2020-06-19,36.11,17.66,24.26,2.52,0.66,4.65,15.81,1.72,4.28
2020-06-20,21.9,15.51,28.38,6.77,0.61,4.49,23.19,1.55,6.39
2020-06-21,16.83,15.13,25.68,5.98,0.45,3.73,16.65,1.33,2.14
2020-06-22,20.33,25.06,33.47,3.11,0.74,3.79,20.83,1.76,4.13
2020-06-23,25.82,26.84,36.15,4.76,0.86,3.75,25.08,1.35,3.48
2020-06-24,22.42,25.52,33.97,2.74,0.77,3.24,28.08,1.2,3.5
2020-06-25,16.14,26.48,28.9,2.76,0.95,2.98,14.75,1.95,4.68
2020-06-26,10.37,25.68,24.65,3.13,0.79,2.92,19.42,1.17,3.84
2020-06-27,9.47,23.01,22.28,1.91,0.87,3.63,23.39,1.09,3.07
2020-06-28,30.19,18.13,36.76,2.05,0.72,3.92,17.37,1.18,2.9
2020-06-29,42.4,20.51,47.69,2.26,0.88,3.6,17.5,1.51,4.91
2020-06-30,42.12,27.5,52.04,1.59,0.83,3.91,21.7,1.58,8.59
2020-07-01,44.5,31.15,57.72,1.14,0.82,3.99,25.76,1.73,5.5
2016-07-07,16.95,44.35,34.22,12.06,0.84,5.07,25.24,4.87,9.37
2016-07-08,28.48,52.89,47.01,11.91,1.07,6.57,16.24,6.46,12.2
2016-07-09,23.32,45.37,39.49,12.77,1,8.79,18.38,5.51,9.55
2016-07-10,11.03,36.51,26,12.82,0.88,9.97,27.98,4.12,6.82
2016-07-11,13.89,39.01,29.35,12.46,0.89,9.72,24.73,3.87,7.32
2016-07-12,11.59,42.76,29.47,13.49,1.09,8.99,27.01,5.19,7.9
2016-07-13,13.83,48.4,33.88,13.12,1.07,9.33,28.83,6.9,10.03
2016-07-14,14.05,49.9,34.78,13.3,1.09,9.28,33.36,5.24,8.33
2016-07-15,12.1,49.19,32.98,13.52,1.02,6.74,26.01,6.66,11.08
2016-07-16,10.93,47.01,31.05,13.58,1.1,4.76,33.86,6.27,8.15
2016-07-17,12.29,48.83,32.94,13.17,1.1,7.73,29.34,6.08,6.32
2016-07-18,14.93,49.36,35.16,13.99,1.09,11.05,39.16,4.86,7.42
2016-07-19,33.45,65.03,56.61,8.69,1.9,11.57,28.7,3.57,6.07
2016-07-20,22.54,37.86,35.25,16.1,0.95,19.13,67.74,7.58,13.45
2016-07-23,6.98,37.5,23.47,14.76,0.78,18.54,47.74,4.59,12.49
2016-07-25,11.05,37.72,26.61,16.37,0.79,25.13,32.89,4.48,9.85
2016-07-26,32.99,58.13,52.91,13.21,1.34,31.7,42.77,7.2,16.74
2016-07-27,24.2,43.69,39.32,15.34,0.94,35.21,28.28,6.47,11.13
2016-07-28,26.31,31.72,34.93,12.91,0.98,28.09,18.39,6.27,10.57
2016-07-29,15.24,29.87,25.91,11.19,1.11,31.45,20.92,6.81,12.52
2016-07-30,8.21,30.77,21.1,15.58,0.89,26.82,41.79,4.09,6.99
2016-07-31,15.19,37.52,29.94,10.37,1.15,30.72,37.79,6.08,13.25
2016-08-01,19.5,34.3,31.25,12.06,1.05,38.43,24.1,6.23,12.61
2016-08-02,18.54,29.24,28.07,11.49,0.94,46.26,16.92,4.85,11.16
2016-08-03,23.96,29.85,32.4,9.98,1.04,29.69,13.1,6.12,9.84
2016-08-04,22.64,31.32,32.14,11.62,1.1,26.89,13.39,5.46,10.17
2016-08-05,18.95,34.95,31.16,11.67,1.25,32.89,17.76,6.37,9.77
2016-08-06,15.38,33.23,27.66,11.63,1.17,32.63,21.29,5.98,9.28
2016-08-07,13.79,31.69,25.72,7.13,0.96,34.28,25.35,4.49,7.81
2016-08-08,14.75,34.63,27.86,17.47,1.07,27.96,22.94,6.13,8.35
2016-08-09,12.44,43.12,30.27,22.93,1.25,44.65,28.44,4.93,8.87
2016-08-10,18.46,33.73,30.2,13.62,1.09,37.9,24.9,5.04,9.36
2016-08-11,10.64,29.54,16.74,13.05,0.64,35.36,29.24,3,6.54
2016-08-12,21.52,53,17.44,15.32,0.62,47.11,28.33,4.2,5.26
2016-08-13,12.43,41.82,29.63,13.73,1.18,31.44,36.75,6.74,9.95
2016-08-14,10.66,34.82,24.89,13.82,1.02,35.15,35.95,5.28,8.93
2016-08-15,14.5,35.64,28.18,13.08,1.07,35.46,25.98,5.08,11.15
2016-08-16,20.26,39.56,34.38,12.96,1.15,26.2,24.28,5.81,11.49
2016-08-17,17.67,38.75,32.06,11.37,1.03,32.12,28.17,5.48,13.77
2016-08-18,16.38,38.95,31.19,10.95,1.1,39.42,33.16,4.96,11.43
2016-08-19,10.69,38.88,26.9,12.64,1.11,39.92,47.65,6.62,14.61
2016-08-20,8.33,33.98,22.76,13.38,1.02,35.43,42.24,5.64,11.25
2016-08-21,6.13,33.87,21.06,13.87,0.98,31.97,57.54,4.65,8.1
2016-08-22,8.58,36.96,24.39,13.95,1.17,37.63,49.99,6.14,11.6
2016-08-23,10.01,33.61,23.78,12.53,0.87,37.4,44.39,5.34,9.3
2016-08-24,11.86,38.65,29.1,12.71,0.86,38.41,42.86,5.81,12.14
2016-08-25,14.44,35.76,28.26,10.98,0.79,28.78,44.58,5.45,9.42
2016-08-26,17.68,28.77,27.26,12.54,0.64,30.59,41.06,5.45,8.77
2016-08-27,10.06,23.5,18.95,10.75,0.39,28.17,35.82,4.07,6.89
2016-08-28,6.68,12.87,11.25,10.66,0.43,11.18,43.5,2.29,5.1
2016-08-29,6.21,12.77,10.85,9.96,0.41,11.8,41.29,2.47,5.75
2016-08-30,8.47,12.97,12.65,9.48,0.47,12.63,38.43,2.59,5.66
2016-08-31,12.01,27.72,22.46,9.75,0.6,27.67,48.49,5.18,8.47
2016-09-01,12.64,38.84,28.34,8.69,0.8,37.97,41.44,6.62,10.09
2016-09-02,9.94,30.88,22.46,8.49,0.64,36.41,39.52,6.53,10.93
2016-09-03,18.67,32.96,29.98,7.5,0.79,27,19.97,6.09,14.76
2016-09-04,13.96,26.57,23.37,8.45,0.46,21.12,17.67,5.35,17.46
2016-09-06,17.32,35.13,32.18,8.91,0.79,28.26,58.59,5.16,10.49
2016-09-07,16.83,37.04,30.6,10.34,0.66,24.68,46,5.47,11.25
2016-09-08,15.86,42.25,32.4,11,0.7,31.11,40.2,6.75,15.49
2016-09-09,12.73,36.83,27.44,12.77,0.69,34.53,40.09,5.72,13.73
2016-09-10,26.4,41.67,39.99,13.62,1.06,30.31,27.79,8.25,15.32
2016-09-11,19.96,39.21,33.93,10.4,0.87,30.83,70.49,6.65,11
2016-09-12,17.8,33.77,29.73,18.81,0.71,31.09,72.47,6.04,12.4
2016-09-13,16.53,28.03,25.98,17.05,0.59,18.84,27.81,5.33,9.74
2016-09-14,18.71,23.62,25.46,11.15,0.73,15.97,32.27,4.33,7.98
2016-09-15,6.94,14.2,12.09,10.1,0.51,12.08,42.39,3.52,6.14
2016-09-16,9.28,25.39,19.28,9.54,0.58,20.6,37.3,4.47,7.64
2016-09-17,13.95,36.89,28.37,10.65,0.78,35.63,25.04,6.41,12.52
2016-09-18,11.08,36.34,25.96,9.04,0.66,41.44,31.44,5.68,11.58
2016-09-19,20.75,39.78,34.87,7.14,0.58,25.49,57.61,6.12,10.74
2016-09-21,7.76,14.05,14.1,12.09,0.4,10.11,26.54,2.87,6.38
2016-09-22,5.69,8.62,8.45,15.01,0.42,15.35,38.02,1.75,4.06
2016-09-23,10.92,20.31,18.05,11.57,0.94,15.79,35.97,3.58,6.16
2016-09-24,16.3,35.71,29.57,9.9,1.27,19.36,22.13,5.84,11.56
2016-09-25,11.29,26.18,21.16,9.16,1.02,15.03,30.47,5.32,7.71
2016-09-26,26.67,36.36,39.43,8.64,1.3,19,25.59,6.74,13.52
2016-09-27,55.13,56.17,70.43,9.34,1.91,20.52,16.48,11.14,21.51
2016-09-28,30.97,45.89,46.51,9.35,1.44,11.11,21.68,9.87,19.96
2016-09-29,24.07,44.06,39.43,12.31,1.28,18.29,25.04,8.21,13.93
2016-09-30,34.71,50.32,51.48,14.59,1.3,22.54,17.98,8.76,18.37
2016-10-01,20.02,38.29,35.6,12.82,1.01,16.68,25.81,6.77,14.69
2016-10-02,31.72,43.55,44.87,10.45,1.18,16.61,53.92,7.89,14.02
2016-10-03,16.29,43.26,34.26,12.73,0.82,29,42.97,6.26,12.61
