"Date","NO","NO2","NOx","NH3","CO","SO2","O3","Benzene","Toluene"
2017-11-25,1.44,20.5,12.08,10.72,0.12,15.24,127.09,0.2,6.5
2017-11-26,1.26,26,14.85,10.28,0.14,26.96,117.44,0.22,7.95
2017-11-27,6.6,30.85,21.77,12.91,0.11,33.59,111.81,0.29,7.63
2017-11-28,2.56,28.07,17.01,11.42,0.09,19,138.18,0.17,5.02
2017-11-29,5.23,23.2,16.59,12.25,0.16,10.55,109.74,0.21,4.71
2017-11-30,4.69,20.17,14.54,10.95,0.12,14.07,118.09,0.16,3.52
2017-12-01,4.58,19.29,13.97,10.95,0.1,13.9,123.8,0.17,2.85
2017-12-02,7.71,26.19,19.87,13.12,0.1,19.37,128.73,0.25,2.79
2017-12-03,0.97,21.31,12.12,14.36,0.15,11.41,114.8,0.23,3.82
2017-12-04,4.02,26.98,17.58,14.41,0.18,9.84,112.41,0.31,3.53
2017-12-05,3.7,20.23,13.75,13.72,0.12,14.02,117.93,0.24,2.92
2017-12-06,1.6,25.65,14.99,15.12,0.11,16.54,117.21,0.29,4.45
2017-12-07,4.26,41.1,25.32,17.34,0.13,28.79,94.63,0.36,6.21
2017-12-08,5.56,54.87,33.71,17.96,0.27,22.97,68.6,0.36,6.28
2017-12-09,6.1,44.97,28.88,15.73,0.09,21.9,60.62,0.26,4.79
2017-12-10,1.73,33.85,19.41,12.56,0.1,13.65,68.15,0.2,4.29
2017-12-11,4.93,41.64,26.15,15.2,0.16,18.37,73.75,0.23,5.51
2017-12-12,7.97,42.1,28.88,21.24,0.24,7.42,44.67,0.28,7.01
2017-12-13,7.2,34.78,24.36,17.63,0.15,5.81,50.16,0.24,6.11
2017-12-14,5.81,29.97,20.67,19.34,0.14,5.8,55,0.23,5.09
2017-12-15,4.19,25,16.7,16,0.1,8.33,79.04,0.18,3.45
2017-12-16,8.77,40.92,28.84,15.56,0.17,8.51,73.17,0.24,4.41
2017-12-17,7.29,47.05,30.94,18.52,0.08,16.05,70.74,0.31,4.32
2017-12-18,7.63,53.94,33.45,18.49,0.11,14.05,59.2,0.26,3.77
2017-12-19,2.74,43.09,21.78,19.66,0.13,15.45,66.9,0.28,3.13
2017-12-20,6.77,47.47,30.74,17.37,0.3,13.35,77.54,0.29,3.7
2017-12-21,7.02,49.55,32.07,17.28,0.14,13.58,79.71,0.33,3.95
2017-12-22,7.51,56,35.9,19.53,0.15,29.88,56.97,0.29,4.44
2017-12-23,5.24,42,26.6,20.78,0.15,11.85,73.09,0.31,3.9
2017-12-24,3.75,47.68,28.41,23.68,0.22,10.85,62.78,0.34,4.81
2017-12-25,1.69,31.06,17.89,21.66,0.1,12.23,76.07,0.33,3.96
2017-12-26,4.97,43.54,27.2,22.52,0.17,18.07,64.6,0.33,4.01
2017-12-27,9.59,63.48,41.57,21.06,0.23,17.01,63.87,0.38,4.1
2017-12-28,10.95,64.53,43.23,18.87,0.27,15.52,62.49,0.36,4.12
2017-12-29,6.14,46.65,29.81,18.2,0.17,9.47,67.11,0.32,3.76
2017-12-30,4.6,33.26,21.44,16.86,0.1,8.26,66.91,0.25,3.28
2017-12-31,5.51,39.5,25.49,17.82,0.08,11.45,61.91,0.33,4.16
2018-01-01,3.45,23.36,15.23,18.03,0.09,26.05,87.55,0.23,3.2
2018-01-02,3.87,23.14,15.45,19.57,0.09,12.81,81.38,0.2,3.84
2018-01-03,5.01,39.99,25.36,25.61,0.09,16.82,80.3,0.24,6.55
2018-01-04,5.84,53.79,33.36,19.45,0.11,16.93,71.09,0.3,7.23
2018-01-05,6.38,56.39,35.19,21.02,0.08,23.11,68.79,0.29,7.88
2018-01-06,11.05,61.55,41.72,18.71,0.07,11.86,90.8,0.26,7.14
2018-01-07,6.45,46.9,30.18,20.18,0.07,9.63,96.49,0.25,7.26
2018-01-08,3.97,34.93,21.81,21.59,0.09,12.81,118.91,0.29,6.16
2018-01-09,4.44,37.58,23.6,17.71,0.05,17.77,137.61,0.05,1.1
2018-01-10,3.9,37.31,23.02,22.35,0.1,13.4,121.72,0.1,1.93
2018-01-11,3.95,42.52,25.82,23.66,0.08,35.39,106.17,0.22,6.61
2018-01-12,4.54,52.24,31.49,24.74,0.04,36.01,82.2,0.28,8.48
2018-01-13,3.85,36.41,22.49,20.06,0.05,14.36,72.16,0.19,7.12
2018-01-14,3.65,28.32,18.03,21.23,0.05,4.83,62.6,0.23,6.93
2018-01-15,2.96,21.35,13.75,20.38,0.05,8.75,69.99,0.18,7.71
2018-01-16,3.22,20.25,13.29,18.78,0.06,4.7,54.92,0.15,6.52
2018-01-17,3.71,26.26,16.99,20.29,0.06,6.43,45.63,0.15,6.54
2018-01-18,7.36,45.13,29.99,21.68,0.05,7.21,45.97,0.19,6.81
2018-01-19,6.98,45.4,29.83,21.32,0.06,8.83,50.28,0.18,6.79
2018-01-20,9.56,56.53,37.84,21.88,0.13,30.48,51.98,0.2,6.58
2018-01-21,4.99,38.15,24.35,19.33,0.05,11.04,59.76,0.16,5.83
2018-01-22,5.98,45.36,29.01,19.12,0.06,10.32,58.53,0.16,5.57
2018-01-23,6.16,45.43,29.17,20.29,0.06,10.18,58.04,0.18,5.76
2018-01-24,5.09,44.96,28.04,21.11,0.06,7.22,50.69,0.17,6.37
2018-01-25,8.4,59.92,38.7,23.45,0.06,31.01,40.77,0.18,7.39
2018-01-26,6.19,43.61,28.23,26,0.08,8.67,45.46,0.19,7.14
2018-01-27,6.1,43.84,28.33,26.3,0.09,7.62,43.26,0.18,6.61
2018-01-28,4.06,33.37,21.04,22.05,0.06,7.49,45.71,0.16,4.43
2018-01-29,4.3,35.82,22.55,20.24,0.07,12.16,53,0.15,4.24
2018-01-30,5.36,45.76,28.7,21.73,0.05,12.45,45.35,0.19,4.83
2018-01-31,8.28,61.52,39.46,19.74,0.04,23.68,37.99,0.18,5.11
2018-02-01,10.08,62.18,41.29,19.42,0.05,8.97,34.93,0.16,4.65
2018-02-02,6.48,45.52,29.49,19.89,0.07,10.61,40.57,0.18,3.9
2018-02-03,3.63,34.37,21.23,23.31,0.07,5.86,31.73,0.09,3.54
2018-02-04,7.91,35.16,25.13,11.19,0.06,8.16,32.58,0.13,3.19
2018-02-05,4.95,30.69,20.33,13.4,0.66,8.99,32.18,0.12,2.8
2018-02-06,3.21,28.53,17.83,17.9,0.81,5.86,28.72,0.12,3.07
2018-02-07,6.93,37.27,25.44,11.05,0.97,5.25,23.36,0.08,2.3
2018-02-08,2.91,26.96,16.74,13.02,0.9,17.9,36.66,0.1,2.28
2018-02-09,2.24,20.1,12.54,12.32,0.61,8.25,23.74,0.07,3.07
2018-02-10,2.76,16.83,11.14,11.9,0.61,5.87,24.72,0.05,2.64
2018-02-11,0.4,11.87,6.57,13.05,0.62,7.29,31.4,0.06,2.1
2018-02-12,0.54,12.85,7.18,11.94,0.68,7.62,30.57,0.04,1.88
2018-02-13,0.41,13.88,7.62,11.99,0.86,6.89,36.2,0.12,1.84
2018-02-14,0.25,16.71,9.02,10.89,0.95,12.91,48.39,0.16,2.37
2018-02-15,1.68,25.6,15.01,20.24,0.69,11.81,33.46,0.17,3.82
2018-02-16,1.94,25.03,14.88,33.72,0.78,25.39,31.15,0.15,3.02
2018-02-17,1.45,16.01,9.45,22.52,0.67,17.62,27.62,0.09,2.52
2018-02-18,15.9,17.35,22.25,24.68,0.49,9.53,30.68,0.1,3.09
2018-02-19,3.49,12.79,9.73,22.79,0.58,8.21,30.21,0.08,2.23
2018-02-20,4.55,16.33,12.39,23.18,0.64,10.34,26.24,0.1,2.51
2018-02-21,4.5,16.82,12.69,19.54,0.58,11.02,26.62,0.1,2.68
2018-02-22,7.39,17.33,15.32,18.13,0.6,11.81,24.84,0.12,3.28
2018-02-23,6.13,17.75,14.52,16.57,0.85,10.87,23.99,0.09,2.92
2018-02-24,8.21,19.14,16.94,20.46,0.7,10.82,21.64,0.16,2.67
2018-02-27,19.35,21.18,27,18.5,0.81,15.02,18.8,0.15,2.65
2018-02-28,5.34,19.02,14.54,22.46,0.79,22.7,25.64,0.09,2.16
2018-03-01,7.1,22.21,17.68,19.27,0.79,13.89,22.73,0.06,2.12
2018-03-02,5.37,18.83,14.38,14.52,0.72,8.98,23.63,0.05,2.04
2018-03-03,4.45,17.33,13.01,12.72,0.65,9.71,29.26,0.05,1.85
2018-03-04,4.45,22.81,15.74,12.41,0.66,12.63,22.9,0.06,2.18
2018-03-05,11.58,24.74,22.65,12.52,0.78,8.98,17.81,0.05,1.91
2018-03-06,19.66,26.29,30.06,14.03,0.81,9.68,17.53,0.11,2.46
2018-03-07,5.71,19.03,14.85,14.15,0.75,8.03,22.81,0.05,2.19
2018-03-08,11.93,28.85,25.14,14,1.03,10.21,22.24,0.12,2.38
2018-03-09,8.08,22.65,18.7,16.53,0.91,12.68,26.26,0.09,2.18
2018-03-10,5.75,19.92,15.26,14.09,0.64,6.82,26.52,0.1,2.5
2018-03-11,2.74,13.08,9.19,13.51,0.78,8.35,30.38,0.11,2.08
2018-03-12,6.01,19.07,15.02,12.65,0.68,7.75,21.52,0.09,2.72
2018-03-13,10.73,20.82,19.8,11.64,0.72,9.43,16.52,0.08,2.24
2018-03-14,7.17,15.22,13.94,14.1,0.56,8.63,13.8,0.05,2.19
2018-03-15,4.9,10.42,9.51,10.74,0.58,11.33,21.38,0.02,1.26
2018-03-17,4.98,19.05,14.27,13.47,0.7,12.47,20.32,0.09,2.18
2018-03-18,6.41,20.43,16.16,13.75,0.8,10.57,23.36,0.12,2.6
2018-03-19,4.63,14.37,11.5,13.34,0.7,8.89,23.13,0.09,2.71
2018-03-20,6.62,18.83,15.39,13.96,0.57,7.04,13.58,0.06,2.88
2018-03-22,4.69,14.44,11.58,15.35,0.59,16.81,19.03,0.01,1.48
2018-03-23,4.35,14.79,11.5,15.02,0.6,15.55,21.04,0.03,1.62
2018-03-24,3.56,8.53,7.52,14.58,0.73,9.61,23.87,0.02,1.28
2018-03-26,3.43,9.86,8.11,10.94,0.68,7.26,23.74,0.05,2.2
2018-03-27,5.11,11.29,10.25,11.24,0.58,13.19,20.89,0.01,1.96
2018-03-28,4.25,10.36,9.05,11.8,0.83,14.42,20.99,0.02,1.69
2018-04-02,4.32,14.33,11.23,8.17,0.56,9.95,23.86,0.04,1.38
2018-04-03,4.38,11.27,9.64,10.88,0.67,8.08,19.63,0.03,1.85
2018-04-04,4.93,9.65,9.24,12.44,0.72,8.7,19.64,0.01,1.5
2018-04-07,5.01,10.84,9.84,10.27,0.74,7.4,13.13,0,1.11
2018-04-09,4.18,8.86,8.18,10.54,0.81,6.71,19.29,0,0.99
2018-04-10,4.8,11.71,10.14,9.83,0.5,6.88,14.32,0,1.14
2018-05-11,4.47,10.28,9.11,4.63,0.51,5.82,36.88,0.03,0.21
2018-05-17,4.69,9.26,8.84,8.99,1.18,6.82,54.21,2.11,0.06
2018-05-24,4.28,13.88,10.97,11.52,0.48,7.3,44.62,0.44,0.34
2018-05-25,4.36,11.3,9.65,10.61,0.5,7.57,24.35,39.22,4.47
2018-05-26,3.8,8.59,7.75,9.78,0.46,6.09,29.05,28.37,5.06
2018-05-27,3.03,7.25,6.31,9.48,0.41,6.48,62.01,35.84,0.44
2018-05-28,3.72,7.72,7.22,10.79,0.34,5.99,64.58,53.89,26.79
2018-06-03,3.36,19.38,13.04,7.89,0.32,6.83,77.6,16.54,8.98
2018-06-04,2.6,10.78,7.92,9.02,0.4,7.7,100.25,6.66,1
2018-06-05,2.67,13.18,9.28,11.27,0.38,7.28,126.43,4.24,6.34
2018-06-21,3.91,11.7,9.49,11.32,1.01,5.53,62.72,0.23,0.26
2018-06-24,3,7.26,6.39,9.25,1,6.14,64.6,0.4,0.24
2018-06-26,2.98,8.54,6.96,10.01,0.52,7.12,50.39,0.36,0.22
2018-06-28,5.95,17.41,14.19,11.74,0.61,4.72,40.44,0.48,0.5
2018-06-29,4.29,13.66,10.85,13.37,0.38,5.51,48,0.4,0.28
2018-06-30,3.84,12.76,9.99,12.81,0.41,7.54,61.59,0.39,0.25
2018-07-01,3.45,16.64,11.74,15.06,0.51,5.01,46.14,0.34,0.32
2018-07-02,4.47,15.53,11.98,13.73,0.52,6.62,53.13,0.32,0.27
2018-07-03,5.11,13.96,11.66,10.28,0.4,4.9,44.36,0.32,0.25
2018-07-04,5.64,13.23,11.71,10.96,0.41,5.6,47.28,0.29,0.25
2018-07-05,5.11,10.72,9.94,11.11,0.33,6.52,44.77,0.3,0.25
2018-07-06,6.12,17.63,14.44,13.21,0.63,6.53,37.35,0.32,0.29
2018-07-07,2.58,6.82,5.82,11.04,0.37,4.65,65.23,0.29,0.2
2018-07-11,2.61,6.37,5.51,10.19,0.39,6.75,54.84,0.35,0.87
2018-07-12,7.52,7.16,10.56,16.27,0.64,8.77,37.76,0.28,0.12
2018-07-15,2.19,5.01,4.44,12.07,0.31,6.29,19.52,0.2,0.06
2018-07-18,4.1,11.13,9.34,14.62,0.47,9.94,28.24,0.21,0.09
2018-07-20,5.28,12.77,11.09,12.61,0.5,9.81,24.28,0.19,0.07
2018-07-21,5.68,14.95,12.66,14.75,0.69,6.51,32.73,0.19,0.12
2018-07-24,5.71,16.26,13.39,15.6,0.47,11.83,28.85,0.21,0.11
2018-07-25,7.15,16.25,14.55,14.24,0.62,10.42,26.08,0.16,0.08
2018-07-28,10.41,20.1,19.29,18.23,0.49,10.98,27.33,0.2,0.19
2018-07-29,5.21,20.63,15.21,18.8,0.44,9.64,25.7,0.16,0.18
2018-07-30,9.45,24.83,20.98,18.71,0.54,6.69,31.12,0.13,0.12
2018-07-31,9.04,23.91,20.07,21.23,0.47,12.6,23.43,0.16,0.22
2018-08-01,4.66,16.41,12.61,18.05,0.34,6.74,29.91,0.12,0.08
2018-08-02,6.99,18.33,15.52,20.07,0.43,12.46,28.73,0.13,0.1
2018-08-03,10.33,21.95,20.17,21.89,0.5,8.64,26.4,0.13,0.14
2018-08-04,4.79,15.65,12.3,19.74,0.38,11.1,30.57,0.12,0.08
2018-08-07,7.36,16.89,15.06,16.57,0.8,11.49,22.14,0.11,0.09
2018-08-08,6.61,16.05,14,19.69,0.44,9.02,20.11,0.11,0.07
2018-08-09,7.08,25.46,19.29,22.11,0.42,12.33,18.28,0.12,0.15
2018-08-10,4.4,11.2,9.63,24.46,0.39,9.47,21.17,0.12,0.07
2018-08-11,3.71,9.32,8.1,17.43,0.59,10.32,14.62,0.07,0.03
2018-08-13,5.01,7.85,8.31,14.27,0.92,8.12,12.29,0.04,0.03
2018-08-14,3.99,8.92,8.08,14.63,0.88,8.35,16.01,0.05,0.04
2018-08-15,3.13,10.48,8.12,15.07,0.88,8.93,14.12,0.1,0.06
2018-08-17,3.02,7.96,6.77,13.6,0.96,11.82,26.34,0.1,0.02
2018-08-18,2.71,6.6,5.8,14.61,0.86,9.47,28.28,0.1,0.02
2018-08-19,1.36,6.04,4.31,20.04,1.03,8.12,22.3,0.1,0.01
2018-08-22,1.7,7.66,5.45,17.12,1.08,8.39,17.77,0.09,0
2018-08-24,4.78,19.03,14.1,16.38,1.36,9.46,23.34,0.1,0.09
2018-08-25,5.2,20.45,15.18,18.52,1.1,10.01,22.54,0.1,0.07
2018-08-27,4.73,13.33,11.02,19.26,0.87,9.24,20.67,0.1,0.08
2018-08-28,6.66,16.04,14.03,17.73,0.95,9.76,24.54,0.09,0.06
2018-08-29,4.52,16.8,12.7,19.88,1.18,8.89,29.44,0.1,0.08
2018-08-30,6.68,19.36,15.81,20.7,1.39,9.78,29.76,0.1,0.07
2018-08-31,3.56,19.99,13.29,20.42,1.4,11.98,28.1,0.04,0.06
2018-09-01,4.63,21.34,15.23,24.55,1.68,11.17,27.98,0.07,0.12
2018-09-02,7.16,24.63,18.91,22.37,1.71,11.64,24.36,0.11,0.18
2018-09-04,9.81,26.49,22.16,21.11,1.68,11.54,26.93,0.09,0.1
2018-09-07,9.49,25.22,21.23,18.06,1.48,11.06,35.61,0.08,0.16
2018-09-08,11.58,21.31,20.76,23.69,1.54,10.21,28.77,0.08,0.11
2018-09-11,10.44,32.4,25.96,23.03,1.11,8.91,30.15,0.07,0.07
2018-09-13,2.56,17.56,11.42,22.66,0.62,11.29,37.87,0.07,0.11
2018-09-14,3.85,20.86,14.32,19.44,0.78,8.91,34.81,0.07,0.17
2018-09-15,2.6,18.65,11.86,24.14,0.66,9.58,39.56,0.06,0.07
2018-09-21,2.84,21.04,13.5,19.86,0.74,6.28,41.37,0.02,0.03
2018-09-22,3.45,13.45,10.13,18.22,0.97,14.1,47.86,0.03,0.07
2018-09-25,8.3,22.94,19.06,19.43,0.82,27,30.84,0.03,7.96
2018-09-26,8.17,27.49,21.37,18.56,0.84,13.47,27.49,0.03,0.07
2018-10-05,6.94,17.79,15.2,15.01,0.84,12.41,27.48,0.04,0.21
2018-10-06,8.38,25.91,20.65,17.96,0.76,14.31,46.63,0.05,0.16
2018-10-09,22.45,52.69,46.28,18.53,1.07,25.5,37.46,0.08,0.14
2018-10-10,5.52,26.45,18.96,21.36,0.81,31.74,57.33,0.04,0.05
2018-10-12,4.32,29.54,19.32,17.01,0.6,24.37,44.5,0.06,0.08
2018-10-14,4.9,24.58,17.06,22.01,0.95,10.6,25.73,0,0.06
2018-10-15,8.26,27.36,21.36,20.86,1.09,9.33,21.11,0.02,0.12
2018-10-16,10.35,25.38,22,19.19,1.07,10.8,21.99,0.02,0.19
2018-10-26,9.84,36.38,27.43,16.01,1.18,13.43,41.17,0.08,0.15
2018-10-27,1.79,45.82,25.35,14.06,1.35,23.42,39,0.07,0.38
2018-10-28,1.52,38.23,21.54,13.73,0.88,15.52,37.22,0.07,0.28
2018-10-29,1.38,36.77,20.23,15.37,1.16,28.74,37.42,0.08,0.22
2018-10-30,1.23,36.24,20.27,14.82,1.26,14.54,31.09,0.07,0.13
2018-11-05,20.4,39.44,37.67,3.41,0.73,10.43,19.42,0,0.07
2018-11-06,20.42,39.56,37.74,2.15,0.89,10.33,21.33,0.01,0.11
2018-11-09,20.08,57.93,47.24,2.03,1.07,12.3,26.53,0.04,0.11
2018-11-10,16.11,62.91,46.64,2.73,0.82,18.89,27.44,0.03,0.09
2018-11-11,15.11,65,46.85,3.53,1.22,25.14,30.3,0.08,0.29
2018-11-12,14.25,80.74,54.62,3.19,1.21,30.44,33.39,0.1,0.39
2018-11-13,22.55,75.54,58.58,4.88,1.15,30.69,35.94,0.09,0.29
2018-11-14,15.11,89.44,59.86,3.45,1.48,38.91,32.4,0.12,0.56
2018-11-18,14.56,35.92,30.95,10.76,0.84,7.49,15.47,0.01,0.07
2018-11-26,9.11,97.16,59.17,3.61,1.28,17.17,37.99,0.1,0.23
2018-11-27,19.47,105.22,71.79,3.81,1.81,20.78,39.9,0.11,0.3
2018-11-28,4.73,89.01,51.18,2.95,1.51,15.71,41.41,0.12,0.26
2018-12-01,10.69,90.28,56.71,4.66,1.16,14.21,22.45,0.1,0.5
2018-12-02,3.58,68.12,39.14,1.79,1.17,13.87,29.82,0.07,0.44
2018-12-03,4.54,69.78,40.81,3.38,1.09,14.03,33.95,0.09,0.12
2018-12-04,4.09,86.95,49.58,1.52,1.11,13.62,33.03,0.1,0.12
2018-12-09,4.42,76.7,44.4,10.99,1.47,10.17,31.17,0.06,0.06
2018-12-10,5.85,72.27,43.16,13.91,1.14,9.58,28.5,0.09,0.04
2018-12-11,5.59,72.19,42.93,17.31,1.23,11.7,29.51,0.07,0.05
2018-12-14,5.37,74.89,44.2,16.85,1.07,17.68,31.59,0.11,0.3
2018-12-15,3.33,57.77,33.44,18.28,1.1,23.81,39.75,0.11,0.11
2018-12-21,6.61,63.12,38.95,19.24,0.94,29.45,23.97,0.06,0.16
2018-12-22,3.65,55.65,32.57,17.93,1.17,13.62,27.34,0.07,0.15
2018-12-23,2.86,46.47,27.04,20.01,1,12.32,32.68,0.08,0.21
2018-12-24,5.55,67.51,40.43,19.51,1.34,42.75,29.16,0.1,0.21
2018-12-25,13.43,77.45,52.11,19.49,1.16,20.19,24.79,0.1,0.22
2018-12-28,13.43,69.17,47.7,21.66,0.92,25.43,22.5,0.07,0.22
2018-12-29,5.44,67.17,40.16,21.34,1.01,28.57,24.03,0.09,0.19
2018-12-30,4.57,76.4,44.35,15.29,1.34,33.25,30.68,0.1,0.36
2018-12-31,4.24,74.24,42.93,15.82,1.1,40.52,28.79,0.09,0.23
2019-01-01,6.56,83.38,49.69,15.16,1.09,30.85,24.84,0.1,0.21
2019-01-02,13.93,124.57,77.59,10.65,1.38,48.92,30.25,0.11,0.25
2019-01-03,35.59,140.17,103.49,8.7,1.24,42.26,20.87,0.13,0.58
2019-01-04,9.48,106.1,64.14,9.27,1.43,15.29,26.24,0.12,0.25
2019-01-05,6.73,92.41,54.63,11.1,1.33,15.9,28.51,0.11,0.31
2019-01-06,9.63,94.51,58.1,13.66,1.45,11.75,26.07,0.12,0.22
2019-01-07,17.24,103.31,68.98,13.63,1.5,16.53,24.55,0.12,0.31
2019-01-08,36.87,121.38,94.54,11.21,1.25,39.68,21.18,0.1,0.25
2019-01-09,12.68,121.94,75.16,10.39,0.86,66.39,27.23,0.09,0.16
2019-01-10,14.96,113.39,72.47,7.38,0.78,9.43,20.07,0.11,0.23
2019-01-11,11.17,100.16,62.36,8.62,0.96,10.56,24.73,0.1,0.15
2019-01-12,5.83,71.61,42.84,15.19,0.5,10.52,24.22,0.08,0.08
2019-01-13,4.86,57.32,34.44,17.36,0.64,12.33,25.51,0.07,0.18
2019-01-14,2.91,58.43,33.44,17.38,0.44,12.91,26.84,0.1,0.12
2019-01-15,5.68,60.37,36.74,17.46,1.02,26.39,21.83,0.08,0.14
2019-01-16,3.49,50.62,29.77,17.97,0.7,6.49,24.73,0.08,0.13
2019-01-17,3.46,58.6,33.99,16.97,0.82,13.73,24.69,0.1,0.18
2019-01-18,5.64,63.17,38.2,18.79,0.8,26.75,21.59,0.08,0.15
2019-01-19,13.44,61.22,43.49,22.53,0.72,11.71,23.64,0.09,0.13
2019-01-20,17.23,71.77,52.18,17.22,0.91,16,22.52,0.07,0.11
2019-01-22,20.01,60.14,48.26,20.43,0.85,13.57,24.82,0.06,0.08
2019-01-24,6.36,43.14,28.2,20.36,0.87,11.48,20.37,0.04,0.04
2019-01-28,5.29,55.79,34.06,17.58,1.28,15.66,20.15,0.06,0.12
2019-01-29,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05
2019-01-30,5.98,65.34,39.69,17.61,1.02,26.84,36.53,0.03,0.08
2019-01-31,5.14,71.78,42.43,12.16,1.39,15.58,47.94,0.07,0.14
2019-02-01,5.4,68.18,40.73,15.31,1.06,13.42,47.46,0.06,0.36
2019-02-02,29.13,85.01,68.98,14.32,1.15,10.68,40.2,0.06,0.1
2019-02-04,3.04,61.14,35.07,15.38,1.11,16.63,62.74,0.08,0.14
2019-02-05,13.08,83.44,55.08,14.61,1.58,12.92,43.18,0.08,0.19
2019-02-06,15.23,74.7,49.36,10.83,1.03,18.7,37.16,0.07,0.09
2019-02-07,7.69,25.85,20.1,10.97,0.74,12.37,32.23,0.05,0.06
2019-02-09,6.38,23.26,17.36,16.81,0.86,16.7,34.16,0.01,0.05
2019-02-13,3.01,28.42,17.6,14.9,0.74,10.43,41.96,0.06,0.1
2019-02-14,15.49,35.52,31.56,16.42,0.84,9.78,37.99,0.05,0.08
2019-02-15,2.29,22.82,13.91,16.94,0.7,6.98,40.95,0.02,0.02
2019-02-21,18.66,21.18,26.51,9.69,0.72,8.3,27.25,0,0.04
2019-02-22,26.53,25.18,35.05,10.43,0.64,14.78,30.4,0,0.04
2019-02-23,43.76,28.73,50.94,9.94,0.8,9.67,31.72,0.02,0.07
2019-02-24,18.77,24.64,28.36,13.1,0.53,14.5,35.13,0.02,0.05
2019-02-25,3.59,18.86,13.05,14.69,0.51,13.5,30.89,0,0.01
2019-02-28,3.23,13.32,9.81,9.1,0.56,15.85,25.36,0,0.01
2019-03-06,2.37,16.7,10.86,12.82,0.69,15.37,44.06,0.08,0.18
2019-03-07,1.68,13.22,8.24,13.14,0.57,11.6,44.93,2.25,4.15
2019-03-08,2.15,8.68,6.38,11.34,0.62,10.98,31.2,1.7,4.48
2019-03-09,2.82,9.92,7.57,11.03,0.69,12.43,29.66,1.38,5.33
2019-03-10,4.02,8.02,7.5,9.45,0.35,12.07,22.33,1.05,4.23
2019-03-11,2.6,8.45,6.56,8.86,0.53,14.06,22.67,0.95,3.31
2019-03-12,5.03,15.67,12.51,9.74,0.41,13.33,27.15,1.01,6.81
2019-03-13,4.4,17.4,12.91,11.1,0.4,9.21,31.25,0.86,4.9
2019-03-14,14.09,24.88,24.78,9.4,0.45,8.16,27.19,1.07,9.76
2019-03-15,6.29,19.29,15.47,9.87,0.64,11.35,29.47,1.03,6.87
2019-03-16,4.18,14.19,11.01,10.37,0.46,7.42,22.03,1.46,5.11
2019-03-17,6.5,14.86,12.92,11.63,0.58,7.89,28.04,1.74,9.37
2019-03-18,7.47,13.59,13.38,7.71,0.56,10.99,21.12,1.17,4.07
2019-03-19,2.18,9.6,6.94,6.44,0.68,9.51,29.78,1.87,3.29
2019-03-20,2.04,7.75,5.44,7.63,0.7,9.14,32.42,4.88,2.68
2019-03-21,1.13,6.24,4.23,7.09,0.5,7.63,36.81,1.7,2.82
2019-03-22,2.86,12.03,8.56,5.6,0.53,10.27,29.46,1.18,3.57
2019-03-23,9.37,14.63,15.49,5.75,0.53,8.61,29.24,1.4,4.5
2019-03-24,2.41,8.02,5.87,6.06,0.47,9.11,29.02,1.46,3.2
2019-03-25,2.89,10.15,7.82,5.53,0.5,13.84,21.8,1.51,3.77
2019-03-26,3.09,9.93,7.87,5.76,0.49,10.38,21.95,1.2,3.07
2019-03-27,2.23,10.84,7.69,7.15,0.54,12.07,32.91,1.09,3.83
2019-03-28,3.41,12.49,9.43,6.62,0.54,12.69,28.07,1.18,3.54
2019-03-29,2.56,9.81,7.4,6.81,0.45,8.19,30.44,1.08,2.73
2019-03-30,1.74,9.49,6.53,8.36,0.56,17.06,42.66,1.26,2.14
2019-03-31,1.11,9.26,5.64,7.66,0.58,16.56,34.64,0.69,3.43
2019-04-01,1.55,7.48,4.74,7.56,0.69,12.4,38.42,0.52,3.58
2019-04-02,1.54,8.62,5.72,6.27,0.71,14.7,31.67,1.13,2.43
2019-04-03,1.4,5.59,4.08,6.03,0.48,9.15,25.97,1.09,1.72
2019-04-04,3.77,7.21,6.99,5.55,0.64,10.24,20.32,1.33,2.13
2019-04-05,3.12,6.06,5.7,5.8,0.67,13.03,28.03,1.06,2.11
2019-04-06,2.2,5.25,3.94,6.21,0.62,12.96,40.3,0.51,2.03
2019-04-07,1.42,7.03,4.48,4.36,0.76,10.88,38.75,0.8,1.6
2019-04-08,1.45,4.2,3.38,4.21,0.57,12.69,22.15,0.69,1.25
2019-04-09,1.56,4.48,3.53,4.22,0.63,10.9,26.79,0.71,1.43
2019-04-10,1.14,3.14,2.26,4.47,0.61,8.92,39.57,0.67,2.24
2019-04-11,0.46,2.04,0.86,3.7,0.4,13.09,33.05,0.63,1.54
2019-04-12,2.53,5.32,4.04,3.95,0.58,14.02,30.87,0.78,2.17
2019-04-13,2.4,9.61,6.54,3.98,0.39,11.84,46.66,0.67,2.74
2019-04-14,1.12,6.04,4.03,3.86,0.36,14.45,28.78,0.62,1.37
2019-04-15,1.94,11.38,7.46,3.49,0.64,18.42,19.94,0.33,2.13
2019-04-16,2.19,20.61,12.25,4.81,0.65,22.54,20.53,0.67,2.07
2019-04-17,2.19,17.13,10.91,7.6,0.54,15.71,25.28,0.52,2.02
2019-04-18,2.65,13.78,9.52,6.54,0.51,10.6,26.51,0.16,3.11
2019-04-19,3.35,13.27,9.6,7.05,0.59,12.58,26.46,0.19,2.64
