"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@GatoPoliticoPE","El Gato Político","Un #MensajealaNacion sin floro, conciso, concreto y rápido. Un mensaje a la nación sin burocracia. Muy bien Sagasti.","0","0","12","1606184063000","24 Nov 2020","GatoPoliticoPE/status/1331058553654800384","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajealaNacion"
"@RSanchezMarquez","Ricardo Sanchez","Acabo de ver el #MensajeALaNacion de #Merino . No lo puedo desver no? Csm que conchudo este tipo! #dondeestaMerino #SalDeTuHuecoRata","0","0","2","1606098424000","23 Nov 2020","RSanchezMarquez/status/1330699357012824064","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | Merino | dondeestaMerino | SalDeTuHuecoRata"
"@carloscubasdc","Carlos Cubas","#MerinoAsesino #incapaz #mensajealanación no sabe que hacer.","0","0","0","1605460615000","15 Nov 2020","carloscubasdc/status/1328024190377660417","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MerinoAsesino | incapaz | mensajealanación"
"@CristhianRS","Cristhian Rojas S","""Se ha dispuesto que a través de SERVIR se dote a la policía de gerentes públicos"" - @FSagasti #MensajeALaNación","6","30","141","1606183412000","24 Nov 2020","CristhianRS/status/1331055823288668162","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@jitomigone","Jito","Vizqui 😭 #MensajeALaNación","0","0","1","1604975371000","10 Nov 2020","jitomigone/status/1325988930295050242","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@GatoPoliticoPE","El Gato Político","Bueno, Sagasti es más impuntual que Vizcarra. El mensaje a la nación estaba oficializado para las 8:30 p.m. #MensajealaNacion","0","0","1","1606182472000","24 Nov 2020","GatoPoliticoPE/status/1331051879128850435","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajealaNacion"
"@kathapuga","katha puga","#MensajeALaNacion Cesar Cervantes, es el nuevo director de la @PoliciaPeru #Sagasti","0","0","0","1606183662000","24 Nov 2020","kathapuga/status/1331056870640013312","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | Sagasti"
"@Tatiana_re6","T. 🎄🌟","Era a las 9, gente #MensajeALaNación","2","0","3","1606183286000","24 Nov 2020","Tatiana_re6/status/1331055295729197057","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@rochimonterom","Rosa Maria Montero","#SagastiPresidente ""Es urgente renovar el compromiso de brindar seguridad a los ciudadanos "" #MensajeALaNacion @FSagasti @PoliciaPeru @canalN_ @RPPNoticias @Politica_LR @Politica_ECpe","0","1","12","1606183691000","24 Nov 2020","rochimonterom/status/1331056993243721735","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","SagastiPresidente | MensajeALaNacion"
"@InnovatePeru","Innóvate Perú","""Es fundamental mantener este esfuerzo, esta contribución, que el conocimiento, la ciencia, la tecnología y la innovación realiza en esta época de la cuarta revolución industrial"". Presidente @FSagasti #FranciscoSagasti #MensajeAlaNación 🇵🇪 https://t.co/dmgD48CEpu","1","57","259","1605656611000","17 Nov 2020","InnovatePeru/status/1328846259856289792","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","FranciscoSagasti | MensajeAlaNación"
"@GanoNatura","GanoNatura","#FranciscoSagasti #juró #como #nuevo #Encargado de la #Presidencia de la #República #del #Perú #ante #MirthaVásquez en el #Congreso #tras #renuncia de #ManuelMerino y en #MensajeALaNación #anunció un #GabineteMinisterial #plural #Lima #17Nov #PartidoMorado https://t.co/PHA19o8LTp","0","0","0","1605668316000","18 Nov 2020","GanoNatura/status/1328895353966522373","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","FranciscoSagasti | juró | como | nuevo | Encargado | Presidencia | República | del | Perú | ante | MirthaVásquez | Congreso | tras | renuncia | ManuelMerino | MensajeALaNación | anunció | GabineteMinisterial | plural | Lima | 17Nov | PartidoMorado"
"@cece_alv","Clau Alvarez","No entendí nada de nada #MensajeALaNacion","0","0","0","1606183975000","24 Nov 2020","cece_alv/status/1331058181548748803","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@PatriciaArata","𝑷𝒂𝒕𝒓𝒊𝒄𝒊𝒂 𝑨𝒓𝒂𝒕𝒂","Fortalece el sistema de protección de las víctimas y brigadistas para darles tranquilidad a los familiares. #mensajealanacion #Sagasti","0","0","7","1606183493000","24 Nov 2020","PatriciaArata/status/1331056160200384520","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion | Sagasti"
"@laleype","La Ley","#MensajeALaNación “Soy consciente que no puede haber vacío de poder”, con ello Manuel Merino anuncia su renuncia al cargo de la Presidencia de la República @presidenciaperu","0","0","3","1605460638000","15 Nov 2020","laleype/status/1328024290197958656","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@TercerOjo_Media","Tercer Ojo","#MensajeALaNación El presidente también lamentó que durante la época de pandemia se hayan cometido irregularidades en la administración de los recursos de la PNP.","1","2","8","1606183887000","24 Nov 2020","TercerOjo_Media/status/1331057816421928960","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@Hemakerblog","EternoSoltero","Estrategia ART OK? Eso dijo Sagasti ? #mensajealanacion","1","0","0","1606183611000","24 Nov 2020","Hemakerblog/status/1331056657774866432","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion"
"@JuanjoOA27","🇵🇪Juanjo! O. Adrianzén😷🇵🇪","#ATENCIÓN #LOÚLTIMO #MarchaNacional La secretaría de Prensa de Palacio de Gobierno informa que #ManuelMerino ofrecerá al mediodía un #MensajeALaNación. https://t.co/RKp3fskB7E","0","0","0","1605458327000","15 Nov 2020","JuanjoOA27/status/1328014594779000840","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","ATENCIÓN | LOÚLTIMO | MarchaNacional | ManuelMerino | MensajeALaNación"
"@ninoseiseiseis","Nino👻","#MensajeALaNacion Del IMPRESENTABLE","0","0","0","1605460311000","15 Nov 2020","ninoseiseiseis/status/1328022917234495489","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@RuttuRH","Ⓡⓤⓣ","Todo bien hasta que Sagasti felicito a los policias que arriesgaron su vida, si bien hay que reconocer que en varios puntos del pais si nos cuidaron, aqui en el Norte Chico, fuimos bien protegidos, de los autos que nos querian echar, pero ¿desactivar al terna? #MensajeALaNación","0","0","2","1606183738000","24 Nov 2020","RuttuRH/status/1331057189948190721","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@petterllanosv","𝓟𝓮𝓽𝓽𝓮𝓻🎙𝓛𝓵𝓪𝓷𝓸𝓼","#MensajeAlaNacion #MerinoRenuncia #RenunciaPresidencial El presidente #ManuelMerino presenta su renuncia irrevocable. #SiSePudo #PeruSiSePudo #PerudePie #PeruanoLevantaTuVoz #VamosPeru https://t.co/HX9mZM0dMF","0","0","0","1605461311000","15 Nov 2020","petterllanosv/status/1328027111102222336","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion | MerinoRenuncia | RenunciaPresidencial | ManuelMerino | SiSePudo | PeruSiSePudo | PerudePie | PeruanoLevantaTuVoz | VamosPeru"
"@Samirae934","Sami ‧₊✜˚.⁵᯽❈⁷BE","Cómo que algunos ?? la mayoría espera tu renuncia #mensajealanacion #MerinoDictador #MerinoNoEsMiPresidente #MerinoNoNosRepresenta","0","0","0","1605460585000","15 Nov 2020","Samirae934/status/1328024065647529986","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion | MerinoDictador | MerinoNoEsMiPresidente | MerinoNoNosRepresenta"
"@CNMemes","CNMemes Swing","El #MensajeALaNacion de Francisco Sagasti parece una obra literaria.","3","9","53","1605651285000","17 Nov 2020","CNMemes/status/1328823920921862146","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@Lucia_Reyes_","Lucía","Oh, cambiaron al comandante de la PNP #MensajeALaNación","0","1","1","1606183318000","24 Nov 2020","Lucia_Reyes_/status/1331055428625715200","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@monti_os","Monti","El Perú esperando el #MensajeALaNación 👀 https://t.co/YoYTFexv5L","0","0","2","1606182926000","24 Nov 2020","monti_os/status/1331053785200857090","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@tefacastillo123","Tefi. 👨‍👩‍👧","Merino no sabe ni hablar y quiere dsr mensaje a la nación. Renuncie desde la madriguera nuco no necesita gastar dinero ni mostrar su horrible cara para eso 😡😡😡lo detesto. #MensajeALaNación con #LutoNacional 😢 https://t.co/WTXoBVsHqn","0","1","1","1605458472000","15 Nov 2020","tefacastillo123/status/1328015203221590016","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | LutoNacional"
"@presidenciaperu","Presidencia Perú","#MensajeALaNación del presidente de la República, @FSagasti. En vivo: https://t.co/IfvSpsy25V","47","104","497","1606183361000","24 Nov 2020","presidenciaperu/status/1331055607063982084","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@CristhianRS","Cristhian Rojas S","Y el presidente Sagasti no dijo nada sobre los Terna. Nada. #MensajeALaNación","19","38","182","1606183816000","24 Nov 2020","CristhianRS/status/1331057518001467393","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@CristhianRS","Cristhian Rojas S","El presidente Sagasti anunció la designación de un nuevo comandante general de la PNP. El ministro del interior señala que esto también trae consigo que 15 generales de la PNP pasen al retiro. #MensajeALaNación","4","30","229","1606185208000","24 Nov 2020","CristhianRS/status/1331063357038878720","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@voceros_pe","Voceros","#LoÚltimo | Manuel Merino brindará un Mensaje a la Nación a las 12 del medio día. #GobiernoDeFacto #ManuelMerino #MensajeALaNacion #Parlamento","0","0","1","1605458349000","15 Nov 2020","voceros_pe/status/1328014688261722113","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","LoÚltimo | GobiernoDeFacto | ManuelMerino | MensajeALaNacion | Parlamento"
"@AcdSaeva","ACD","Oye al sacar al comandante general que estaba en UCI cuando ocurrió todo ¿Cómo encontramos a los responsables de la represión policial? #MensajeAlaNacion","0","0","0","1606184333000","24 Nov 2020","AcdSaeva/status/1331059685936558080","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@zulmaroque","Zulma Roque","Queremos cabezas pero Francisco Sagasti quiere paz ... suavecitos del mal #MensajeALaNación #PNP https://t.co/l44GqZRMlJ","0","1","2","1606190044000","24 Nov 2020","zulmaroque/status/1331083637794746369","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | PNP"
"@mangcer","Manolito","#MensajeALaNacion Las elecciones generales del 21 van d todas mangas.","0","0","0","1605023523000","10 Nov 2020","mangcer/status/1326190896392646659","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@mico_viejo","M🅾n🅾🐒","Los ""4 gatos"" sacamos al usurpador del poder. ¡¡Viva el Perú carajo!! #JuntaDePortavoces #FueraMerino #LutoNacional #MensajeALaNación #Merino","2","8","42","1605460770000","15 Nov 2020","mico_viejo/status/1328024842306727937","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","JuntaDePortavoces | FueraMerino | LutoNacional | MensajeALaNación | Merino"
"@TercerOjo_Media","Tercer Ojo","#MensajeALaNación Francisco Sagasti expresa su reconocimiento a los y las policías que han expuesto su vida y la han perdido durante el ejercicio de sus funciones en la época de la pandemia.","1","1","8","1606183547000","24 Nov 2020","TercerOjo_Media/status/1331056388706095111","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@PcYani","Yani pc","Medidas necesarias, lo mejor poner Gerentes Públicos . El poco presupuesto de la #PNP merece tener una ejecución ejecución eficiente y transparentes# en mejora de los propios policías de a pie . #mensajealanacion #Sagasti #Urgente https://t.co/wCMSgL6wn6","1","0","2","1606184142000","24 Nov 2020","PcYani/status/1331058882211409922","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","PNP | mensajealanacion | Sagasti | Urgente"
"@JackelynMacines","Jackelyn Macines R.","Ya. Empezó #MensajeALaNación https://t.co/SN9jyJlnKa","0","0","0","1606183280000","24 Nov 2020","JackelynMacines/status/1331055267870629888","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@laleype","La Ley","#MensajeALaNación Inicia pronunciamiento del Ejecutivo por parte de Manuel Merino. @presidenciaperu","0","0","1","1605460357000","15 Nov 2020","laleype/status/1328023111246209025","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
