Date,NVDA
2021-11-02,26.346731185913086
2021-11-03,26.543325424194336
2021-11-04,29.7397403717041
2021-11-05,29.69084358215332
2021-11-08,30.740680694580078
2021-11-09,30.593984603881836
2021-11-10,29.398447036743164
2021-11-11,30.327529907226562
2021-11-12,30.327529907226562
2021-11-15,29.96327781677246
2021-11-16,30.140914916992188
2021-11-17,29.200855255126953
2021-11-18,31.60988998413086
2021-11-19,32.91719055175781
2021-11-22,31.89031219482422
2021-11-23,31.680740356445312
2021-11-24,32.606834411621094
2021-11-26,31.438243865966797
2021-11-29,33.30739212036133
2021-11-30,32.608829498291016
2021-12-01,31.37422752380371
2021-12-02,32.06388854980469
2021-12-03,30.63365936279297
2021-12-06,29.97892951965332
2021-12-07,32.364295959472656
2021-12-08,31.76447105407715
2021-12-09,30.431053161621094
2021-12-10,30.139617919921875
2021-12-13,28.106552124023438
2021-12-14,28.28221321105957
2021-12-15,30.400114059448242
2021-12-16,28.33211898803711
2021-12-17,27.747249603271484
2021-12-20,27.665409088134766
2021-12-21,29.01879119873047
2021-12-22,29.343156814575195
2021-12-23,29.58269691467285
2021-12-27,30.88517189025879
2021-12-28,30.263378143310547
2021-12-29,29.942996978759766
2021-12-30,29.52880096435547
2021-12-31,29.354141235351562
2022-01-03,30.06276512145996
2022-01-04,29.23337173461914
2022-01-05,27.550634384155273
2022-01-06,28.12352180480957
2022-01-07,27.194320678710938
2022-01-10,27.347023010253906
2022-01-11,27.76321792602539
2022-01-12,27.944866180419922
2022-01-13,26.523622512817383
2022-01-14,26.889915466308594
2022-01-18,25.852916717529297
2022-01-19,25.018535614013672
2022-01-20,24.103307723999023
2022-01-21,23.32880973815918
2022-01-24,23.32680892944336
2022-01-25,22.280838012695312
2022-01-26,22.727970123291016
2022-01-27,21.901573181152344
2022-01-28,22.79584312438965
2022-01-31,24.438661575317383
2022-02-01,24.590370178222656
2022-02-02,25.193199157714844
2022-02-03,23.901697158813477
2022-02-04,24.271982192993164
2022-02-07,24.680191040039062
2022-02-08,25.059459686279297
2022-02-09,26.65336799621582
2022-02-10,25.77407455444336
2022-02-11,23.90269660949707
2022-02-14,24.22008514404297
2022-02-15,26.44377899169922
2022-02-16,26.459741592407227
2022-02-17,24.45962142944336
2022-02-18,23.59629249572754
2022-02-22,23.34478187561035
2022-02-23,22.34371566772461
2022-02-24,23.702089309692383
2022-02-25,24.11029815673828
2022-02-28,24.33785057067871
2022-03-01,23.431612014770508
2022-03-02,24.17729377746582
2022-03-03,23.672189712524414
2022-03-04,22.895559310913086
2022-03-07,21.31435203552246
2022-03-08,21.476062774658203
2022-03-09,22.973417282104492
2022-03-10,22.61804962158203
2022-03-11,22.06102752685547
2022-03-14,21.292388916015625
2022-03-15,22.932493209838867
2022-03-16,24.452808380126953
2022-03-17,24.722328186035156
2022-03-18,26.406352996826172
2022-03-21,26.686864852905273
2022-03-22,26.477231979370117
2022-03-23,25.588802337646484
2022-03-24,28.10036277770996
2022-03-25,27.643171310424805
2022-03-28,28.169239044189453
2022-03-29,28.605470657348633
2022-03-30,27.641172409057617
2022-03-31,27.237886428833008
2022-04-01,26.664899826049805
2022-04-04,27.311756134033203
2022-04-05,25.885271072387695
2022-04-06,24.363967895507812
2022-04-07,24.165311813354492
2022-04-08,23.07823371887207
2022-04-11,21.87835693359375
2022-04-12,21.466079711914062
2022-04-13,22.163848876953125
2022-04-14,21.220516204833984
2022-04-18,21.744590759277344
2022-04-19,22.15886116027832
2022-04-20,21.444122314453125
2022-04-21,20.147411346435547
2022-04-22,19.48058319091797
2022-04-25,19.86690902709961
2022-04-26,18.754873275756836
2022-04-27,18.382530212402344
2022-04-28,19.747119903564453
2022-04-29,18.514297485351562
2022-05-02,19.498559951782227
2022-05-03,19.567434310913086
2022-05-04,20.298147201538086
2022-05-05,18.810771942138672
2022-05-06,18.64206886291504
2022-05-09,16.920114517211914
2022-05-10,17.56397247314453
2022-05-11,16.600671768188477
2022-05-12,16.146480560302734
2022-05-13,17.674779891967773
2022-05-16,17.233558654785156
2022-05-17,18.144948959350586
2022-05-18,16.908132553100586
2022-05-19,17.09380340576172
2022-05-20,16.664566040039062
2022-05-23,16.868206024169922
2022-05-24,16.125513076782227
2022-05-25,16.945070266723633
2022-05-26,17.81952476501465
2022-05-27,18.777833938598633
2022-05-31,18.63907814025879
2022-06-01,18.287694931030273
2022-06-02,19.557453155517578
2022-06-03,18.686988830566406
2022-06-06,18.75287437438965
2022-06-07,18.892629623413086
2022-06-08,18.619050979614258
2022-06-09,18.019983291625977
2022-06-10,16.94765281677246
2022-06-13,15.622712135314941
2022-06-14,15.811417579650879
2022-06-15,16.501346588134766
2022-06-16,15.576781272888184
2022-06-17,15.855348587036133
2022-06-21,16.540285110473633
2022-06-22,16.334606170654297
2022-06-23,16.19981575012207
2022-06-24,17.099414825439453
2022-06-27,16.84281349182129
2022-06-28,15.957191467285156
2022-06-29,15.517874717712402
2022-06-30,15.135469436645508
2022-07-01,14.500454902648926
2022-07-05,14.94077205657959
2022-07-06,15.106514930725098
2022-07-07,15.83338451385498
2022-07-08,15.81341552734375
2022-07-11,15.128480911254883
2022-07-12,15.058588027954102
2022-07-13,15.140460014343262
2022-07-14,15.348136901855469
2022-07-15,15.737533569335938
2022-07-18,16.076005935668945
2022-07-19,16.96562385559082
2022-07-20,17.779359817504883
2022-07-21,18.02198028564453
2022-07-22,17.292116165161133
2022-07-25,16.997573852539062
2022-07-26,16.50733757019043
2022-07-27,17.76238441467285
2022-07-28,17.956085205078125
2022-07-29,18.134809494018555
2022-08-01,18.412370681762695
2022-08-02,18.49724006652832
2022-08-03,18.86367416381836
2022-08-04,19.18517303466797
2022-08-05,18.959524154663086
2022-08-08,17.765377044677734
2022-08-09,17.059478759765625
2022-08-10,18.068910598754883
2022-08-11,17.91415023803711
2022-08-12,18.679956436157227
2022-08-15,19.002456665039062
2022-08-16,18.84969711303711
2022-08-17,18.30653953552246
2022-08-18,18.74385643005371
2022-08-19,17.82129669189453
2022-08-22,17.007556915283203
2022-08-23,17.154329299926758
2022-08-24,17.195266723632812
2022-08-25,17.885194778442383
2022-08-26,16.234756469726562
2022-08-29,15.776473045349121
2022-08-30,15.443987846374512
2022-08-31,15.070570945739746
2022-09-01,13.915366172790527
2022-09-02,13.625814437866211
2022-09-06,13.444099426269531
2022-09-07,13.696778297424316
2022-09-08,13.972434043884277
2022-09-09,14.368934631347656
2022-09-12,14.486787796020508
2022-09-13,13.114513397216797
2022-09-14,13.111516952514648
2022-09-15,12.91276741027832
2022-09-16,13.181429862976074
2022-09-19,13.36519718170166
2022-09-20,13.159457206726074
2022-09-21,13.24435043334961
2022-09-22,12.545228958129883
2022-09-23,12.500285148620605
2022-09-26,12.21264934539795
2022-09-27,12.397415161132812
2022-09-28,12.720010757446289
2022-09-29,12.204655647277832
2022-09-30,12.123757362365723
2022-10-03,12.49629020690918
2022-10-04,13.150467872619629
2022-10-05,13.192414283752441
2022-10-06,13.11351490020752
2022-10-07,12.060839653015137
2022-10-10,11.65534782409668
2022-10-11,11.571452140808105
2022-10-12,11.485559463500977
2022-10-13,11.944984436035156
2022-10-14,11.212903022766113
2022-10-17,11.873072624206543
2022-10-18,11.951972961425781
2022-10-19,12.035868644714355
2022-10-20,12.178690910339355
2022-10-21,12.450346946716309
2022-10-24,12.583181381225586
2022-10-25,13.24435043334961
2022-10-26,12.87980842590332
2022-10-27,13.159457206726074
2022-10-28,13.816631317138672
2022-10-31,13.480052947998047
2022-11-01,13.525996208190918
2022-11-02,13.202400207519531
2022-11-03,13.404149055480957
2022-11-04,14.138225555419922
2022-11-07,14.283044815063477
2022-11-08,14.58366584777832
2022-11-09,13.758703231811523
2022-11-10,15.730223655700684
2022-11-11,16.306495666503906
2022-11-14,16.2745418548584
2022-11-15,16.64507484436035
2022-11-16,15.89002513885498
2022-11-17,15.657317161560059
2022-11-18,15.389653205871582
2022-11-21,15.297770500183105
2022-11-22,16.017864227294922
2022-11-23,16.49825668334961
2022-11-25,16.249574661254883
2022-11-28,15.80712890625
2022-11-29,15.619363784790039
2022-11-30,16.906076431274414
2022-12-01,17.11786460876465
2022-12-02,16.8591251373291
2022-12-05,16.5933895111084
2022-12-06,15.971013069152832
2022-12-07,16.103878021240234
2022-12-08,17.151826858520508
2022-12-09,16.98399543762207
2022-12-12,17.517465591430664
2022-12-13,18.053930282592773
2022-12-14,17.656326293945312
2022-12-15,16.93504524230957
2022-12-16,16.554428100585938
2022-12-19,16.237743377685547
2022-12-20,16.06891441345215
2022-12-21,16.484498977661133
2022-12-22,15.323659896850586
2022-12-23,15.19079303741455
2022-12-27,14.106878280639648
2022-12-28,14.021963119506836
2022-12-29,14.588395118713379
2022-12-30,14.599385261535645
2023-01-03,14.300683975219727
2023-01-04,14.734249114990234
2023-01-05,14.25073528289795
2023-01-06,14.84414005279541
2023-01-09,15.612371444702148
2023-01-10,15.893088340759277
2023-01-11,15.984996795654297
2023-01-12,16.494483947753906
2023-01-13,16.882099151611328
2023-01-17,17.684297561645508
2023-01-18,17.359622955322266
2023-01-19,16.748231887817383
2023-01-20,17.82115936279297
2023-01-23,19.173809051513672
2023-01-24,19.2457332611084
2023-01-25,19.303678512573242
2023-01-26,19.782197952270508
2023-01-27,20.34463119506836
2023-01-30,19.14283561706543
2023-01-31,19.5174617767334
2023-02-01,20.92205810546875
2023-02-02,21.68729019165039
2023-02-03,21.07889747619629
2023-02-06,21.06791114807129
2023-02-07,22.150827407836914
2023-02-08,22.18279266357422
2023-02-09,22.31466293334961
2023-02-10,21.243730545043945
2023-02-13,21.766212463378906
2023-02-14,22.948026657104492
2023-02-15,22.74123191833496
2023-02-16,21.979995727539062
2023-02-17,21.36661148071289
2023-02-21,20.63434410095215
2023-02-22,20.733245849609375
2023-02-23,23.64033317565918
2023-02-24,23.262714385986328
2023-02-27,23.477495193481445
2023-02-28,23.19278335571289
2023-03-01,22.67530059814453
2023-03-02,23.290685653686523
2023-03-03,23.866106033325195
2023-03-06,23.530445098876953
2023-03-07,23.268661499023438
2023-03-08,24.160919189453125
2023-03-09,23.416536331176758
2023-03-10,22.9459285736084
2023-03-13,22.946928024291992
2023-03-14,24.043014526367188
2023-03-15,24.2078800201416
2023-03-16,25.519790649414062
2023-03-17,25.70363998413086
2023-03-20,25.87849235534668
2023-03-21,26.17724609375
2023-03-22,26.44602394104004
2023-03-23,27.168418884277344
2023-03-24,26.756759643554688
2023-03-27,26.50897216796875
2023-03-28,26.38806915283203
2023-03-29,26.961589813232422
2023-03-30,27.360261917114258
2023-03-31,27.753934860229492
2023-04-03,27.9417781829834
2023-04-04,27.43020248413086
2023-04-05,26.858680725097656
2023-04-06,27.014549255371094
2023-04-10,27.55609703063965
2023-04-11,27.14643669128418
2023-04-12,26.472999572753906
2023-04-13,26.441024780273438
2023-04-14,26.735776901245117
2023-04-17,26.979576110839844
2023-04-18,27.644023895263672
2023-04-19,27.907806396484375
2023-04-20,27.081493377685547
2023-04-21,27.096481323242188
2023-04-24,27.01954460144043
2023-04-25,26.219207763671875
2023-04-26,26.93361473083496
2023-04-27,27.20339012145996
2023-04-28,27.72595977783203
2023-05-01,28.8859920501709
2023-05-02,28.186574935913086
2023-05-03,27.778911590576172
2023-05-04,27.53911018371582
2023-05-05,28.65618324279785
2023-05-08,29.126792907714844
2023-05-09,28.54727554321289
2023-05-10,28.861011505126953
2023-05-11,28.55426597595215
2023-05-12,28.31646728515625
2023-05-15,28.928955078125
2023-05-16,29.188739776611328
2023-05-17,30.152942657470703
2023-05-18,31.651695251464844
2023-05-19,31.238037109375
2023-05-22,31.150114059448242
2023-05-23,30.66251564025879
2023-05-24,30.51264190673828
2023-05-25,37.94845962524414
2023-05-26,38.91365432739258
2023-05-30,40.077693939208984
2023-05-31,37.802581787109375
2023-06-01,39.73697280883789
2023-06-02,39.29433822631836
2023-06-05,39.13847351074219
2023-06-06,38.62190246582031
2023-06-07,37.44775390625
2023-06-08,38.48200225830078
2023-06-09,38.74181365966797
2023-06-12,39.45328903198242
2023-06-13,40.992183685302734
2023-06-14,42.96574020385742
2023-06-15,42.62199401855469
2023-06-16,42.66096115112305
2023-06-20,43.776145935058594
2023-06-21,43.013702392578125
2023-06-22,42.993717193603516
2023-06-23,42.178314208984375
2023-06-26,40.60245895385742
2023-06-27,41.84555435180664
2023-06-28,41.08710479736328
2023-06-29,40.79232406616211
2023-06-30,42.271244049072266
2023-07-03,42.38215637207031
2023-07-05,42.28623962402344
2023-07-06,42.072391510009766
2023-07-07,42.47209930419922
2023-07-10,42.14933776855469
2023-07-11,42.374176025390625
2023-07-12,43.870086669921875
2023-07-13,45.94357681274414
2023-07-14,45.435951232910156
2023-07-17,46.42721939086914
2023-07-18,47.45947265625
2023-07-19,47.04277801513672
2023-07-20,45.486900329589844
2023-07-21,44.27678680419922
2023-07-24,44.579566955566406
2023-07-25,45.64579391479492
2023-07-26,45.4189567565918
2023-07-27,45.86663818359375
2023-07-28,46.71601104736328
2023-07-31,46.69502639770508
2023-08-01,46.47319412231445
2023-08-02,44.236820220947266
2023-08-03,44.48263931274414
2023-08-04,44.647518157958984
2023-08-07,45.38398742675781
2023-08-08,44.631534576416016
2023-08-09,42.52306365966797
2023-08-10,42.3571891784668
2023-08-11,40.82530212402344
2023-08-14,43.721187591552734
2023-08-15,43.90806198120117
2023-08-16,43.454383850097656
2023-08-17,43.3124885559082
2023-08-18,43.26751708984375
2023-08-21,46.93285369873047
2023-08-22,45.634796142578125
2023-08-23,47.081756591796875
2023-08-24,47.12871551513672
2023-08-25,45.98454666137695
2023-08-28,46.80095291137695
2023-08-29,48.74852752685547
2023-08-30,49.228187561035156
2023-08-31,49.31911849975586
2023-09-01,48.47372817993164
2023-09-05,48.51271057128906
2023-09-06,47.030662536621094
2023-09-07,46.2111930847168
2023-09-08,45.5426139831543
2023-09-11,45.14887237548828
2023-09-12,44.84107208251953
2023-09-13,45.45568084716797
2023-09-14,45.551612854003906
2023-09-15,43.8717041015625
2023-09-18,43.937652587890625
2023-09-19,43.491939544677734
2023-09-20,42.211769104003906
2023-09-21,40.99055862426758
2023-09-22,41.58317184448242
2023-09-25,42.19477844238281
2023-09-26,41.88397979736328
2023-09-27,42.44062042236328
2023-09-28,43.06121826171875
2023-09-29,43.47096252441406
2023-10-02,44.75313186645508
2023-10-03,43.48893737792969
2023-10-04,44.01260757446289
2023-10-05,44.659183502197266
2023-10-06,45.73250198364258
2023-10-09,45.243812561035156
2023-10-10,45.76847457885742
2023-10-11,46.775821685791016
2023-10-12,46.91473388671875
2023-10-13,45.43169021606445
2023-10-16,46.06528854370117
2023-10-17,43.9096794128418
2023-10-18,42.16879653930664
2023-10-19,42.07386016845703
2023-10-20,41.36031723022461
2023-10-23,42.947296142578125
2023-10-24,43.63485336303711
2023-10-25,41.7520637512207
2023-10-26,40.30000305175781
2023-10-27,40.4738883972168
2023-10-30,41.13446807861328
2023-10-31,40.75370788574219
2023-11-01,42.2977180480957
2023-11-02,43.47795486450195
2023-11-03,44.975990295410156
2023-11-06,45.72150421142578
2023-11-07,45.925376892089844
2023-11-08,46.543975830078125
2023-11-09,46.91972732543945
2023-11-10,48.30384063720703
2023-11-13,48.58864974975586
2023-11-14,49.62398910522461
2023-11-15,48.856483459472656
2023-11-16,49.44810485839844
2023-11-17,49.26622009277344
2023-11-20,50.37650680541992
2023-11-21,49.911800384521484
2023-11-22,48.68459701538086
2023-11-24,47.74520492553711
2023-11-27,48.210899353027344
2023-11-28,47.79016876220703
2023-11-29,48.10896682739258
2023-11-30,46.73984909057617
2023-12-01,46.73485565185547
2023-12-04,45.480655670166016
2023-12-05,46.540077209472656
2023-12-06,45.4776611328125
2023-12-07,46.57005310058594
2023-12-08,47.479549407958984
2023-12-11,46.60103988647461
2023-12-12,47.630470275878906
2023-12-13,48.06122970581055
2023-12-14,48.32307434082031
2023-12-15,48.86277770996094
2023-12-18,50.04911804199219
2023-12-19,49.57637405395508
2023-12-20,48.084205627441406
2023-12-21,48.96272659301758
2023-12-22,48.80281066894531
2023-12-26,49.251556396484375
2023-12-27,49.38948440551758
2023-12-28,49.49442672729492
2023-12-29,49.49442672729492
2024-01-02,48.141178131103516
2024-01-03,47.542510986328125
2024-01-04,47.97127914428711
2024-01-05,49.069664001464844
2024-01-08,52.22390365600586
2024-01-09,53.110416412353516
2024-01-10,54.31973648071289
2024-01-11,54.791473388671875
2024-01-12,54.679527282714844
2024-01-16,56.350608825683594
2024-01-17,56.02178955078125
2024-01-18,57.07520294189453
2024-01-19,59.45787048339844
2024-01-22,59.620784759521484
2024-01-23,59.83966827392578
2024-01-24,61.32782745361328
2024-01-25,61.58269500732422
2024-01-26,60.99701690673828
2024-01-29,62.43021774291992
2024-01-30,62.73904800415039
2024-01-31,61.492740631103516
2024-02-01,62.991905212402344
2024-02-02,66.12316131591797
2024-02-05,69.29339599609375
2024-02-06,68.18501281738281
2024-02-07,70.05996704101562
2024-02-08,69.60221099853516
2024-02-09,72.09284210205078
2024-02-12,72.20777130126953
2024-02-13,72.08784484863281
2024-02-14,73.8588638305664
2024-02-15,72.61753845214844
2024-02-16,72.57256317138672
2024-02-20,69.413330078125
2024-02-21,67.43443298339844
2024-02-22,78.49427032470703
2024-02-23,78.77311706542969
2024-02-26,79.04795837402344
2024-02-27,78.65717315673828
2024-02-28,77.6197509765625
2024-02-29,79.06795501708984
2024-03-01,82.2331771850586
2024-03-04,85.18954467773438
2024-03-05,85.920166015625
2024-03-06,88.6547622680664
2024-03-07,92.62174224853516
2024-03-08,87.4833755493164
2024-03-11,85.73026275634766
2024-03-12,91.86614227294922
2024-03-13,90.84165954589844
2024-03-14,87.89915466308594
2024-03-15,87.79220581054688
2024-03-18,88.4098892211914
2024-03-19,89.3524169921875
2024-03-20,90.32592010498047
2024-03-21,91.38837432861328
2024-03-22,94.24092102050781
2024-03-25,94.95355224609375
2024-03-26,92.5137939453125
2024-03-27,90.2039794921875
2024-03-28,90.30992126464844
2024-04-01,90.3169174194336
2024-04-02,89.40638732910156
2024-04-03,88.91864013671875
2024-04-04,85.86119079589844
2024-04-05,87.96312713623047
2024-04-08,87.08856201171875
2024-04-09,85.31045532226562
2024-04-10,86.99461364746094
2024-04-11,90.56979370117188
2024-04-12,88.14102935791016
2024-04-15,85.95714569091797
2024-04-16,87.37042236328125
2024-04-17,83.99214935302734
2024-04-18,84.62782287597656
2024-04-19,76.16114807128906
2024-04-22,79.47744750976562
2024-04-23,82.38097381591797
2024-04-24,79.6363754272461
2024-04-25,82.5898666381836
2024-04-26,87.69026947021484
2024-04-29,87.71224975585938
2024-04-30,86.35794067382812
2024-05-01,82.99864196777344
2024-05-02,85.77323913574219
2024-05-03,88.74372100830078
2024-05-06,92.09300994873047
2024-05-07,90.50782775878906
2024-05-08,90.36589813232422
2024-05-09,88.70175170898438
2024-05-10,89.83216857910156
2024-05-13,90.3529052734375
2024-05-14,91.3094253540039
2024-05-15,94.58174133300781
2024-05-16,94.31088256835938
2024-05-17,92.43183898925781
2024-05-20,94.73167419433594
2024-05-21,95.33735656738281
2024-05-22,94.90158081054688
2024-05-23,103.74607849121094
2024-05-24,106.41470336914062
2024-05-28,113.8429183959961
2024-05-29,114.76643371582031
2024-05-30,110.44364929199219
2024-05-31,109.57709503173828
2024-06-03,114.94136047363281
2024-06-04,116.37763214111328
2024-06-05,122.3775634765625
2024-06-06,120.93630981445312
2024-06-07,120.82636260986328
2024-06-10,121.7279052734375
2024-06-11,120.8582763671875
2024-06-12,125.14643859863281
2024-06-13,129.55455017089844
2024-06-14,131.82359313964844
2024-06-17,130.92396545410156
2024-06-18,135.52198791503906
2024-06-20,130.72406005859375
2024-06-21,126.5158462524414
2024-06-24,118.05946350097656
2024-06-25,126.03604888916016
2024-06-26,126.34593200683594
2024-06-27,123.93696594238281
2024-06-28,123.48715209960938
2024-07-01,124.246826171875
2024-07-02,122.61751556396484
2024-07-03,128.22511291503906
2024-07-05,125.77616119384766
2024-07-08,128.14512634277344
2024-07-09,131.3238067626953
2024-07-10,134.85227966308594
2024-07-11,127.34549713134766
2024-07-12,129.18472290039062
2024-07-15,128.3850555419922
2024-07-16,126.3059310913086
2024-07-17,117.93951416015625
2024-07-18,121.03820037841797
2024-07-19,117.87954711914062
2024-07-22,123.48715209960938
2024-07-23,122.53755187988281
2024-07-24,114.20112609863281
2024-07-25,112.2319564819336
2024-07-26,113.0116195678711
2024-07-29,111.5422592163086
2024-07-30,103.68562316894531
2024-07-31,116.96993255615234
2024-08-01,109.16327667236328
2024-08-02,107.22410583496094
2024-08-05,100.40702056884766
2024-08-06,104.20539855957031
2024-08-07,98.86768341064453
2024-08-08,104.92508697509766
2024-08-09,104.70518493652344
2024-08-12,108.97335815429688
2024-08-13,116.0903091430664
2024-08-14,118.02948760986328
2024-08-15,122.80744171142578
2024-08-16,124.52668762207031
2024-08-19,129.94439697265625
2024-08-20,127.195556640625
2024-08-21,128.4450225830078
2024-08-22,123.68705749511719
2024-08-23,129.31463623046875
2024-08-26,126.40589141845703
2024-08-27,128.2451171875
2024-08-28,125.55626678466797
2024-08-29,117.53968811035156
2024-08-30,119.31893157958984
2024-09-03,107.95378875732422
2024-09-04,106.16455841064453
2024-09-05,107.16413116455078
2024-09-06,102.7860107421875
2024-09-09,106.42444610595703
2024-09-10,108.05374145507812
2024-09-11,116.8599853515625
2024-09-12,119.09921264648438
2024-09-13,119.0592269897461
2024-09-16,116.74002075195312
2024-09-17,115.55043029785156
2024-09-18,113.33118438720703
2024-09-19,117.82965087890625
2024-09-20,115.96029663085938
2024-09-23,116.22020721435547
2024-09-24,120.82862854003906
2024-09-25,123.46772003173828
2024-09-26,123.9975357055664
2024-09-27,121.35844421386719
2024-09-30,121.39842987060547
2024-10-01,116.95994567871094
2024-10-02,118.80931091308594
2024-10-03,122.80794525146484
2024-10-04,124.87723541259766
2024-10-07,127.67627716064453
2024-10-08,132.84449768066406
2024-10-09,132.60458374023438
2024-10-10,134.7638397216797
2024-10-11,134.7538604736328
2024-10-14,138.0227508544922
2024-10-15,131.55496215820312
2024-10-16,135.67352294921875
2024-10-17,136.8831329345703
2024-10-18,137.9527587890625
2024-10-21,143.6608123779297
