FECHA_CORTE;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGEO_CCPP;CENTRO_POBLADO_ PTOATENC;CODIGO_2023_PLAFORMA_P;NOMBRE_PLATAFORMA_MOVIL_P;TIPO_PLATAFORMA;NIVEL_GOBIERNO;SECTOR;ENTIDAD;FECHA_INTERVENCION;ATENCIONES;MES;ANIO;TRIMESTRE
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020041;HUANTA;2;PIAS PUTUMAYO II;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240302; 56 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020041;HUANTA;2;PIAS PUTUMAYO II;FLUVIAL;GOBIERNO CENTRAL;PCM;DEVIDA;20240302; 113 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020041;HUANTA;2;PIAS PUTUMAYO II;FLUVIAL;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240302; 1.458 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240304; 78 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240304; 38 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240304; 48 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240304; 58 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240304; 52 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240304; 39 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;BIBLIOTECA NACIONAL;20240304; 29 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240304; 73 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240304; 25 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020048;SANTA MARIA DE BREO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240304; 839 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240305; 105 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240305; 84 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240305; 93 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240305; 72 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240305; 117 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240305; 50 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;BIBLIOTECA NACIONAL;20240305; 55 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240305; 187 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240305; 57 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020050;REMANSO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240305; 1.126 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240306; 208 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240306; 45 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240306; 123 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240306; 105 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240306; 100 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240306; 96 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;BIBLIOTECA NACIONAL;20240306; 57 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240306; 400 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240306; 56 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020054;SAN FRANCISCO;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240306; 1.407 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240308; 59 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240308; 54 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240308; 29 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240308; 119 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240308; 112 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240308; 36 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;BIBLIOTECA NACIONAL;20240308; 51 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240308; 123 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240308; 46 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020056;CONDOR;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240308; 950 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240309; 213 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240309; 63 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240309; 56 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240309; 139 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240309; 139 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240309; 94 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINCUL;BIBLIOTECA NACIONAL;20240309; 49 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINISTERIO DE DEFENSA;MARINA DE GUERRA DEL PERÚ;20240309; 12 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240309; 359 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240309; 151 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;PEBAS;1604020058;COCHIQUINAS;1;PIAS PUTUMAYO I;FLUVIAL;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240309; 1.754 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;1604010047;BELLAVISTA CALLARU;9;PIAS AÉREA LORETO;AEREA;GOBIERNO CENTRAL;MINCUL;MINCUL;20240301; 58 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;1604010047;BELLAVISTA CALLARU;9;PIAS AÉREA LORETO;AEREA;GOBIERNO CENTRAL;MINCUL;MINCUL;20240302; 172 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;1604010047;BELLAVISTA CALLARU;9;PIAS AÉREA LORETO;AEREA;GOBIERNO CENTRAL;MINCUL;MINCUL;20240303; 151 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;1604010047;BELLAVISTA CALLARU;9;PIAS AÉREA LORETO;AEREA;GOBIERNO CENTRAL;PCM;RENIEC;20240302; 38 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;1604010047;BELLAVISTA CALLARU;9;PIAS AÉREA LORETO;AEREA;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240301; 76 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;1604010047;BELLAVISTA CALLARU;9;PIAS AÉREA LORETO;AEREA;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240302; 197 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;1604010047;BELLAVISTA CALLARU;9;PIAS AÉREA LORETO;AEREA;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240303; 190 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;RAMON CASTILLA;1604010047;BELLAVISTA CALLARU;9;PIAS AÉREA LORETO;AEREA;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240304; 215 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240328; 9 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240328; 22 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA PENSION 65;20240328; 20 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240328; 20 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240328; 14 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240328; 43 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240328; 61 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINCUL;BIBLIOTECA NACIONAL;20240328; 30 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240328; 170 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240328; 18 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;PCM;DEVIDA;20240328; 13 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030005;SAN SEBASTIAN;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240328; 910 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240329; 1 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240329; 14 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA PENSION 65;20240329; 6 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240329; 12 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240329; 27 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240329; 24 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240329; 40 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINCUL;BIBLIOTECA NACIONAL;20240329; 13 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240329; 85 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240329; 11 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;PCM;DEVIDA;20240329; 23 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030007;UNION FAMILIAR;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240329; 551 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240327; 8 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240327; 25 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA PENSION 65;20240327; 16 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240327; 12 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240327; 11 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240327; 12 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240327; 48 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINCUL;BIBLIOTECA NACIONAL;20240327; 8 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240327; 103 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240327; 7 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;PCM;DEVIDA;20240327; 2 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030009;REMANSO;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO REGIONAL;MINSA;DIRESA LORETO;20240327; 523 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240321; 36 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MEF;BANCO DE LA NACION;20240322; 21 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240321; 56 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;SISFOH;20240322; 12 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA PENSION 65;20240321; 21 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA PENSION 65;20240322; 16 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240321; 40 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIDIS;PROGRAMA JUNTOS;20240322; 24 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240321; 14 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - PNLCVF -AURORA;20240322; 5 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240321; 13 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MIMP;MIMP - JUGUEMOS;20240322; 75 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240321; 46 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINCUL;MINCUL;20240322; 45 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINCUL;BIBLIOTECA NACIONAL;20240322; 70 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240321; 167 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;MINSA;S.I.S.;20240322; 146 ;202403;2024;I
20240528;LORETO;MARISCAL RAMON CASTILLA;YAVARI;1604030010;SANTA TERESA I ZONA;12;PIAS RIO YAVARI;FLUVIAL;GOBIERNO CENTRAL;PCM;RENIEC;20240321; 53 ;202403;2024;I
