DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLISTS INJURED,NUMBER OF CYCLISTS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
03/28/2016,21:45:00,QUEENS,11355.0,40.7546401,-73.8229764,"(40.7546401, -73.8229764)",,,140-40 BEECH AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/19/2016,08:30:00,MANHATTAN,10002.0,40.7094848,-73.9940233,"(40.7094848, -73.9940233)",SOUTH STREET,MARKET SLIP,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,13:11:00,MANHATTAN,10012.0,40.7272105,-73.99526999999998,"(40.7272105, -73.99527)",BROADWAY,BOND STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,,,,,BICYCLE,,,,
11/18/2016,13:11:00,QUEENS,11432.0,40.7125069,-73.7881676,"(40.7125069, -73.7881676)",,,175-20    WEXFORD TERRACE,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,,,,,
03/19/2016,08:38:00,QUEENS,11101.0,40.7525811,-73.9397391,"(40.7525811, -73.9397391)",,,24-03 41 AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,23:00:00,QUEENS,11360.0,40.781409,-73.7781665,"(40.781409, -73.7781665)",23 AVENUE,212 STREET,,3,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,23:23:00,QUEENS,11435.0,40.7168432,-73.81669529999998,"(40.7168432, -73.8166953)",MAIN STREET,81 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,06:10:00,MANHATTAN,10012.0,40.7203211,-73.9940403,"(40.7203211, -73.9940403)",DELANCEY STREET,BOWERY,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,06:25:00,BROOKLYN,11226.0,40.6453018,-73.9580373,"(40.6453018, -73.9580373)",FLATBUSH AVENUE,DURYEA PLACE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
11/18/2016,14:11:00,,,40.6742005,-73.999975,"(40.6742005, -73.999975)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,07:45:00,MANHATTAN,10128.0,40.7824027,-73.9513574,"(40.7824027, -73.9513574)",,,1637 3 AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
03/28/2016,08:00:00,QUEENS,11355.0,40.7566718,-73.8287931,"(40.7566718, -73.8287931)",SANFORD AVE,MAIN ST,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
03/28/2016,08:17:00,,,40.7265097,-73.93053959999997,"(40.7265097, -73.9305396)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
03/18/2016,10:15:00,QUEENS,11375.0,40.7187609,-73.8341646,"(40.7187609, -73.8341646)",,,75-48 GRAND CENTRAL PARKWAY,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
11/18/2016,15:11:00,QUEENS,11361.0,40.7577537,-73.7833817,"(40.7577537, -73.7833817)",NORTHERN BOULEVARD,FRANCIS LEWIS BOULEVARD,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,11:00:00,BROOKLYN,11215.0,40.67740560000001,-73.98304820000001,"(40.6774056, -73.9830482)",UNION STREET,4 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,11:00:00,BROOKLYN,11223.0,40.5971705,-73.9714845,"(40.5971705, -73.9714845)",AVENUE U,WEST STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,09:10:00,BROOKLYN,11223.0,40.601001200000006,-73.9793801,"(40.6010012, -73.9793801)",WEST 7 STREET,AVENUE S,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,09:20:00,,,40.81608060000001,-73.9176873,"(40.8160806, -73.9176873)",,,2955 8 AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,VAN,,,
03/28/2016,09:30:00,MANHATTAN,10016.0,40.7438255,-73.97950909999999,"(40.7438255, -73.9795091)",EAST 31 STREET,3 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,11:20:00,BROOKLYN,11222.0,40.7227739,-73.94709329999998,"(40.7227739, -73.9470933)",MC GUINNESS BOULEVARD,DRIGGS AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
03/27/2016,10:00:00,QUEENS,11411.0,40.69801810000001,-73.7440177,"(40.6980181, -73.7440177)",NASHVILLE BOULEVARD,116 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,10:00:00,QUEENS,11411.0,40.69801810000001,-73.7440177,"(40.6980181, -73.7440177)",NASHVILLE BOULEVARD,116 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,10:27:00,QUEENS,11373.0,40.7449653,-73.8783191,"(40.7449653, -73.8783191)",ELMHURST AVENUE,HAMPTON STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,10:50:00,QUEENS,11375.0,40.7215452,-73.84483990000003,"(40.7215452, -73.8448399)",,,107-40 QUEENS BOULEVARD,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,11:30:00,BROOKLYN,11220.0,40.6481062,-74.00624509999999,"(40.6481062, -74.0062451)",,,516 44 STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,11:40:00,MANHATTAN,10019.0,40.7604566,-73.983731,"(40.7604566, -73.983731)",7 AVENUE,WEST 49 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,VAN,,,
03/27/2016,13:00:00,QUEENS,11361.0,40.7577537,-73.7833817,"(40.7577537, -73.7833817)",NORTHERN BOULEVARD,FRANCIS LEWIS BOULEVARD,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,13:55:00,BROOKLYN,11203.0,40.6436045,-73.9429978,"(40.6436045, -73.9429978)",BROOKLYN AVENUE,CLARENDON ROAD,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,13:30:00,MANHATTAN,10128.0,40.7808011,-73.95462990000001,"(40.7808011, -73.9546299)",EAST 88 STREET,LEXINGTON AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,13:30:00,STATEN ISLAND,10306.0,40.57883579999999,-74.1125296,"(40.5788358, -74.1125296)",,,51 PRESCOTT AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,17:11:00,BROOKLYN,11234.0,40.6355615,-73.92283520000002,"(40.6355615, -73.9228352)",EAST 56 STREET,FARRAGUT ROAD,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/18/2016,17:11:00,BROOKLYN,11249.0,40.699668,-73.9592401,"(40.699668, -73.9592401)",WYTHE AVENUE,HEYWARD STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,BICYCLE,PASSENGER VEHICLE,,,
03/18/2016,13:40:00,,,40.7179539,-73.947683,"(40.7179539, -73.947683)",LEONARD STREET,,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,14:00:00,MANHATTAN,10017.0,40.7507645,-73.9684267,"(40.7507645, -73.9684267)",EAST 45 STREET,1 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,18:11:00,BROOKLYN,11234.0,40.6145408,-73.92539520000003,"(40.6145408, -73.9253952)",FILLMORE AVENUE,EAST 51 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/27/2016,17:00:00,,,40.7557807,-74.00198520000002,"(40.7557807, -74.0019852)",12 AVENUE,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
03/27/2016,17:00:00,BROOKLYN,11207.0,40.6870802,-73.913891,"(40.6870802, -73.913891)",HALSEY STREET,BUSHWICK AVENUE,,1,0,0,0,,,Lost Consciousness,Lost Consciousness,Lost Consciousness,,,PASSENGER VEHICLE,MOTORCYCLE,MOTORCYCLE,,
03/27/2016,17:04:00,MANHATTAN,10018.0,40.7549159,-73.9921459,"(40.7549159, -73.9921459)",,,304 WEST 38 STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,18:11:00,,,40.7573584,-73.7388593,"(40.7573584, -73.7388593)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,,,,
03/27/2016,18:11:00,BROOKLYN,11207.0,40.6585778,-73.89062290000003,"(40.6585778, -73.8906229)",LINDEN BOULEVARD,PENNSYLVANIA AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,18:11:00,BROOKLYN,11205.0,40.6980388,-73.9628402,"(40.6980388, -73.9628402)",FLUSHING AVENUE,WILLIAMSBURG STREET WEST,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,BICYCLE,,,
03/27/2016,18:15:00,BROOKLYN,11225.0,40.6635186,-73.95720759999998,"(40.6635186, -73.9572076)",EMPIRE BOULEVARD,BEDFORD AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,14:30:00,QUEENS,11354.0,40.7596798,-73.83234820000001,"(40.7596798, -73.8323482)",PRINCE STREET,39 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,19:00:00,QUEENS,11357.0,40.7803596,-73.81160609999998,"(40.7803596, -73.8116061)",,,151-18 20 ROAD,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,19:20:00,BROOKLYN,11208.0,40.6725095,-73.87371800000003,"(40.6725095, -73.873718)",SUTTER AVENUE,CRYSTAL STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,19:30:00,QUEENS,11354.0,40.7574508,-73.83405390000001,"(40.7574508, -73.8340539)",,,40-24 COLLEGE POINT BOULEVARD,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,19:40:00,,,40.6923473,-73.8817778,"(40.6923473, -73.8817778)",,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,19:54:00,BROOKLYN,11201.0,40.6936492,-73.9833217,"(40.6936492, -73.9833217)",FLATBUSH AVENUE EXTENSION,MYRTLE AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,01:00:00,BROOKLYN,11207.0,40.6608608,-73.8988191,"(40.6608608, -73.8988191)",NEWPORT STREET,SNEDIKER AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,14:39:00,MANHATTAN,10029.0,40.7948543,-73.9485854,"(40.7948543, -73.9485854)",,,1605 MADISON AVE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,OTHER,,,
03/27/2016,20:10:00,QUEENS,11354.0,40.765057,-73.81292009999999,"(40.765057, -73.8129201)",NORTHERN BOULEVARD,MURRAY STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,20:11:00,BROOKLYN,11221.0,40.6932057,-73.9165624,"(40.6932057, -73.9165624)",,,399       CENTRAL AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
03/27/2016,20:30:00,STATEN ISLAND,10304.0,40.6009629,-74.0892029,"(40.6009629, -74.0892029)",WEST FINGERBOARD ROAD,STANWICH STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,20:38:00,MANHATTAN,10019.0,40.7655201,-73.98003670000001,"(40.7655201, -73.9800367)",WEST 57 STREET,7 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,14:49:00,MANHATTAN,10011.0,40.744099,-73.99564409999998,"(40.744099, -73.9956441)",WEST 23 STREET,7 AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,BICYCLE,,,
03/27/2016,21:00:00,BROOKLYN,11208.0,40.6762505,-73.8840397,"(40.6762505, -73.8840397)",LIBERTY AVENUE,ELTON STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,21:00:00,,,40.76082279999999,-73.9983142,"(40.7608228, -73.9983142)",11 AVENUE,,,2,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,21:40:00,MANHATTAN,10003.0,40.7290083,-73.9937473,"(40.7290083, -73.9937473)",BROADWAY,WASHINGTON PLACE,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,BICYCLE,,,
11/18/2016,21:11:00,MANHATTAN,10075.0,40.774966600000006,-73.95679659999998,"(40.7749666, -73.9567966)",3 AVENUE,EAST 80 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,TAXI,,,,
11/18/2016,21:11:00,QUEENS,11372.0,40.7549047,-73.8738794,"(40.7549047, -73.8738794)",34 AVENUE,94 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/14/2016,15:03:00,BRONX,10457.0,40.8492091,-73.9000977,"(40.8492091, -73.9000977)",WEBSTER AVENUE,EAST 178 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/14/2016,15:05:00,BRONX,10457.0,40.8492091,-73.9000977,"(40.8492091, -73.9000977)",WEBSTER AVENUE,EAST 178 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,02:12:00,MANHATTAN,10002.0,40.7187947,-73.9890116,"(40.7187947, -73.9890116)",DELANCEY STREET,LUDLOW STREET,,6,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,15:30:00,QUEENS,11368.0,40.7493752,-73.8675126,"(40.7493752, -73.8675126)",ROOSEVELT AVENUE,98 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,BICYCLE,,,
03/27/2016,09:25:00,BROOKLYN,11221.0,40.6960144,-73.92152109999998,"(40.6960144, -73.9215211)",CENTRAL AVENUE,GREENE AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
03/26/2016,10:35:00,QUEENS,11692.0,40.5881348,-73.8019016,"(40.5881348, -73.8019016)",BEACH 74 STREET,LIGHTHOUSE DRIVE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,16:20:00,QUEENS,11103.0,40.7609461,-73.9162934,"(40.7609461, -73.9162934)",31 AVENUE,41 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,11:30:00,STATEN ISLAND,10308.0,40.55863529999999,-74.16198659999998,"(40.5586353, -74.1619866)",EAST MACON AVENUE,ARMSTRONG AVENUE,,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,16:21:00,QUEENS,11416.0,40.6899443,-73.84252629999997,"(40.6899443, -73.8425263)",,,102-20 ATLANTIC AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,11:50:00,QUEENS,11102.0,40.7715204,-73.92651540000001,"(40.7715204, -73.9265154)",,,27-34 21 STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,13:04:00,BROOKLYN,11225.0,40.6565259,-73.9600954,"(40.6565259, -73.9600954)",,,690 FLATBUSH AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,13:11:00,QUEENS,11358.0,40.7527674,-73.7913132,"(40.7527674, -73.7913132)",HOLLIS COURT BOULEVARD,189 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,07:11:00,QUEENS,11378.0,40.7185553,-73.91516700000003,"(40.7185553, -73.915167)",54 STREET,GRAND AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,,,,
03/26/2016,13:38:00,QUEENS,11385.0,40.7021274,-73.89162979999998,"(40.7021274, -73.8916298)",CENTRAL AVENUE,64 PLACE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,16:35:00,MANHATTAN,10024.0,40.7870466,-73.9775855,"(40.7870466, -73.9775855)",BROADWAY,WEST 84 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,16:40:00,BROOKLYN,11215.0,40.6679751,-73.9873006,"(40.6679751, -73.9873006)",5 AVENUE,11 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PICK-UP TRUCK,VAN,,,
03/26/2016,14:00:00,BROOKLYN,11207.0,40.6595225,-73.88271,"(40.6595225, -73.88271)",,,845 SCHENCK AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,08:11:00,BRONX,10451.0,40.8214966,-73.91120240000002,"(40.8214966, -73.9112024)",EAST 159 STREET,BROOK AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,14:00:00,QUEENS,11355.0,40.7502419,-73.81870390000002,"(40.7502419, -73.8187039)",,,46-17 KISSENA BOULEVARD,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,15:00:00,BROOKLYN,11215.0,40.6709808,-73.97255600000003,"(40.6709808, -73.972556)",,,56 MONTGOMERY PLACE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2016,08:11:00,QUEENS,11385.0,40.700435,-73.90536970000002,"(40.700435, -73.9053697)",,,1727      CORNELIA STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,16:00:00,BROOKLYN,11205.0,40.6906946,-73.9572731,"(40.6906946, -73.9572731)",FRANKLIN AVENUE,DE KALB AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,17:25:00,STATEN ISLAND,10310.0,40.6318344,-74.12385959999997,"(40.6318344, -74.1238596)",DONGAN STREET,CARY AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,18:00:00,QUEENS,11356.0,40.7786174,-73.8432229,"(40.7786174, -73.8432229)",,,125-05 23 AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,17:30:00,QUEENS,11378.0,40.7264017,-73.9003395,"(40.7264017, -73.9003395)",HAMILTON PLACE,65 PLACE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/18/2016,19:00:00,QUEENS,11428.0,40.7245706,-73.7340989,"(40.7245706, -73.7340989)",222 STREET,EDMORE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,18:10:00,BRONX,10452.0,40.8384037,-73.9262428,"(40.8384037, -73.9262428)",,,1230 OGDEN AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
