id,host_id,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18004679,109262814,Entire home/apt,58,1,45,01/03/2019,3.6,1,0
18007528,123717342,Entire home/apt,30,1,15,23/03/2019,0.65,4,312
18007602,123717342,Entire home/apt,60,1,4,24/01/2019,0.79,4,0
18014029,123746454,Entire home/apt,25,1,32,16/03/2019,1.34,1,340
18020678,24140666,Entire home/apt,32,3,19,05/06/2018,0.81,1,0
18024341,108455858,Private room,51,2,5,20/08/2017,0.21,2,0
18027535,123993606,Private room,16,4,37,09/04/2019,1.57,1,27
18028496,124000696,Private room,38,1,5,24/06/2017,0.21,1,0
18030645,2320210,Entire home/apt,188,3,20,22/03/2019,0.83,48,151
18033581,10380563,Entire home/apt,144,3,54,23/03/2019,2.22,44,222
18037285,124074293,Private room,60,3,16,12/07/2018,0.66,1,0
18038313,29320025,Private room,99,7,39,19/03/2019,1.62,1,1
18039476,20902582,Private room,50,3,8,05/07/2018,0.34,1,144
18039874,68816923,Private room,369,30,3,31/03/2018,0.15,1,85
18040680,96644578,Private room,100,3,5,07/06/2018,0.21,4,327
18041850,43090989,Private room,55,1,1,17/04/2017,0.04,2,0
18043684,5264883,Private room,250,2,40,05/04/2019,1.63,27,325
18046053,3376710,Private room,75,32,1,29/06/2017,0.05,43,179
18047082,65846460,Private room,53,2,106,02/01/2019,4.36,2,3
18049325,5264883,Private room,280,2,39,23/03/2019,1.6,27,299
18053047,10582280,Private room,170,5,11,24/07/2018,0.47,8,0
18053584,117242107,Private room,104,3,13,02/04/2019,0.59,7,164
18057062,9756628,Private room,30,10,5,31/12/2017,0.21,2,58
18064885,7770708,Entire home/apt,29,1,23,20/08/2018,0.95,1,7
18069045,4459553,Entire home/apt,450,2,33,01/02/2019,1.53,173,314
18069425,35680770,Private room,105,32,2,16/07/2017,0.09,18,0
18072457,71079714,Entire home/apt,55,3,110,07/04/2019,4.56,2,105
18073605,71079714,Entire home/apt,50,3,88,06/04/2019,3.64,2,141
18074835,120226192,Private room,25,1,13,01/03/2019,0.55,1,344
18074894,49108240,Entire home/apt,40,2,96,02/03/2019,3.96,1,0
18075827,85425783,Private room,38,2,98,27/11/2018,4.06,2,1
18080572,10380563,Private room,200,3,35,13/03/2019,1.62,44,131
18082453,124519514,Entire home/apt,80,2,20,29/10/2018,0.84,1,84
18086096,88941026,Entire home/apt,35,2,53,03/02/2019,2.17,2,221
18089233,124568197,Private room,119,4,81,17/03/2019,3.36,2,113
18089353,80063244,Private room,100,30,8,10/08/2018,0.33,3,180
18092758,81420994,Entire home/apt,99,2,23,24/03/2019,1.04,1,320
18098399,3972936,Entire home/apt,90,2,20,31/03/2019,0.83,26,193
18099570,502278,Private room,60,2,1,22/07/2017,0.05,2,99
18104363,117735472,Private room,50,2,115,24/03/2019,4.72,2,197
18105689,8848709,Entire home/apt,320,2,1,15/08/2017,0.05,8,365
18106995,77993517,Entire home/apt,34,2,85,24/03/2019,3.5,3,175
18107186,77993517,Entire home/apt,31,2,66,25/03/2019,2.72,3,162
18108637,4006184,Private room,50,1,105,28/03/2019,4.36,17,196
18108783,74189875,Entire home/apt,22,32,13,06/03/2019,0.61,4,128
18109707,77993517,Private room,35,2,64,05/04/2019,2.64,3,226
18118797,63481313,Private room,35,2,10,26/02/2019,0.41,1,334
18121163,124869252,Private room,14,1,49,06/04/2019,2.03,1,65
18121859,77548260,Entire home/apt,17,60,3,22/12/2018,0.16,4,283
18124601,74189875,Private room,25,32,8,30/03/2019,0.36,4,157
18124850,118494781,Entire home/apt,175,3,14,10/09/2017,0.58,1,65
18129838,6506637,Private room,65,2,111,05/04/2019,4.78,1,175
18132625,491007,Private room,45,32,7,07/01/2019,0.31,11,145
18132962,123483933,Private room,22,2,51,24/02/2019,2.13,1,298
18146433,5107063,Private room,99,1,57,24/03/2019,2.35,10,169
18147006,8557414,Private room,16,31,36,28/02/2019,1.56,13,184
18147097,28016389,Entire home/apt,69,2,8,09/07/2017,0.33,1,0
18147216,106103351,Entire home/apt,45,35,3,29/03/2019,0.19,11,328
18147514,13220518,Private room,30,2,13,22/09/2018,1.17,1,0
18147554,8557414,Entire home/apt,22,31,13,29/12/2018,0.54,13,185
18153634,80063244,Private room,180,32,8,21/05/2018,0.33,3,365
18154978,170357,Entire home/apt,62,31,3,19/10/2018,0.17,1,298
18166839,9919009,Private room,35,15,3,24/08/2017,0.12,1,0
18169478,1199902,Entire home/apt,36,2,41,08/04/2019,1.69,1,40
18169676,105722329,Private room,40,3,60,03/01/2019,2.49,1,126
18170160,125170011,Private room,30,2,18,22/03/2018,0.75,2,0
18171621,114509,Private room,45,32,2,27/05/2018,0.16,3,131
18174071,125365195,Private room,60,3,80,23/01/2019,3.31,1,6
18175074,125318292,Entire home/apt,50,2,24,26/09/2017,0.99,1,0
18175522,80339773,Private room,60,3,82,29/12/2018,3.39,1,2
18185332,125484383,Private room,45,31,9,04/10/2018,0.37,1,297
18185494,28051277,Private room,29,2,10,01/10/2018,0.41,3,363
18185603,19672895,Entire home/apt,35,1,5,12/10/2018,0.21,2,86
18187316,1391607,Entire home/apt,100,3,32,17/03/2019,1.34,95,260
18190996,54820821,Entire home/apt,70,1,83,05/01/2019,3.43,20,217
18192388,111698499,Entire home/apt,41,2,65,25/03/2019,2.7,1,307
18192944,103575041,Entire home/apt,18,1,3,07/05/2017,0.13,1,0
18194383,125567059,Entire home/apt,49,1,48,22/03/2019,1.99,1,87
18196081,5264883,Private room,250,2,21,09/03/2019,0.93,27,321
18197251,9916442,Private room,59,32,3,20/03/2019,0.31,6,195
18199255,125618098,Entire home/apt,37,2,99,05/04/2019,4.14,1,139
18203404,11090651,Entire home/apt,66,32,3,15/01/2018,0.14,1,261
18208218,32842317,Entire home/apt,20,3,2,23/04/2017,0.08,2,0
18211765,2246766,Entire home/apt,99,30,3,25/09/2018,0.18,2,0
18212084,76384135,Entire home/apt,27,1,10,20/06/2017,0.42,1,0
18212277,125733472,Entire home/apt,45,2,102,13/03/2019,4.26,1,10
18217447,46468012,Entire home/apt,49,2,32,01/11/2017,1.33,1,0
18217921,125794258,Entire home/apt,45,2,2,04/06/2017,0.09,1,0
18219254,7199745,Entire home/apt,15,3,105,08/04/2019,4.35,2,19
18220225,27158521,Entire home/apt,35,2,84,18/03/2019,3.47,1,44
18220498,40211677,Entire home/apt,52,2,24,08/04/2019,1.09,1,62
18222497,50203343,Private room,40,1,15,27/02/2019,0.64,2,99
18224255,37060277,Private room,15,2,17,06/04/2019,0.72,1,33
18224937,43505134,Entire home/apt,20,2,106,01/03/2019,4.39,3,67
18231920,26828317,Private room,180,2,20,17/03/2019,1.05,30,218
18232129,26828317,Private room,180,2,34,14/03/2019,1.82,30,220
18235880,125897346,Private room,18,4,19,15/02/2019,0.86,2,167
18239557,126010926,Private room,211,3,35,11/03/2019,1.6,4,243
18246047,7647320,Private room,40,2,89,07/03/2019,3.71,2,0
18249861,28033024,Entire home/apt,120,2,37,22/10/2018,1.58,1,0
18259912,125642111,Entire home/apt,55,4,109,06/04/2019,4.68,3,91
18259934,126211319,Private room,90,3,41,01/03/2019,1.88,1,131
18260887,125642111,Private room,55,5,111,02/04/2019,4.76,3,63
18262581,15804505,Shared room,50,1,18,05/11/2017,0.77,1,0
18262777,126229532,Private room,45,2,6,04/06/2017,0.26,1,0
18263439,39357860,Entire home/apt,100,2,6,11/03/2019,0.43,3,184
18264167,1240224,Entire home/apt,20,5,48,05/01/2019,2.03,1,68
18269758,126010926,Private room,121,3,17,23/03/2019,0.76,4,314
18269799,126296326,Private room,35,5,21,18/03/2019,0.89,2,325
18272085,19859511,Entire home/apt,50,2,10,27/08/2017,0.44,1,0
18273509,126331996,Private room,35,4,20,04/03/2019,0.84,1,47
18280255,126398491,Private room,98,2,70,30/03/2019,2.93,1,325
18280818,11324928,Entire home/apt,50,3,42,12/03/2019,1.81,3,187
18283499,16485878,Entire home/apt,26,2,69,29/03/2019,2.9,1,122
18286698,1839503,Private room,70,32,1,21/11/2017,0.06,2,0
18287536,45511707,Private room,30,1,4,18/06/2018,0.17,1,0
18289307,72984879,Entire home/apt,75,90,1,01/08/2017,0.05,15,237
18289524,126473866,Private room,49,2,45,25/02/2019,1.88,1,27
18290516,126482394,Private room,20,3,73,04/04/2019,3.1,2,290
18292371,91059008,Entire home/apt,155,3,7,23/03/2019,1.83,1,5
18298011,126554507,Private room,70,1,67,08/04/2019,2.82,1,320
18304359,5846874,Entire home/apt,49,2,23,09/12/2018,1.94,2,106
18305719,73077305,Entire home/apt,53,2,57,03/04/2019,2.78,4,116
18307439,5443988,Private room,50,5,23,04/04/2019,0.99,1,24
18307694,73077305,Private room,39,3,54,02/04/2019,2.47,4,119
18309933,126645762,Private room,87,2,76,31/03/2019,3.34,1,324
18320177,26828317,Entire home/apt,135,2,4,04/11/2018,0.24,30,245
18322139,126747378,Private room,108,1,12,08/04/2019,0.61,7,204
18322249,27778700,Entire home/apt,300,3,47,20/03/2019,1.99,6,329
18325759,126747378,Private room,108,1,30,08/04/2019,1.27,7,198
18325760,126747378,Private room,108,1,14,17/03/2019,0.62,7,208
18325761,126747378,Private room,108,1,19,08/04/2019,0.9,7,209
18325762,126747378,Private room,108,1,6,07/04/2019,0.31,7,181
18325763,126747378,Private room,108,1,13,23/03/2019,0.59,7,211
18325764,126747378,Entire home/apt,108,1,22,08/04/2019,1.04,7,163
18326280,55167631,Private room,39,4,37,25/02/2019,1.59,1,5
18328964,21734725,Private room,35,1,11,07/04/2019,0.46,1,355
18329533,118638052,Private room,16,3,20,18/11/2018,0.93,2,0
18338221,27778700,Private room,150,3,55,25/03/2019,2.33,6,330
18338597,1391607,Entire home/apt,65,3,7,29/08/2018,0.31,95,39
18341183,126807269,Entire home/apt,45,1,3,12/10/2018,0.29,1,0
18345954,112897166,Private room,25,2,49,16/03/2019,2.09,3,132
18349012,42967601,Private room,37,1,42,22/03/2019,1.78,1,196
18352966,21079332,Private room,70,2,6,27/02/2019,0.28,1,175
18353108,39479303,Private room,25,2,30,10/03/2019,1.26,3,12
18353682,91442087,Private room,50,4,4,03/06/2018,0.18,1,0
18353952,4030343,Entire home/apt,29,3,59,25/02/2019,2.49,1,21
18358244,127078055,Private room,45,3,1,13/05/2017,0.04,1,0
18358462,83377545,Private room,50,2,2,16/09/2017,0.09,1,0
18370562,16613332,Entire home/apt,35,2,53,09/04/2019,2.26,1,100
18376336,112897166,Private room,24,2,40,06/03/2019,1.69,3,73
18384611,20525082,Private room,27,30,53,06/03/2019,2.26,2,351
18387024,107862442,Private room,16,3,12,19/10/2017,0.51,2,0
18388848,3724467,Entire home/apt,700,3,16,27/01/2019,0.7,13,240
18389616,20790978,Private room,270,3,1,04/06/2018,0.1,18,269
18390325,112897166,Private room,28,2,51,17/03/2019,2.15,3,22
18400525,127482361,Entire home/apt,196,1,35,16/03/2019,1.48,7,276
18401693,46635775,Entire home/apt,100,3,64,16/03/2019,2.74,1,76
18402021,114509,Private room,40,31,1,01/03/2019,0.73,3,364
18405804,57935558,Private room,42,1,11,16/03/2019,0.57,14,0
18405897,127522141,Private room,50,1,8,28/12/2017,0.34,1,68
18412198,37447164,Entire home/apt,69,1,13,17/03/2019,0.61,4,338
18418085,116797836,Entire home/apt,190,4,43,18/03/2019,1.93,4,126
18418904,5543127,Private room,149,2,39,21/03/2019,1.75,5,339
18420101,127649334,Private room,25,2,26,06/04/2019,1.26,1,315
18420309,23612346,Entire home/apt,12,4,7,05/07/2017,0.3,1,0
18420379,10582280,Entire home/apt,180,4,14,27/08/2018,0.6,8,41
18420426,4459553,Private room,490,2,16,06/03/2019,0.85,173,331
18421113,4779974,Private room,18,1,1,30/09/2017,0.05,1,0
18421938,29668288,Entire home/apt,125,3,49,15/03/2019,2.22,1,79
18424082,4459553,Private room,490,2,38,17/03/2019,1.71,173,332
18424324,4459553,Entire home/apt,490,2,21,23/02/2019,0.92,173,331
18424456,4459553,Private room,490,2,18,04/03/2019,1.02,173,318
18426853,107862442,Private room,48,3,24,25/09/2017,1.02,2,0
18429066,2262273,Private room,75,32,1,31/07/2018,0.12,15,364
18429737,127725419,Entire home/apt,39,2,5,30/09/2017,0.21,1,0
18436222,33851427,Private room,40,32,4,30/11/2018,0.21,2,252
18437719,127802540,Entire home/apt,74,2,51,23/03/2019,2.16,1,348
18438082,127804697,Private room,30,1,1,25/02/2018,0.07,1,348
18438898,10582280,Entire home/apt,200,3,13,28/07/2018,0.56,8,2
18439011,116797836,Entire home/apt,106,4,38,31/03/2019,1.71,4,60
18439708,4459553,Entire home/apt,650,2,14,22/03/2019,0.61,173,305
18441602,4459553,Private room,490,2,39,23/03/2019,1.72,173,295
18441918,127835612,Entire home/apt,60,32,7,08/09/2018,0.37,1,150
18442226,4459553,Entire home/apt,490,2,2,09/03/2019,0.57,173,292
18442906,4459553,Entire home/apt,490,2,28,18/02/2019,1.22,173,329
18443060,123930441,Entire home/apt,75,4,51,23/03/2019,2.15,1,95
18443366,4459553,Private room,490,2,9,31/03/2019,0.42,173,319
18443653,4459553,Shared room,490,2,43,17/03/2019,1.93,173,331
18444651,125408597,Shared room,60,1,1,27/05/2017,0.04,1,0
18445568,127866632,Private room,38,32,6,23/03/2019,0.3,1,118
18445621,31627222,Entire home/apt,80,2,13,17/06/2018,0.56,1,0
18447216,65846460,Private room,53,3,74,07/04/2019,3.11,2,267
18452412,102828622,Private room,80,32,1,05/06/2017,0.04,6,303
18454432,4459553,Private room,490,2,26,08/02/2019,1.17,173,339
18454652,1687623,Private room,55,3,29,30/03/2019,1.29,1,2
18454724,41935176,Private room,35,1,42,02/04/2019,1.79,1,135
18454771,4459553,Private room,490,2,17,31/03/2019,0.73,173,303
18456957,6451715,Private room,55,1,128,08/04/2019,6.05,2,47
18458713,4459553,Shared room,490,2,14,06/03/2019,0.6,173,323
18458853,4459553,Private room,490,2,35,30/03/2019,1.65,173,332
18459019,4459553,Private room,800,2,23,27/03/2019,1.21,173,320
18462635,69156022,Entire home/apt,13,1,44,01/04/2019,1.9,4,68
18462672,116697883,Entire home/apt,21,1,92,27/03/2019,3.88,2,271
18462875,69156022,Private room,15,1,37,28/03/2019,1.59,4,95
18463326,9206404,Entire home/apt,41,2,52,24/03/2019,2.41,4,352
18463492,125653696,Entire home/apt,45,2,68,07/04/2019,2.87,1,283
18468447,127950275,Private room,30,2,49,07/04/2019,2.09,2,174
18471771,128113619,Private room,67,32,1,22/06/2018,0.1,1,239
18471832,88710965,Private room,50,1,60,10/04/2019,2.53,4,318
18472851,28831112,Entire home/apt,40,1,54,25/09/2018,2.32,1,121
18474526,127497866,Private room,54,1,69,06/04/2019,2.94,1,306
18478148,128134995,Private room,28,3,4,23/09/2017,0.17,2,343
18480840,128202691,Entire home/apt,45,1,18,26/02/2019,0.77,1,296
18481400,113891643,Private room,27,1,11,23/03/2019,1.67,2,323
18483347,24282359,Entire home/apt,30,3,19,07/04/2019,0.84,2,262
18483416,121078134,Private room,35,3,46,07/04/2019,1.97,2,203
18483980,128230035,Private room,45,4,43,29/09/2018,1.85,1,171
18484155,5692445,Private room,50,2,1,23/09/2017,0.05,8,365
18486910,36394752,Private room,40,1,1,07/04/2019,1,1,54
18488264,36562727,Private room,55,1,52,22/03/2019,2.22,2,329
18488302,7712303,Entire home/apt,60,2,6,26/02/2019,0.25,3,6
18488543,3194412,Private room,78,31,6,26/03/2019,0.27,6,195
18494489,87120459,Entire home/apt,30,1,123,08/04/2019,5.42,2,185
18497538,29471660,Private room,24,3,14,01/10/2017,0.6,1,0
18497740,128361285,Entire home/apt,30,10,3,27/02/2018,0.13,1,364
18499256,104657074,Private room,25,2,58,07/04/2019,2.48,2,61
18499289,742649,Private room,33,2,40,01/04/2019,1.73,2,308
18504505,36562727,Private room,45,1,51,28/10/2018,2.2,2,349
18508649,2252156,Entire home/apt,80,32,1,29/07/2017,0.05,1,364
18512386,7843388,Private room,59,32,1,23/01/2019,0.38,45,228
18513302,54025692,Private room,29,2,157,24/03/2019,7.94,1,15
18514467,88941026,Entire home/apt,46,2,34,27/12/2018,1.46,2,114
18515704,27159185,Private room,90,1,37,25/03/2019,2.06,11,190
18520280,127376657,Private room,45,1,93,26/03/2019,4.08,1,28
18521609,128567999,Entire home/apt,39,5,79,07/04/2019,3.85,2,296
18530629,10582280,Private room,220,3,13,16/08/2018,0.57,8,38
18531095,5159867,Private room,14,2,9,07/06/2018,0.43,6,124
18531279,10582280,Private room,160,4,15,19/07/2018,0.65,8,0
18531720,10582280,Private room,200,3,12,11/08/2018,0.52,8,41
18531999,6099660,Entire home/apt,60,1,16,18/03/2019,0.77,46,151
18532247,124568197,Private room,130,5,67,12/03/2019,2.88,2,96
18532548,6099660,Private room,63,1,23,09/03/2019,0.99,46,164
18534416,125793168,Entire home/apt,55,1,1,21/05/2017,0.04,1,0
18535412,92792580,Entire home/apt,35,1,27,22/04/2018,1.15,2,313
18540745,128698172,Private room,49,2,100,02/04/2019,4.35,1,104
18541332,93112619,Private room,129,2,16,20/03/2019,0.95,9,153
18541547,121820292,Entire home/apt,39,3,12,31/08/2017,0.55,1,0
18542083,7843388,Private room,38,32,1,29/06/2018,0.1,45,0
18542614,128415697,Private room,55,2,3,14/08/2017,0.14,1,0
18543846,128720500,Private room,35,2,10,24/09/2018,0.44,2,109
18546655,4357751,Private room,25,2,20,10/03/2019,0.86,3,339
18549740,29736832,Entire home/apt,52,32,2,15/06/2018,0.1,1,228
18554412,128807356,Private room,50,7,12,01/09/2017,0.59,1,343
18556234,1391607,Private room,65,3,32,18/03/2019,1.37,95,103
18556473,19958535,Private room,60,2,11,16/09/2017,0.47,2,0
18556994,93112619,Entire home/apt,159,2,17,04/03/2019,0.75,9,82
18557074,128824401,Private room,100,32,10,14/08/2017,0.44,1,316
18558551,9627487,Private room,60,1,2,05/06/2017,0.09,1,0
18559064,93112619,Private room,149,2,4,15/03/2019,0.24,9,124
18559913,93112619,Entire home/apt,159,2,16,21/02/2019,0.7,9,148
18560382,93112619,Entire home/apt,149,2,51,28/03/2019,2.37,9,131
18560722,93112619,Entire home/apt,159,2,9,16/03/2019,0.4,9,153
18561400,128857352,Private room,47,32,5,18/12/2018,0.24,1,0
18562759,1839503,Private room,60,2,14,02/03/2019,0.69,2,309
18564914,750385,Entire home/apt,495,3,34,14/03/2019,1.58,4,121
18568466,128880524,Entire home/apt,95,3,17,28/02/2019,0.77,9,321
18572961,93112619,Private room,159,2,72,31/03/2019,3.13,9,144
18573612,93112619,Private room,149,2,24,22/03/2019,1.05,9,152
18573829,93112619,Private room,149,2,15,08/12/2018,0.77,9,153
18573859,4212095,Private room,100,2,6,25/09/2018,0.26,19,29
18580058,10562358,Entire home/apt,48,1,27,25/10/2018,1.16,1,0
18580179,2320210,Entire home/apt,221,3,6,17/07/2018,0.27,48,141
18580775,129000409,Entire home/apt,124,1,55,10/03/2019,1.29,8,346
18580791,129000409,Private room,96,1,24,01/02/2019,0.55,8,351
18581078,129005361,Private room,32,2,155,03/04/2019,6.61,1,30
18581118,128880524,Private room,125,31,4,05/10/2017,0.18,9,0
18583380,128880524,Entire home/apt,150,31,14,31/10/2018,0.64,9,345
18584205,128880524,Entire home/apt,85,3,18,03/01/2019,0.81,9,212
18594606,129121059,Private room,60,1,15,08/10/2017,0.65,1,0
18595982,129136844,Private room,100,2,3,12/06/2017,0.13,1,91
18596808,129142696,Private room,50,3,57,24/09/2018,2.47,1,161
18603175,124190682,Private room,34,2,23,07/04/2019,1,1,122
18604118,43063104,Entire home/apt,75,3,49,07/04/2019,2.11,2,309
18609272,75910873,Entire home/apt,43,3,25,24/04/2018,1.17,1,0
18610257,299462,Entire home/apt,200,4,51,26/03/2019,2.28,79,75
18610785,6405346,Entire home/apt,48,3,13,20/06/2018,0.57,2,364
18611175,126431450,Entire home/apt,45,2,37,09/02/2019,1.59,1,186
18611535,299462,Entire home/apt,200,4,35,17/03/2019,1.59,79,298
18614711,26376879,Entire home/apt,80,2,38,07/04/2019,1.64,3,299
18614773,61220134,Entire home/apt,28,1,56,10/11/2018,2.41,2,39
18615356,26376879,Private room,70,2,25,05/11/2018,1.1,3,317
18620403,129357221,Entire home/apt,80,3,36,09/04/2019,1.55,2,86
18621483,129363327,Entire home/apt,90,31,4,31/01/2018,0.2,1,97
18622003,129367473,Private room,88,2,64,06/04/2019,2.87,2,326
18622658,4047624,Private room,53,3,18,20/10/2018,0.85,2,335
18623841,23070777,Private room,40,2,26,05/10/2017,1.12,1,0
18624555,8892662,Entire home/apt,29,2,24,17/03/2019,1.04,1,0
18632823,64813805,Entire home/apt,48,1,20,30/09/2018,0.87,1,1
18641460,92792580,Entire home/apt,35,1,10,23/07/2018,0.43,2,313
18642578,40142485,Entire home/apt,35,2,17,30/07/2018,0.98,1,2
18643014,129536641,Private room,144,4,68,29/03/2019,3.19,1,226
18647730,3972936,Private room,90,31,3,31/10/2018,0.14,26,249
18649323,77336046,Private room,59,1,78,07/11/2018,3.73,1,0
18649642,129588900,Private room,500,2,28,27/03/2019,1.33,1,213
18652306,12617302,Private room,90,2,59,22/03/2019,2.55,13,136
18652878,127363684,Private room,45,2,58,17/10/2018,2.52,1,0
18661985,42915610,Private room,23,5,21,04/04/2019,1.06,2,235
18665298,21122341,Private room,40,1,27,31/03/2019,1.19,1,61
18666265,23653030,Private room,51,32,2,24/10/2018,0.25,10,83
18666420,129727299,Private room,65,2,15,26/09/2018,0.65,1,76
18666614,1391607,Private room,120,3,36,21/03/2019,1.71,95,205
18668194,8925490,Private room,13,1,73,05/03/2019,3.4,1,4
18670144,120036063,Entire home/apt,73,3,111,09/04/2019,4.87,1,29
18672411,129690200,Entire home/apt,43,1,3,20/02/2019,0.13,2,365
18672570,2273079,Private room,150,2,71,27/03/2019,3.47,4,297
18675862,11425092,Entire home/apt,32,1,31,28/02/2019,1.34,1,0
18677755,7465256,Private room,40,2,3,22/10/2018,0.3,1,0
18678273,5543127,Private room,149,2,59,01/04/2019,2.57,5,324
18679493,2227977,Private room,45,3,5,10/10/2018,0.25,1,141
18679582,1267680,Private room,248,5,2,28/08/2018,0.25,4,145
18682101,30317952,Private room,35,1,7,23/07/2017,0.31,1,0
18682366,129701598,Private room,25,7,4,26/08/2018,0.17,1,350
18684497,22656142,Entire home/apt,20,2,24,22/10/2018,1.06,1,0
18686965,129899545,Private room,55,2,19,24/09/2018,0.9,1,36
18690060,127726716,Private room,14,1,176,09/04/2019,7.59,2,282
18690318,61964775,Private room,90,2,21,19/10/2017,0.93,1,0
18697011,84912886,Private room,22,1,2,23/05/2017,0.09,1,0
18698700,47554733,Private room,33,2,31,28/02/2019,1.38,3,37
18700569,4459553,Entire home/apt,450,3,31,21/03/2019,1.43,173,321
18701263,1838761,Private room,125,31,3,26/03/2018,0.16,9,253
18703222,130028166,Entire home/apt,130,3,8,04/04/2019,1.3,1,205
18703244,129465407,Entire home/apt,45,1,8,19/02/2019,0.38,5,361
18704517,19646718,Private room,19,2,21,02/04/2019,0.91,2,33
18711519,36098380,Private room,65,4,73,09/04/2019,3.45,2,96
18712102,5012760,Private room,50,2,16,07/08/2018,0.7,1,359
18716091,73587755,Entire home/apt,66,3,2,13/08/2017,0.09,1,180
18719491,32078851,Private room,34,1,5,10/08/2018,0.22,1,283
18719729,130166881,Entire home/apt,49,3,33,28/09/2018,1.45,1,0
18720328,36131621,Private room,53,1,39,12/03/2019,1.71,1,340
18725178,130223809,Private room,50,32,4,21/05/2018,0.19,11,249
18730346,130265495,Private room,25,2,45,03/04/2019,1.94,3,309
18732758,49894730,Entire home/apt,55,32,6,08/01/2019,0.31,5,269
18740765,11657346,Private room,75,2,94,06/04/2019,4.11,4,236
18741609,110460297,Private room,95,3,5,13/02/2019,0.23,4,103
18742191,130381746,Private room,45,32,5,31/01/2018,0.26,1,283
18742578,8555445,Private room,35,3,2,11/03/2019,0.29,2,349
18743976,1414702,Entire home/apt,70,4,6,25/02/2019,1.49,12,198
18743987,92818279,Private room,30,12,2,26/08/2017,0.1,1,0
18747430,3399123,Private room,140,2,53,22/03/2019,2.32,14,255
18748070,113020313,Entire home/apt,77,1,13,16/11/2018,1.26,22,138
18748074,113020313,Private room,77,1,6,04/03/2019,0.39,22,184
18748076,113020313,Entire home/apt,90,1,45,20/03/2019,2.01,22,184
18748079,113020313,Entire home/apt,90,1,32,25/03/2019,1.48,22,185
18748081,113020313,Private room,80,1,5,27/01/2019,0.33,22,147
18748082,113020313,Private room,80,1,15,17/03/2019,0.87,22,184
18748083,113020313,Private room,90,1,2,24/03/2019,0.1,22,148
18748088,113020313,Private room,80,1,4,08/03/2019,0.2,22,146
18748091,113020313,Private room,82,1,9,10/03/2019,0.45,22,192
18748092,113020313,Private room,82,1,39,06/03/2019,1.86,22,175
18748095,113020313,Private room,82,1,5,02/03/2019,0.23,22,140
18748096,113020313,Entire home/apt,60,1,25,06/01/2019,1.37,22,162
18748097,113020313,Private room,60,1,11,18/11/2018,0.62,22,173
18748099,113020313,Private room,60,1,19,13/03/2019,0.93,22,215
18748100,113020313,Private room,60,1,30,11/03/2019,1.43,22,224
18748102,113020313,Private room,128,1,13,16/02/2019,0.59,22,92
18748103,113020313,Private room,110,1,5,17/11/2018,0.24,22,92
18748104,113020313,Private room,103,1,5,15/02/2019,0.29,22,77
18748105,113020313,Private room,103,1,8,19/02/2019,0.48,22,77
18750489,3745058,Private room,35,6,1,22/08/2017,0.05,1,0
18751085,9222205,Entire home/apt,35,5,2,01/08/2017,0.1,1,0
18752257,7349396,Entire home/apt,132,1,112,25/03/2019,5.22,1,313
18754604,1432835,Entire home/apt,90,3,41,03/01/2019,1.79,38,265
18762580,106907544,Private room,50,2,85,25/03/2019,3.77,4,290
18762844,129690200,Private room,40,1,10,06/06/2018,0.44,2,181
18762867,25988696,Private room,28,6,31,02/01/2019,1.36,2,14
18764593,70343441,Private room,52,1,10,08/04/2019,0.45,1,49
18765714,2176127,Private room,70,3,46,01/04/2019,2.27,1,138
18766588,130581398,Private room,35,5,15,16/10/2018,0.72,2,279
18766954,93924461,Private room,20,2,36,17/03/2019,1.57,1,83
18768307,83980731,Entire home/apt,38,2,28,07/11/2017,1.22,1,0
18779649,4459553,Private room,430,3,30,02/04/2019,1.35,173,332
18782153,2273079,Entire home/apt,200,2,79,27/03/2019,3.62,4,258
18785667,130740309,Entire home/apt,37,1,17,01/01/2019,0.75,2,64
18787129,81653273,Private room,25,3,22,24/08/2017,0.96,1,36
18787319,1571540,Private room,149,1,56,28/03/2019,2.56,1,313
18788620,26513958,Private room,100,1,32,09/04/2019,1.41,5,100
18789189,23514155,Entire home/apt,99,31,1,31/01/2018,0.07,1,308
18791554,130792415,Entire home/apt,24,5,45,07/11/2018,1.96,1,0
18793876,130804906,Private room,55,4,7,25/08/2017,0.32,1,0
18797736,14449105,Private room,29,3,1,28/05/2017,0.04,1,239
18797930,49502428,Entire home/apt,35,31,2,11/12/2017,0.1,1,283
18800050,54820821,Private room,70,1,72,25/03/2019,3.15,20,211
18801690,130878430,Private room,50,2,6,27/01/2019,0.28,7,286
18801691,130872820,Private room,50,32,2,30/09/2018,0.15,2,326
18803642,85132746,Entire home/apt,215,1,16,27/02/2019,0.79,2,242
18809312,2059850,Private room,70,2,8,10/08/2018,0.36,1,89
18816246,79979411,Entire home/apt,65,2,77,04/04/2019,3.4,1,16
18816303,131010035,Private room,72,2,59,07/04/2019,2.62,1,29
18819367,131028869,Entire home/apt,105,1,151,12/03/2019,2.39,5,164
18819488,131028869,Entire home/apt,176,1,16,01/02/2019,0.35,5,167
18819497,131028869,Entire home/apt,132,1,101,23/03/2019,3.2,5,143
18819534,131028869,Entire home/apt,176,1,33,20/03/2019,0.57,5,180
