id,host_id,neighbourhood_group,neighbourhood,latitude,longitude
18429066,2262273,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38533,2.18057
18429737,127725419,Ciutat Vella,el Raval,41.37647,2.16692
23406101,1118350,Eixample,la Dreta de l'Eixample,41.38979,2.1633
23407253,109353564,Sant Martí,el Besòs i el Maresme,41.4112,2.21714
23408164,2579651,Eixample,la Sagrada Família,41.40241,2.17088
23408751,24201508,Sant Andreu,Sant Andreu,41.43804,2.18767
23409500,174551702,Sant Martí,el Clot,41.40595,2.18446
23409609,100648745,Sants-Montjuïc,Sants - Badal,41.37573,2.12909
23415329,129956741,Sant Martí,el Besòs i el Maresme,41.4116,2.21516
23417850,158537621,Sant Andreu,Sant Andreu,41.42932,2.19477
23422102,174302011,Sant Martí,el Camp de l'Arpa del Clot,41.40976,2.18096
23422593,61940192,Gràcia,la Vila de Gràcia,41.40527,2.15369
23426034,3376710,Ciutat Vella,la Barceloneta,41.37889,2.18802
23429679,174751009,Eixample,la Sagrada Família,41.40586,2.17056
23429981,144627045,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40378,2.14447
23430868,19037354,Eixample,la Dreta de l'Eixample,41.40037,2.16485
23433746,25071835,Sants-Montjuïc,Sants,41.373,2.13345
23433992,10380563,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4054,2.16879
23435973,54082387,Eixample,la Nova Esquerra de l'Eixample,41.38288,2.15275
23441645,3039107,Eixample,la Dreta de l'Eixample,41.39338,2.15849
23443150,9517537,Eixample,la Dreta de l'Eixample,41.4,2.17201
23443721,174741677,Eixample,la Nova Esquerra de l'Eixample,41.38204,2.14836
23444678,12483934,Ciutat Vella,el Barri Gòtic,41.3779,2.17831
23447329,128370512,Eixample,la Nova Esquerra de l'Eixample,41.38114,2.14847
23447978,66933654,Eixample,l'Antiga Esquerra de l'Eixample,41.39286,2.15188
23448129,162631832,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40376,2.1706
23460224,9673382,Sants-Montjuïc,el Poble Sec,41.37252,2.15718
23462402,175079041,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38347,2.18343
23462532,136853,Eixample,la Nova Esquerra de l'Eixample,41.38117,2.15183
23462534,136853,Eixample,la Nova Esquerra de l'Eixample,41.37917,2.15311
23463004,491007,Eixample,la Sagrada Família,41.40643,2.1755
23463007,491007,Eixample,la Sagrada Família,41.40574,2.17486
23463440,136853,Eixample,la Nova Esquerra de l'Eixample,41.37917,2.15309
23463502,136853,Eixample,la Nova Esquerra de l'Eixample,41.37993,2.15257
23467055,26515938,Eixample,la Sagrada Família,41.40744,2.176
23467894,175134563,Sants-Montjuïc,la Bordeta,41.36953,2.1413
23468143,136853,Eixample,la Nova Esquerra de l'Eixample,41.37999,2.15183
23468145,136853,Eixample,la Nova Esquerra de l'Eixample,41.38102,2.15106
23468146,136853,Eixample,la Nova Esquerra de l'Eixample,41.37974,2.15165
23468150,136853,Eixample,la Nova Esquerra de l'Eixample,41.38086,2.15156
23468153,136853,Eixample,la Nova Esquerra de l'Eixample,41.37965,2.15329
23468160,136853,Eixample,la Nova Esquerra de l'Eixample,41.38103,2.15284
23468161,136853,Eixample,la Nova Esquerra de l'Eixample,41.38132,2.1512
23468766,136853,Eixample,la Nova Esquerra de l'Eixample,41.38142,2.15301
23468934,136853,Eixample,la Nova Esquerra de l'Eixample,41.37959,2.15116
23469498,136853,Eixample,la Nova Esquerra de l'Eixample,41.3793,2.15194
23469514,136853,Eixample,la Nova Esquerra de l'Eixample,41.38093,2.15316
23475287,175223614,Sants-Montjuïc,el Poble Sec,41.37226,2.16036
23477641,10668924,Sants-Montjuïc,el Poble Sec,41.37333,2.16185
23479384,21483975,Sants-Montjuïc,Hostafrancs,41.37808,2.14587
23481396,175289193,Ciutat Vella,el Raval,41.37544,2.17153
23484434,175319544,Horta-Guinardó,el Guinardó,41.42546,2.17353
23484736,175328381,Ciutat Vella,la Barceloneta,41.38092,2.18694
23485240,1630675,Sant Martí,el Poblenou,41.39803,2.20039
23491811,171766015,Gràcia,la Vila de Gràcia,41.40375,2.15538
23492339,34891506,Gràcia,la Vila de Gràcia,41.40751,2.15695
23492988,136709482,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38576,2.18386
23494561,175433497,Sant Martí,el Parc i la Llacuna del Poblenou,41.39346,2.18729
23494716,175435823,Eixample,la Nova Esquerra de l'Eixample,41.38216,2.14797
23499378,31728940,Sant Martí,el Clot,41.40981,2.18912
23503077,175514786,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38748,2.17761
23511046,28439492,Horta-Guinardó,el Baix Guinardó,41.41215,2.17036
23512897,7700549,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4069,2.16689
23513623,175624236,Eixample,Sant Antoni,41.37599,2.1615
23514979,51136494,Ciutat Vella,el Raval,41.3803,2.17374
23517823,168187518,Eixample,l'Antiga Esquerra de l'Eixample,41.38707,2.16113
23518377,102895656,Ciutat Vella,el Barri Gòtic,41.38045,2.17725
23527381,3940374,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40912,2.16038
23533196,174751009,Eixample,la Sagrada Família,41.4045,2.17202
23533455,174751009,Eixample,la Sagrada Família,41.40604,2.17167
23533495,175811411,Ciutat Vella,el Barri Gòtic,41.37852,2.1783
23540764,15024749,Eixample,Sant Antoni,41.37686,2.16326
23541637,175873472,Eixample,la Nova Esquerra de l'Eixample,41.38538,2.14479
23541876,48874811,Gràcia,la Vila de Gràcia,41.40522,2.15077
23542809,133846050,Sants-Montjuïc,Sants,41.37965,2.1363
23543883,175873472,Sants-Montjuïc,Sants,41.38151,2.13768
23544539,35311853,Eixample,la Nova Esquerra de l'Eixample,41.37875,2.15172
23544741,175873472,Eixample,Sant Antoni,41.37625,2.15333
23545126,175873472,Eixample,la Nova Esquerra de l'Eixample,41.37966,2.15157
23547823,135702308,Ciutat Vella,el Raval,41.38001,2.17217
23549880,129255691,Ciutat Vella,el Barri Gòtic,41.38181,2.17836
23552622,175981422,Sant Martí,la Vila Olímpica del Poblenou,41.39147,2.19072
23553008,3193594,Eixample,Sant Antoni,41.37766,2.16311
23556089,174523518,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38702,2.17965
23556933,10547296,Eixample,la Dreta de l'Eixample,41.39888,2.16411
23557753,94292803,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40899,2.21303
23558916,94292803,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.41106,2.21141
23561655,148983899,Ciutat Vella,el Barri Gòtic,41.38034,2.17615
23564003,176085346,Sant Martí,el Besòs i el Maresme,41.42006,2.2117
23569063,170884744,Ciutat Vella,el Barri Gòtic,41.3786,2.17823
23572022,4260952,Ciutat Vella,el Barri Gòtic,41.38473,2.17371
23572241,12527853,Gràcia,Vallcarca i els Penitents,41.41469,2.14919
23573827,173251151,Sant Martí,el Camp de l'Arpa del Clot,41.40751,2.18451
23577159,26613490,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38666,2.17697
23578104,12527853,Gràcia,Vallcarca i els Penitents,41.41295,2.14894
23586517,1432835,Eixample,Sant Antoni,41.37764,2.16412
23586943,6797428,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38443,2.1806
23595394,173834826,Sant Andreu,Navas,41.4155,2.1892
23595865,176431130,Eixample,la Nova Esquerra de l'Eixample,41.38225,2.15218
23609083,176588771,Eixample,la Sagrada Família,41.40576,2.1737
23611001,176608035,Sant Martí,la Vila Olímpica del Poblenou,41.39595,2.19584
23619976,17591682,Ciutat Vella,la Barceloneta,41.3784,2.18988
23621398,21483975,Eixample,la Sagrada Família,41.401,2.17381
23622335,176743015,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38684,2.17584
23624523,44484521,Sants-Montjuïc,el Poble Sec,41.37198,2.16646
23625269,174751009,Eixample,la Sagrada Família,41.40467,2.17226
23630093,106937585,Eixample,l'Antiga Esquerra de l'Eixample,41.38982,2.1526
23631066,106937585,Eixample,l'Antiga Esquerra de l'Eixample,41.39017,2.15269
23636168,71421643,Ciutat Vella,el Barri Gòtic,41.37995,2.17658
23638419,174751009,Eixample,la Sagrada Família,41.40659,2.17046
23640357,64047093,Eixample,Sant Antoni,41.37633,2.1527
23641665,176952901,Ciutat Vella,el Raval,41.37823,2.17407
23641987,1435464,Eixample,la Dreta de l'Eixample,41.39539,2.16643
23643429,100152046,Gràcia,la Vila de Gràcia,41.40043,2.15852
23643534,176961576,Eixample,Sant Antoni,41.37684,2.15642
23643662,108269759,Sant Martí,la Vila Olímpica del Poblenou,41.39136,2.19615
23644218,4950893,Sant Martí,el Clot,41.41063,2.18901
23644434,70624594,Sants-Montjuïc,el Poble Sec,41.37415,2.16514
23645698,1432835,Eixample,l'Antiga Esquerra de l'Eixample,41.3906,2.15701
23648479,173859220,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38543,2.18115
23648920,31436673,Eixample,l'Antiga Esquerra de l'Eixample,41.38553,2.16135
23657604,174751009,Eixample,la Sagrada Família,41.4064,2.17237
23658361,10547296,Eixample,la Sagrada Família,41.40443,2.17622
23658589,177126671,Gràcia,la Vila de Gràcia,41.40238,2.15838
23658822,762163,Ciutat Vella,el Raval,41.38296,2.16428
23661273,383697,Sants-Montjuïc,el Poble Sec,41.37385,2.16844
23664141,1461163,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38389,2.18272
23664180,126010926,Eixample,Sant Antoni,41.3766,2.15529
23664516,34942768,Sant Martí,el Besòs i el Maresme,41.41445,2.21299
23666548,177201658,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40546,2.2104
23666869,177204439,Les Corts,la Maternitat i Sant Ramon,41.37678,2.1244
23677992,10704,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38278,2.1862
23680687,10815064,Ciutat Vella,el Barri Gòtic,41.38349,2.17812
23681623,126010926,Eixample,la Nova Esquerra de l'Eixample,41.38156,2.15646
23685032,177386546,Gràcia,la Salut,41.41294,2.14936
23685724,3073594,Sants-Montjuïc,el Poble Sec,41.37408,2.15737
23690277,22886148,Eixample,la Dreta de l'Eixample,41.39718,2.16258
23691762,174751009,Eixample,la Sagrada Família,41.40469,2.17192
23692055,177468457,Ciutat Vella,el Barri Gòtic,41.38014,2.17555
23692073,1986299,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39673,2.15206
23692077,1986299,Eixample,la Dreta de l'Eixample,41.3956,2.17284
23694077,70180427,Eixample,Sant Antoni,41.38076,2.16272
23694336,22886148,Eixample,la Dreta de l'Eixample,41.39726,2.16221
23696027,107647197,Eixample,la Nova Esquerra de l'Eixample,41.3883,2.15043
23710662,7778897,Gràcia,la Salut,41.41272,2.15731
23711190,7778897,Gràcia,la Salut,41.4118,2.15736
23715825,163810721,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40496,2.14869
23718657,4855882,Eixample,l'Antiga Esquerra de l'Eixample,41.38758,2.1579
23720094,4022728,Eixample,la Nova Esquerra de l'Eixample,41.38055,2.14752
23721307,177797510,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40524,2.16911
23722178,59189489,Sant Martí,Sant Martí de Provençals,41.41572,2.19758
23723324,61874060,Ciutat Vella,el Raval,41.37875,2.17429
23725901,34942768,Sant Martí,el Besòs i el Maresme,41.41589,2.21186
23725943,103404930,Sant Martí,el Poblenou,41.39778,2.20062
23726064,174818751,Eixample,la Dreta de l'Eixample,41.39745,2.16547
23726082,7778897,Gràcia,la Salut,41.41186,2.15751
23736456,177980703,Eixample,la Dreta de l'Eixample,41.38851,2.16886
23737219,169100477,Ciutat Vella,el Barri Gòtic,41.38164,2.17423
23737826,174751009,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40514,2.17106
23739642,1391607,Eixample,la Dreta de l'Eixample,41.39846,2.17154
23745018,34942768,Sant Martí,el Besòs i el Maresme,41.41498,2.21337
23745873,35712072,Gràcia,la Vila de Gràcia,41.40397,2.1594
23747599,70180427,Eixample,Sant Antoni,41.38043,2.16264
23747714,174818751,Eixample,la Dreta de l'Eixample,41.3973,2.16581
23750268,106937585,Eixample,l'Antiga Esquerra de l'Eixample,41.39307,2.14952
23756522,146282111,Sants-Montjuïc,el Poble Sec,41.37477,2.16071
23757508,1405013,Eixample,la Dreta de l'Eixample,41.3938,2.17029
23759000,178203711,Sant Martí,el Camp de l'Arpa del Clot,41.4095,2.18675
23759195,178206253,Sant Martí,el Clot,41.40635,2.18394
23759457,178208020,Eixample,la Dreta de l'Eixample,41.39228,2.16187
23760652,154304290,Ciutat Vella,el Raval,41.37884,2.17379
23761904,31325463,Sants-Montjuïc,el Poble Sec,41.37401,2.17371
23763086,178206253,Sant Martí,el Clot,41.40504,2.1848
23766739,156278160,Ciutat Vella,el Raval,41.38394,2.16916
23768689,178294154,Sant Martí,la Verneda i la Pau,41.4233,2.20569
23768880,117981254,Eixample,la Sagrada Família,41.40254,2.17395
23770749,39261812,Nou Barris,Porta,41.43524,2.17472
23776646,7843388,Ciutat Vella,el Barri Gòtic,41.38038,2.17883
23779650,70271025,Gràcia,la Vila de Gràcia,41.40151,2.15404
23781693,178392708,Eixample,la Dreta de l'Eixample,41.3902,2.16581
23785855,178423119,Eixample,el Fort Pienc,41.3955,2.18379
23791776,3709836,Eixample,Sant Antoni,41.3774,2.15871
23796558,163306741,Eixample,l'Antiga Esquerra de l'Eixample,41.38233,2.15868
23797007,57038419,Sant Martí,el Poblenou,41.40125,2.19975
23797677,28536458,Eixample,Sant Antoni,41.37601,2.15108
23799755,178600021,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40804,2.16514
23800004,175811411,Ciutat Vella,el Barri Gòtic,41.3798,2.17686
23800948,17532317,Sants-Montjuïc,Sants,41.38097,2.13675
23802379,174751009,Eixample,la Sagrada Família,41.40456,2.17227
23803557,101786647,Sant Andreu,Navas,41.41756,2.1805
23804717,114297472,Eixample,la Sagrada Família,41.40542,2.17676
23804730,174751009,Eixample,la Sagrada Família,41.40644,2.17104
23805819,137546438,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40885,2.14333
23806851,34501619,Eixample,la Nova Esquerra de l'Eixample,41.37976,2.14789
23809304,178679636,Sant Martí,el Poblenou,41.39929,2.19672
23809447,13308079,Sant Martí,el Poblenou,41.4069,2.20384
23809500,2736874,Eixample,la Nova Esquerra de l'Eixample,41.38046,2.15482
23810235,178694160,Eixample,la Nova Esquerra de l'Eixample,41.37663,2.15082
23810425,135224982,Eixample,Sant Antoni,41.37917,2.15768
23814991,43932817,Eixample,la Sagrada Família,41.40737,2.17778
23815551,63048416,Gràcia,la Vila de Gràcia,41.399,2.15798
23817125,75515551,Sants-Montjuïc,la Marina de Port,41.36054,2.13545
23819176,178790738,Eixample,la Sagrada Família,41.40585,2.17455
23822755,3157335,Ciutat Vella,el Raval,41.38319,2.17051
23823990,529612,Eixample,el Fort Pienc,41.39957,2.18015
23831243,178916047,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40371,2.14545
23834693,176085346,Sant Martí,el Besòs i el Maresme,41.41936,2.21118
23834724,177980703,Eixample,la Dreta de l'Eixample,41.38861,2.16668
23836924,5107063,Horta-Guinardó,Can Baró,41.41597,2.16062
23837563,178916047,Sarrià-Sant Gervasi,el Putxet i el Farró,41.4037,2.14394
23852986,49896352,Horta-Guinardó,el Guinardó,41.41726,2.17143
23853965,179169825,Ciutat Vella,el Barri Gòtic,41.37879,2.1777
23856789,2466117,Ciutat Vella,la Barceloneta,41.37988,2.19079
23857957,179216453,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40888,2.14413
23858483,179216453,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40876,2.14623
23858743,179216453,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40893,2.14479
23865960,172462374,Ciutat Vella,el Raval,41.37873,2.17233
23866376,172462374,Ciutat Vella,el Raval,41.37844,2.17365
23868370,48499570,Sant Martí,Provençals del Poblenou,41.40991,2.20203
23870469,36817577,Ciutat Vella,el Raval,41.37956,2.16967
23873077,74362562,Eixample,la Dreta de l'Eixample,41.3987,2.16654
23874036,168172986,Sant Martí,el Poblenou,41.39908,2.20426
23874678,174019192,Sants-Montjuïc,el Poble Sec,41.37413,2.17089
23876510,36785559,Ciutat Vella,el Raval,41.37785,2.17176
23877191,164988261,Eixample,la Sagrada Família,41.4066,2.17384
23878031,179402660,Ciutat Vella,el Raval,41.38119,2.16358
23880434,174146977,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38552,2.1827
23887963,147646238,Eixample,la Sagrada Família,41.40557,2.17574
23888210,179512371,Eixample,la Sagrada Família,41.40786,2.17382
23888685,5651747,Horta-Guinardó,Sant Genís dels Agudells,41.42649,2.13775
23891228,34501619,Eixample,la Nova Esquerra de l'Eixample,41.38105,2.14949
23893953,38775388,Horta-Guinardó,el Baix Guinardó,41.40811,2.16852
23893996,175811411,Ciutat Vella,el Barri Gòtic,41.37858,2.1761
23896389,7168856,Gràcia,la Vila de Gràcia,41.4069,2.15076
23896642,179579145,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38594,2.17875
23900789,3298210,Sants-Montjuïc,Sants - Badal,41.37068,2.1304
23901684,179630912,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3883,2.17677
23901910,176350499,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40962,2.21453
23911420,41470824,Eixample,el Fort Pienc,41.39698,2.17966
23914525,135791982,Sant Martí,el Poblenou,41.40459,2.20073
23914529,135791982,Eixample,la Nova Esquerra de l'Eixample,41.38105,2.14964
23914531,135791982,Sant Martí,el Camp de l'Arpa del Clot,41.41259,2.17804
23914532,135791982,Sants-Montjuïc,el Poble Sec,41.3743,2.15559
23914533,135791982,Sant Martí,Provençals del Poblenou,41.4062,2.19739
23915450,3901019,Ciutat Vella,el Raval,41.37938,2.16607
23915996,170716140,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38766,2.17895
23918581,157746231,Eixample,la Sagrada Família,41.40746,2.17813
23918958,156394796,Sant Martí,la Vila Olímpica del Poblenou,41.38884,2.19548
23919529,174751009,Eixample,la Sagrada Família,41.40586,2.17238
23920351,9478280,Ciutat Vella,el Raval,41.37828,2.16665
23920427,179799665,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42218,2.11829
23921059,179806633,Ciutat Vella,el Raval,41.38238,2.16857
23922267,143872590,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3838,2.18406
23922829,62972546,Ciutat Vella,el Raval,41.37706,2.17098
23931051,175453328,Eixample,l'Antiga Esquerra de l'Eixample,41.39291,2.14753
23931086,175453328,Eixample,l'Antiga Esquerra de l'Eixample,41.39372,2.14903
23931201,175453328,Eixample,l'Antiga Esquerra de l'Eixample,41.39368,2.14895
23931385,38344883,Les Corts,la Maternitat i Sant Ramon,41.38026,2.1276
23932429,17469479,Horta-Guinardó,la Teixonera,41.42406,2.14713
23932565,79156055,Eixample,la Dreta de l'Eixample,41.39811,2.17371
23936985,156655547,Sants-Montjuïc,Sants,41.37346,2.13144
23940244,4193907,Sant Martí,el Besòs i el Maresme,41.42042,2.21325
23940323,176350499,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.41035,2.21349
23941800,179995683,Sants-Montjuïc,la Font de la Guatlla,41.36941,2.14239
23950630,38355682,Sant Martí,el Camp de l'Arpa del Clot,41.40966,2.18629
23952113,180102449,Eixample,el Fort Pienc,41.40074,2.18327
23952684,177980703,Eixample,la Dreta de l'Eixample,41.38745,2.16875
23953865,177980703,Eixample,la Dreta de l'Eixample,41.38789,2.16673
23955916,21022185,Horta-Guinardó,el Baix Guinardó,41.41489,2.16928
23964555,180215498,Gràcia,la Vila de Gràcia,41.39854,2.15799
23964784,178600021,Gràcia,la Vila de Gràcia,41.3992,2.15668
23969809,20521654,Gràcia,el Coll,41.41954,2.14608
23971317,101458186,Sants-Montjuïc,el Poble Sec,41.37487,2.16345
23974587,180196986,Eixample,la Sagrada Família,41.40465,2.17385
23974646,21943075,Sants-Montjuïc,Sants - Badal,41.37239,2.12672
23976170,49541739,Eixample,la Sagrada Família,41.40708,2.17698
23982735,102834173,Eixample,la Sagrada Família,41.4058,2.1809
23985594,180436941,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40636,2.16388
23986343,8013272,Ciutat Vella,el Raval,41.37885,2.16836
23986457,13980622,Sant Martí,la Vila Olímpica del Poblenou,41.39085,2.19617
23987036,180454375,Ciutat Vella,la Barceloneta,41.38086,2.19015
23989053,1630675,Sant Martí,el Poblenou,41.39715,2.19918
23989175,69075205,Ciutat Vella,el Barri Gòtic,41.38377,2.1734
23989382,38355682,Sant Martí,el Clot,41.40997,2.18695
23989620,161454529,Eixample,la Dreta de l'Eixample,41.39294,2.1729
23990630,171753883,Ciutat Vella,el Barri Gòtic,41.38395,2.1722
23990645,49896352,Horta-Guinardó,el Guinardó,41.41842,2.17033
23990807,171753883,Ciutat Vella,el Barri Gòtic,41.38526,2.17073
23992269,35069722,Sants-Montjuïc,el Poble Sec,41.37254,2.16867
23992690,176350499,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40911,2.21361
23994422,71456472,Ciutat Vella,el Raval,41.37994,2.16649
23995304,175289193,Ciutat Vella,el Raval,41.37602,2.17117
24003367,26888295,Eixample,la Dreta de l'Eixample,41.39369,2.17011
24004679,37298105,Eixample,la Nova Esquerra de l'Eixample,41.37974,2.14741
24008711,29890774,Eixample,l'Antiga Esquerra de l'Eixample,41.38854,2.15376
24008864,87273019,Sants-Montjuïc,Sants,41.37348,2.13996
24010679,15535606,Eixample,Sant Antoni,41.37676,2.15506
24011492,34260692,Ciutat Vella,el Barri Gòtic,41.38365,2.17207
24011874,71615,Gràcia,el Coll,41.41772,2.14967
24014496,2595568,Sant Martí,el Poblenou,41.40304,2.19957
24015105,29319856,Eixample,Sant Antoni,41.37573,2.15218
24015257,180729269,Horta-Guinardó,Can Baró,41.4171,2.1653
24019084,140801494,Sant Martí,la Verneda i la Pau,41.42451,2.2084
24025489,158023606,Sant Martí,el Camp de l'Arpa del Clot,41.41114,2.17806
24026688,177468457,Ciutat Vella,el Barri Gòtic,41.37818,2.17696
24027579,60057552,Les Corts,la Maternitat i Sant Ramon,41.38658,2.12586
24028716,180855112,Ciutat Vella,el Raval,41.37786,2.16966
24032849,3893693,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38484,2.18358
24033028,28300778,Eixample,el Fort Pienc,41.39903,2.18131
24034907,128959838,Eixample,l'Antiga Esquerra de l'Eixample,41.39268,2.14524
24041138,174152775,Gràcia,la Vila de Gràcia,41.40407,2.15221
24050792,181050387,Nou Barris,Ciutat Meridiana,41.46104,2.17332
24051807,37774869,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40209,2.20934
24052553,131675890,Eixample,Sant Antoni,41.38334,2.16078
24054263,168877958,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38333,2.18418
24054660,11811125,Sants-Montjuïc,el Poble Sec,41.37328,2.16088
24054977,15512663,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38243,2.18287
24056647,7029988,Eixample,la Dreta de l'Eixample,41.38914,2.17203
24058040,73761386,Eixample,l'Antiga Esquerra de l'Eixample,41.38807,2.15513
24059038,178790738,Eixample,la Sagrada Família,41.40542,2.17266
24059171,178790738,Eixample,la Sagrada Família,41.40546,2.17463
24059231,178790738,Eixample,la Sagrada Família,41.40465,2.17259
24061132,181141724,Sants-Montjuïc,Sants - Badal,41.37568,2.12575
24063350,181164532,Horta-Guinardó,el Carmel,41.42559,2.15557
24063949,89577477,Ciutat Vella,el Raval,41.37995,2.16737
24075696,39113880,Eixample,el Fort Pienc,41.39936,2.1827
24077062,172462374,Ciutat Vella,el Raval,41.3787,2.17375
24077307,172462374,Ciutat Vella,el Raval,41.38,2.17376
24077510,172462374,Ciutat Vella,el Raval,41.38064,2.17369
24077783,181287056,Eixample,la Dreta de l'Eixample,41.39067,2.17644
24077977,181297147,Eixample,la Sagrada Família,41.4035,2.17872
24078086,181297147,Eixample,la Sagrada Família,41.40439,2.17876
24079243,129745417,Ciutat Vella,el Barri Gòtic,41.38106,2.17446
24084921,181329979,Sant Andreu,la Trinitat Vella,41.45164,2.1921
24095640,6007300,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40577,2.16874
24098604,146423520,Sants-Montjuïc,el Poble Sec,41.37413,2.16352
24109664,2202284,Gràcia,la Vila de Gràcia,41.40079,2.15781
24110768,128544027,Ciutat Vella,el Raval,41.37734,2.16784
24113131,21811351,Eixample,la Dreta de l'Eixample,41.39669,2.17529
24113519,154005925,Eixample,la Dreta de l'Eixample,41.39366,2.17695
24126151,21534713,Sants-Montjuïc,la Bordeta,41.37141,2.14018
24136809,83073837,Sants-Montjuïc,el Poble Sec,41.37427,2.16762
24137919,181797950,Sants-Montjuïc,el Poble Sec,41.37072,2.1602
24138826,936505,Eixample,Sant Antoni,41.37946,2.16076
24142949,36650828,Ciutat Vella,el Raval,41.37938,2.17451
24147855,181952663,Eixample,la Dreta de l'Eixample,41.38691,2.16861
24150850,2977774,Ciutat Vella,el Barri Gòtic,41.38697,2.17328
24153870,22197967,Ciutat Vella,el Barri Gòtic,41.38633,2.17386
24153933,162813642,Gràcia,la Vila de Gràcia,41.4062,2.16212
24155749,181297147,Eixample,la Sagrada Família,41.4039,2.17703
24159098,117423455,Eixample,el Fort Pienc,41.40153,2.18072
24167970,131794,Eixample,la Dreta de l'Eixample,41.39522,2.16908
24168547,15707021,Eixample,la Sagrada Família,41.40204,2.17903
24169789,86551441,Eixample,la Dreta de l'Eixample,41.3999,2.16521
24170185,21110455,Ciutat Vella,la Barceloneta,41.37491,2.1898
24171482,18412267,Horta-Guinardó,el Baix Guinardó,41.41314,2.17031
24173657,9784103,Eixample,la Dreta de l'Eixample,41.39397,2.17051
24174008,5878688,Eixample,la Sagrada Família,41.40665,2.17121
24176442,5878688,Eixample,la Sagrada Família,41.40665,2.17207
24181162,7867891,Eixample,l'Antiga Esquerra de l'Eixample,41.38833,2.15347
24182428,182264865,Sants-Montjuïc,el Poble Sec,41.37168,2.15972
24189464,182341019,Sants-Montjuïc,el Poble Sec,41.37397,2.16006
24190602,179774935,Horta-Guinardó,el Carmel,41.42018,2.15554
24190824,5878688,Eixample,la Sagrada Família,41.4077,2.17074
24191631,5878688,Eixample,la Sagrada Família,41.4071,2.17259
24192042,179995683,Sants-Montjuïc,la Bordeta,41.37013,2.14206
24192474,5878688,Eixample,la Sagrada Família,41.40848,2.17283
24193053,5878688,Eixample,la Sagrada Família,41.40829,2.17244
24193951,5878688,Eixample,la Sagrada Família,41.40798,2.17085
24194256,2262273,Sants-Montjuïc,Hostafrancs,41.37576,2.14685
24196303,5878688,Eixample,la Sagrada Família,41.40791,2.17151
24196406,14400866,Sant Martí,el Camp de l'Arpa del Clot,41.4141,2.18686
24196638,299462,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.41152,2.16222
24198132,5878688,Eixample,la Sagrada Família,41.40771,2.17227
24198147,2001982,Gràcia,la Vila de Gràcia,41.39773,2.15464
24202805,129745417,Ciutat Vella,el Barri Gòtic,41.3816,2.1738
24205626,182467725,Ciutat Vella,el Raval,41.38312,2.17018
24206158,182265018,Sants-Montjuïc,la Bordeta,41.37009,2.14169
24217003,69815537,Ciutat Vella,el Raval,41.38181,2.17048
24217165,61360206,Eixample,la Dreta de l'Eixample,41.39006,2.17613
